Capitol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrees,"Text Àrees",Política,"Text política","Grup de programes","Text Grup de programes",Programes,"Text Programes",Subprogrames,"Text Subprogrames","PREV. INICIAL"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33500,"Taxa de taules i cadires (vetlladors)",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","112.569,02"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33500,"Taxa de taules i cadires (vetlladors)",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","197.263,80"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33500,"Taxa de taules i cadires (vetlladors)",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","643.251,53"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33501,"Taxa de quioscos i vidrieres",0701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","790.000,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","241.740,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","618.570,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","938.520,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","106.650,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","241.740,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","71.100,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","71.100,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","28.440,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","206.190,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","106.650,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",335,"TAXA PER OCUPACIÓ LA VIA PÚBLICA TERRASS",33502,"Taxes d'altres ocupacions via pública",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","213.300,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",338,"COMPENSACIÓ TELEFÒNICA DE ESPAÑA SA",33800,"Compensació Telefònica de España SA",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","7.344.000,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",339,"ALTRES TAXES PER UTILIZACIÓ PRIVATIVA DO",33900,"Taxa utilitza. privada enllumenat públic",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",339,"ALTRES TAXES PER UTILIZACIÓ PRIVATIVA DO",33901,"Taxa utilització privada fonts ornamenta",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","22.000,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",339,"ALTRES TAXES PER UTILIZACIÓ PRIVATIVA DO",33902,"Taxa per serveis especials de vialitat",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","226.500,00"
3,"TAXES I ALTRES INGRESSOS",33,"TAXES PER UTILITZACIÓ PRIV O APROF ESPEC",339,"ALTRES TAXES PER UTILIZACIÓ PRIVATIVA DO",33903,"Taxa per caixers automàtics",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","73.000,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",341,"SERVEIS ASSISTENCIALS",34100,"Residència-habitatge tutelat-centres dia",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.989.000,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",341,"SERVEIS ASSISTENCIALS",34101,"Equipaments gent gran",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",341,"SERVEIS ASSISTENCIALS",34102,"Serveis d'atenció domiciliària",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",341,"SERVEIS ASSISTENCIALS",34104,"Temps Barri - cursos famílies i discapac",0701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","6.000,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",343,"SERVEIS ESPORTIUS",34300,"Activitats centres esportius",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","7.560,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.450,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","115,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","13.225,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","230,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.645,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","15.324,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",344,"ENTRADA A MUSEUS, EXPOSICIONS I ESPECTAC",34400,"Actes culturals",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","31.050,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","28.175,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","17.250,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","8.625,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","33.062,50"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","65.154,02"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34900,"Activitats centres civics districtes",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","24.150,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34901,"Activitats Centres Oberts",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","28.800,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34902,"Atenció a les famílies",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34908,Esponsoritzacions,0703,"0703 Serveis Centrals",4,"Actuacions de caràcter econòmic",44,"Transport públic",441,"Transport de viatgers",4412,"Altres transports de viatgers",44121,"Servei del Bicing","597.207,34"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34910,"Unitat montada i secció canina de la GU",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",34,"PREUS PUBLICS PER LA PRESTACIO DE SERV.",349,"ALTRES PREUS PÚBLICS",34911,"Cursos SPEIS",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.000,00"
