Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines;LONGITUD;LATITUD
440421,41;4475841,64;1;07  CHAMBERÍ;07-03 TRAFALGAR;ALBURQUERQUE, CALLE, DE;4;CargayDescarga;Línea;3;LAB. DE 7 A 15 H Y DE 17 A 20 HEXCEPTO CARGA Y DESCARGA;-3.702405;40.4310811
440540.84;4475849,08;38875;07  CHAMBERÍ;07-03 TRAFALGAR;ALBURQUERQUE, CALLE, DE;14;CargayDescarga;Línea;3;;-3.7009978;40.4311567
440267,79;4476189,03;36923;07  CHAMBERÍ;07-03 TRAFALGAR;BRAVO MURILLO, CALLE, DE;4;CargayDescarga;Línea;3;;-3.7042486;40.4341995
440273,66;4476351,16;1;07  CHAMBERÍ;07-03 TRAFALGAR;BRAVO MURILLO, CALLE, DE;18;CargayDescarga;Línea;3;;-3.7041947;40.4356605
440490,71;4475675,63;38322;07  CHAMBERÍ;07-03 TRAFALGAR;CARDENAL CISNEROS, CALLE, DEL;3;CargayDescarga;Línea;3;;-3.7015725;40.4295906
440468,07;4475820,04;42276;07  CHAMBERÍ;07-03 TRAFALGAR;CARDENAL CISNEROS, CALLE, DEL;24;CargayDescarga;Línea;;LABORABLES DE 9 A 20H. EXCEPTO CARGA Y DESCARGA ;-3.7018529;40.4308899
440438,15;4475974,43;38322;07  CHAMBERÍ;07-03 TRAFALGAR;CARDENAL CISNEROS, CALLE, DEL;42;CargayDescarga;Línea;4;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7022201;40.4322785
440377,28;4476276,76;1;07  CHAMBERÍ;07-03 TRAFALGAR;CARDENAL CISNEROS, CALLE, DEL;72;CargayDescarga;Línea;2;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7029661;40.4349977
440679,68;4476224,43;38171;07  CHAMBERÍ;07-03 TRAFALGAR;CASTILLO, CALLE, DEL;28;CargayDescarga;Línea;3;;-3.6993961;40.4345479
440808,56;4475782,74;35356;07  CHAMBERÍ;07-03 TRAFALGAR;COVARRUBIAS, CALLE, DE;28;CargayDescarga;Línea;3;;-3.6978355;40.4305782
440564,09;4475687,28;40037;07  CHAMBERÍ;07-03 TRAFALGAR;EGUILAZ, CALLE, DE;13;CargayDescarga;Línea;3;;-3.7007086;40.4297008
440641,79;4475733,74;38986;07  CHAMBERÍ;07-03 TRAFALGAR;FRANCISCO DE ROJAS, CALLE, DE;12;CargayDescarga;Línea;1;;-3.6997969;40.4301249
440398,4;4475674,17;40360;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;111;CargayDescarga;Línea;1;EXCEPTO CARGA Y DESCARGA LAB. DE 8,30 A 21 H  DOMINGOS Y FESTIVOS DE 9 A 16 H;-3.7026606;40.4295708
440407,62;4475693,18;40890;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;116;CargayDescarga;Línea;6;EXCEPTO CARGA Y DESCARGA LAB. DE 8,30 A 21 H  DOMINGOS Y FESTIVOS DE 9 A 16 H;-3.7025537;40.4297427
440369,61;4475773,13;42537;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;121;CargayDescarga;;;;-3.7030092;40.4304602
440378,92;4475781,74;39085;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;126;CargayDescarga;Línea;10;EXCEPTO CARGA Y DESCARGALAB. DE 8,30 A 21 H DOMINGOS Y FESTIVOS DE 9 A 16 H;-3.7029003;40.4305385
440317,42;4475934,54;40583;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;133;CargayDescarga;Línea;6;EXCEPTO CARGA Y DESCARGA LAB. DE 8,30 A 21 H DOMINGOS Y FESTIVOS DE 9 A 16 H;-3.7036396;40.4319105
440337,23;4475872,85;40360;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;136;CargayDescarga;Línea;2;EXCEPTO CARGA Y DESCARGALAB. DE 8,30 A 21 H DOMINGOS Y FESTIVOS DE 9 A 16 H;-3.7034003;40.4313562
440291,21;4476015,55;39085;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;145;CargayDescarga;Línea;14;EXCEPTO CARGA Y DESCARGA LAB. DE 8,30 A 21 H DOMINGOS Y FESTIVOS DE 9 A 16 H;-3.7039562;40.4326384
440355,91;4475815,26;40611;07  CHAMBERÍ;07-03 TRAFALGAR;FUENCARRAL, CALLE, DE;Fte 130;CargayDescarga;Línea;10;EXCEPTO CARGA Y DESCARGALAB. DE 8,30 A 21 H DOMINGOS Y FESTIVOS DE 9 A 14 H;-3.7031747;40.4308388
440297,31;4476519,95;1;07  CHAMBERÍ;07-03 TRAFALGAR;GARCIA DE PAREDES, CALLE, DE;1;CargayDescarga;Línea;3;;-3.7039317;40.4371827
440346,78;4476504,39;1;07  CHAMBERÍ;07-03 TRAFALGAR;GARCIA DE PAREDES, CALLE, DE;8;CargayDescarga;Línea;4;;-3.703347;40.4370461
440508,17;4476483,51;39231;07  CHAMBERÍ;07-03 TRAFALGAR;GARCIA DE PAREDES, CALLE, DE;18;CargayDescarga;Línea;2;;-3.7014423;40.4368696
440662,24;4475861,61;36894;07  CHAMBERÍ;07-03 TRAFALGAR;GARCILASO, CALLE, DE;1;CargayDescarga;Línea;1;;-3.6995678;40.4312782
440406,96;4476410,79;1;07  CHAMBERÍ;07-03 TRAFALGAR;GENERAL ALVAREZ DE CASTRO, CALLE, DEL;23;CargayDescarga;Línea;3;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7026287;40.4362072
440447,81;4475993,7;1;07  CHAMBERÍ;07-03 TRAFALGAR;GONZALO DE CORDOBA, CALLE, DE;16;CargayDescarga;Línea;2;;-3.702108;40.4324528
440233,18;4475872,64;1;07  CHAMBERÍ;07-03 TRAFALGAR;JERONIMO DE LA QUINTANA, CALLE, DE;11;CargayDescarga;Línea;1;LABORABLES DE 8 A 12 H Y DE 14.30 A 16.30 HEXCEPTO CARGA Y DESCARGA;-3.7046269;40.4313469
440379,03;4476668,27;39797;07  CHAMBERÍ;07-03 TRAFALGAR;JOSE ABASCAL, CALLE, DE;4;CargayDescarga;Línea;3;;-3.7029822;40.4385247
440702,86;4475907,88;38520;07  CHAMBERÍ;07-03 TRAFALGAR;JUAN DE AUSTRIA, CALLE, DE;1;CargayDescarga;Línea;3;lab. de 9 a 20 hexcepto: CARGA Y DESCARGA;-3.6990933;40.4316979
440631,76;4476142,34;1;07  CHAMBERÍ;07-03 TRAFALGAR;JUAN DE AUSTRIA, CALLE, DE;25;CargayDescarga;Línea;2;;-3.6999533;40.433805
440621,19;4476207,93;37298;07  CHAMBERÍ;07-03 TRAFALGAR;JUAN DE AUSTRIA, CALLE, DE;32;CargayDescarga;Línea;2;;-3.7000841;40.4343951
440740.48;4475628,55;40281;07  CHAMBERÍ;07-03 TRAFALGAR;MANUEL SILVELA, CALLE, DE;9;CargayDescarga;Línea;3;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6986237;40.4291843
440681,9;4475790,84;42157;07  CHAMBERÍ;07-03 TRAFALGAR;MANUEL SILVELA, CALLE, DE;18;CargayDescarga;Línea;3;;-3.6993294;40.4306421
440231,28;4475686,66;37175;07  CHAMBERÍ;07-03 TRAFALGAR;MONTELEON, CALLE, DE;32;CargayDescarga;Línea;4;;-3.7046318;40.4296713
440752,25;4475672,52;1;07  CHAMBERÍ;07-03 TRAFALGAR;NICASIO GALLEGO, CALLE, DE;11;CargayDescarga;Línea;2;;-3.6984891;40.4295812
440557,19;4475751,84;1;07  CHAMBERÍ;07-03 TRAFALGAR;PALAFOX, CALLE, DE;2;CargayDescarga;Línea;3;;-3.7007959;40.4302819
440503,2;4475972,4;1;07  CHAMBERÍ;07-03 TRAFALGAR;PALAFOX, CALLE, DE;31;CargayDescarga;Línea;3;;-3.7014531;40.4322649
440596,05;4475995,83;1;07  CHAMBERÍ;07-03 TRAFALGAR;RAIMUNDO LULIO, CALLE, DE;2;CargayDescarga;Línea;4;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3.7003606;40.4324826
440305,42;4475714,07;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANDOVAL, CALLE, DE;7;CargayDescarga;Línea;3;;-3.7037604;40.4299236
440250,63;4475736,92;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANDOVAL, CALLE, DE;15;CargayDescarga;Línea;3;;-3.7044084;40.4301255
440190,5;4475752,39;39119;07  CHAMBERÍ;07-03 TRAFALGAR;SANDOVAL, CALLE, DE;20;CargayDescarga;Línea;3;;-3.7051187;40.4302605
440837,82;4475915,98;42044;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA ENGRACIA, CALLE, DE;37;CargayDescarga;Línea;2;;-3.697503;40.4317805
440784,36;4476079,51;39265;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA ENGRACIA, CALLE, DE;51;CargayDescarga;Línea;2;;-3.6981485;40.4332499
440615,53;4476615,27;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA ENGRACIA, CALLE, DE;115;CargayDescarga;Línea;4;;-3.7001889;40.4380642
440608,93;4476045,6;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANTA FELICIANA, CALLE, DE;4;CargayDescarga;Batería;3;;-3.7002135;40.4329319
440588,68;4476285,09;42046;07  CHAMBERÍ;07-03 TRAFALGAR;SANTISIMA TRINIDAD, CALLE, DE LA;3;CargayDescarga;Línea;2;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.7004746;40.4350879
440557,98;4476393,6;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANTISIMA TRINIDAD, CALLE, DE LA;13;CargayDescarga;Batería;7;;-3.7008467;40.4360632
440546,68;4476466,42;1;07  CHAMBERÍ;07-03 TRAFALGAR;SANTISIMA TRINIDAD, CALLE, DE LA;23;CargayDescarga;Línea;3;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.7009867;40.4367184
440603,09;4475805,46;40360;07  CHAMBERÍ;07-03 TRAFALGAR;TRAFALGAR, CALLE, DE;1;CargayDescarga;Línea;3;;-3.7002599;40.4307682
440518,48;4476129,66;1;07  CHAMBERÍ;07-03 TRAFALGAR;TRAFALGAR, CALLE, DE;32;CargayDescarga;Línea;3;;-3.7012876;40.4336827
440333,61;4476392,14;38392;07  CHAMBERÍ;07-03 TRAFALGAR;VIRIATO, CALLE, DE;5;CargayDescarga;Línea;3;;-3.7034917;40.436034
440395,26;4476378,73;1;07  CHAMBERÍ;07-03 TRAFALGAR;VIRIATO, CALLE, DE;12;CargayDescarga;Línea;3;;-3.7027637;40.4359176
440677,02;4476359;36292;07  CHAMBERÍ;07-03 TRAFALGAR;VIRIATO, CALLE, DE;42;CargayDescarga;Línea;3;;-3.69944;40.43576
441298,18;4476107,09;1;07  CHAMBERÍ;07-04 ALMAGRO;ALFONSO X, CALLE, DE;4;CargayDescarga;Línea;2;LABORABLESDE 8,00 A 12,00 H.Y DE 14,30 A 18,00 H.;-3.6920935;40.4335348
440788,75;4476294,99;1;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;1;CargayDescarga;Línea;2;;-3.6981168;40.4351913
440803,99;4476380,43;41185;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;8;CargayDescarga;Línea;5;;-3.6979451;40.4359621
440808,49;4476440.01;41185;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;12;CargayDescarga;Línea;4;;-3.6978976;40.4364991
440804,52;4476513,51;1;07  CHAMBERÍ;07-04 ALMAGRO;ALONSO CANO, CALLE, DE;23;CargayDescarga;Línea;3;;-3.6979512;40.437161
441211,47;4475584,84;37665;07  CHAMBERÍ;07-04 ALMAGRO;BLANCA DE NAVARRA, CALLE, DE;6;CargayDescarga;Línea;3;;-3.6930675;40.428824
441070,39;4475790,5;39168;07  CHAMBERÍ;07-04 ALMAGRO;CARACAS, CALLE, DE;6;CargayDescarga;Línea;3;;-3.6947496;40.4306667
441048,05;4476053,88;1;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;15;CargayDescarga;Línea;3;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6950374;40.4330377
441073,09;4476403,39;39149;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;35;CargayDescarga;Línea;3;;-3.6947746;40.436188
441071,36;4476252,98;1;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;42;CargayDescarga;Línea;3;LABORABLES DE 9 A 20 H.EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6947811;40.434833
441084,36;4476434,5;1;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;54;CargayDescarga;Línea;3;LABORABLES DE 9 A 20 H.EXCEPTO CARGA Y DESCARGA EN LINEA;-3.6946446;40.4364691
441459,01;4476186,73;38362;07  CHAMBERÍ;07-04 ALMAGRO;FORTUNY, CALLE, DE;32;CargayDescarga;Batería;10;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6902048;40.4342635
440699,95;4476470,26;37224;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;25;CargayDescarga;Línea;3;;-3.69918;40.4367639
441100,63;4476458,51;37515;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;47;CargayDescarga;Batería;8;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.694455;40.4366865
441244,73;4476453,71;1;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;59;CargayDescarga;Línea;3;;-3.6927557;40.4366535
441206,58;4476446,49;1;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;82;CargayDescarga;Línea;3;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6932048;40.4365858
441265,07;4476443,11;1;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;84;CargayDescarga;Línea;2;lab. de 8 a 20 h.excepto: CARGA Y DESCARGA;-3.6925149;40.4365594
441438,01;4476438,86;40137;07  CHAMBERÍ;07-04 ALMAGRO;GARCIA DE PAREDES, CALLE, DE;96;CargayDescarga;Línea;4;;-3.6904756;40.4365333
441287,49;4475266,85;38674;07  CHAMBERÍ;07-04 ALMAGRO;GENOVA, CALLE, DE;27;CargayDescarga;Línea;3;;-3.6921419;40.4259647
441176,95;4476610,63;38523;07  CHAMBERÍ;07-04 ALMAGRO;JOSE ABASCAL, CALLE, DE;48;CargayDescarga;Línea;5;;-3.6935693;40.4380623
441378,36;4476373,9;1;07  CHAMBERÍ;07-04 ALMAGRO;MIGUEL ANGEL, CALLE, DE;22;CargayDescarga;Línea;3;;-3.6911729;40.435944
440922,41;4476312,14;41075;07  CHAMBERÍ;07-04 ALMAGRO;MODESTO LAFUENTE, CALLE, DE;1;CargayDescarga;Línea;3;;-3.6965426;40.4353553
441331,92;4475879,32;41660;07  CHAMBERÍ;07-04 ALMAGRO;MONTE ESQUINZA, CALLE, DEL;49;CargayDescarga;Batería;2;Laborables de 8 a 17 h. Excepto Carga y Descarga. Tiempo máximo 30 minutos;-3.6916747;40.4314853
440686,82;4476581,48;1;07  CHAMBERÍ;07-04 ALMAGRO;PONZANO, CALLE, DE;14;CargayDescarga;Línea;3;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6993452;40.4377649
440854,97;4476121,44;35531;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;3;CargayDescarga;Línea;3;LABORABLES DE 8 A 12 H.EXCEPTO CARGA Y DESCARGA;-3.6973199;40.4336326
441080,72;4476158,59;35125;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;13;CargayDescarga;Línea;3;LABORABLES DE 7 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA;-3.694662;40.4339833
441180,28;4476153,27;1;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;24;CargayDescarga;Línea;3;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA EN LINEA;-3.6934877;40.4339424
441220,94;4476163,4;39122;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;25;CargayDescarga;Línea;3;;-3.6930093;40.4340366
441397,3;4476169,47;1;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;35;CargayDescarga;Línea;4;;-3.6909307;40.4341037
441445,02;4476162,62;1;07  CHAMBERÍ;07-04 ALMAGRO;RAFAEL CALVO, CALLE, DE;42;CargayDescarga;Batería;6;;-3.6903675;40.4340453
440626,61;4476632,75;38322;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;100;CargayDescarga;Batería;3;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7000599;40.4382225
440731,93;4476364,13;36292;07  CHAMBERÍ;07-04 ALMAGRO;VIRIATO, CALLE, DE;45;CargayDescarga;Batería;6;;-3.6987931;40.4358101
440839,99;4476347,11;41254;07  CHAMBERÍ;07-04 ALMAGRO;VIRIATO, CALLE, DE;52;CargayDescarga;Línea;2;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6975175;40.4356645
440947;4476347,89;1;07  CHAMBERÍ;07-04 ALMAGRO;VIRIATO, CALLE, DE;61;CargayDescarga;Batería;8;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.696256;40.4356791
441154,84;4475577,19;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;13;CargayDescarga;Línea;2;;-3.6937343;40.428751
441189,48;4476061,13;40177;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;37;CargayDescarga;Línea;3;lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6933708;40.433113
441204,29;4476141,9;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;50;CargayDescarga;Línea;3;;-3.6932036;40.4338417
441212,37;4476253,59;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;60;CargayDescarga;Línea;3;;-3.6931187;40.4348484
441215,79;4476427,73;40360;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;65;CargayDescarga;Línea;3;;-3.6930945;40.4364174
441219,16;4476472,63;40360;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;67;CargayDescarga;Línea;3;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3.6930589;40.4368221
441233,91;4476553,57;1;07  CHAMBERÍ;07-04 ALMAGRO;ZURBANO, CALLE, DE;84;CargayDescarga;Línea;3;LAB. DE 8 A 12 H Y DE 14.30 A 19 HEXCEPTO CARGA Y DESCARGA;-3.6928925;40.4375523
440833,99;4476793,64;41453;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;24;CargayDescarga;Línea;2;LABORABLES DE 8 A 17 H. EXCEPTO CARGA Y DESCARGA;-3.6976299;40.4396866
440845,2;4476949,39;37007;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;42;CargayDescarga;Línea;3;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6975122;40.4410905
440846,41;4477094,07;36578;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;77;CargayDescarga;Línea;8;;-3.6975114;40.4423939
440860,75;4477296,16;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;ALONSO CANO, CALLE, DE;91;CargayDescarga;Línea;3;;-3.6973611;40.4442154
440301,6;4477242,38;42555;07  CHAMBERÍ;07-05 RÍOS ROSAS;BRAVO MURILLO, CALLE, DE;62;CargayDescarga;Línea;3;;-3.703949;40.443691
440308,64;4477454,82;40884;07  CHAMBERÍ;07-05 RÍOS ROSAS;BRAVO MURILLO, CALLE, DE;88;CargayDescarga;Línea;2;;-3.703886;40.4456053
440366,86;4477195,23;42697;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;0,208333333;CargayDescarga;Línea;2;DE LUNES A VIERNES DE 8 A 14 H. SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.7031751;40.4432709
440370,92;4477185,92;41239;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;10;CargayDescarga;Línea;3;;-3.7031264;40.4431874
440638,95;4477176;38554;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;19;CargayDescarga;Línea;3;;-3.6999651;40.4431172
440829,61;4477153,34;36330;07  CHAMBERÍ;07-05 RÍOS ROSAS;CRISTOBAL BORDIU, CALLE, DE;40;CargayDescarga;Batería;1;;-3.697715;40.4429266
441106,12;4476854,22;36330;07  CHAMBERÍ;07-05 RÍOS ROSAS;FERNANDEZ DE LA HOZ, CALLE, DE;59;CargayDescarga;Línea;3;;-3.694427;40.4402517
441095,74;4476714,69;41191;07  CHAMBERÍ;07-05 RÍOS ROSAS;FERNANDEZ DE LA HOZ, CALLE, DE;72;CargayDescarga;Línea;1;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. Y SÁBADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6945364;40.438994
440577,03;4476673,09;35992;07  CHAMBERÍ;07-05 RÍOS ROSAS;JOSE ABASCAL, CALLE, DE;15;CargayDescarga;Línea;3;;-3.7006482;40.4385823
441222,61;4476689,47;38954;07  CHAMBERÍ;07-05 RÍOS ROSAS;MALAGA, CALLE, DE;10;CargayDescarga;Línea;2;lab. de 9 a 14 h. y de 16,30 a 20 h.excepto: CARGA Y DESCARGA;-3.6930383;40.4387758
440321,04;4477310,54;42808;07  CHAMBERÍ;07-05 RÍOS ROSAS;MARIA DE GUZMAN, CALLE, DE;2;CargayDescarga;Línea;3;lab de lunes a sabado de 8 a 14 h.;-3.7037262;40.4443064
440609,89;4477289,1;35954;07  CHAMBERÍ;07-05 RÍOS ROSAS;MARIA DE GUZMAN, CALLE, DE;18;CargayDescarga;Línea;3;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7003184;40.444134
440336,84;4477430,5;35733;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;4;CargayDescarga;Línea;3;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7035512;40.4453882
440425,68;4477432,67;35738;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;13;CargayDescarga;Línea;3;;-3.7025038;40.4454141
440710,72;4477410,85;39412;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;27;CargayDescarga;Línea;3;;-3.6991408;40.4452379
440852,96;4477390,88;35733;07  CHAMBERÍ;07-05 RÍOS ROSAS;MAUDES, CALLE, DE;52;CargayDescarga;Línea;3;;-3.6974618;40.4450682
440966,99;4476861,28;42443;07  CHAMBERÍ;07-05 RÍOS ROSAS;MODESTO LAFUENTE, CALLE, DE;40;CargayDescarga;Línea;2;LAB. DE 7 A 21 H. EXCEPTO: CARGA Y DESCARGA;-3.696068;40.4403054
440979,08;4477165,72;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;MODESTO LAFUENTE, CALLE, DE;45;CargayDescarga;Batería;3;;-3.6959538;40.4430488
441011,76;4477511,68;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;MODESTO LAFUENTE, CALLE, DE;92;CargayDescarga;Línea;2;;-3.6956006;40.4461677
440697,03;4476719,74;42719;07  CHAMBERÍ;07-05 RÍOS ROSAS;PONZANO, CALLE, DE;28;CargayDescarga;Línea;3;;-3.6992377;40.4390111
440754,08;4477527,14;1;07  CHAMBERÍ;07-05 RÍOS ROSAS;PONZANO, CALLE, DE;S/N;CargayDescarga;Línea;2;;-3.6986404;40.4462886
440359,62;4477073,67;41568;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;5;CargayDescarga;Línea;1;;-3.7032491;40.4421754
440398,41;4477053,57;38322;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;12;CargayDescarga;Línea;3;LABORABLES DE 9 A 14 H.Y DE 16,30 A 20 H. EXCEPTOCARGA Y DESCARGA;-3.7027898;40.4419971
440899,72;4477014,58;37259;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;44;CargayDescarga;Línea;3;Lab. de 9 a 14 h.excepto: CARGA Y DESCARGA;-3.6968754;40.4416816
440923,37;4477032,73;38180;07  CHAMBERÍ;07-05 RÍOS ROSAS;RIOS ROSAS, CALLE, DE;51;CargayDescarga;Línea;3;;-3.6965983;40.4418468
441236,29;4476953,12;38509;07  CHAMBERÍ;07-05 RÍOS ROSAS;SAN JUAN DE LA CRUZ, PLAZA, DE;1;CargayDescarga;Línea;3;;-3.6929014;40.4411518
439696,61;4476743,54;35914;07  CHAMBERÍ;07-06 VALLEHERMOSO;BLASCO DE GARAY, CALLE, DE;94;CargayDescarga;Línea;3;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.711035;40.4391536
440081,57;4476810,97;38875;07  CHAMBERÍ;07-06 VALLEHERMOSO;BOIX Y MORER, CALLE, DE;7;CargayDescarga;Línea;3;;-3.7065027;40.4397889
439997,47;4476709,22;34794;07  CHAMBERÍ;07-06 VALLEHERMOSO;CEA BERMUDEZ, CALLE, DE;16;CargayDescarga;Línea;3;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7074846;40.4388662
439510,95;4476745,51;35914;07  CHAMBERÍ;07-06 VALLEHERMOSO;CEA BERMUDEZ, CALLE, DE;50;CargayDescarga;Línea;3;;-3.7132242;40.4391578
439256,3;4477002,86;38664;07  CHAMBERÍ;07-06 VALLEHERMOSO;DOMENICO SCARLATTI, CALLE, DE;4;CargayDescarga;Línea;3;;-3.7162511;40.4414576
439265,07;4476996,23;38664;07  CHAMBERÍ;07-06 VALLEHERMOSO;DOMENICO SCARLATTI, CALLE, DE;7;CargayDescarga;Línea;3;;-3.7161471;40.4413985
440209,81;4477185,2;40177;07  CHAMBERÍ;07-06 VALLEHERMOSO;ESQUILACHE, CALLE, DE;8;CargayDescarga;Línea;2;;-3.7050259;40.4431693
439764,31;4476829,79;40322;07  CHAMBERÍ;07-06 VALLEHERMOSO;FILIPINAS, AVENIDA, DE;18;CargayDescarga;Línea;1;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. YSÁBADOS DE 8 A 15 H.EXCEPTO CARGA Y DESCARGA;-3.710245;40.4399355
