



 IDEXPEDIENTE;NOMBRE;CONTENT-URL;IDORGANISMO;NOMBRE-ORGANISMO;IDTIPO;DESCRIPCION-TIPO;PRESUPUESTO;CPVs
10274376;"Servicios de esparcimiento, culturales y deportivos del Distrito de Arganzuela. Cursos 2017-2018 y 2018-2019.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=2859e336cff6a510VgnVCM2000001f4a900aRCRD";"001202";"Distrito de Arganzuela";"2";"Servicios";"2.195.487,50";"80000000-4,Servicios de enseñanza y formación;";
10273902;"Acuerdo marco de las obras de reforma, reparación y conservación del conjunto de edificios cuya competencia corresponde al Distrito de Fuencarral-El Pardo, del Ayuntamiento de Madrid, en dos lotes.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e31a1bb6d7f6a510VgnVCM2000001f4a900aRCRD";"001208";"Distrito de Fuencarral-El Pardo";"3";"Obras";"6.456.500,82";"45000000-7,Trabajos de construcción;";
10273637;"Servicio de intervención socioeducativa para la prevención y tratamiento de situaciones de riesgo o conflicto social en menores y familias del Distrito.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0898ebffe3f6a510VgnVCM2000001f4a900aRCRD";"001206";"Distrito de Tetuán";"2";"Servicios";"985.123,28";"85312000-9,Servicios de asistencia social sin alojamiento;";
10267621;"Servicio de reprografía y tratamiento documental en el Centro Integral de Formación de Seguridad y Emergencias (CIFSE).";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=6b10172856b4a510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"362.881,88";"79520000-5,Servicios de reprografía;79822000-2,Servicios de composición;";
10265823;"Actividades complementarias en los Centros de Mayores y Servicios Sociales del Distrito de Puente de Vallecas";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=5793d3936f14a510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"905.150,40";"85320000-8,Servicios sociales;";
10262648;"Limpieza de la sede del Área de Gobierno de Salud, Seguridad y Emergencias, edificio calle Príncipe de Vergara nº 140";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=160ec9507273a510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"1.143.246,41";"90911200-8,Servicios de limpieza de edificios;";
10260529;"Acuerdo marco para el suministro de energía eléctrica y gas natural para el Ayuntamiento de Madrid y sus organismos autónomos";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=7aacae5bdf72a510VgnVCM2000001f4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"1";"Suministros";"121.543.143,00";"09310000-5,Electricidad;";
10260014;"Intervención socio-educativa en medio abierto con menores y adolescentes en situación de riesgo social del Distrito de Puente de Vallecas";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=09e302bfbf22a510VgnVCM1000001d4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"1.753.386,00";"85320000-8,Servicios sociales;";
10256831;"Servicios informáticos de desarrollo de un sistema de información (GÉNESIS) para la gestión de turnos de espera de Oficinas de Atención al Ciudadano del Ayuntamiento de Madrid, así como los mantenimientos evolutivo, correctivo, adaptativo y soporte a la operación del sistema de cita previa (CITAP) y GÉNESIS.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=c700cc2fb731a510VgnVCM2000001f4a900aRCRD";"501025";"Informática del Ayuntamiento de Madrid";"2";"Servicios";"1.576.355,50";"72267100-0,Mantenimiento de software de tecnología de la información;72265000-0,Servicios de configuración de software;72262000-9,Servicios de desarrollo de software;72321000-1,Servicios de bases de datos con valor añadido;72610000-9,Servicios de apoyo informático;72263000-6,Servicios de implementación de software;";
10255792;"Mantenimiento técnico integral de los edificios y sus instalaciones adscritos al Área de Gobierno de Equidad, Derechos Sociales y Empleo";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=cd86c5675540a510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"1.190.824,63";"50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;";
10255787;"Servicio de limpieza de los edificios adscritos al Área de Gobierno de Equidad, Derechos Sociales y Empleo";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0605c5675540a510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"4.402.339,52";"90911200-8,Servicios de limpieza de edificios;";
10247056;"Acuerdo marco para la realización de obras de reforma, reparación, conservación y demolición del conjunto de edificios demaniales y patrimoniales, incluidos los espacios libres de parcela, adscritos al Área de Gobierno de Salud, Seguridad y Emergencias del Ayuntamiento de Madrid, en los que se ubican las distintas dependencias destinadas al Cuerpo de Bomberos y el Centro Integral de Formación de Seguridad y Emergencias (CIFSE).";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=284b8d7ae4ad9510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"3";"Obras";"16.902.892,56";"45000000-7,Trabajos de construcción;";
10232323;"Servicio de mantenimiento preventivo y correctivo de las puertas y portones de paso de vehículos de los parques y edificios adscritos a la Jefatura del Cuerpo de Bomberos del Ayuntamiento de Madrid.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=ffb68a0b47c69510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"413.223,14";"50710000-5,Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios;";
10230953;"Transporte para visitas de carácter educativo y cultural para escolares del Distrito de Puente de Vallecas 2017-2018";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=71093925f6969510VgnVCM1000001d4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"683.838,38";"60140000-1,Transporte no regular de pasajeros;60130000-8,Servicios especiales de transporte de pasajeros por carretera;";
10216602;"Apoyo a la convivencia vecinal y de acompañamiento de intervención socio-educativa con familias en situación de exclusión socio-residencial en el Distrito de Puente de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=c353660d68209510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"2.067.787,00";"85320000-8,Servicios sociales;";
10208526;"Acuerdo marco de suministro de frutas y verduras frescas para el Centro Municipal de Acogida para Personas sin Hogar 'San Isidro'";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=f51f5fd0f08d8510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"1";"Suministros";"265.728,00";"15300000-1,Frutas, legumbres y hortalizas y productos conexos;";
10207378;"Gestión del centro de acogida para personas sin hogar Juan Luis Vives";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=a5a0d1e0defb8510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"10.121.771,04";"85311000-2,Servicios de asistencia social con alojamiento;";
10200221;"Dinamización de la participación infantil y adolescente";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=676df3b5d1aa8510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"3.293.670,61";"80000000-4,Servicios de enseñanza y formación;85310000-5,Servicios de asistencia social;";
10195661;"Vigilancia y Seguridad de los edificios dependientes del Área de Gobierno de Economía y Hacienda";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=a3d6e3eadd688510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"1.098.729,08";"79710000-4,Servicios de seguridad;79714000-2,Servicios de vigilancia;";
10195448;"Servicios de Mantenimiento Integral de los Edificios, Colegios e Instalaciones Deportivas adscritos al Distrito de Ciudad Lineal";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e1909f028a688510VgnVCM2000001f4a900aRCRD";"001215";"Distrito de Ciudad Lineal";"2";"Servicios";"3.069.490,12";"50750000-7,Servicios de mantenimiento de ascensores;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;";
10195059;"Servicio de limpieza y reposición de contenedores higiénico-sanitarios en equipamientos adscritos al distrito de Ciudad Lineal";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=9eaff41cbe588510VgnVCM1000001d4a900aRCRD";"001215";"Distrito de Ciudad Lineal";"2";"Servicios";"8.593.918,54";"90911200-8,Servicios de limpieza de edificios;";
10194391;"Conserjería, atención al público y control de entradas en equipamientos adscritos al Distrito de Ciudad Lineal";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=db2feea561778510VgnVCM2000001f4a900aRCRD";"001215";"Distrito de Ciudad Lineal";"2";"Servicios";"3.695.082,14";"98341130-5,Servicios de conserjería                                                                                 ;";
10194228;"Gestión de tres espacios de igualdad en la ciudad de Madrid: María Zambrano, María de Maeztu y Clara Campoamor";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=259d52357a678510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"2.002.291,20";"85320000-8,Servicios sociales;";
10190608;"Servicio de vigilancia y seguridad del edificio denominado La N@ve durante el periodo 2017-2018";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=688a4b1f8e268510VgnVCM1000001d4a900aRCRD";"001301";"Coordinación General de la Alcaldía";"2";"Servicios";"1.317.309,95";"79710000-4,Servicios de seguridad;";
10190531;"Servicios de apoyo a la gestión del centro de innovación 'La N@ve' del Ayuntamiento de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=5f3fee0f6c268510VgnVCM2000001f4a900aRCRD";"001301";"Coordinación General de la Alcaldía";"2";"Servicios";"3.087.842,00";"72224000-1,Servicios de consultoría en gestión de proyectos;";
10189122;"Organización, programación y ejecución de las actividades culturales y festivas que se realicen por el distrito de Latina, en sus Centros Culturales, Socio-culturales, auditorio y sala de exposiciones Paco de Lucía, auditorios al aire libre, en la calle, parques, plazas, así como en cualquier otra dependencia y lugar que se designe por el distrito.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=1f56745ca0358510VgnVCM2000001f4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"824.380,00";"92000000-1,Servicios de esparcimiento, culturales y deportivos;";
10185386;"Programa de Apoyo a la Intervención Familiar en el Distrito de Villaverde";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=9521716e97e38510VgnVCM1000001d4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"1.727.998,38";"85321000-5,Servicios sociales administrativos;";
10184443;"Servicio de atención a mujeres víctimas de violencia de género (SAVG 24 horas) y Puntos municipales I y II del Observatorio Regional de Violencia de Género del Ayuntamiento de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=a0e6ba43f7f28510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"9.510.304,32";"85311000-2,Servicios de asistencia social con alojamiento;";
10159590;"Adquisición de diverso material sanitario fungible con destino al servicio SAMUR-Protección Civil.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=d6424ce41dda7510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"1";"Suministros";"587.724,59";"33690000-3,Medicamentos diversos;33141000-0,Productos consumibles médicos no químicos desechables y productos consumibles hematológicos;";
10156374;"Servicio de teleasistencia domiciliaria";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e5dd094cf0097510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"211.669.857,47";"85310000-5,Servicios de asistencia social;";
10154762;"Quédate.com";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=1a6e0d3ea1a87510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"743.822,13";"85311300-5,Servicios de bienestar social proporcionados a niños y jóvenes;";
10145494;"Atención a la problemática de vivienda y atención a situaciones de emergencia y/o crisis del distrito de Villa de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=1f7d72f755667510VgnVCM2000001f4a900aRCRD";"001218";"Distrito de Villa Vallecas";"2";"Servicios";"1.418.780,00";"85320000-8,Servicios sociales;";
10143089;"Prevención e inserción social para familias del distrito de Villa de Vallecas";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=1a1c310ad9157510VgnVCM1000001d4a900aRCRD";"001218";"Distrito de Villa Vallecas";"2";"Servicios";"1.993.110,00";"85320000-8,Servicios sociales;";
10129375;"Actuaciones para la adecuación de 43 mercados municipales y 6 viveros de empresas al objeto de facilitar la accesibilidad universal a personas con discapacidad";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0939fa765cef6510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"1";"Suministros";"717.000,00";"34928470-3,Señalización;";
10125673;"Servicio Cafeteria-comedor en los Centros Municipales de Mayores del Distrito de Tetuán";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=815faa1560bd6510VgnVCM1000001d4a900aRCRD";"001206";"Distrito de Tetuán";"2";"Servicios";"811.916,94";"85312000-9,Servicios de asistencia social sin alojamiento;";
10125206;"Contrato de Servicios para la vigilancia y seguridad de los edificios dependientes del Distrito de Puente de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=1a96aa43b26d6510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"1.800.000,00";"79710000-4,Servicios de seguridad;";
10123540;"Atención a la problemática de vivienda y atención a situaciones de emergencia y/o crisis del Distrito de Puente de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0fa45df8737b6510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"2.636.168,00";"85320000-8,Servicios sociales;";
10123364;"Servicios de conserjería, atención al público y control de entradas en equipamientos adscritos al Distrito de Arganzuela.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=94008bc9317b6510VgnVCM1000001d4a900aRCRD";"001202";"Distrito de Arganzuela";"2";"Servicios";"1.788.216,58";"98341130-5,Servicios de conserjería                                                                                 ;";
10119743;"Contrato de servicios de mantenimiento, conservación, limpieza y auxiliares de información (4 lotes - lote 3 reservado a empresas de inserción D.A.5ª del TRLCSP)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=04451eadfde66510VgnVCM2000001f4a900aRCRD";"001203";"Distrito de Retiro";"2";"Servicios";"11.009.268,00";"50711000-2,Servicios de reparación y mantenimiento de equipos eléctricos de edificios;50750000-7,Servicios de mantenimiento de ascensores;98341130-5,Servicios de conserjería                                                                                 ;45261220-2,Trabajos de pintura y demás trabajos de recubrimiento de cubiertas;45262520-2,Trabajos de albañilería;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;45261900-3,Reparación y mantenimiento de tejados;45212290-5,Reparación y mantenimiento de instalaciones deportivas;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;77310000-6,Servicios de plantación y mantenimiento de zonas verdes;90911200-8,Servicios de limpieza de edificios;";
10118865;"Mantenimiento Integral de los Edificios, Colegios e Instalaciones Deportivas del Distrito de Salamanca";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0902d0c2b2766510VgnVCM2000001f4a900aRCRD";"001204";"Distrito de Salamanca";"2";"Servicios";"1.093.850,07";"50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;";
10118688;"Servicios de limpieza de los Edificios, Colegios e Instalaciones Deportivas del Distrito de Salamanca";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=ad3143bd85a56510VgnVCM1000001d4a900aRCRD";"001204";"Distrito de Salamanca";"2";"Servicios";"2.383.032,45";"90919200-4,Servicios de limpieza de oficinas;90911200-8,Servicios de limpieza de edificios;";
10118627;"Servicio de protección y seguridad de los edificios adscritos al Distrito de Villaverde.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=9210b81e3a956510VgnVCM2000001f4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"526.706,48";"79710000-4,Servicios de seguridad;";
10118554;"Plan integral de convivencia y programa de desarrollo de la inteligencia emocional en centros educativos del distrito de Villaverde.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=36ba11ca3c956510VgnVCM1000001d4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"716.352,00";"80410000-1,Servicios escolares diversos;";
10118473;"Programa para la puesta en marcha de recursos de apoyo y alojamiento a la intervención de los Equipos de Calle de Samur Social.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=02e8b81e3a956510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"8.351.778,72";"85311000-2,Servicios de asistencia social con alojamiento;";
10118016;"Programación y ejecución de las actividades culturales, Vallecultura, en el Distrito de Puente de Vallecas (5 lotes)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=342eca5905056510VgnVCM1000001d4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"1.531.337,06";"92000000-1,Servicios de esparcimiento, culturales y deportivos;";
10118006;"Programa de prevención e inserción social de las familias en situación de exclusión social del Distrito de Puente de Vallecas";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=3efaccdf24056510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"4.003.200,00";"85320000-8,Servicios sociales;";
10117339;"Axiliar de información, atención al público y control de entradas en equipamientos adscritos al Distrito de Villaverde.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0ff60658f3a46510VgnVCM2000001f4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"3.196.829,68";"98341130-5,Servicios de conserjería                                                                                 ;";
10115564;"Gestión de Unidad Móvil y Centro Concepción Arenal de atención integral a mujeres víctimas de explotación sexual (Trata y Prostitución)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=98853c505d036510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"2.721.086,00";"85320000-8,Servicios sociales;";
10115285;"Servicios informáticos de desarrollo de un sistema de información (GÉNESIS) para la gestión de los turnos de espera de las Oficinas de Atención al Ciudadano del Ayuntamiento de Madrid, así como el mantenimiento evolutivo, correctivo, adaptativo y soporte a la operación del sistema de cita previa (CITAP) y GÉNESIS.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=2dc83f0bc5036510VgnVCM2000001f4a900aRCRD";"501025";"Informática del Ayuntamiento de Madrid";"2";"Servicios";"1.576.358,00";"72267100-0,Mantenimiento de software de tecnología de la información;72265000-0,Servicios de configuración de software;72262000-9,Servicios de desarrollo de software;72321000-1,Servicios de bases de datos con valor añadido;72610000-9,Servicios de apoyo informático;72263000-6,Servicios de implementación de software;";
10115282;"Servicios informáticos para el mantenimiento de diferentes aplicaciones y plataformas informáticas del Ayuntamiento de Madrid: Lote 1:Aplicaciones informáticas, Lote 2: Plataformas informáticas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=31583f0bc5036510VgnVCM2000001f4a900aRCRD";"501025";"Informática del Ayuntamiento de Madrid";"2";"Servicios";"12.436.944,00";"72267100-0,Mantenimiento de software de tecnología de la información;72610000-9,Servicios de apoyo informático;";
10114843;"Prestación de servicios funerarios gratuitos de carácter social en la ciudad de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=4187c3aa9e626510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"1.514.287,20";"98371000-4,Servicios funerarios                                                                                     ;";
10112342;"Gestión integral de los servicios complementarios de los equipamientos adscritos al distrito de Vicálvaro";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=179b0c7326706510VgnVCM2000001f4a900aRCRD";"001219";"Distrito de Vicálvaro";"2";"Servicios";"5.499.617,00";"90911000-6,Servicios de limpieza de viviendas, edificios y ventanas;50750000-7,Servicios de mantenimiento de ascensores;98341130-5,Servicios de conserjería                                                                                 ;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;";
10110731;"Programación cultural 2017. 4 Lotes";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e993f3e6c6ee5510VgnVCM2000001f4a900aRCRD";"001218";"Distrito de Villa Vallecas";"2";"Servicios";"768.336,00";"92000000-1,Servicios de esparcimiento, culturales y deportivos;";
10110710;"Prestación del servicio de 'Auxiliar de información, atención al público y control de entradas en equipamientos adscritos al Distrito de Villa de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=3903f3e6c6ee5510VgnVCM2000001f4a900aRCRD";"001218";"Distrito de Villa Vallecas";"2";"Servicios";"1.202.716,01";"98341130-5,Servicios de conserjería                                                                                 ;";
10110661;"Acciones sociales orientadas a actividades socioeducativas en Cañada Real Galiana y Educación Social Familiar. Dos Lotes.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=15e0f3e6c6ee5510VgnVCM2000001f4a900aRCRD";"001218";"Distrito de Villa Vallecas";"2";"Servicios";"991.544,53";"85312000-9,Servicios de asistencia social sin alojamiento;";
10108405;"Servicio de limpieza del Centro Integral de Formación de Seguridad y Emergencias (CIFSE)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e607d0d8533e5510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"513.547,68";"90911200-8,Servicios de limpieza de edificios;";
10104247;"Servicios de mantenimiento de los edificios, locales y solares vacíos, bajo la custodia de la Dirección General de Patrimonio";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=af0f5b2474ab5510VgnVCM2000001f4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"929.050,00";"50800000-3,Servicios varios de reparación y mantenimiento;";
10102958;"Contrato reservado a Centros Especiales de Empleo para la contratación del servicio de mantenimiento integral del edificio sito en calla Príncipe de Vergara, 140, sede del Área de Gobierno de Salud, Seguridad y Emergencias, de conformidad con la disposición adicional séptima de la Ley 30/2007, de 30 de octubre, de Contratos del Sector Público.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=322d5af2d16a5510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"365.219,22";"45262520-2,Trabajos de albañilería;45261220-2,Trabajos de pintura y demás trabajos de recubrimiento de cubiertas;45261900-3,Reparación y mantenimiento de tejados;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;";
10101656;"Desarrollo, implementación y puesta en marcha del Sistema de Gestión Integral de Recursos (SIGIR) de la Dirección General de la Policía Municipal de Madrid.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=c8f3f5959cb95510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"622.490,00";"72500000-0,Servicios informáticos;72422000-4,Servicios de desarrollo de aplicaciones servidor en Internet o intranet;72421000-7,Servicios de desarrollo de aplicaciones cliente en Internet o intranet;72230000-6,Servicios de desarrollo de software personalizado;";
