Código;DISTRITO;UBICACION;X_ETRS89;Y_ETRS89;Longitud;Latitud;SUPERFICIE (M2);JUEGOS
911006;CARABANCHEL;CALLE PORTALEGRE, N? 46;438468,832;4471150,447;-3.7249696764074;40.3886786390412;103,3;NO
911011;CARABANCHEL;CALLE BLASA PEREZ, N? 1;438260,742;4471540,616;-3.72745905792281;40.392178066977;162,9;SI
911003;CARABANCHEL;CALLE BALEARES, N? 22;439455,940;4471685,680;-3.71339115904659;40.3935726073985;146,2;NO
911005;CARABANCHEL;CALLE FAROLILLO, N? 2;437886,695;4471822,258;-3.73189349514671;40.3946874164459;68,9;NO
4;CARABANCHEL-LATINA;PARQUE MADRID RÍO (JUNTO PUENTE DE SAN ISIDRO);438610,200;4472748,600;-3.72345826176057;40.4030859746417;244,6;SI
901003;CENTRO;CALLE CASINO, N? 3;440223,300;4473079,191;-3.70448084732136;40.4061814723254;216,7;NO
901004;CENTRO;CALLE ALGECIRAS, N? 4;439121,182;4473625,280;-3.71752082405312;40.4110210290738;33,3;NO
901002;CENTRO;CALLE ORELLANA, N? 23;441183,946;4475214,502;-3.69335766015226;40.4254858271457;62,9;NO
901001;CENTRO;CALLE CONDE DUQUE, N? 11;439757,434;4475554,932;-3.7102052557127;40.4284505011072;59;NO
905001;CHAMARTÍN;CALLE COLOMBIA, N? 54;443372,186;4478807,272;-3.66788336445245;40.4580031162004;75,9;NO
907001;CHAMBERI;CALLE ALBERTO AGUILERA, N? 12;439981,199;4475738,259;-3.70758476923017;40.430118166496;334,7;NO
905006;CHAMBERI;CALLE GALILEO, N? 35;439723,846;4476108,598;-3.71065370204013;40.4334357325859;63;NO
905004;CHAMBERI;CALLE BRETON DE LOS HERREROS, N? 46;441083,187;4476723,087;-3.69468522247544;40.4390687322369;98;NO
907005;CHAMBERI;CALLE BRAVO MURILLO, N? 49;440254,759;4476740,557;-3.70445412315983;40.4391670028627;224,3;NO
907003;CHAMBERI;CALLEJON MAGALLANES, N? 3;440030,708;4476882,011;-3.7071090619126;40.4404251536795;25,7;NO
907002;CHAMBERI;CALLE DOMENICO SCARLATTI, N? 4;439233,873;4477028,647;-3.71651802436574;40.4416882619286;348,5;NO
915001;CIUDAD LINEAL;CALLE PEPE ISBERT, N? 11;446681,397;4474770,619;-3.62851719699994;40.4218575472504;81,5;NO
915004;CIUDAD LINEAL;AVENIDA MARQUES DE CORBERA, N? 2;444270,734;4474771,733;-3.65693234398737;40.421709617135;84,1;NO
915002;CIUDAD LINEAL;CALLE NICOLAS SALMERON, N? 1;446192,583;4474798,026;-3.63428129920682;40.4220729791675;40,1;NO
915003;CIUDAD LINEAL;CALLE GERARDO CORDON, N? 46;444664,120;4475290,739;-3.65234059305496;40.4264113660988;118,1;NO
915005;CIUDAD LINEAL;CALLE ANTONIO PIRALA, N? 4;444039,915;4475684,006;-3.65973334443743;40.4299123732037;139,7;NO
915011;CIUDAD LINEAL;CALLE LUIS RUIZ, N? 27;445885,635;4475781,506;-3.63798309671616;40.4309128286888;177,4;NO
915013;CIUDAD LINEAL;CALLE SIENA, N? 56;444760,252;4476044,208;-3.65127286351512;40.4332054168163;56,3;NO
915007;CIUDAD LINEAL;CALLE VIRGEN DE LLUC, N? 1;444485,541;4476224,612;-3.65452724593133;40.4348123025477;263;NO
915006;CIUDAD LINEAL;CALLE VIRGEN DE LLUC, N? 7;444731,676;4476267,066;-3.65162913264273;40.4352111438972;199,7;NO
915012;CIUDAD LINEAL;CALLE CANAL DE PANAMA, N? 17;444686,397;4476902,136;-3.65221823641605;40.4409291833809;88;NO
915008;CIUDAD LINEAL;CALLE ARTURO SORIA, N? 55;445328,497;4477264,479;-3.64467869595636;40.4442358305557;83,6;NO
915009;CIUDAD LINEAL;CALLE GOLFO DE SALONICA, N? 11;443472,428;4480843,038;-3.66688253189795;40.4763490615669;140,3;NO
915010;CIUDAD LINEAL;CALLE CALERUEGA, N? 32;443216,555;4481384,302;-3.66994946056635;40.4812075491262;13,9;NO
909001;FUENCARRAL - ELPARDO;CALLE CESAR MANRIQUE, N? 3;438831,367;4480364,673;-3.72158522751114;40.4717109193852;235,8;NO
908003;FUENCARRAL - ELPARDO;AVENIDA MONFORTE DE LEMOS, N? 8;441284,040;4481214,920;-3.69273265696845;40.4795472844278;40,7;SI
908001;FUENCARRAL - ELPARDO;CALLE FERMIN CABALLERO, N? 67;439721,911;4481487,291;-3.71118726549054;40.4818889740019;133,4;NO
908002;FUENCARRAL - ELPARDO;CALLE OLESA DE MONTSERRAT, N? 2;441205,190;4482493,860;-3.69378148884621;40.4910628869804;115,6;NO
916001;HORTALEZA;CALLE FLORENCIO CASTILLO, N? 27;447080,447;4479161,499;-3.62417923937703;40.4614386068349;44,6;NO
916008;HORTALEZA;CALLE NEVADO DEL CUMBAL, N? 3;446378,982;4480052,732;-3.63252776573623;40.4694223312727;35,9;NO
916004;HORTALEZA;CARRETERA ESTACION DE HORTALEZA, N? 5;444375,302;4480630,793;-3.65621295307727;40.4744980236247;35,7;NO
916005;HORTALEZA;CALLE MANUEL CHAVES NOGALES, N? 14;444690,053;4480729,897;-3.65250865986249;40.4754118203045;44,1;NO
916003;HORTALEZA;CALLE MONOVAR, N? 4;444397,557;4480805,199;-3.6559657140521;40.4760706448957;65,7;NO
916006;HORTALEZA;CALLE SOMONTIN, N? 29;443975,803;4480964,730;-3.66095510596189;40.4774794290111;34,9;NO
916002;HORTALEZA;CALLE SANTA ADELA, N? 14;444874,137;4481100,919;-3.65036934837703;40.4787664023782;216,2;NO
916007;HORTALEZA;CALLE OÑA, N? 61;443632,425;4482145,068;-3.66511085274947;40.4880891978142;35,4;NO
3;HORTALEZA;PARQUE JUAN PABLO II;447369,000;4478700,100;-3.62073772551983;40.4573003956414;498;NO
7;HORTALEZA;FELIPE VI (LA ALCARRIA);445872,258;4482320,031;-3.63869841578714;40.4898144148923;1640,6;SI
8;HORTALEZA;FELIPE VI;447048,846;4482993,024;-3.62487189741144;40.4959529583239;1434,1;NO
910001;LATINA;CALLE FUENTE DE LIMA, N? 22;433544,470;4470488,120;-3.78291523258734;40.3823338813677;69;NO
910002;LATINA;CALLE LOS YEBENES, N? 57;436201,810;4471931,340;-3.75175616198197;40.3955427135439;200,7;NO
910004;LATINA;CALLE SEPULVEDA, N? 218;435873,840;4472401,810;-3.75566781229669;40.3997557061285;35,9;NO
910003;LATINA;CALLE SEPULVEDA, N? 216;436022,660;4472549,430;-3.75392908494961;40.4010969725506;33,5;NO
910005;LATINA;CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, N? 3;437630,029;4472592,115;-3.73499302239717;40.4016034448744;279,4;SI
912005;MONCLOA - ARAVACA;CALLE ESCULTOR PERESEJO, N? 7;439391,253;4470680,223;-3.71405763975751;40.3845102491253;25,3;NO
909003;MONCLOA - ARAVACA;AVENIDA EUROPA, N? 27;433236,280;4477498,630;-3.78728141995221;40.4454620577371;102,6;NO
909006;MONCLOA - ARAVACA;CALLE GOLONDRINA, N? 36;433388,770;4478323,910;-3.78556997358689;40.4529086202739;334,1;NO
909002;MONCLOA - ARAVACA;CALLE ARQUITECTO SANCHEZ ARCAS, N? 7;439283,978;4478411,158;-3.71605942981205;40.4541461321891;91,3;NO
909005;MONCLOA - ARAVACA;CALLE OFELIA NIETO, N? 59;439835,710;4479215,240;-3.70962921906972;40.4614297431251;120,1;NO
909007;MONCLOA - ARAVACA;CALLE VALDERREY, N? 10;438919,866;4479863,264;-3.72049303883721;40.4672005611938;68,1;NO
909004;MONCLOA - ARAVACA;AVENIDA VALDEMARIN, N? 67;434116,684;4480206,615;-3.77718161633093;40.4699265185373;137,8;NO
914003;MORATALAZ;CALLE ARROYO FONTARRON, N? 22;445848,010;4471806,390;-3.63808830019215;40.3951001584867;354,8;NO
914004;MORATALAZ;CALLE ENCOMIENDA DE PALACIOS, N? 170;445385,270;4472263,040;-3.64357974231357;40.3991837259238;71,7;NO
914001;MORATALAZ;CALLE HACIENDA DE PAVONES, N? 209;445969,538;4472506,296;-3.63671578171513;40.4014132411342;414,2;NO
914002;MORATALAZ;AVENIDA MORATALAZ, N? 56;444472,498;4472997,346;-3.65439923979953;40.4057384202678;279,7;NO
914006;MORATALAZ;CALLE CAMINO DE LOS VINATEROS, N? 120;445132,387;4473124,846;-3.64663382195903;40.4069307666438;395,6;NO
914005;MORATALAZ;CALLE CAMINO DE LOS VINATEROS, N? 107;445282,696;4473361,933;-3.64488287066367;40.4090764799513;394,2;NO
9;MORATALAZ;CUÑA VERDE DE O`DONNELL;446454,110;4473911,590;-3.63112397367213;40.4141043009591;532;SI
10;MORATALAZ;CUÑA VERDE DE O`DONNELL;445684,290;4473890,930;-3.64019523660326;40.413868300978;753;SI
913001;PUENTE DE VALLECAS;RONDA SUR, N? 8;443142,025;4469250,325;-3.66974357504398;40.3718932856809;998,2;NO
913002;PUENTE DE VALLECAS;RONDA SUR, N? 8;442857,675;4469569,185;-3.67312136490182;40.3747463220328;213;NO
913005;PUENTE DE VALLECAS;CALLE NOVECENTO, N? 6;444479,094;4469787,031;-3.65404165365966;40.3768184051006;483,2;NO
913004;PUENTE DE VALLECAS;CALLE BELMEZ, N? 73;442979,960;4469969,450;-3.67171678251132;40.3783605221852;100,2;SI
913007;PUENTE DE VALLECAS;AVENIDA RAFAEL ALBERTI, N? 38;445362,765;4470560,213;-3.64369884372028;40.3838421252727;724,3;NO
913003;PUENTE DE VALLECAS;CALLE TANGER, N? 2;445019,474;4470814,194;-3.64776493931257;40.3861075622743;290,5;NO
913010;PUENTE DE VALLECAS;CALLE PAYASO FOFO, N? 11;444022,600;4471084,720;-3.65953286647185;40.3884782389909;256,7;SI
913006;PUENTE DE VALLECAS;CALLE SAN CLAUDIO, N? 2;445455,810;4471276,640;-3.64266405835504;40.3903022479214;264;NO
913008;PUENTE DE VALLECAS;CALLE ANDALUCES, N? 17;445997,257;4471302,302;-3.63628703811591;40.3905687054447;333,9;NO
913011;PUENTE DE VALLECAS;CALLE ARROYO DEL OLIVAR, N? 96;444079,018;4471317,816;-3.65888864863591;40.3905818962515;276,3;NO
913002;PUENTE DE VALLECAS;CALLE FERNANDO GIRALDEZ, N? 32;443876,122;4472459,662;-3.66137976155633;40.4008546657317;213;NO
903009;RETIRO;CALLE ARREGUI Y ARUEJ, N? 16;443330,140;4472617,360;-3.66782739536998;40.4022383193221;228;SI
903005;RETIRO;PASEO INFANTA ISABEL, N? 4;441818,647;4473065,458;-3.68567938975355;40.4061707776496;90,6;NO
903004;RETIRO;CALLE POETA ESTEBAN DE VILLEGAS, N? 1;442072,236;4473326,717;-3.68271477349061;40.4085420195555;32,2;NO
903007;RETIRO;CALLE ANUNCIACION, N? 1;442663,802;4473743,655;-3.6757808325422;40.4123389743571;38,1;NO
903001;RETIRO;CALLE PEZ VOLADOR, N? 21;443817,640;4474008,887;-3.66220566094776;40.414807013364;2202,6;NO
903006;RETIRO;CALLE DOCE DE OCTUBRE, N? 30;442879,969;4474146,468;-3.67326936117761;40.4159825910743;90,7;NO
903002;RETIRO;CALLE SALIENTE, N? 10;443418,859;4474447,284;-3.66694467576336;40.4187293155427;7,2;NO
903003;RETIRO;CALLE VAQUERIAS, N? 8;443364,700;4474467,290;-3.66758481007267;40.4189058561292;4,6;NO
1;RETIRO;JARDINES DEL BUEN RETIRO;442293,166;4473376,681;-3.68011567997833;40.4090074660291;4448,5;SI
904001;SALAMANCA;PLAZA AMERICA ESPAÑOLA, N? 4;443859,740;4475632,770;-3.66185283240925;40.4294386717555;162,1;NO
904005;SALAMANCA;CALLE FLORESTAN AGUILAR, N? 2;443229,710;4475750,130;-3.66929043108983;40.4304531528476;77,1;NO
904002;SALAMANCA;AVENIDA AMERICA, N? 32;443009,290;4476701,210;-3.67197418193995;40.4390058876588;130,5;NO
904004;SALAMANCA;CALLE BERLIN, N? 7;443865,986;4477054,829;-3.66190481696404;40.442249740237;154,7;NO
920007;SAN BLAS - CANILLEJAS;AVENIDA CANILLEJAS A VICALVARO, N? 167;448203,304;4474520,099;-3.6105576046778;40.4196968359474;285,4;NO
920009;SAN BLAS - CANILLEJAS;CALLE ARCOS DE JALON, N? 20;447176,662;4474588,964;-3.62266427614638;40.4202526767625;491;NO
920002;SAN BLAS - CANILLEJAS;AVENIDA CANILLEJAS A VICALVARO, N? 90;448124,965;4474627,386;-3.61148973310072;40.4206584651601;127,8;NO
920013;SAN BLAS - CANILLEJAS;CALLE ARCOS DE JALON, N? 13;447258,811;4474726,304;-3.62170737461474;40.4214951306738;136,1;NO
920004;SAN BLAS - CANILLEJAS;AVENIDA GUADALAJARA, N? 110;448114,272;4474817,498;-3.6116312839285;40.4223704472043;109,6;NO
920012;SAN BLAS - CANILLEJAS;CALLE MIGUEL YUSTE, N? 70;447247,704;4475973,139;-3.62194175285331;40.4327266696094;15,8;NO
920003;SAN BLAS - CANILLEJAS;AVENIDA ARCENTALES, N? 29;447899,607;4476160,869;-3.61427172430353;40.4344589457317;221,9;NO
920001;SAN BLAS - CANILLEJAS;CALLE CIRCE, N? 59;448271,047;4477026,739;-3.60996311781387;40.4422824134251;563,7;NO
920010;SAN BLAS - CANILLEJAS;CALLE NAVARIDAS, N? 11;450692,316;4477069,811;-3.58141744168488;40.4428175452394;305,7;NO
920008;SAN BLAS - CANILLEJAS;CALLE DEYANIRA, N? 8;450107,947;4477090,933;-3.58830941482088;40.4429729654978;29,5;NO
920005;SAN BLAS - CANILLEJAS;CALLE GONZALO TORRENTE BALLESTER, N? 4;448570,142;4477434,223;-3.60646951229918;40.4459718293208;33,3;NO
920006;SAN BLAS - CANILLEJAS;CALLE GONZALO TORRENTE BALLESTER, N? 2;448500,100;4477556,165;-3.60730530299326;40.4470660199497;32,9;NO
920011;SAN BLAS - CANILLEJAS;CALLE NAVARIDAS, N? 5;450964,889;4477578,816;-3.57824281502057;40.4474191118872;545,3;NO
906011;TETUÁN;CALLE SAN RAIMUNDO, N? 41;440104,767;4478129,944;-3.70635356190509;40.4516723965768;48,3;NO
906001;TETUÁN;AVENIDA GENERAL PERON, N? 21;440888,272;4478243,461;-3.697124789819;40.452751095325;328,1;NO
906004;TETUÁN;CALLE GENERAL RAMIREZ DE MADRID, N? 2;440819,240;4478344,710;-3.69794828779208;40.4536582770606;59,8;NO
906002;TETUÁN;CALLE SAN GERMAN, N? 7;441213,760;4478590,340;-3.69331858457478;40.4558990159093;178,2;NO
906003;TETUÁN;AVENIDA BRASIL, N? 40;441259,090;4478837,980;-3.69280691961363;40.458133068505;225,4;NO
906009;TETUÁN;CALLE MANUEL MARCHAMALO, N? 2;441041,030;4479665,130;-3.69545544364724;40.465568938026;26;NO
906010;TETUÁN;CALLE VEZA, N? 40;440784,530;4479765,850;-3.69849019741728;40.4664580219468;15,9;NO
906005;TETUÁN;CALLE GABRIEL PORTADALES, N? 13;440770,210;4479946,270;-3.69867594302313;40.4680822970142;70,6;NO
906006;TETUÁN;AVENIDA ASTURIAS, N? 74;440635,680;4480525,710;-3.70031697354109;40.4732925178178;181,7;NO
906008;TETUÁN;CALLE VIA LIMITE, N? 29;441453,560;4480558,080;-3.69067215485494;40.4736421745343;68,9;NO
906007;TETUÁN;CALLE VIA LIMITE, N? 29;441223,312;4480562,634;-3.69338862333863;40.4736669366562;167;NO
912003;USERA;AVENIDA LOS ROSALES, N? 25;441486,919;4468701,664;-3.68918779198486;40.3668360899678;372,3;NO
912004;USERA;CALLE SEGURA, N? 5;438932,019;4468775,492;-3.71928517877432;40.3673179379729;1182,6;NO
912002;USERA;RONDA COOPERATIVAS, N? 6;440074,124;4468775,553;-3.70583395297504;40.3674013667012;196,6;NO
912901;USERA;CAMINO PERALES, N? 106;441530,794;4469517,541;-3.6887458741452;40.374189055114;103;NO
912001;USERA;CALLE FORNILLOS, N? 7;439584,164;4470560,228;-3.71177366059978;40.3834432843428;904,3;NO
6;USERA;PARQUE LINEAL DEL MANZANARES;441531,100;4469516,800;-3.68874220185651;40.3741824012327;96,8;NO
919007;VICALVARO;CALLE MINERVA, N? 161;448518,981;4471591,138;-3.60659980339921;40.3933304059431;360,3;NO
919008;VICALVARO;CALLE LADERA DE LOS ALMENDROS, N? 46;446792,683;4471900,422;-3.62696544431136;40.3960081462818;52;NO
919003;VICALVARO;PLAZA JUAN ROF CARBALLO, N? 3;447371,914;4472266,064;-3.62017071288239;40.3993388926121;154,2;NO
919002;VICALVARO;PLAZA JUAN BENET, N? 9;447115,450;4472346,480;-3.62319940227104;40.4000470838648;81,1;NO
919001;VICALVARO;PLAZA JUAN CARLOS ONETTI, N? 3;447455,210;4472526,930;-3.61921073686107;40.4016942033122;160,7;NO
919004;VICALVARO;PLAZA ROSA CHACEL, N? 10;447198,020;4472608,540;-3.62224817654124;40.4024131289907;150,5;NO
919005;VICALVARO;CALLE LADERA DE LOS ALMENDROS, N? 14;446942,390;4472614,130;-3.62526096023619;40.4024472371719;60,7;NO
919010;VICALVARO;CALLE MERCURIO, N? 69;448851,900;4472810,420;-3.60277518789337;40.4043350390544;226,1;NO
919011;VICALVARO;CALLE LAGO VAN, N? 16;448596,483;4472877,508;-3.60579051053986;40.4049236822028;507,5;NO
919009;VICALVARO;BULEVAR INDALECIO PRIETO, N? 1;447610,110;4472911,290;-3.61741706433037;40.4051665281286;79,9;NO
919006;VICALVARO;AVENIDA DAROCA, N? 301;447749,318;4473290,847;-3.61580774522726;40.4085945710942;194,8;SI
919012;VICALVARO;CALLE EZCARAY, N? 76;448138,794;4473649,291;-3.61124698495875;40.4118480222568;171,1;SI
919013;VICALVARO;CALLE EZCARAY, N? 76;448097,730;4473655,840;-3.61173148191891;40.4119044603211;32,8;NO
918001;VILLA DE VALLECAS;CALLE VILLAR DEL POZO, N? 4;447608,510;4469177,280;-3.61712880199768;40.3715279537133;355;NO
918003;VILLA DE VALLECAS;CALLE BABILAFUENTE, N? 2;447127,640;4469289,730;-3.62280206675015;40.3725106174155;99,3;SI
918002;VILLA DE VALLECAS;CAMINO SUERTE, N? 28;447566,499;4469457,123;-3.61764664711357;40.3740463327055;594,5;NO
917002;VILLAVERDE;PLAZA GOMEZ ACEBO, N? 1;439766,830;4465958,640;-3.70918722327698;40.3420028988885;38,7;NO
917006;VILLAVERDE;CALLE ALCOCER, N? 1;441003,060;4466900,400;-3.69471987736826;40.3505751601048;86,7;NO
917005;VILLAVERDE;CALLE AFLUENTES, N? 12;439129,740;4466936,450;-3.71678102954778;40.350765322458;453,4;NO
917004;VILLAVERDE;AVENIDA LOS ROSALES, N? 129;442411,850;4467098,130;-3.67814959476892;40.3524548838136;72,4;NO
917001;VILLAVERDE;CALLE COALICION, N? 35;441586,930;4467514,290;-3.68790117012328;40.356146540508;162,7;NO
917001;VILLAVERDE;CALLE MENASALBAS, N? 6;440882,960;4468373,350;-3.69627050511614;40.3638358433165;162,7;NO
