nombre,coordenadaX,coordenadaY
URBANIZACIÓN NUEVA ISLETA,28.15578435103016,-15.428833365440369
PLAZA FERRET,28.15338639924501,-15.4235078394413
NTRA. SRA. DE FÁTIMA,28.164881417319325,-15.434464663267136
URB. CINCO CONTINENTES,28.10149803847357,-15.444213151931763
Mª ISABEL SANTANA TRUJILLO,28.103580112000298,-15.437719523906708
ESCULTOR EDUARDO GREGORIO,28.10969833514648,-15.437631011009216
EUSEBIO MIRABAL CABRERA,28.105004416297863,-15.435876846313477
CENTRO CÍVICO LA BALLENA,28.10823150757,-15.44629454612732
EL PILAR,28.11354274772173,-15.446688830852509
FERIA DEL ATLÁNTICO - 110 VIVIENDAS,28.108442069535887,-15.44740229845047
PLAZA DE ARGENTINA,28.119653305749605,-15.435329675674438
PLAZA DE LA ASCENSIÓN,28.110086331344323,-15.451991558074951
PARQUE INFANTIL MIGUEL A. DÉNIZ,28.11229953891559,-15.452851206064224
PLAZA DE EL ZARDO,28.07438480770282,-15.463994443416595
PLAZA DE SAN LORENZO,28.076196434832337,-15.475949048995972
LA GALERA I,28.103291463310196,-15.481662154197693
LOS GILES,28.115702655677897,-15.473089814186096
URB. LADERA ALTA - 70 Viviendas,28.124225942308172,-15.48197865486145
PLAZA LOMO LOS FRAILES,28.104045024036516,-15.472165793180466
PLAZA DE LAS MESAS,28.0992503001109,-15.497814416885376
CASA AYALA,28.12692259462958,-15.486246049404144
LOMO BLANCO,28.08567295946416,-15.44322748674574
PLAZA DEL GENERAL SAN MARTÍN,28.070162686782606,-15.450425148010254
PLAZA DE MARZAGÁN,28.04188866254793,-15.428331792354584
PARQUE DE LA PAZ,28.107524110972925,-15.4337739944458
PLAZA DON BENITO,28.113024647230464,-15.43018251657486
URBANIZACIÓN CIUDAD DEL CAMPO,28.090460008053412,-15.479480177164078
PARQUE DE HOYA ANDREA,28.09560649789918,-15.463106632232666
CASTILLO DE LA LUZ,28.148897781040613,-15.425748825073242
CASABLANCA II - JARDÍN LUGO,28.11975384434597,-15.423635244369507
LADERA ALTA - 142 VIVIENDAS,28.12319220759799,-15.482681393623352
SAN NICOLÁS DE BARI,28.10231431075067,-15.420427322387695
C.P. ADELA SANTANA, , 
BUENAVISTA,28.120187933439144,-15.43828010559082
PLAZOLETA DON JOSÉ CASAÑAS,28.101395116745568,-15.418584644794464
PASEO DE SAN JOSÉ,28.094208096798354,-15.418501496315002
EL BATÁN,28.09339176286032,-15.429208874702454
LOS HOYOS,28.041673235415992,-15.444824695587158
TAFIRA ALTA,28.05325360738699,-15.469911396503448
SIETE PALMAS,28.098504986996417,-15.455167293548584
JUAN REJÓN,28.150280096844728,-15.418772399425507
PLAZA DON SIXTO HENRÍQUEZ,28.101986619582558,-15.468998104333878
JUEGOS OLIMPICOS DE MEXICO,28.116161600943027,-15.435152649879456
LAS MESAS - 90 VIVIENDAS,28.09673987560957,-15.500771552324295
PARQUE REPÚBLICA DOMINICANA,28.13320269295622,-15.43885812163353
PARQUE DE LAS FILIPINAS,28.076950185780078,-15.418471992015839
TRES PALMAS,28.06908583005872,-15.423761308193207
C.P. DRAGO, , 
RAMBLAS DE JINAMAR ,28.029570745928712,-15.40671318769455
PEQUEÑO ARTURO ,28.10807062848619,-15.416210889816284
PLAZA DE FÁTIMA,28.09699305020587,-15.428919196128845
HERMANOS TOLEDO,28.08277649029313,-15.442778170108795
PLÁCIDO ARBELO ,28.097048653892337,-15.43604850769043
PLAZA DEL PUEBLO,28.15115866810218,-15.429345667362213
"AVDA. JUAN CARLOS I,  EDF CORONA",28.116378061559036,-15.446549355983734
AVDA. JUAN CARLOS I Nº 16,28.11675893655487,-15.446995943784714
VIRGEN DEL PILAR  I,28.11772294641494,-15.443486273288727
VIRGEN DEL PILAR II,28.115176285623164,-15.446183234453201
LOS ARAPILES,28.10674573273798,-15.435973405838013
HOYA ANDREA - MERCADONA,28.09366624105111,-15.461867451667786
ALAMEDA DE COLÓN,28.102684588736278,-15.416756719350815
AYATIMA,28.043699653796683,-15.425137281417847
SERVENTÍA,28.08849836145879,-15.459356904029846
ARCO,28.113597159956896,-15.425225794315338
LA SUERTE,28.094650570859997,-15.48173189163208
EL CARDÓN,28.118340381305842,-15.453810095787048
SAN FRANCISCO DE PAULA I, , 
SAN FRANCISCO DE PAULA II, , 
SAN FRANCISCO DE PAULA III, , 
MARIANAO,28.063678899489513,-15.422283411026001
CUESTA RAMÓN,28.04425359797126,-15.421500205993652
VENEGAS,28.11279753389732,-15.418999046087265
MERCADO CENTRAL,28.133186135741987,-15.432612597942352
SAN FRANCISCO DE PAULA IV, , 
LA MINILLA,28.124833877745875,-15.438875555992126
CRUZ DE PIEDRA,28.102373460674418,-15.431451201438904
LOS TARAHALES III,28.10120938418208,-15.447952151298523
LA MAYORDOMÍA,28.09960520929838,-15.466577410697937
PLAZA DEL PILAR,28.129260821132025,-15.444775074720383
ESPÍRITU SANTO,28.116185257862337,-15.438956022262573
LA CANTONERA,28.07728860285251,-15.480956733226776
PLAZA RODRIGUEZ MONROY,28.112702903199903,-15.438687801361084
ACOSTA,28.101907358391585,-15.447225272655487
ENRIQUE ROBAINA,28.034580470466814,-15.43855369091034
ISLA DE LA GRACIOSA,28.057518998385596,-15.444422364234924
LA HABANA,28.12961681371208,-15.440337359905243
Mª PAZ TEJERA,28.095431402989313,-15.416594445705414
TENOYA,28.112527836189553,-15.493619441986084
MERCADILLO VIEJO DE SCHAMANN,28.110091062996545,-15.427717566490173
TAMARANA,28.10054216391341,-15.472220778465271
POLÍGONO CRUZ DE PIEDRA,28.10217708280212,-15.439709722995758
JACINTO BENAVENTE,28.116036219184217,-15.434602797031403
BEJEQUE,28.102232683802466,-15.441581904888153
LOMO APOLINARIO II,28.097184705344198,-15.438145995140076
ATAULFO ARGENTA,28.096169639050988,-15.446117520332336
PILETAS,28.093034466922315,-15.48633188009262
SIXTO HENRÍQUEZ II,28.101687319554614,-15.469228774309158
HNOS.MILLARES II,28.116421826767176,-15.437507629394531
LUIS JORGE RAMÍREZ,28.104373891894014,-15.452215522527695
ZÁRATE,28.083204812961004,-15.419941842556
PLAZA DE CHURRUCA,28.134158276410822,-15.440737009048462
LOMO VERDEJO II,28.088195474350847,-15.439197421073914
PARQUE DE SAN TELMO(Pequeños),28.108375825366323,-15.416221618652344
PARQUE DE SAN TELMO(Barco),28.10827882490168,-15.416468381881714
EL CANÓDROMO(PEQUEÑOS),28.11173293373695,-15.434946119785309
EL CANÓDROMO(MEDIANOS) ,28.111962415109563,-15.435007810592651
EL CANÓDROMO(MAYORES),28.111851223165704,-15.43480932712555
JUAN PABLO II (Pequeños),28.103114014959502,-15.450041592121124
JUAN PABLO II (Mayores),28.10290107655122,-15.450089871883392
LA CICER(PEQUEÑOS), , 
LA CICER(MAYORES),28.132601900975835,-15.442882776260376
PARQUE ALONSO QUESADA(Mayores),28.124202287163076,-15.427331328392029
PARQUE DORAMAS(Pequeños),28.120366536343326,-15.42823389172554
PARQUE DORAMAS(Mayores),28.120476536659375,-15.428358614444733
PARQUE DORAMAS(Pequeños arriba),28.12018201943076,-15.428936630487442
PARQUE DE LAS REHOYAS (PEQUEÑOS),28.108553265013903,-15.42956829071045
REHOYAS MAYORES,28.10848228919019,-15.42954683303833
PLAZA DE LOS BOMBEROS(PEQUEÑOS),28.151325394808207,-15.420615077018738
PLAZA DE LOS BOMBEROS (MAYORES),28.15153941949016,-15.420649945735931
PARQUE BLANCO (MAYORES),28.136696207924533,-15.42942076921463
PARQUE BLANCO (PEQUEÑOS),28.136529458444688,-15.429423451423645
LA BALLENA II,28.105463407341837,-15.44264405965805
MOLINO DE LAS MAGNOLIAS,28.05739354812469,-15.460787862539291
PLAZA DEL SOL NACIENTE,28.096581345418162,-15.420081317424774
LA MAYORDOMÍA PEQUEÑOS,28.09969511943952,-15.466346740722656
LOS TARAHALES I,28.098289673355165,-15.44889897108078
LA PRESA,28.07249623376678,-15.421344637870789
EL POLVORÍN II,28.106286747180413,-15.42553961277008
EL BATÁN III,28.096086824361098,-15.426714420318604
MESA Y LÓPEZ,28.13497666536714,-15.429423451423645
PINO APOLINARIO,28.1371219501001,-15.436819642782211
PORTUGAL,28.137010784250833,-15.436740517616272
PLAZA ALCALDE MEJÍAS POMBO II,28.128509803006054,-15.432234406471252
ALONSO QUESADA pequeños,28.124112397564303,-15.42754590511322
LA MINILLA pequeños,28.124741623173634,-15.438977479934692
PABLO PICASSO,28.089068638772282,-15.41567176580429
EUFEMIANO JURADO,28.095613596335543,-15.414672642946243
PLAZA DE ALMATRICHE ALTO,28.0845690447667,-15.462071299552917
