"dc:identifier";"dc:modified";"id";"lpgc:NOMBRE_VIA";"lpgc:PARTICULA";"lpgc:TIPO_VIA";"lpgc:TRAMO_VIA"
"3872";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3872";"ACEBUCHE";" ";"CALLE";"3872"
"3865";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3865";"ACEBUCHE";" ";"CALLE";"3865"
"3873";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3873";"BERRAZAL";" ";"CALLE";"3873"
"3875";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3875";"CUBANO";"EL";"CALLE";"3875"
"6939";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6939";"FUENTE FRIA";" ";"LUGAR";"6939"
"3878";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3878";"GLADIOLO";" ";"CALLE";"3878"
"3883";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3883";"HARIA";" ";"CALLE";"3883"
"3882";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3882";"MANUEL DE LEON FALCON";" ";"CALLE";"3882"
"4793";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4793";"MANUEL DE LEON FALCON";" ";"CALLE";"4793"
"6559";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6559";"MAQUINAS";"LAS";"CALLE";"6559"
"3885";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3885";"MELCHOR";" ";"CALLE";"3885"
"3887";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3887";"MORAL";" ";"CALLE";"3887"
"6742";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6742";"RODRIGUEZ MONROY";" ";"PLAZA";"6742"
"3891";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3891";"SAN JAIME";" ";"CALLE";"3891"
"3890";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3890";"SAN JAIME";" ";"CALLE";"3890"
"3877";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3877";"SAN JAIME";" ";"CALLE";"3877"
"3892";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3892";"STRELITZIA";" ";"CALLE";"3892"
"3889";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3889";"VEROL";" ";"CALLE";"3889"
"3894";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3894";"VICENTE ALEIXANDRE";" ";"CALLE";"3894"
"3896";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3896";"ASEBINO";" ";"CALLE";"3896"
"3910";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3910";"BETEL";" ";"CALLE";"3910"
"3902";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3902";"BETEL";" ";"CALLE";"3902"
"3901";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3901";"BETEL";" ";"CALLE";"3901"
"3897";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3897";"BETEL";" ";"CALLE";"3897"
"3909";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3909";"BREZO";" ";"CALLE";"3909"
"3904";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3904";"BREZO";" ";"CALLE";"3904"
"3903";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3903";"BREZO";" ";"CALLE";"3903"
"3906";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3906";"CODESO";" ";"CALLE";"3906"
"3907";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3907";"ESCOBON";" ";"CALLE";"3907"
"3908";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3908";"FOLLAO";" ";"CALLE";"3908"
"3913";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3913";"HINOJO";" ";"CALLE";"3913"
"3845";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3845";"MADIAN";" ";"CALLE";"3845"
"3916";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3916";"MADIAN";" ";"CALLE";"3916"
"3915";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3915";"MADIAN";" ";"CALLE";"3915"
"3914";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3914";"MADIAN";" ";"CALLE";"3914"
"3912";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3912";"MADIAN";" ";"CALLE";"3912"
"3922";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3922";"MARMULAN";" ";"CALLE";"3922"
"3924";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3924";"NATAN";" ";"CALLE";"3924"
"3923";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3923";"NATAN";" ";"CALLE";"3923"
"3921";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3921";"NATAN";" ";"CALLE";"3921"
"6703";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6703";"LOZANO, PROFESOR";" ";"CALLE";"6703"
"3926";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3926";"LOZANO, PROFESOR";" ";"CALLE";"3926"
"3925";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3925";"LOZANO, PROFESOR";" ";"CALLE";"3925"
"3939";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3939";"TROPICO";" ";"CALLE";"3939"
"3919";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3919";"CLEMENCIA HERNANDEZ VERA";" ";"CALLE";"3919"
"3941";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3941";"GABRIELA MISTRAL";" ";"CALLE";"3941"
"3932";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3932";"ANGEL MUR, HERMANO";" ";"CALLE";"3932"
"3934";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3934";"JOSE ARENCIBIA RIVERO";" ";"CALLE";"3934"
"3918";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3918";"MANUEL PEREZ NAVARRO";" ";"CALLE";"3918"
"6940";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6940";"JUAN BRITO GARCIA, PARROCO";" ";"PQUE";"6940"
"3936";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3936";"TARRAGONA";" ";"CALLE";"3936"
"3942";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3942";"SANTA MARIA DE GORETTI";" ";"CALLE";"3942"
"3944";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3944";"CERRAJA";" ";"CALLE";"3944"
"7101";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/7101";"FILTROS";"LOS";"LUGAR";"7101"
"3946";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3946";"PIMENTERO";" ";"CALLE";"3946"
"3945";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3945";"PIMENTERO";" ";"CALLE";"3945"
"41";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/41";"GALERA";"LA";"AVDA";"41"
"3949";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3949";"NARANJOS";"LOS";"CALLE";"3949"
"3947";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3947";"PERALES";"LOS";"CALLE";"3947"
"3954";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3954";"GUINDOS";"LOS";"CALLE";"3954"
"3952";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3952";"GUINDOS";"LOS";"CALLE";"3952"
"3961";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3961";"MEMBRILLEROS";"LOS";"CALLE";"3961"
"3960";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3960";"MEMBRILLEROS";"LOS";"CALLE";"3960"
"3917";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3917";"MEMBRILLEROS";"LOS";"CALLE";"3917"
"3963";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3963";"AVELLANOS";"LOS";"CALLE";"3963"
"3962";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3962";"AVELLANOS";"LOS";"CALLE";"3962"
"3959";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3959";"AVELLANOS";"LOS";"CALLE";"3959"
"42";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/42";"PARQUE CENTRAL";" ";"AVDA";"42"
"4646";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4646";"LASSO";"EL";"URB";"4646"
"5797";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5797";"LASSO";"EL";"URB";"5797"
"5800";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5800";"LASSO";"EL";"URB";"5800"
"5798";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5798";"LASSO";"EL";"URB";"5798"
"5799";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5799";"LASSO";"EL";"URB";"5799"
"5574";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5574";"CASA DEL GALLO";" ";"LUGAR";"5574"
"3029";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3029";"ABENAHORA, PRINCESA";" ";"CALLE";"3029"
"3034";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3034";"SVENTENIUS, DOCTOR";" ";"CALLE";"3034"
"3031";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3031";"SVENTENIUS, DOCTOR";" ";"CALLE";"3031"
"2738";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2738";"ANDRES RAMOS";" ";"CALLE";"2738"
"3042";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3042";"JOSE MESA";" ";"CALLE";"3042"
"3040";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3040";"JOSE MESA";" ";"CALLE";"3040"
"3039";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3039";"JOSE MESA";" ";"CALLE";"3039"
"3038";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3038";"JOSE MESA";" ";"CALLE";"3038"
"3041";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3041";"MEDIODIA";" ";"CALLE";"3041"
"77";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/77";"ABREU Y GALINDO";" ";"CALLE";"77"
"78";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/78";"ACACIA";" ";"CALLE";"78"
"85";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/85";"ACERO";" ";"CALLE";"85"
"79";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/79";"ACERO";" ";"CALLE";"79"
"76";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/76";"ACERO";" ";"CALLE";"76"
"84";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/84";"ADAN";" ";"CALLE";"84"
"89";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/89";"ADARGOMA";" ";"CALLE";"89"
"87";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/87";"ADARGOMA";" ";"CALLE";"87"
"86";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/86";"ADARGOMA";" ";"CALLE";"86"
"81";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/81";"ADARGOMA";" ";"CALLE";"81"
"90";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/90";"AGAPITO ARBELO, PRACTICANTE";" ";"CALLE";"90"
"88";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/88";"AGAPITO ARBELO, PRACTICANTE";" ";"CALLE";"88"
"98";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/98";"AGUADULCE";" ";"CALLE";"98"
"96";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/96";"AGUADULCE";" ";"CALLE";"96"
"95";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/95";"AGUADULCE";" ";"CALLE";"95"
"94";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/94";"AGUADULCE";" ";"CALLE";"94"
"92";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/92";"AGUADULCE";" ";"CALLE";"92"
"91";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/91";"AGUADULCE";" ";"CALLE";"91"
"80";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/80";"AGUADULCE";" ";"CALLE";"80"
"93";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/93";"AGUADULCE";" ";"CALLE";"93"
"99";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/99";"AGUATONA";" ";"CALLE";"99"
"97";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/97";"AGUILA";" ";"CALLE";"97"
"100";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/100";"AGUSTIN DE BETHENCOURT";" ";"CALLE";"100"
"109";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/109";"AGUSTIN DE ZURBARAN";" ";"CALLE";"109"
"108";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/108";"AGUSTIN DE ZURBARAN";" ";"CALLE";"108"
"105";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/105";"AGUSTIN DE ZURBARAN";" ";"CALLE";"105"
"120";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/120";"AGUSTINA DE ARAGON";" ";"CALLE";"120"
"118";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/118";"AGUSTINA DE ARAGON";" ";"CALLE";"118"
"117";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/117";"AGUSTINA DE ARAGON";" ";"CALLE";"117"
"116";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/116";"AGUSTINA DE ARAGON";" ";"CALLE";"116"
"115";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/115";"AGUSTINA DE ARAGON";" ";"CALLE";"115"
"114";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/114";"AGUSTINA DE ARAGON";" ";"CALLE";"114"
"113";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/113";"AGUSTINA DE ARAGON";" ";"CALLE";"113"
"112";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/112";"AGUSTINA DE ARAGON";" ";"CALLE";"112"
"111";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/111";"AGUSTINA DE ARAGON";" ";"CALLE";"111"
"110";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/110";"AGUSTINA DE ARAGON";" ";"CALLE";"110"
"104";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/104";"AGUSTINA DE ARAGON";" ";"CALLE";"104"
"121";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/121";"ALAMO";" ";"CALLE";"121"
"119";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/119";"ALAMO";" ";"CALLE";"119"
"122";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/122";"ALARCON";" ";"CALLE";"122"
"126";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/126";"ALBA";" ";"CALLE";"126"
"125";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/125";"ALBA";" ";"CALLE";"125"
"103";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/103";"ALBA";" ";"CALLE";"103"
"132";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/132";"ALBAREDA";" ";"CALLE";"132"
"131";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/131";"ALBAREDA";" ";"CALLE";"131"
"130";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/130";"ALBAREDA";" ";"CALLE";"130"
"129";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/129";"ALBAREDA";" ";"CALLE";"129"
"128";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/128";"ALBAREDA";" ";"CALLE";"128"
"127";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/127";"ALBAREDA";" ";"CALLE";"127"
"124";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/124";"ALBAREDA";" ";"CALLE";"124"
"123";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/123";"ALBAREDA";" ";"CALLE";"123"
"135";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/135";"ALBENIZ";" ";"CALLE";"135"
"5779";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5779";"ALBITURRIA";" ";"LUGAR";"5779"
"5778";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5778";"ALBITURRIA";" ";"LUGAR";"5778"
"137";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/137";"OBREGON, ALCALDE";" ";"CALLE";"137"
"136";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/136";"OBREGON, ALCALDE";" ";"CALLE";"136"
"134";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/134";"OBREGON, ALCALDE";" ";"CALLE";"134"
"142";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/142";"ALCESTE";" ";"CALLE";"142"
"141";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/141";"ALCESTE";" ";"CALLE";"141"
"140";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/140";"ALCESTE";" ";"CALLE";"140"
"139";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/139";"ALCESTE";" ";"CALLE";"139"
"138";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/138";"ALCESTE";" ";"CALLE";"138"
"133";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/133";"ALCESTE";" ";"CALLE";"133"
"102";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/102";"ALCESTE";" ";"CALLE";"102"
"147";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/147";"ALEJANDRO HIDALGO";" ";"CALLE";"147"
"146";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/146";"ALEJANDRO HIDALGO";" ";"CALLE";"146"
"156";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/156";"ALEMANIA";" ";"CALLE";"156"
"153";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/153";"ALEMANIA";" ";"CALLE";"153"
"152";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/152";"ALEMANIA";" ";"CALLE";"152"
"151";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/151";"ALEMANIA";" ";"CALLE";"151"
"150";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/150";"ALEMANIA";" ";"CALLE";"150"
"149";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/149";"ALEMANIA";" ";"CALLE";"149"
"148";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/148";"ALEMANIA";" ";"CALLE";"148"
"145";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/145";"ALEMANIA";" ";"CALLE";"145"
"144";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/144";"ALEMANIA";" ";"CALLE";"144"
"161";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/161";"FCO. RGUEZ. RGUEZ., PARROCO";" ";"CALLE";"161"
"160";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/160";"FCO. RGUEZ. RGUEZ., PARROCO";" ";"CALLE";"160"
"159";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/159";"FCO. RGUEZ. RGUEZ., PARROCO";" ";"CALLE";"159"
"158";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/158";"FCO. RGUEZ. RGUEZ., PARROCO";" ";"CALLE";"158"
"157";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/157";"FCO. RGUEZ. RGUEZ., PARROCO";" ";"CALLE";"157"
"155";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/155";"FCO. RGUEZ. RGUEZ., PARROCO";" ";"CALLE";"155"
"154";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/154";"FCO. RGUEZ. RGUEZ., PARROCO";" ";"CALLE";"154"
"162";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/162";"ALFONSO EL SABIO";" ";"CALLE";"162"
"143";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/143";"ALFONSO EL SABIO";" ";"CALLE";"143"
"167";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/167";"ALFONSO XIII";" ";"CALLE";"167"
"166";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/166";"ALFONSO XIII";" ";"CALLE";"166"
"165";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/165";"ALFONSO XIII";" ";"CALLE";"165"
"172";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/172";"ALFREDO CALDERON";" ";"CALLE";"172"
"171";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/171";"ALFREDO CALDERON";" ";"CALLE";"171"
"170";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/170";"ALFREDO CALDERON";" ";"CALLE";"170"
"169";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/169";"ALFREDO CALDERON";" ";"CALLE";"169"
"168";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/168";"ALFREDO CALDERON";" ";"CALLE";"168"
"164";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/164";"ALFREDO CALDERON";" ";"CALLE";"164"
"177";"2017-10-29 03:12:36";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/177";"ALFREDO L JONES";" ";"CALLE";"177"
