DILIG, EDAD, LESIVIDAD, SEXO
"3816","47","Leve","Mujer"
"3816","19","Leve","Hombre"
"3817","56","Leve","Mujer"
"3820","32","Leve","Mujer"
"3820","1","Leve","Mujer"
"3822","39","Leve","Hombre"
"3822","0","Leve","Hombre"
"3823","59","Leve","Mujer"
"3823","51","Leve","Hombre"
"3825","28","Leve","Mujer"
"3833","83","Leve","Hombre"
"3838","45","Leve","Hombre"
"3844","49","Leve","Hombre"
"3846","64","Leve","Hombre"
"3847","50","Leve","Hombre"
"3857","60","Leve","Mujer"
"3857","34","Leve","Mujer"
"3860","0","Leve","Hombre"
"3862","65","Leve","Hombre"
"3862","58","Leve","Mujer"
"3865","6","Leve","Hombre"
"3866","25","Leve","Mujer"
"3868","75","Leve","Mujer"
"3876","39","Leve","Hombre"
"3877","36","Leve","Hombre"
"3880","0","Leve","Mujer"
"3881","36","Leve","Hombre"
"3882","0","Leve","Hombre"
"3883","33","Leve","Hombre"
"3883","57","Leve","Hombre"
"3883","48","Leve","Hombre"
"3892","53","Leve","Hombre"
"3893","53","Leve","Hombre"
"3893","61","Leve","Hombre"
"3894","64","Menos Grave","Mujer"
"3897","47","Leve","Mujer"
"3897","60","Leve","Mujer"
"3897","53","Leve","Mujer"
"3901","9","Leve","Hombre"
"3904","28","Leve","Mujer"
"3905","18","Leve","Mujer"
"3905","19","Leve","Mujer"
"3905","26","Leve","Mujer"
"3908","0","Leve","Hombre"
"3911","64","Leve","Mujer"
"3916","27","Leve","Hombre"
"3919","34","Leve","Hombre"
"3921","83","Leve","Mujer"
"3926","25","Leve","Hombre"
"3926","23","Leve","Hombre"
"3931","0","Leve","Hombre"
"3937","22","Leve","Hombre"
"3946","0","Leve","Hombre"
"3953","37","Leve","Hombre"
"3954","82","Leve","Mujer"
"3954","27","Leve","Mujer"
"3954","9","Leve","Mujer"
"3954","1","Leve","Mujer"
"3956","55","Leve","Hombre"
"3957","30","Leve","Mujer"
"3957","11","Leve","Mujer"
"3957","5","Leve","Mujer"
"3958","24","Leve","Hombre"
"3964","23","Leve","Mujer"
"3969","28","Leve","Hombre"
"3970","38","Leve","Hombre"
"3971","28","Leve","Hombre"
"3976","0","Leve","Hombre"
"3980","39","Leve","Mujer"
"3980","37","Leve","Hombre"
"3985","44","Leve","Hombre"
"3986","0","Leve","Mujer"
"3988","63","Leve","Mujer"
"3991","62","Leve","Mujer"
"3992","32","Leve","Hombre"
"3992","29","Leve","Hombre"
"3994","0","Leve","Mujer"
"3994","0","Leve","Mujer"
"3996","32","Leve","Hombre"
"3997","52","Leve","Hombre"
"3997","0","Leve","Mujer"
"3997","30","Leve","Hombre"
"3997","30","Leve","Hombre"
"3998","0","Leve","Hombre"
"4000","46","Leve","Hombre"
"4003","65","Leve","Hombre"
"4005","44","Leve","Hombre"
"4005","50","Leve","Hombre"
"4005","25","Leve","Hombre"
"4005","23","Leve","Hombre"
"4007","25","Leve","Mujer"
"4007","36","Leve","Hombre"
"4008","25","Leve","Hombre"
"4009","42","Leve","Hombre"
"4010","0","Leve","Hombre"
"4012","0","Leve","Hombre"
"4014","56","Leve","Mujer"
"4014","30","Leve","Hombre"
"4014","0","Leve","Mujer"
"4019","55","Leve","Mujer"
"4020","31","Leve","Mujer"
"4021","18","Leve","Mujer"
"4024","0","Leve","Hombre"
"4025","44","Leve","Mujer"
"4028","54","Leve","Hombre"
"4034","45","Leve","Mujer"
"4043","45","Leve","Hombre"
"4049","37","Leve","Mujer"
"4049","70","Leve","Hombre"
"4067","59","Leve","Mujer"
"4071","25","Leve","Hombre"
"4079","16","Leve","Hombre"
"4083","34","Leve","Hombre"
"4083","0","Leve","Hombre"
"4083","27","Leve","Hombre"
"4084","36","Leve","Hombre"
"4084","35","Leve","Hombre"
"4087","67","Leve","Mujer"
"4087","69","Leve","Hombre"
"4087","42","Leve","Hombre"
"4088","0","Leve","Hombre"
"4090","39","Leve","Hombre"
"4096","45","Leve","Mujer"
"4096","18","Leve","Mujer"
"4096","32","Leve","Hombre"
"4099","44","Menos Grave","Hombre"
"4101","23","Leve","Mujer"
"4101","29","Leve","Hombre"
"4101","30","Leve","Mujer"
"4104","75","Leve","Hombre"
"4108","33","Leve","Hombre"
"4112","34","Leve","Hombre"
"4116","40","Leve","Hombre"
"4120","37","Leve","Hombre"
"4121","54","Leve","Hombre"
"4127","34","Leve","Hombre"
"4127","35","Leve","Mujer"
"4128","26","Leve","Hombre"
"4131","52","Leve","Hombre"
"4138","78","Leve","Hombre"
"4138","78","Leve","Mujer"
"4139","34","Leve","Hombre"
"4140","46","Leve","Hombre"
"4148","87","Leve","Hombre"
"4151","48","Leve","Hombre"
"4151","43","Leve","Hombre"
"4152","55","Leve","Hombre"
"4152","96","Leve","Mujer"
"4154","58","Leve","Mujer"
"4156","29","Leve","Hombre"
"4157","25","Leve","Hombre"
"4157","23","Leve","Hombre"
"4157","0","Leve","Hombre"
"4163","52","Leve","Hombre"
"4164","6","Leve","Mujer"
"4166","50","Leve","Mujer"
"4166","82","Leve","Mujer"
"4168","58","Leve","Hombre"
"4171","46","Leve","Hombre"
"4172","65","Leve","Mujer"
"4172","46","Leve","Mujer"
"4174","50","Leve","Hombre"
"4176","55","Leve","Hombre"
"4178","40","Leve","Hombre"
"4181","39","Leve","Hombre"
"4193","44","Leve","Hombre"
"4194","47","Leve","Hombre"
"4205","48","Leve","Hombre"
"4217","0","Leve","Hombre"
"4218","22","Leve","Mujer"
"4219","27","Leve","Hombre"
"4219","43","Leve","Mujer"
"4220","31","Leve","Hombre"
"4220","0","Leve","Hombre"
"4223","12","Leve","Hombre"
"4224","40","Leve","Hombre"
"4225","0","Leve","Hombre"
"4226","27","Leve","Hombre"
"4229","36","Leve","Hombre"
"4230","53","Leve","Mujer"
"4231","73","Leve","Mujer"
"4232","41","Leve","Hombre"
"4232","45","Leve","Hombre"
"4234","48","Leve","Hombre"
"4235","80","Leve","Mujer"
"4236","22","Leve","Hombre"
"4237","62","Leve","Hombre"
"4239","86","Leve","Hombre"
"4240","45","Leve","Hombre"
"4243","50","Leve","Hombre"
"4245","29","Leve","Hombre"
"4246","0","Leve","Hombre"
"4246","0","Leve","Hombre"
"4246","0","Leve","Hombre"
"4248","50","Leve","Mujer"
"4251","0","Leve","Mujer"
"4252","44","Leve","Hombre"
"4257","29","Leve","Hombre"
"4257","42","Leve","Hombre"
"4257","28","Leve","Mujer"
"4257","42","Leve","Hombre"
"4262","76","Leve","Hombre"
"4263","37","Leve","Mujer"
"4263","38","Leve","Hombre"
"4264","0","Leve","Hombre"
"4264","0","Leve","Hombre"
"4266","75","Leve","Hombre"
"4268","16","Leve","Hombre"
"4272","29","Leve","Hombre"
"4272","0","Leve","Hombre"
"4274","45","Leve","Hombre"
"4275","45","Leve","Hombre"
"4276","22","Leve","Hombre"
"4279","45","Leve","Mujer"
"4284","18","Leve","Hombre"
"4284","26","Leve","Hombre"
"4287","0","Leve","Hombre"
"4289","16","Leve","Hombre"
"4290","64","Leve","Mujer"
"4293","0","Leve","Hombre"
"4293","0","Leve","Hombre"
"4297","29","Leve","Hombre"
"4308","34","Leve","Hombre"
"4309","10","Leve","Hombre"
"4310","75","Leve","Hombre"
"4314","68","Leve","Mujer"
"4319","28","Leve","Hombre"
"4323","31","Leve","Hombre"
"4325","19","Leve","Hombre"
"4328","40","Leve","Hombre"
"4328","27","Leve","Mujer"
"4328","50","Leve","Mujer"
"4328","65","Leve","Mujer"
"4328","46","Leve","Mujer"
"4338","50","Leve","Mujer"
"4340","36","Leve","Hombre"
"4340","26","Leve","Hombre"
"4346","40","Leve","Hombre"
"4346","52","Leve","Hombre"
"4346","14","Leve","Hombre"
"4351","53","Leve","Hombre"
"4351","33","Leve","Hombre"
"4356","42","Leve","Mujer"
"4361","63","Leve","Hombre"
"4362","22","Leve","Hombre"
"4362","21","Leve","Hombre"
"4363","52","Leve","Hombre"
"4364","0","Leve","Hombre"
"4365","0","Leve","Hombre"
"4366","19","Leve","Mujer"
"4375","30","Leve","Hombre"
"4378","39","Leve","Mujer"
"4379","2","Leve","Hombre"
"4387","29","Leve","Hombre"
"4387","30","Leve","Mujer"
"4388","62","Leve","Mujer"
"4388","27","Leve","Mujer"
"4397","34","Leve","Mujer"
"4399","39","Leve","Hombre"
"4399","25","Leve","Hombre"
"4403","65","Leve","Hombre"
"4403","61","Leve","Mujer"
"4404","73","Muerto","Hombre"
"4407","32","Leve","Mujer"
"4407","0","Leve","Mujer"
"4408","65","Leve","Hombre"
"4408","0","Leve","Hombre"
"4409","0","Leve","Hombre"
"4419","24","Leve","Hombre"
"4419","27","Leve","Hombre"
"4419","50","Leve","Hombre"
"4419","0","Leve","Hombre"
"4419","0","Leve","Hombre"
"4419","0","Leve","Hombre"
"4419","0","Leve","Hombre"
"4419","0","Leve","Hombre"
"4423","0","Leve","Hombre"
"4425","38","Leve","Hombre"
"4430","0","Leve","Hombre"
"4440","25","Leve","Hombre"
"4442","23","Leve","Hombre"
"4444","0","Leve","Hombre"
"4444","69","Leve","Hombre"
"4448","0","Leve","Hombre"
"4450","42","Leve","Hombre"
"4455","41","Leve","Hombre"
"4455","37","Leve","Hombre"
"4457","48","Leve","Hombre"
"4458","25","Leve","Mujer"
"4461","25","Leve","Hombre"
"4461","23","Leve","Mujer"
"4466","0","Leve","Mujer"
"4478","31","Leve","Hombre"
"4479","37","Leve","Hombre"
"4479","11","Leve","Mujer"
"4482","55","Leve","Hombre"
"4483","16","Leve","Hombre"
"4483","18","Leve","Hombre"
"4483","48","Leve","Hombre"
"4484","49","Leve","Mujer"
"4490","25","Leve","Mujer"
"4490","45","Leve","Mujer"
"4493","78","Leve","Hombre"
"4494","44","Leve","Mujer"
"4494","38","Leve","Hombre"
"4502","66","Leve","Hombre"
"4502","43","Leve","Mujer"
"4504","69","Leve","Hombre"
"4504","59","Leve","Hombre"
"4504","41","Leve","Hombre"
"4504","21","Leve","Hombre"
"4507","40","Leve","Hombre"
"4508","22","Leve","Mujer"
"4508","22","Leve","Hombre"
"4513","0","Leve","Hombre"
"4518","70","Leve","Hombre"
"4519","0","Leve","Hombre"
"4520","0","Leve","Hombre"
"4521","40","Leve","Hombre"
"4522","42","Leve","Hombre"
"4523","21","Leve","Mujer"
"4523","43","Leve","Mujer"
"4524","28","Muy Grave","Mujer"
"4525","39","Leve","Mujer"
"4533","34","Leve","Hombre"
"4534","45","Leve","Hombre"
"4538","29","Leve","Hombre"
"4539","20","Leve","Hombre"
"4539","0","Leve","Hombre"
"4540","49","Leve","Hombre"
"4540","31","Leve","Hombre"
"4541","65","Leve","Hombre"
"4541","56","Leve","Mujer"
"4546","41","Leve","Mujer"
"4554","0","Leve","Hombre"
"4554","27","Leve","Hombre"
"4554","0","Leve","Hombre"
"4554","0","Leve","Hombre"
"4555","47","Leve","Hombre"
"4555","29","Leve","Hombre"
"4556","36","Leve","Hombre"
"4556","19","Leve","Hombre"
"4557","52","Leve","Hombre"
"4562","0","Leve","Hombre"
"4563","37","Leve","Hombre"
"4564","71","Leve","Hombre"
"4565","24","Leve","Mujer"
"4567","61","Leve","Hombre"
"4570","46","Leve","Hombre"
"4570","37","Leve","Hombre"
"4570","21","Leve","Hombre"
"4570","46","Leve","Hombre"
"4571","24","Leve","Hombre"
"4572","30","Leve","Hombre"
"4573","0","Leve","Hombre"
"4580","23","Leve","Hombre"
"4582","10","Leve","Hombre"
"4583","35","Leve","Hombre"
"4584","0","Leve","Hombre"
"4585","55","Leve","Hombre"
"4585","51","Leve","Hombre"
"4590","55","Leve","Hombre"
"4594","20","Leve","Mujer"
"4596","41","Leve","Hombre"
"4600","87","Leve","Hombre"
"4601","56","Leve","Hombre"
"4602","48","Leve","Mujer"
"4603","61","Leve","Hombre"
"4603","0","Leve","Mujer"
"4605","26","Leve","Hombre"
"4605","72","Leve","Hombre"
"4605","79","Menos Grave","Hombre"
"4608","45","Leve","Hombre"
"4610","0","Leve","Hombre"
"4620","45","Leve","Mujer"
"4625","39","Leve","Mujer"
"4625","35","Leve","Hombre"
"4629","51","Leve","Hombre"
"4630","16","Leve","Mujer"
"4630","31","Leve","Hombre"
"4630","28","Leve","Hombre"
"4630","22","Leve","Mujer"
"4631","25","Leve","Mujer"
"4640","37","Leve","Hombre"
"4641","62","Leve","Hombre"
"4642","42","Leve","Mujer"
"4642","46","Leve","Hombre"
"4646","18","Leve","Hombre"
"4648","34","Leve","Hombre"
"4650","0","Leve","Hombre"
"4653","42","Leve","Hombre"
"4655","42","Leve","Hombre"
"4655","37","Leve","Hombre"
"4655","38","Leve","Hombre"
"4657","25","Leve","Hombre"
"4657","17","Leve","Hombre"
"4657","0","Leve","Hombre"
"4662","74","Leve","Mujer"
"4663","43","Leve","Hombre"
"4667","35","Leve","Mujer"
"4667","44","Leve","Hombre"
"4669","26","Leve","Hombre"
"4669","21","Leve","Hombre"
"4671","0","Leve","Mujer"
"4671","0","Leve","Mujer"
"4672","38","Leve","Mujer"
"4672","47","Leve","Mujer"
"4676","21","Grave","Hombre"
"4681","66","Leve","Hombre"
"4682","42","Leve","Hombre"
"4682","14","Leve","Mujer"
"4684","24","Leve","Mujer"
"4684","47","Leve","Mujer"
"4688","48","Leve","Hombre"
"4689","23","Leve","Hombre"
"4689","23","Leve","Hombre"
"4690","64","Leve","Mujer"
"4692","50","Leve","Hombre"
"4695","24","Leve","Hombre"
"4704","31","Leve","Hombre"
"4704","48","Leve","Hombre"
"4704","0","Leve","Mujer"
"4707","21","Leve","Hombre"
"4707","56","Leve","Hombre"
"4707","0","Leve","Hombre"
"4714","24","Leve","Mujer"
"4714","25","Leve","Mujer"
"4716","34","Leve","Hombre"
"4718","32","Leve","Hombre"
"4718","36","Leve","Mujer"
"4719","73","Grave","Hombre"
"4731","30","Menos Grave","Hombre"
"4733","29","Leve","Hombre"
"4734","22","Leve","Mujer"
"4734","0","Leve","Mujer"
"4736","20","Leve","Hombre"
"4737","47","Leve","Hombre"
"4737","66","Leve","Hombre"
"4740","0","Leve","Hombre"
"4741","23","Leve","Hombre"
"4751","43","Leve","Hombre"
"4754","0","Leve","Hombre"
"4755","68","Leve","Hombre"
"4755","84","Leve","Hombre"
"4756","0","Leve","Mujer"
"4759","59","Leve","Hombre"
"4759","26","Leve","Mujer"
"4761","58","Leve","Hombre"
"4762","13","Leve","Hombre"
"4762","11","Leve","Hombre"
"4763","36","Leve","Hombre"
"4765","61","Leve","Mujer"
"4767","33","Leve","Hombre"
"4771","33","Leve","Hombre"
"4772","41","Leve","Mujer"
"4772","2","Leve","Hombre"
"4775","0","Leve","Hombre"
"4782","25","Leve","Hombre"
"4785","26","Leve","Hombre"
"4785","63","Leve","Hombre"
"4785","25","Leve","Mujer"
"4794","46","Leve","Hombre"
"4797","0","Leve","Hombre"
"4797","0","Leve","Hombre"
"4797","0","Leve","Hombre"
"4797","0","Leve","Hombre"
"4797","0","Leve","Hombre"
"4797","0","Leve","Hombre"
"4797","0","Leve","Hombre"
"4797","0","Leve","Hombre"
"4799","0","Leve","Hombre"
"4803","28","Leve","Hombre"
"4803","0","Leve","Hombre"
"4806","0","Leve","Hombre"
"4810","0","Leve","Hombre"
"4810","72","Leve","Hombre"
"4810","0","Leve","Hombre"
"4811","0","Leve","Hombre"
"4813","25","Leve","Hombre"
"4818","19","Leve","Hombre"
"4818","26","Leve","Hombre"
"4819","67","Leve","Hombre"
"4819","0","Leve","Mujer"
"4820","29","Leve","Mujer"
"4824","0","Leve","Hombre"
"4825","28","Leve","Hombre"
"4829","53","Leve","Hombre"
"4831","30","Leve","Hombre"
"4840","46","Leve","Hombre"
"4840","52","Leve","Hombre"
"4844","34","Leve","Mujer"
"4845","45","Leve","Hombre"
"4845","40","Leve","Mujer"
"4845","0","Leve","Hombre"
"4845","12","Leve","Hombre"
"4846","37","Leve","Hombre"
"4846","44","Leve","Mujer"
"4846","92","Leve","Hombre"
"4849","21","Leve","Mujer"
"4850","46","Leve","Mujer"
"4851","43","Leve","Mujer"
"4852","35","Leve","Hombre"
"4855","52","Grave","Hombre"
"4862","37","Leve","Hombre"
"4863","58","Leve","Hombre"
"4864","45","Leve","Hombre"
"4868","40","Leve","Hombre"
"4870","31","Leve","Hombre"
"4871","0","Leve","Hombre"
"4871","21","Leve","Hombre"
"4873","52","Leve","Hombre"
"4874","28","Leve","Hombre"
"4874","20","Leve","Hombre"
"4874","55","Leve","Hombre"
"4874","24","Leve","Hombre"
"4874","34","Leve","Hombre"
"4875","45","Leve","Hombre"
"4875","80","Leve","Hombre"
"4875","50","Leve","Hombre"
"4876","37","Leve","Mujer"
"4876","22","Leve","Hombre"
"4877","0","Leve","Hombre"
"4877","0","Leve","Hombre"
"4878","17","Leve","Hombre"
"4879","64","Leve","Hombre"
"4880","33","Leve","Mujer"
"4880","37","Leve","Hombre"
"4882","43","Leve","Hombre"
"4884","0","Leve","Hombre"
"4886","51","Leve","Hombre"
"4886","34","Leve","Hombre"
"4886","0","Leve","Hombre"
"4886","0","Leve","Hombre"
"4890","4","Leve","Hombre"
"4890","4","Leve","Hombre"
"4890","33","Leve","Hombre"
"4891","79","Leve","Mujer"
"4891","87","Leve","Hombre"
"4891","49","Leve","Mujer"
"4892","33","Leve","Hombre"
"4894","14","Leve","Mujer"
"4895","21","Leve","Mujer"
"4903","89","Leve","Hombre"
