"DILIG","LUGAR","ALTURA_DE","FECHA","HORA","VEHICULOS","HERIDOS","DESTINO","COLISION","INFR_COND","INFR_PEAT","DENUNCIAS"
84,"ROTONDA GC-31","GC-110",04/01/2013,"07:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
85,"AVDA. JOSE SANCHEZ PEÑATE",,04/01/2013,"16:45",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
86,"GC-1 AM","KM 3.300 N-S",03/01/2013,"20:10",2,4,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
87,"GC 1 AM","KM 8.700 S-N",04/01/2013,"13:00",3,3,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
88,"CONCEJAL GARCIA FEO","12",10/01/2013,"13:30",2,0,"Jefatura","Colisión","Adelantar antirreglamentariamente","Ninguna infracción",0
90,"CARRETERA DE TAMARACEITE","LA CALLE PONIENTE",11/01/2013,"00:15",1,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
91,"CARRERERA NUEVA A SAN JUAN","S/N",10/01/2013,"22:55",2,0,"Juzgado","Colisión","Sin definir","Ninguna infracción",0
92,"PASEO DE SAN JOSE","140",04/01/2013,"12:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
93,"PIO XII","INGENIERO SALINAS",04/01/2013,"09:25",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
94,"LUJAN PEREZ","BENTAYGA",04/01/2013,"20:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
95,"PARKING DE VEGUETA","SAGULPA",10/01/2013,,2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
96,"AVDA. DE ANSITE","11",04/01/2013,"21:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
97,"ROTONDA ENTRADA LA GALERA",,04/01/2013,"16:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
98,"PLAZOLETA MARIO CESAR","FERNANDO GUANARTEME 146",04/01/2013,"10:40",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
99,"FERNANDO GUANARTEME","116",06/01/2013,"12:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
100,"MARIUCHA","157",06/01/2013,"15:10",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
101,"LA NAVAL","66",05/01/2013,"18:20",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
102,"ALBAREDA","GRAN CANARIA",06/01/2013,"13:25",1,1,"Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción",0
103,"FONDOS DE SEGURA","7",06/01/2013,"10:20",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
104,"AVDA. RAFAEL CABRERA","TEATRO",06/01/2013,"05:00",1,1,"Jefatura","Otros","Otros factores o infracciones","Ninguna infracción",0
105,"PARKING C.C. LAS ARENAS","PARKING ROJO",07/01/2013,"19:30",2,0,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",0
106,"PLAZA BARRANCO DE LA BALLENA","ARCHIVERO JOAQUIN BLANCO MONTESDEOCA",08/01/2013,"16:45",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
109,"JUAN MANUEL DURAN GONZALEZ","GENERAL VIVES",12/01/2013,"19:00",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
110,"ESTACIONAMIENTOS ASADERO SAN JOSE DEL ALAMO",,12/01/2013,"16:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
111,"AVDA. DEL POLVORIN","CTRA. DE MATA",12/01/2013,"18:05",1,1,"Jefatura","Otros","Sin definir","Ninguna infracción",0
113,"HOYA DEL ENAMORADO","Nº 123",13/01/2013,"20:25",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
115,"MURGA","69",11/01/2013,"17:15",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
116,"PARKING SAGULPA VEGUETA",,11/01/2013,"14:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
117,"DOCTOR JUAN MEDINA NEBOT","7-9",04/01/2013,"09:45",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
118,"ROTONDA FERNANDO GIMENEZ NAVARRO","S. Y P. CABILDO",08/01/2013,"12:15",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
119,"INTERIOR MERCA LAS PALMAS",,08/01/2013,"04:05",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
120,"CALZADA LATERAL DEL NORTE","9",11/01/2013,"22:10",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
121,"CARRETERA DEL NORTE","ROTONDA DR. MARAÑON",11/01/2013,"16:08",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
124,"GC-1 AM","ACCESO ROTONDA HOYA DE LA PLATA",07/01/2013,"21:40",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
125,"AVDA. RAFAEL CABRERA","INTERCAMBIADOR DE GUAGUAS TEATRO",07/01/2013,"09:00",1,0,"Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción",0
126,"JAMAT","JERICO",08/01/2013,"20:10",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
127,"GC-110 DIRECCION EL SECADERO","KM-7",08/01/2013,"17:05",2,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
128,"ROTONDA LAS AMERICAS",,09/01/2013,"19:05",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
129,"FEDERICO VIERA","PEPE REY",09/01/2013,"18:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
130,"SALAMANCA","SANTIAGO DE COMPOSTELA",09/01/2013,"18:40",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
131,"URB. COOPHERFAM","24",09/01/2013,"18:20",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
132,"FERNANDO GUANARTEME","159",10/01/2013,"12:10",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
135,"CARRETERA DEL NORTE","CENTRO COMERCIAL LA BALLENA",14/01/2013,"19:00",1,1,"Jefatura","Atropello","Otros factores o infracciones","Ninguna infracción",0
136,"ESCULTOR TONY GALLARDO","CAPITAN GENERAL GUTIERREZ MELLADO",10/01/2013,"14:08",3,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
137,"AVDA. PINTOR FELO MONZON","LAS BORRERAS",10/01/2013,"16:45",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
138,"DON PIO CORONADO","10",10/01/2013,"12:00",2,0,"Jefatura","Colisión","Apertura de puertas sin precución","Ninguna infracción",0
139,"PLAZA APAREJADORES Y ARQUITECTOS TECNICOS","TUNEL 'JULIO LUENGO'",15/01/2013,"03:30",1,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
140,"AVDA. DE MESA Y LOPEZ","43",14/01/2013,"13:00",1,2,"Jefatura","Atropello","Sin definir","Cruzar la vía antirreglamentariamente",0
142,"ECHEGARAY","153",10/01/2013,"09:30",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
144,"GC-1 AM S-N","ENTRELAZADO ALCARAVANERAS",10/01/2013,"14:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
145,"APARCAMIENTOS","C.C. LAS ARENAS",14/01/2013,"17:51",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
146,"CONCEJAL SANTIAGO FALCON P.",,10/01/2013,"12:25",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
147,"AVD. MESA Y LOPEZ","43",15/01/2013,"16:30",1,1,"Jefatura","Atropello","Sin definir","Ninguna infracción",0
148,"CALLE CURVA","Nº60",15/01/2013,"21:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
151,"GENERAL VIVES","48",13/01/2013,"06:30",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
152,"GUILLERMOS SANTANA RIVERO","19",12/01/2013,"15:50",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
153,"PASEO DE SAN JOSE","JUAN SANCHEZ SANCHEZ",13/01/2013,"21:30",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
154,"AVENIDA FONDOS DEL SEGURA","3 B",13/01/2013,"11:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
155,"AVDA. HOYA DE LA GALLINA","FONDOS DE SEGURA",12/01/2013,"12:45",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
157,"ALBAREDA","16",13/01/2013,"01:35",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
158,"NICOLAS MONCHE LOPEZ","S/N",14/01/2013,"08:30",3,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
161,"CALLE VIRGEN DEL PILAR","S/N",13/01/2013,"20:50",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
162,"AVDA. ALCALDE DIAZ SAAVEDRA","27",16/01/2013,"08:55",3,4,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
163,"GC-300","GC-201 ENTRADA A LOS GILES",12/01/2013,"11:30",1,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
164,"APARCAMIENTO AEREO","CENTRO COMERCIAL LA BALLENA",14/01/2013,"17:45",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
165,"GUILLERMO PERAZA","PINTOR ANTONIO PADRON",11/01/2013,"17:30",1,1,"Jefatura","Atropello","Sin definir","No utilizar paso de peatones",0
166,"FERNANDO GUANARTEME","14",14/01/2013,"08:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
167,"ROSIANA","LUJAN PEREZ",14/01/2013,"16:00",2,3,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
168,"GC-1 AM","DIRCC SUR KM 6.900",14/01/2003,"07:40",5,3,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
169,"HEBRON","7",14/01/2013,"10:05",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
172,"GC-1 AM","KM 7,300 (DIRECCION SUR)",16/01/2013,"20:25",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
173,"ALONSO ALVARADO","17",16/01/2013,"23:00",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
174,"GC-2 SENTIDO OESTE","TUNEL DE JULIO LUENGO",16/01/2013,"11:00",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
175,"ROTONDA JUAN XXIII","SALIDA GC-1 AM SENTIDO PUERTO",16/01/2013,"12:50",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
176,"LOMO BERDEJO","S/N",17/01/2013,"10:10",1,1,"Jefatura","Salida de la vía","Sin definir","Ninguna infracción",0
177,"CTRA. DE MATA",,17/01/2013,,1,1,"Jefatura","Atropello","Sin definir","Ninguna infracción",0
178,"DOCTOR GRAU BASSAS","8",18/01/2013,"01:15",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
179,"ROTONDA LAS AMERICAS","INCORPORACION GC-2",17/01/2013,"22:20",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
180,"GALICIA","PI Y MARGALL",18/01/2013,"02:15",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
181,"BENARTEMI","TECEN",15/01/2013,"17:45",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
182,"GC-1 KM 4.500 A.M.","DIRECC. SUR",15/01/2013,"07:30",1,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
183,"ROTONDA ELECTRA OBRA DE PEREZ GALDOS",,15/01/2013,"20:30",2,2,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
184,"CARRETERA ACC. EL CONFITAL S/N",,09/01/2013,"08:00",1,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
188,"CEBRIAN","61",18/01/2013,"11:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",1
189,"PUENTE DE ACCESO ROTONDA DEL VIGIA","ROTONDA DE LA BALLENA",15/01/2013,"14:30",3,4,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
190,"BERRUGUETE","JOAQUIN MIR",16/01/2013,"16:15",2,0,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",0
191,"AVDA. CESAR MANRIQUE","60 VVDAS. EN JINAMAR",16/01/2013,"14:05",1,1,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
192,"ALICANTE","20",16/01/2013,"10:15",2,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
193,"DOLORES DE LA ROCHA","ALONSO QUINTERO",16/01/2013,"13:50",2,4,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
195,"SEVERO OCHOA","FRAGATA",17/01/2013,"17:05",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
197,"GC-23","PUNTO KILOMETRICO 3.2",19/01/2013,"02:00",1,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
198,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","8 KM GC.1",19/01/2013,"05:30",1,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
199,"AVDA. PINTOR FELO MONZON","36",19/01/2013,"13:15",5,1,"Juzgado","Colisión","Sin definir","Ninguna infracción",0
201,"Ç",,20/01/2013,"04:15",2,2,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
206,"GC-1 AUTOVIA MARITIMA S-N","KM 4",18/01/2013,"11:00",4,4,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
207,"MANUEL DE FALLA","86",19/01/2013,"12:15",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
211,"GC-1","PLAYA ALCARAVANERAS",16/01/2013,"17:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
213,"MURGA","EUSEBIO NAVARRO",21/01/2013,"12:35",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
214,"CENTRO COMERCIAL LA BALLENA","PARKING EXTERIOR",05/01/2013,"11:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
215,"LOMO LA PLANA","22",21/01/2013,"15:45",2,1,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
216,"INGENIERO SALINAS","32",21/01/2013,"13:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
218,"GC-2","GC-23",22/01/2013,"06:30",1,1,"Jefatura","Salida de la vía","Sin definir","Ninguna infracción",0
219,"CARRETERA A TAMARECITE","81",10/01/2013,"08:25",1,0,"Jefatura","Otros","Otros factores o infracciones","Ninguna infracción",0
220,"PASEO TOMAS MORALES","CEBRIAN",18/01/2013,"14:00",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
221,"ZARAGOZA","DON PEDRO INFINITO",21/01/2013,"22:00",3,0,"Jefatura","Colisión","Adelantar antirreglamentariamente","Ninguna infracción",0
222,"CAMINO DE LOS OLIVOS","CARRETERA DE ALMATRICHE",21/01/2013,"21:20",1,1,"Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción",0
223,"FERNANDA DURAN",,08/01/2013,,1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
225,"APARCAMIENTO SAN BERNARDO","SALIDA DEL MISMO",19/01/2013,"13:45",1,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
226,"GC-1 AM SUR NORTE","GRANADERA CANARIA",22/01/2013,"12:25",4,6,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
227,"GC-1 AM","KM 6.5 S-N",17/01/2013,"07:40",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
228,"GC-1 AM","PK 8.400 ACCESO PEREZ MUÑOZ",17/01/2013,"14:00",3,3,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
229,"CANALEJAS","MURGA",22/01/2013,"13:30",6,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
230,"CALZADA LATERAL DEL NORTE","32",22/01/2013,"17:25",2,2,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
231,"FERNANDO GUANARTEME","Nº 146",22/01/2013,"16:30",1,1,"Jefatura","Atropello","Otros factores o infracciones","Ninguna infracción",0
232,"ALBAREDA","Nº 113",22/01/2013,"18:10",1,1,"Jefatura","Atropello","Otros factores o infracciones","Ninguna infracción",0
235,"LEON Y CASTILLO","BARCELONA",21/01/2013,"10:35",2,1,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",3
236,"ALARCON","7",21/01/2013,"15:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
237,"ROTONDA DE LAS BRUJAS","ACCESO DESDE GC-31",22/01/2013,"10:40",2,1,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",0
238,"CARRETERA DE MATA","CASTILLO DE MATA",22/01/2013,"08:15",1,1,"Jefatura","Colisión","Cansancio, sueño o enfermedad","Ninguna infracción",0
239,"GC-1 AM","KM 9, S-N",17/01/2013,"18:40",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
240,"GC-1 AM","ALCARAVANERAS N-S",17/01/2013,"20:30",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
241,"ROTONDA TORRE LAS PALMAS","ALCARAVANERAS S-N",17/01/2013,"09:10",3,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
242,"PASEO BLAS CABRERA FELIPE (FISICO)",,17/01/2013,"18:20",1,1,"Jefatura","Atropello","Otros factores o infracciones","Ninguna infracción",0
243,"SAN GABRIEL","2",22/01/2013,"10:15",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
244,"GC-23","KM 3.7 SUBIDA",17/01/2013,"20:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
245,"JUAN REJON","PEREZ MUÑOZ",23/01/2013,"15:58",8,0,"Jefatura","Colisión","No respetar indicaciones semáforo","Ninguna infracción",0
251,"ROTONDA DE JUAN SARAZA ORTIZ",,21/01/2013,"18:00",1,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",1
257,"SENADOR CASTILLO OLIVARES","DOCTOR WAKSMAN",19/01/2012,"23:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
258,"GENERAL VIVES","3",17/01/2013,"14:20",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
259,"LOPEZ SOCAS","16",17/01/2013,"12:45",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
260,"CARVAJAL",,18/01/2013,"15:35",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
