DILIG, LUGAR, ALTURA_DE, FECHA, HORA, VEHICULOS, HERIDOS, DESTINO, COLISION, INFR_COND, INFR_PEAT, DENUNCIAS
"526","JUAN MANUEL DURAN GONZALEZ","LEON TOLSTOI","13/02/2016","21:00","2","0","Jefatura","Colisión","No respetar indicaciones semáforo","Ninguna infracción","0"
"527","JESUS FERRER JIMENO","JUAN MILLARES CARLO","11/02/2016","21:04","1","1","Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción","0"
"528","LEON Y CASTILLO","ROTONDA LA ARMADA","14/02/2016","18:15","2","0","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"529","OBISPO ENCINA","12","18/12/2015","07:00","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"530","PASEO DE SAN JOSE","208","11/02/2016","12:05","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"531","AVDA. PINTOR FELO MONZON","FRENTE 37","02/02/2016","19:38","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"533","NUMANCIA","COVADONGA","15/02/2016","14:55","2","0","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"534","AVDA. JUAN XXIII","CAMPO ESPAÑA","15/02/2016","16:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"535","DON BERNARDINO CORREA VIERA","8","13/02/2016","17:00","1","1","Jefatura","Atropello","Sin definir","Ninguna infracción","0"
"537","GC. 310 CON GC.308","","12/02/2016","17:25","2","0","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"538","ROSARIO MANRIQUE","OBISPO MARQUINA","12/02/2016","06:00","1","0","Jefatura","Colisión","Sin infracción","Ninguna infracción","0"
"540","AGUSTINA DE ARAGON","143","02/02/2016","17:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"541","ALBAHACA","S/N","13/02/2016","19:50","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"543","PASEO SAN JOSE","ROTONDA ROTONDA HOYA LA PLATA","13/02/2016","22:35","1","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"544","ROTONDA DE LA BALLENA","","13/02/2016","20:45","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"545","PASEO DE SAN JOSE","ROTONDA HOYA LA PLATA","13/02/2016","22:35","1","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"547","ALCALDE DIAZ-SAAVEDRA NAVARRO","NUM. 24","12/02/2016","15:15","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"548","CARETERA DEL ALMATRICHE","RESTAURANTE CHULETON","13/02/2016","19:00","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"549","CUESTA BLANCA","ACCESO ROTONDA ALMATRICHE","12/02/2016","08:10","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"550","ROTONDA DOCTOR MARAÑON","CARRETERA GENERAL DEL NORTE","14/02/2016","00:30","1","0","Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción","0"
"551","RAFAEL CABRERA Nº 1","NUMERO 1","14/02/2016","17:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"552","EDUARDO PEÑATE SANTANA","1","11/02/2016","12:30","4","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"553","LUCY CABRERA SUAREZ (CANTANTE LIRICA)","S/N","15/02/2016","10:45","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"554","MUNGUIA","AVENIDA DE CANARIAS Nº 16","12/02/2016","12:40","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"556","MARIO CESAR","ACCESO ROTONDA GC-23","15/02/2016","23:10","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"557","ROTONDA DOCTOR CESAREO ROSAS RODRIGUEZ","","11/02/2016","21:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"560","LOS MARTINES DE ESCOBAR","40","15/02/2016","14:10","1","1","Jefatura","Atropello","Sin definir","Ninguna infracción","0"
"561","ROTONDA JUAN ZARAZA ORTIZ","","16/02/2016","","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"562","LEON Y CASTILLO","307","16/02/2016","12:40","2","1","Juzgado","Colisión","Sin definir","Ninguna infracción","0"
"563","ALICANTE","PLAZA DE BENALMADENA","16/02/2016","08:40","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"564","BUENOS AIRES","TRIANA","16/02/2015","17:20","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"568","PASEO CAYETANO DE LUGO","SUAREZ NARANJO","15/02/2016","14:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"569","FERNANDO GUANARTEME","43","15/02/2016","18:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"570","GC-1 A.M ACCESO PILARILLO SECO","","15/02/2016","14:50","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"571","TRISTANA","6","16/02/2016","13:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"572","FONDOS DE SEGURA","CC 7 PALMAS","17/02/2016","11:00","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"574","C LUIS DORESTE SILVA","107","17/02/2016","14:15","2","1","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"575","GRANADERA CANARIA","12","23/01/2016","11:00","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"577","TOMAS MORALES Nº127","","16/02/2016","10:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"580","MALAGA Nº12","ESTACIONAMIENTO","16/02/2016","11:54","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"581","VENEGAS Nº27","","15/02/2016","10:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"582","PINTOR PEPE DAMASO Nº5","","16/02/2016","19:30","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"583","AVENIDA RAFAEL CABRERA","ESTACION DE GUAGUAS","12/02/2016","10:20","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"585","GENERAL VIVES","RIPOCHE","17/02/2016","08:15","1","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"587","LUCY CABRERA SUAREZ (CANTANTE LIRICA)","","15/02/2016","10:45","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"588","ROTONDA CEMENTERIO SAN LAZARO","CARRIL DE DESACELERACION GC-3","18/02/2016","11:40","2","2","Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción","0"
"589","ROTONDA DE LAS BRUJAS","ACCESO GC-31","17/02/2016","22:10","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"590","PEREZ DEL TORO","PLAZA LA CONSTITUCION","17/02/2016","08:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"591","PUENTE DE LA FERIA DEL ATLANTICO","","17/02/2016","05:20","1","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"593","GC-21","ACCESO TOSCON ALTO","18/02/2016","11:45","1","0","Jefatura","Otros","Estado o condición de la vía","Ninguna infracción","0"
"594","VOLUNTAD Nº 39","","18/02/2016","17:15","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"595","PINTOR JOSE JORGE ORAMAS","PINTOR PEPE DAMASO","12/02/2016","06:50","1","1","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"596","CASTILLEJOS","","15/02/2016","08:00","2","0","Jefatura","Colisión","Invadir sentido contrario","Ninguna infracción","0"
"597","FARO Nº 43","","10/02/2016","14:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"598","CARRETERA A TAMARACEITE Nº 61","","12/02/2016","19:56","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"599","PADRE CUETO","10","15/02/2016","13:35","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"600","GC-2 PUNTO KM 2 DIRECCION NORTE","","12/02/2016","21:15","3","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"601","SALAMANCA","105","19/02/2016","12:45","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"602","MANUEL CABRERA SUAREZ","DOCTOR JUAN MEDINA NEBOT","17/02/2016","10:55","2","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"603","GC.300","","15/02/2016","19:15","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"604","ROTONDA DE APREJADORES Y ARQUITECTOS","CON L Y C","17/02/2016","08:50","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"605","HOYA DEL ENAMORADO","111","17/02/2016","17:51","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"606","GC1-AM SENTIDO SUR","PKM 2.800","17/02/2016","14:10","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"607","NESTOR DE LA TORRE","46","17/02/2016","17:30","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"608","VELARDE","9","17/02/2016","10:45","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"609","CARRETERA A MARZAGAN","165","18/02/2016","16:15","2","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"610","VIA ACCESO CENTRO COMERCIAL EL MIRADOR","","19/02/2016","17:30","1","0","Jefatura","Salida de la vía","Velocidad inadecuada","Ninguna infracción","0"
"611","ROTONDA DR. CESAREO LOPEZ RODRIGUEZ","","19/02/2016","22:10","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"612","CEBRIAN","CON TOMAS MORALES","20/02/2016","17:50","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"614","SARGENTO PROVISIONAL","DIEGO BETANCOR SUAREZ","20/02/2016","01:20","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"615","GC-1 AM NORTE SUR","PUNTO KILOMETRICO 8,100","21/02/2016","03:00","1","1","Juzgado","Atropello","Sin infracción","Cruzar la vía antirreglamentariamente","0"
"616","MADRESELVA","CAYETANO OJEDA (KID TANO)","21/02/2016","08:00","1","1","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"617","AVDA. RAFAEL CABRERA","ESTACION GUAGUAS","18/02/2016","09:20","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"618","MURGA","48","17/02/2016","10:45","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"619","LOS LAGARES","10","18/02/2016","17:00","2","0","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"620","LOS LAGARES","10","18/02/2016","16:45","2","1","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"621","PASEO TOMAS MORALES","118","18/02/2016","15:00","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"622","CONCEJAL GARCIA FEO","14","19/02/2016","13:10","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"623","ISLA DE CUBA","Nº 16","19/02/2016","13:15","1","1","Jefatura","Atropello","Sin definir","Ninguna infracción","0"
"624","FARO","LA NAVAL","18/02/2016","20:15","1","1","Jefatura","Vuelco","Sin definir","Ninguna infracción","0"
"625","PARROCO MATIAS ARTILES","BARRANQUILLO DON ZOILO.-","19/02/2016","13:50","2","1","Jefatura","Salida de la vía","Sin definir","Ninguna infracción","0"
"626","ROTONDA ELECTRA OBRA DE PEREZ GALDOS","","19/02/2016","14:05","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"627","CUESTA BLANCA","30","19/02/2016","19:00","2","0","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"629","DOCTOR JUAN DOMINGUEZ PEREZ","2","19/02/2016","09:40","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"630","GRANADERA CANARIA","DOLORES DE LA ROCHA","21/02/2016","11:45","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"631","GC-1","AVDA. JUAN XXIII","19/02/2016","21:00","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"632","AVDA. JUAN XXIII","24","19/02/2016","09:00","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"633","AVDA. JUAN XXIII","PEREZ DEL TORO","19/02/2016","17:00","1","1","Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción","0"
"636","CASTILLEJOS","EL SALVADOR","18/02/2016","13:15","2","1","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"637","CARRETERA ANTIGUA SUBIA AL LASSO","FRENTE BLOQUE. 10","19/02/2016","08:45","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"638","EL CALLAO","REPUBLICA DOMINICANA","20/02/2016","11:15","2","1","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"639","MAESTRO VALLE, Nº 2","","22/02/2016","07:00","1","0","Jefatura","Salida de la vía","Mal estado del vehículo","Ninguna infracción","0"
"640","GC-110","KM 0","17/02/2016","11:00","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"641","DOCTOR GRAU BASSAS","LOS MARTINEZ DE ESCOBAR","20/02/2016","01:05","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"642","CARRIL DE INCORPRRACION PLAZA LAS AMERICA","","19/02/2016","17:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"643","AVENIDA JOSE MESA Y LOPEZ Nº 21","","21/02/2016","14:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"644","PASEO BLAS CABRERA FELIPE (FISICO)","ENTRADA A ZARATE","17/02/2016","22:30","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"645","APARCAMIENTO AEREO DEL CC LA BALLENA","CARTEL DEL BINGO","22/02/2016","20:10","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"650","LEON Y CASTILLO","359","23/02/2016","07:40","2","0","Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción","0"
"651","PLAZA DOCTOR SANTIAGO BARRY HERNANDEZ","AVDA. JUAN CARLOS I","22/02/2016","14:05","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"654","GC. 1 AM PKM 1,300","","18/02/2016","13:00","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"655","DON BERNARDINO CORREA VIERA","","02/02/2016","13:30","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"656","PLAZA PADRE HILARIO","","22/02/2016","09:54","1","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"657","AVDA. JUAN CARLOS I","2","22/02/2016","09:10","1","1","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"658","AVDA. MARITIMA GC-1","PKM.5.3","23/02/2016","10:50","2","1","Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción","0"
"660","PLAZA DE LA FERIA","NUMERO 30","23/02/2016","21:40","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"661","GC-1","P.KM. 3.200.","23/02/2016","16:00","3","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"662","GC-1","P.KM. 5, S-N.","23/02/2016","14:30","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"663","GC-1","P.KM. 9.100, N-S","23/02/2016","17:45","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"664","GC-23","SUBIDA ROTONDA DR. NEGRIN","23/02/2016","15:00","1","0","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"665","ZARAGOZA","29","23/02/2016","17:10","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"666","GC-23","P.KM. 2.7","23/02/2016","17:30","1","0","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"667","GC-23","P.KM. 1.530","22/02/2016","19:30","1","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"668","DAOIZ","APARCAMIENTOS SUPERSOL","16/02/2016","19:00","1","2","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"669","ALBAREDA","16","23/02/2016","13:10","4","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"670","GC-1","KM. 3.800","23/02/2016","14:50","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"671","AVDA. PINTOR FELO MONZON","49","24/12/2016","09:00","3","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"672","LEON Y CASTILLO","ROTONDA DE ARQUITECTOS Y APAREJADORES TECNICO","23/02/2016","17:00","2","1","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"673","DOCTOR JUAN DE PADILLA Nº12","","23/02/2016","19:50","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"674","PASEO TOMAS MORALES","56","24/02/2016","18:30","1","1","Jefatura","Atropello","Sin definir","No respetar señal de peatones","0"
"677","PASEO BLAS CABRERA FELIPE (FISICO)","","23/02/2016","15:30","3","4","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"678","FERNANDO GUANARTEME","EL SALVADOR","23/02/2016","13:20","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"679","GC-2 - PK: 2","ACCESO JULIO LUENGO","24/02/2016","11:30","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"681","AVDA. ESCALERITAS","PASEO CHIL","24/02/2016","08:14","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"682","RAMBLAS DE JINAMAR","BLQ 12","24/02/2016","19:05","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"683","JESUS FERRER JIMENO","60 VVDAS. EN JINAMAR","24/02/2016","19:25","1","1","Jefatura","Atropello","Entrar sin precaución en la circulación","Otras infracciones","0"
"684","DOÑA PERFECTA","REALIDAD","25/02/2016","11:15","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"685","TORMENTO","SANTA LUISA DE MARILLAC","24/02/2016","06:36","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"686","1º DE MAYO","ALTURA DEL CATASTRO","25/02/2016","08:01","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"687","DOCTOR NUEZ AGUILAR","HERNAN PEREZ DE GRADO","25/02/2016","14:40","2","0","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"688","504 VVDAS. EN JINAMAR","ENTRADA TUNE J. LUENGO","25/02/2016","16:30","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"689","SANTIAGO RUISEÑOR Nº11","","24/02/2016","14:15","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"691","PLAZA DE LA FERIA","LEON Y CASTILLO","26/02/2016","03:45","2","1","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"693","PAROCO VILLAR REINA","PEREZ DEL TORO","24/02/2016","09:15","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"694","AVDA. RAFAEL CABRERA","1","14/02/2016","17:30","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"695","ESCRITORA DOLORES CAMPOS HERRERO","19","25/02/2016","16:20","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"696","ACCESO GC-23","ROTONDA EL VIGIA","25/02/2016","21:00","1","1","Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción","0"
"697","ALCALDE DIAZ-SAAVEDRA NAVARRO","PARKING SAGULPA","22/02/2016","20:50","1","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"698","FERNANDO GUANARTEME","16","19/02/2016","21:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"699","LA NAVAL Nº 88","","23/02/2016","11:40","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"700","TUNEL JULIO DE LUENGO","","26/02/2016","14:20","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"701","NESTOR DE LA TORRE","44","25/02/2016","11:50","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"703","AVDA. GUILLERMO SANTANA RIVERO","","26/02/2016","20:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"704","GC-1 AM","KM 7100","26/02/2016","19:40","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"709","AVDA. JUAN XXIII","LEON Y CASTILLO","27/02/2016","08:50","2","1","Jefatura","Colisión","No respetar indicaciones semáforo","Ninguna infracción","0"
"712","PEREZ MUÑOZ","NUMERO 126","27/02/2016","23:25","1","0","Juzgado","Colisión","Sin definir","Ninguna infracción","0"
"714","AVDA. RAFAEL CABRERA","ESTACION DE GUAGUAS SAN TELMO","26/02/2016","17:40","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"715","GC-5","KM 1 (ACCSO ROTONDA HACIA EL BATAN","28/02/2016","23:20","1","0","Juzgado","Colisión","Sin definir","Ninguna infracción","0"
"716","GC-1 AVDA. MARITIMA","4.800","28/02/2016","05:55","1","0","Jefatura","Vuelco","Otros factores o infracciones","Ninguna infracción","0"
"717","ROTONDA LOMO LOS FRAILES","AVENIDA CESAR MANRIQUE","28/02/2016","12:05","2","2","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"718","LUIS DORESTE SILVA","CARVAJAL","27/02/2016","12:35","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"719","ALFEREZ PROVISIONAL","AVENIDA DE LA FERIA","28/02/2016","00:20","2","1","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"721","1º DE MAYO","Nº 13","27/02/2016","16:00","2","2","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"723","MANUEL DE FALLA Nº 120","","26/02/2016","17:30","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"724","FRANCISCO INGLOTT ARTILES","504 VVDAS. EN JINAMAR","24/02/2016","18:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"725","LA NAVAL","PEREZ MUÑOZ","28/02/2016","21:40","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"726","AUTOVIA MARITIMA","JUZGADOS","29/02/2016","09:00","5","6","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"727","GC-2 TUNEL DE JULIO LUENGO","DIRECCION ALCARAVANERAS","28/02/2016","21:15","1","0","Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción","0"
"728","ROTONDA DE APAREJADORES Y ARQUITECTOS TECNICO","","01/02/2016","10:30","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"729","GC-110","PKM 7,5","29/02/2016","10:30","7","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"730","DEAN RODRIGUEZ BOLAÑOS","15","29/02/2016","11:00","2","0","Jefatura","Colisión","No respetar indicaciones semáforo","Ninguna infracción","0"
"731","APARCAMIENTOS TOMAS MILLER","","28/02/2016","10:20","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"732","CAMPUS UNIVERSITARIO TAFIRA","EDIFICIO F","29/02/2016","","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"733","AVDA. DE LOS CONSIGNATARIOS","RECINTO PORTUARIO","09/02/2016","22:45","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"736","LENTINI Nº 1","","26/02/2016","16:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"737","PABLO RADA (PLUS ULTRA)","VIRGEN DEL PILAR","29/02/2016","08:55","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"738","PASEO CAYETANO DE LUGO","PEREZ DEL TORO","01/03/2016","07:35","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"739","FARMACEUTICO PEDRO RIVERO","JOAQUIN BELON","25/02/2016","19:15","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"740","LAS BORRERAS S/N","INSTITUTO","29/02/2016","10:50","2","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"741","AVDA. JUAN CARLOS I","CALLE NARDO","29/02/2016","18:48","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"742","ITALIA","ESQUINA PIO XII","29/02/2016","11:45","2","0","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"743","CORDOBA","PALMA DE MALLORCA","29/02/2016","09:35","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"745","GC-1 AM DIRECCION NORTE - SUR","P.K. 4.890","01/03/2016","12:35","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"746","JUAN B. MELO","NUMERO 2","01/03/2016","12:30","2","0","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"747","AVENIDA PINTOR FELO MONZON","NUMERO 15","01/03/2016","17:10","1","1","Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción","0"
"748","AVENIDA JOSE MESA Y LOPEZ","88","02/03/2016","18:10","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"749","PABLO PENAGUILAS","VOLUNTAD","29/02/2016","11:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"751","GC-110","79","01/03/2016","09:30","2","1","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"752","ALCESTE","GERONA","02/03/2016","12:20","4","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"753","SALVADOR CUYAS","3","02/03/2016","13:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"754","CARRETERA DEL NORTE","CALLE TUNERILLAS","02/03/2016","13:40","1","1","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"755","BUENOS AIRES","3-5","26/02/2016","08:50","2","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"757","GC-2 , KM 0 SENTIDO AGAETE","","02/03/2016","15:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"758","GC 2 KM 400 JULIO LUENGO, SENTIDO AGAETE","","02/03/2016","14:10","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"759","LUIS DORESTE SILVA","","02/03/2016","21:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"760","GC-23","SUBTERRANEO ROTONDA DR NEGRIN","19/02/2016","16:45","3","4","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"761","ROTONDA VALERIANO GARCIA VILELA (DOCTOR)","AVDA. PINTOR FELO MONZON","03/02/2016","19:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"762","TAURO","9","03/03/2016","15:20","1","2","Jefatura","Atropello","Maniobras de marcha atrás","Ninguna infracción","0"
"764","AGUSTINA DE ARAGON Nº 48","","03/03/2016","17:50","2","0","Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción","0"
"768","CORDOBA Nº38","","02/03/2016","21:15","1","1","Jefatura","Atropello","Sin definir","Ninguna infracción","0"
"769","INGENIERO SALINAS","39","01/03/2016","10:30","2","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
