"TIPO","ENTIDAD","EJERCICIO","PROGRAMA","ECONÓMICO","IMPORTE"
"G",11000,2017,9261,22199,50000
"G",11000,2017,9261,22200,"709030,51"
"G",11000,2017,9261,22203,"290469,28"
"G",11000,2017,9261,22602,12000
"G",11000,2017,9261,22706,480200
"G",11000,2017,9261,22799,35000
"G",11000,2017,9261,23020,3000
"G",11000,2017,9261,23120,3500
"G",11000,2017,9261,62600,782000
"G",11000,2017,9261,62700,90000
"G",11000,2017,9261,64100,825980
"G",11000,2017,9291,83002,10
"I",11000,2017,"     ",32901,2000
"I",11000,2017,"     ",39900,10
"I",11000,2017,"     ",40000,0
"I",11000,2017,"     ",40001,0
"I",11000,2017,"     ",52000,1000
"I",11000,2017,"     ",54100,96000
"I",11000,2017,"     ",70000,0
"I",11000,2017,"     ",83003,10
"G",20010,2017,111,31004,"228689,96"
"G",20010,2017,111,35200,125000
"G",20010,2017,111,91300,"2080129,09"
"G",20010,2017,1501,10100,93975
"G",20010,2017,1501,13000,"3534751,82"
"G",20010,2017,1501,13002,"501439,08"
"G",20010,2017,1501,13100,1
"G",20010,2017,1501,13700,1
"G",20010,2017,1501,16000,1028520
"G",20010,2017,1501,16200,"8181,32"
"G",20010,2017,1501,16202,1
"G",20010,2017,1501,16204,"51150,08"
"G",20010,2017,1501,16205,"15885,38"
"G",20010,2017,1501,21200,163000
"G",20010,2017,1501,21300,26000
"G",20010,2017,1501,21400,15000
"G",20010,2017,1501,21600,"30617,66"
"G",20010,2017,1501,21900,1
"G",20010,2017,1501,22000,149000
"G",20010,2017,1501,22001,2950
"G",20010,2017,1501,22002,223000
"G",20010,2017,1501,22103,15500
"G",20010,2017,1501,22104,3000
"G",20010,2017,1501,22105,500
"G",20010,2017,1501,22106,200
"G",20010,2017,1501,22110,7500
"G",20010,2017,1501,22111,10000
"G",20010,2017,1501,22112,7500
"G",20010,2017,1501,22199,14200
"G",20010,2017,1501,22201,65000
"G",20010,2017,1501,22202,200
"G",20010,2017,1501,22299,7250
"G",20010,2017,1501,22500,5000
"G",20010,2017,1501,22501,30000
"G",20010,2017,1501,22502,0
"G",20010,2017,1501,22601,6000
"G",20010,2017,1501,22602,80500
"G",20010,2017,1501,22603,49000
"G",20010,2017,1501,22604,60000
"G",20010,2017,1501,22606,100000
"G",20010,2017,1501,22699,63500
"G",20010,2017,1501,22701,57200
"G",20010,2017,1501,22704,30000
"G",20010,2017,1501,22706,157953
"G",20010,2017,1501,22799,125070
"G",20010,2017,1501,23000,1000
"G",20010,2017,1501,23010,4500
"G",20010,2017,1501,23020,7500
"G",20010,2017,1501,23100,1750
"G",20010,2017,1501,23110,10000
"G",20010,2017,1501,23120,10000
"G",20010,2017,1501,23300,13700
"G",20010,2017,1501,24000,2000
"G",20010,2017,1501,40000,1
"G",20010,2017,1501,44900,0
"G",20010,2017,1501,48900,"26349,93"
"G",20010,2017,1501,62300,7500
"G",20010,2017,1501,62400,35000
"G",20010,2017,1501,62500,10000
"G",20010,2017,1501,83002,1
"G",20010,2017,1511,10100,3
"G",20010,2017,1511,13000,"6834954,85"
"G",20010,2017,1511,13002,"945273,77"
"G",20010,2017,1511,13100,100003
"G",20010,2017,1511,13700,3
"G",20010,2017,1511,16000,1974850
"G",20010,2017,1511,16200,"16261,63"
"G",20010,2017,1511,16202,3
"G",20010,2017,1511,16204,"102285,41"
"G",20010,2017,1511,16205,"31574,65"
"G",20010,2017,1511,21000,390000
"G",20010,2017,1511,22702,30000
"G",20010,2017,1511,22706,55000
"G",20010,2017,1511,22799,836002
"G",20010,2017,1511,60900,700000
"G",20010,2017,1512,10100,2
"G",20010,2017,1512,13000,"2787022,74"
"G",20010,2017,1512,13002,"372291,42"
"G",20010,2017,1512,13100,2
"G",20010,2017,1512,13700,2
"G",20010,2017,1512,16000,"763058,86"
"G",20010,2017,1512,16200,"6464,25"
"G",20010,2017,1512,16202,2
"G",20010,2017,1512,16204,"40627,02"
"G",20010,2017,1512,16205,"12551,43"
"G",20010,2017,1512,21000,6050000
"G",20010,2017,1512,22706,1151750
"G",20010,2017,1512,22799,110000
"G",20010,2017,1513,60000,"2169876,33"
"G",20010,2017,1513,68100,200007
"G",20010,2017,1514,63200,75000
"G",20010,2017,1522,62200,800001
"G",20010,2017,1532,61900,"48822,03"
"G",20010,2017,1533,60900,"4791728,36"
"G",20010,2017,1533,61900,"5285330,91"
"G",20010,2017,1601,61900,"253313,83"
"G",20010,2017,1651,61900,"30989,19"
"G",20010,2017,1712,60900,1450000
"G",20010,2017,1712,61900,"71526,02"
"G",20010,2017,1721,63200,"150920,99"
"G",20010,2017,1729,60900,"330947,36"
"G",20010,2017,2418,22104,900
"G",20010,2017,2418,22199,500
"G",20010,2017,2418,22699,1200
"G",20010,2017,3321,62200,260000
"G",20010,2017,3339,63200,210000
"G",20010,2017,3361,61900,"450785,4"
"G",20010,2017,3361,63200,150000
"G",20010,2017,3429,62200,200000
"G",20010,2017,9206,22706,"166603,37"
"G",20010,2017,9333,62200,"558748,77"
"G",20010,2017,9333,63200,"1122176,37"
"I",20010,2017,"     ",32100,5628100
"I",20010,2017,"     ",32200,50000
"I",20010,2017,"     ",32301,75000
"I",20010,2017,"     ",32500,2000
"I",20010,2017,"     ",32901,1
"I",20010,2017,"     ",33300,1
"I",20010,2017,"     ",33905,95000
"I",20010,2017,"     ",35000,1
"I",20010,2017,"     ",36000,250
"I",20010,2017,"     ",36100,1900
"I",20010,2017,"     ",36400,1
"I",20010,2017,"     ",38900,70000
"I",20010,2017,"     ",39100,3
"I",20010,2017,"     ",39190,1
"I",20010,2017,"     ",39200,1
"I",20010,2017,"     ",39210,1
"I",20010,2017,"     ",39300,10000
"I",20010,2017,"     ",39610,2
"I",20010,2017,"     ",39700,1
"I",20010,2017,"     ",39710,1
"I",20010,2017,"     ",39900,2
"I",20010,2017,"     ",39901,1
"I",20010,2017,"     ",39902,1
"I",20010,2017,"     ",39930,1
"I",20010,2017,"     ",40000,0
"I",20010,2017,"     ",40001,0
"I",20010,2017,"     ",52000,1450
"I",20010,2017,"     ",54100,1
"I",20010,2017,"     ",55090,"309341,59"
"I",20010,2017,"     ",55200,"154193,75"
"I",20010,2017,"     ",59900,1
"I",20010,2017,"     ",60200,10000
"I",20010,2017,"     ",68000,2
"I",20010,2017,"     ",70000,0
"I",20010,2017,"     ",77000,1
"I",20010,2017,"     ",78001,1
"I",20010,2017,"     ",83003,1
"G",25000,2017,2319,48900,33000
"G",25000,2017,2411,13100,472522
"G",25000,2017,2411,15000,16501
"G",25000,2017,2411,16000,158801
"G",25000,2017,2411,16206,2962
"G",25000,2017,2411,16209,411
"G",25000,2017,2411,22602,3842
"G",25000,2017,2411,22606,90113
"G",25000,2017,2411,22799,12000
"G",25000,2017,2411,24000,6148
"G",25000,2017,2411,47000,1000000
"G",25000,2017,2411,48100,10000
"G",25000,2017,2412,13100,6509
"G",25000,2017,2412,16000,1767
"G",25000,2017,2413,22000,4945
"G",25000,2017,2413,22002,2600
"G",25000,2017,2413,22101,0
"G",25000,2017,2413,22200,1808
"G",25000,2017,2413,22602,12439
"G",25000,2017,2413,22606,15288
"G",25000,2017,2413,22699,849
"G",25000,2017,2413,22799,1883
"G",25000,2017,2413,23020,1240
"G",25000,2017,2413,24000,4945
"G",25000,2017,2413,26000,1100
"G",25000,2017,3267,13100,53873
"G",25000,2017,3267,15000,2095
"G",25000,2017,3267,16000,17687
"G",25000,2017,3267,16206,207
"G",25000,2017,3267,22602,81674
"G",25000,2017,3267,22606,653511
"G",25000,2017,3267,45390,34600
"G",25000,2017,3267,48100,288326
"G",25000,2017,9209,10100,65782
"G",25000,2017,9209,13000,214211
"G",25000,2017,9209,13002,296837
"G",25000,2017,9209,13100,95782
"G",25000,2017,9209,15000,19241
"G",25000,2017,9209,16000,195566
"G",25000,2017,9209,16200,3317
"G",25000,2017,9209,16202,6990
"G",25000,2017,9209,16205,20355
"G",25000,2017,9209,16206,2637
"G",25000,2017,9209,16209,3934
"G",25000,2017,9209,20200,73056
"G",25000,2017,9209,20400,10645
"G",25000,2017,9209,21200,15887
"G",25000,2017,9209,21300,2092
"G",25000,2017,9209,21400,1731
"G",25000,2017,9209,21500,29476
"G",25000,2017,9209,21600,8054
"G",25000,2017,9209,22000,1860
"G",25000,2017,9209,22001,534
"G",25000,2017,9209,22002,3275
"G",25000,2017,9209,22100,24836
"G",25000,2017,9209,22101,0
"G",25000,2017,9209,22103,940
"G",25000,2017,9209,22106,303
"G",25000,2017,9209,22110,115
"G",25000,2017,9209,22199,1075
"G",25000,2017,9209,22200,1211
"G",25000,2017,9209,22201,2202
"G",25000,2017,9209,22204,404
"G",25000,2017,9209,22300,1509
"G",25000,2017,9209,22402,3052
"G",25000,2017,9209,22502,0
"G",25000,2017,9209,22601,536
"G",25000,2017,9209,22602,21310
"G",25000,2017,9209,22604,2544
"G",25000,2017,9209,22606,94686
"G",25000,2017,9209,22699,2585
"G",25000,2017,9209,22700,9004
"G",25000,2017,9209,22706,17797
"G",25000,2017,9209,22799,1540
"G",25000,2017,9209,23010,100
"G",25000,2017,9209,23020,345
"G",25000,2017,9209,23110,200
"G",25000,2017,9209,23120,1023
"G",25000,2017,9209,24000,1838
"G",25000,2017,9209,26000,9000
"G",25000,2017,9209,40001,1
"G",25000,2017,9209,41001,1
"G",25000,2017,9209,44901,0
"G",25000,2017,9209,48100,24190
"G",25000,2017,9291,82001,1
"G",25000,2017,9291,83002,1
"I",25000,2017,"     ",40000,0
"I",25000,2017,"     ",40001,0
"I",25000,2017,"     ",52000,"450,56"
"I",25000,2017,"     ",82001,1
"I",25000,2017,"     ",83002,1
"G",25100,2017,3321,13000,147547
"G",25100,2017,3321,15000,"3546,3"
"G",25100,2017,3321,16000,"43831,08"
"G",25100,2017,3321,16204,1125
"G",25100,2017,3321,16205,2000
"G",25100,2017,3321,62900,12000
"G",25100,2017,3339,13000,"217352,38"
"G",25100,2017,3339,15000,"5319,45"
"G",25100,2017,3339,16000,"62399,16"
"G",25100,2017,3339,16204,"1687,5"
"G",25100,2017,3339,16205,3000
"G",25100,2017,3339,20800,1400001
"G",25100,2017,3339,20900,3000
"G",25100,2017,3339,21200,206000
"G",25100,2017,3339,22199,12500
"G",25100,2017,3339,22300,670000
"G",25100,2017,3339,22402,340000
"G",25100,2017,3339,22601,3000
"G",25100,2017,3339,22602,253100
"G",25100,2017,3339,22606,39300
"G",25100,2017,3339,22706,"923328,5"
"G",25100,2017,3339,22799,338500
"G",25100,2017,3339,23020,10000
"G",25100,2017,3339,23120,13000
"G",25100,2017,3339,24000,220000
"G",25100,2017,3339,62300,66000
"G",25100,2017,3339,62900,75000
"G",25100,2017,9209,10100,"85781,94"
"G",25100,2017,9209,13000,"285048,9"
"G",25100,2017,9209,13100,1
"G",25100,2017,9209,15000,"5319,45"
"G",25100,2017,9209,16000,"80924,92"
"G",25100,2017,9209,16204,"1687,5"
"G",25100,2017,9209,16205,3000
"G",25100,2017,9209,20200,"155145,7"
"G",25100,2017,9209,20300,3
"G",25100,2017,9209,20400,3
"G",25100,2017,9209,20800,1
"G",25100,2017,9209,21200,160000
"G",25100,2017,9209,21300,245600
"G",25100,2017,9209,21400,600
"G",25100,2017,9209,21500,1225
"G",25100,2017,9209,21900,3000
"G",25100,2017,9209,22000,7500
"G",25100,2017,9209,22001,1200
"G",25100,2017,9209,22002,3000
"G",25100,2017,9209,22100,500000
"G",25100,2017,9209,22101,0
"G",25100,2017,9209,22103,1200
"G",25100,2017,9209,22104,1360
"G",25100,2017,9209,22106,900
"G",25100,2017,9209,22110,2400
"G",25100,2017,9209,22111,6400
"G",25100,2017,9209,22112,2400
"G",25100,2017,9209,22199,12500
"G",25100,2017,9209,22200,200
"G",25100,2017,9209,22201,2800
"G",25100,2017,9209,22204,3000
"G",25100,2017,9209,22400,1000
"G",25100,2017,9209,22401,2100
"G",25100,2017,9209,22402,13000
"G",25100,2017,9209,22500,400
"G",25100,2017,9209,22601,1300
"G",25100,2017,9209,22602,146500
"G",25100,2017,9209,22699,1800
"G",25100,2017,9209,22700,"164940,06"
"G",25100,2017,9209,22701,1150000
"G",25100,2017,9209,22706,"1781733,19"
"G",25100,2017,9209,22799,3000
"G",25100,2017,9209,23000,1500
"G",25100,2017,9209,23010,3600
"G",25100,2017,9209,23100,1500
"G",25100,2017,9209,23110,4500
"G",25100,2017,9209,23300,1
"I",25100,2017,"     ",33999,60000
"I",25100,2017,"     ",34402,1000000
"I",25100,2017,"     ",34909,21000
"I",25100,2017,"     ",40001,0
"I",25100,2017,"     ",47000,850000
"I",25100,2017,"     ",55090,40000
"I",25100,2017,"     ",59901,100000
"I",25100,2017,"     ",70000,0
"G",28909,2017,3401,10100,"53913,8"
"G",28909,2017,3401,13000,"709365,7"
"G",28909,2017,3401,15000,"18054,78"
"G",28909,2017,3401,16000,"225388,84"
"G",28909,2017,3401,16200,1010
"G",28909,2017,3401,16209,2614
"G",28909,2017,3401,20300,93465
"G",28909,2017,3401,21200,5500
"G",28909,2017,3401,21300,8000
"G",28909,2017,3401,21500,1000
"G",28909,2017,3401,22000,5900
"G",28909,2017,3401,22100,180000
"G",28909,2017,3401,22101,0
"G",28909,2017,3401,22102,22000
"G",28909,2017,3401,22103,1500
"G",28909,2017,3401,22105,550
"G",28909,2017,3401,22199,"57116,45"
"G",28909,2017,3401,22200,17694
"G",28909,2017,3401,22201,500
"G",28909,2017,3401,22204,250
"G",28909,2017,3401,22401,800
"G",28909,2017,3401,22402,"10230,75"
"G",28909,2017,3401,22502,0
"G",28909,2017,3401,22601,1500
"G",28909,2017,3401,22602,62475
"G",28909,2017,3401,22700,205048
"G",28909,2017,3401,22701,40213
"G",28909,2017,3401,22799,"598912,59"
"G",28909,2017,3401,23010,3500
"G",28909,2017,3401,23020,2500
"G",28909,2017,3401,23110,1500
"G",28909,2017,3401,23120,2000
"G",28909,2017,3401,35900,600
"G",28909,2017,3401,62200,15000
"G",28909,2017,3401,62300,12000
"G",28909,2017,3401,63200,108000
"G",28909,2017,3401,63300,"28176,61"
"I",28909,2017,"     ",34300,"99505,79"
"I",28909,2017,"     ",36400,"942648,18"
"I",28909,2017,"     ",40100,0
"I",28909,2017,"     ",40101,0
"I",28909,2017,"     ",52000,50
"I",28909,2017,"     ",52001,50
"I",28909,2017,"     ",70100,0
"G",30909,2017,111,31004,"123148,55"
"G",30909,2017,111,35800,"6354,09"
"G",30909,2017,111,91301,"1874091,52"
"G",30909,2017,1331,10100,"27223,8"
"G",30909,2017,1331,10101,7650
"G",30909,2017,1331,13000,"2349975,82"
"G",30909,2017,1331,16000,"789221,13"
"G",30909,2017,1331,16209,"27153,38"
"G",30909,2017,1331,20900,"164,73"
"G",30909,2017,1331,21200,"211519,44"
"G",30909,2017,1331,21300,"337708,57"
"G",30909,2017,1331,22000,"18762,84"
"G",30909,2017,1331,22001,"6984,61"
"G",30909,2017,1331,22100,"217775,99"
"G",30909,2017,1331,22101,0
"G",30909,2017,1331,22103,"20683,5"
"G",30909,2017,1331,22104,"17965,51"
"G",30909,2017,1331,22199,"49234,11"
"G",30909,2017,1331,22200,"27836,46"
"G",30909,2017,1331,22201,"6659,85"
"G",30909,2017,1331,22400,52204
"G",30909,2017,1331,22401,"31919,51"
"G",30909,2017,1331,22402,"15260,69"
"G",30909,2017,1331,22500,"390287,19"
"G",30909,2017,1331,22502,0
"G",30909,2017,1331,22602,"32706,3"
"G",30909,2017,1331,22700,"298736,45"
"G",30909,2017,1331,22701,"816997,05"
"G",30909,2017,1331,22706,"183933,06"
"G",30909,2017,1331,22799,"176356,26"
"G",30909,2017,1331,40001,0
"G",30909,2017,1331,60900,370260
"G",30909,2017,1331,62200,"305735,43"
"G",30909,2017,1331,62300,"172692,34"
"G",30909,2017,1331,62400,18513
"G",30909,2017,1331,62500,"1851,3"
"G",30909,2017,1331,62600,"73598,43"
"G",30909,2017,1331,63200,"13690,95"
"G",30909,2017,1331,64800,"38049,46"
"I",30909,2017,"     ",32600,"372138,49"
"I",30909,2017,"     ",33000,"1139341,15"
"I",30909,2017,"     ",36401,0
"I",30909,2017,"     ",59900,"7751956,64"
"I",30909,2017,"     ",61909,98736
"I",30909,2017,"     ",70100,0
"I",30909,2017,"     ",91300,"771614,5"
"G",35909,2017,3346,10100,29500
"G",35909,2017,3346,10101,13400
"G",35909,2017,3346,13000,"643769,14"
"G",35909,2017,3346,13100,198600
"G",35909,2017,3346,16000,"262246,42"
"G",35909,2017,3346,16200,1200
"G",35909,2017,3346,16205,12988
"G",35909,2017,3346,16209,1000
"G",35909,2017,3346,20200,35000
"G",35909,2017,3346,20300,40000
"G",35909,2017,3346,20400,6500
"G",35909,2017,3346,20600,500
"G",35909,2017,3346,20800,6000
"G",35909,2017,3346,20900,12500
"G",35909,2017,3346,21200,6100
"G",35909,2017,3346,21300,16000
"G",35909,2017,3346,21400,500
"G",35909,2017,3346,21900,1500
"G",35909,2017,3346,22000,6000
"G",35909,2017,3346,22001,500
"G",35909,2017,3346,22002,5000
"G",35909,2017,3346,22100,30000
"G",35909,2017,3346,22101,0
"G",35909,2017,3346,22103,3000
"G",35909,2017,3346,22110,2150
"G",35909,2017,3346,22199,5000
"G",35909,2017,3346,22200,30000
"G",35909,2017,3346,22201,200
"G",35909,2017,3346,22204,7000
"G",35909,2017,3346,22300,2250
"G",35909,2017,3346,22400,1376
"G",35909,2017,3346,22402,5282
"G",35909,2017,3346,22500,500
"G",35909,2017,3346,22601,195000
"G",35909,2017,3346,22602,200000
"G",35909,2017,3346,22603,150
"G",35909,2017,3346,22604,5000
"G",35909,2017,3346,22606,1000
"G",35909,2017,3346,22699,235000
"G",35909,2017,3346,22700,4000
"G",35909,2017,3346,22701,50000
"G",35909,2017,3346,22706,7890
"G",35909,2017,3346,22799,"404862,93"
"G",35909,2017,3346,23010,3500
"G",35909,2017,3346,23020,1000
"G",35909,2017,3346,23110,3500
"G",35909,2017,3346,23120,2500
"G",35909,2017,3346,47900,50000
"G",35909,2017,3346,48100,46000
"G",35909,2017,3346,62300,"155587,85"
"I",35909,2017,"     ",34400,520000
"I",35909,2017,"     ",39910,1000
"I",35909,2017,"     ",40101,0
"I",35909,2017,"     ",42090,100000
"I",35909,2017,"     ",47001,315000
"I",35909,2017,"     ",70100,0
"G",36900,2017,3347,10100,"67901,4"
"G",36900,2017,3347,13000,"2803137,39"
"G",36900,2017,3347,13002,1
"G",36900,2017,3347,13100,"356349,75"
"G",36900,2017,3347,14301,1
"G",36900,2017,3347,15100,1
"G",36900,2017,3347,16000,"970205,75"
"G",36900,2017,3347,16008,5200
"G",36900,2017,3347,16202,3000
"G",36900,2017,3347,16204,15000
"G",36900,2017,3347,16205,4800
"G",36900,2017,3347,20200,28500
"G",36900,2017,3347,20300,3000
"G",36900,2017,3347,20400,1
"G",36900,2017,3347,20500,1
"G",36900,2017,3347,20600,100
"G",36900,2017,3347,20800,33000
"G",36900,2017,3347,21200,2000
"G",36900,2017,3347,21300,8300
"G",36900,2017,3347,21400,1
"G",36900,2017,3347,21500,1
"G",36900,2017,3347,21600,450
"G",36900,2017,3347,22000,2200
"G",36900,2017,3347,22001,900
"G",36900,2017,3347,22002,2500
"G",36900,2017,3347,22100,17520
"G",36900,2017,3347,22101,0
"G",36900,2017,3347,22103,1
"G",36900,2017,3347,22104,1
"G",36900,2017,3347,22106,1
"G",36900,2017,3347,22110,500
"G",36900,2017,3347,22199,400
"G",36900,2017,3347,22200,7200
"G",36900,2017,3347,22201,350
"G",36900,2017,3347,22203,1
"G",36900,2017,3347,22204,2500
"G",36900,2017,3347,22300,31500
"G",36900,2017,3347,22400,2000
"G",36900,2017,3347,22401,1
"G",36900,2017,3347,22402,9000
"G",36900,2017,3347,22502,0
"G",36900,2017,3347,22601,2950
"G",36900,2017,3347,22602,28000
"G",36900,2017,3347,22603,100
"G",36900,2017,3347,22604,4500
"G",36900,2017,3347,22606,7700
"G",36900,2017,3347,22699,2800
"G",36900,2017,3347,22700,9000
"G",36900,2017,3347,22701,1000
"G",36900,2017,3347,22704,1
"G",36900,2017,3347,22706,"434294,77"
"G",36900,2017,3347,22708,1
"G",36900,2017,3347,22799,25000
"G",36900,2017,3347,23010,1275
"G",36900,2017,3347,23020,42000
"G",36900,2017,3347,23110,2000
"G",36900,2017,3347,23120,300
"G",36900,2017,3347,23300,1
"G",36900,2017,3347,24000,1
"G",36900,2017,3347,62200,1
"G",36900,2017,3347,62300,5000
"G",36900,2017,3347,62400,1
"G",36900,2017,3347,62500,1000
"G",36900,2017,3347,62600,1000
"G",36900,2017,9291,83002,1
"I",36900,2017,"     ",34400,1
"I",36900,2017,"     ",36400,278000
"I",36900,2017,"     ",39900,1
"I",36900,2017,"     ",45080,2259557
"I",36900,2017,"     ",46201,0
"I",36900,2017,"     ",83003,1
"G",40909,2017,4332,10100,125474
"G",40909,2017,4332,10101,32000
"G",40909,2017,4332,13000,2337798
"G",40909,2017,4332,16000,"627571,64"
"G",40909,2017,4332,16200,23000
"G",40909,2017,4332,16205,36055
"G",40909,2017,4332,20900,0
"G",40909,2017,4332,21200,668500
"G",40909,2017,4332,21600,110200
"G",40909,2017,4332,22000,26607
"G",40909,2017,4332,22001,8500
"G",40909,2017,4332,22100,620000
"G",40909,2017,4332,22101,0
"G",40909,2017,4332,22102,68340
"G",40909,2017,4332,22200,118340
"G",40909,2017,4332,22201,5000
"G",40909,2017,4332,22204,6400
"G",40909,2017,4332,22400,37000
"G",40909,2017,4332,22402,36500
"G",40909,2017,4332,22500,152017
"G",40909,2017,4332,22601,17500
"G",40909,2017,4332,22602,418000
"G",40909,2017,4332,22699,52373
"G",40909,2017,4332,22700,279300
"G",40909,2017,4332,22701,323799
"G",40909,2017,4332,22706,356420
"G",40909,2017,4332,22799,"3174728,34"
"G",40909,2017,4332,23020,8600
"G",40909,2017,4332,23110,6000
"G",40909,2017,4332,23120,25000
"G",40909,2017,4332,42200,1
"G",40909,2017,4332,42300,1
"G",40909,2017,4332,47000,15500
"G",40909,2017,4332,60900,30000
"G",40909,2017,4332,62200,600000
"G",40909,2017,4332,63200,206500
"G",40909,2017,4332,63900,143500
"G",40909,2017,4332,77000,400000
"G",40909,2017,4332,91300,"670664,05"
"I",40909,2017,"     ",36400,"4911487,85"
"I",40909,2017,"     ",36900,690800
"I",40909,2017,"     ",40100,0
"I",40909,2017,"     ",40101,0
"I",40909,2017,"     ",41000,0
"I",40909,2017,"     ",52000,5640
"I",40909,2017,"     ",70100,0
"G",53909,2017,2318,10100,52000
"G",53909,2017,2318,13000,2674900
"G",53909,2017,2318,13002,340788
"G",53909,2017,2318,13100,904986
"G",53909,2017,2318,15000,190933
"G",53909,2017,2318,16000,1189823
"G",53909,2017,2318,16008,14576
"G",53909,2017,2318,16200,3000
"G",53909,2017,2318,16205,27705
"G",53909,2017,2318,20400,4524
"G",53909,2017,2318,20600,2800
"G",53909,2017,2318,21400,2500
"G",53909,2017,2318,21500,4600
"G",53909,2017,2318,21600,13700
"G",53909,2017,2318,22000,4000
"G",53909,2017,2318,22001,300
"G",53909,2017,2318,22100,400
"G",53909,2017,2318,22101,0
"G",53909,2017,2318,22103,2500
"G",53909,2017,2318,22104,18300
"G",53909,2017,2318,22110,5305
"G",53909,2017,2318,22199,46000
"G",53909,2017,2318,22200,8100
"G",53909,2017,2318,22201,400
"G",53909,2017,2318,22401,1300
"G",53909,2017,2318,22402,800
"G",53909,2017,2318,22500,700
"G",53909,2017,2318,22502,0
"G",53909,2017,2318,22602,3500
"G",53909,2017,2318,22699,4700
"G",53909,2017,2318,22700,426420
