FID,residuo,recogida,volumen,cantidad,fecha,tooltip,geometry
da_papelCarton.fid--295bdb9_15f5b982349_-e66,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-03-06T12:39:15.017,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (366682.1050890913 4064908.5687073865)
da_papelCarton.fid--295bdb9_15f5b982349_-e65,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T07:07:39.73,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (366747.5108770251 4065196.1633945243)
da_papelCarton.fid--295bdb9_15f5b982349_-e64,PAPEL/CARTON,CAMPANA,3000,1,2015-11-27T07:40:11.493,Contenedor de PAPEL/CARTON de tipo CAMPANA,POINT (373069.1367427517 4064672.3492485792)
da_papelCarton.fid--295bdb9_15f5b982349_-e63,PAPEL/CARTON,CAMPANA,3000,1,2015-11-27T07:40:54.527,Contenedor de PAPEL/CARTON de tipo CAMPANA,POINT (373071.14207257365 4064672.2598586376)
da_papelCarton.fid--295bdb9_15f5b982349_-e62,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-03-06T12:42:48.737,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373911.30664288497 4064357.628206951)
da_papelCarton.fid--295bdb9_15f5b982349_-e61,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-01-25T07:59:06.533,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373992.28089677246 4064608.9931326057)
da_papelCarton.fid--295bdb9_15f5b982349_-e60,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T07:56:40.04,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (374002.290013467 4064700.902669749)
da_papelCarton.fid--295bdb9_15f5b982349_-e5f,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-01-25T08:03:07.333,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (374026.76932950993 4064841.950721159)
da_papelCarton.fid--295bdb9_15f5b982349_-e5e,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T08:25:12.61,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373805.23372075433 4064226.63240697)
da_papelCarton.fid--295bdb9_15f5b982349_-e5d,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T08:27:16.793,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373418.6890137972 4065249.5833930788)
da_papelCarton.fid--295bdb9_15f5b982349_-e5c,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T08:27:40.003,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373941.0664788569 4064363.034782811)
da_papelCarton.fid--295bdb9_15f5b982349_-e5b,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T08:29:42.21,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (374010.3626608531 4064435.5546088405)
da_papelCarton.fid--295bdb9_15f5b982349_-e5a,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-01-25T07:52:10.18,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (374054.77158691135 4064481.81010018)
da_papelCarton.fid--295bdb9_15f5b982349_-e59,PAPEL/CARTON,CAMPANA,3000,1,2015-11-27T08:56:21.593,Contenedor de PAPEL/CARTON de tipo CAMPANA,POINT (373106.87401258276 4065235.7150876634)
da_papelCarton.fid--295bdb9_15f5b982349_-e58,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-01-25T08:09:02.247,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (374076.7816689628 4064585.353564751)
da_papelCarton.fid--295bdb9_15f5b982349_-e57,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T09:30:40.737,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373211.5198865525 4065187.7054230208)
da_papelCarton.fid--295bdb9_15f5b982349_-e56,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:09:15.053,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (372846.6831190121 4067547.4723358396)
da_papelCarton.fid--295bdb9_15f5b982349_-e55,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:12:58.073,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (372826.9102877109 4067226.635616712)
da_papelCarton.fid--295bdb9_15f5b982349_-e54,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:32:30.333,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373035.6153631011 4065622.2937510884)
da_papelCarton.fid--295bdb9_15f5b982349_-e53,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:33:03.493,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373224.04475467186 4065871.0966594256)
da_papelCarton.fid--295bdb9_15f5b982349_-e52,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:33:48.04,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373225.73902949895 4065872.264218013)
da_papelCarton.fid--295bdb9_15f5b982349_-e51,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:36:40.557,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373316.48677540984 4065953.929118192)
da_papelCarton.fid--295bdb9_15f5b982349_-e50,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:46:43.167,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373516.9480050076 4066166.9201458474)
da_papelCarton.fid--295bdb9_15f5b982349_-e4f,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:49:02.413,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373663.9134713898 4066405.863972516)
da_papelCarton.fid--295bdb9_15f5b982349_-e4e,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T11:56:33.557,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374239.704989599 4066383.5429383633)
da_papelCarton.fid--295bdb9_15f5b982349_-e4d,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T12:02:18.98,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374091.4300771892 4066400.3041871986)
da_papelCarton.fid--295bdb9_15f5b982349_-e4c,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-02T12:03:44.313,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373919.373650135 4066378.0331995)
da_papelCarton.fid--295bdb9_15f5b982349_-e4b,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T07:46:16.38,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (372900.986955876 4066006.0108648166)
da_papelCarton.fid--295bdb9_15f5b982349_-e4a,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T07:55:44.803,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373527.1917698704 4066561.9071640843)
da_papelCarton.fid--295bdb9_15f5b982349_-e49,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T07:56:27.993,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373408.24238805653 4066621.626178788)
da_papelCarton.fid--295bdb9_15f5b982349_-e48,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T07:57:16.923,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373367.79135542 4066621.777909295)
da_papelCarton.fid--295bdb9_15f5b982349_-e47,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:07:50.383,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373452.20326400176 4066686.6558115007)
da_papelCarton.fid--295bdb9_15f5b982349_-e46,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:08:32.153,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373570.04986665957 4066449.111138605)
da_papelCarton.fid--295bdb9_15f5b982349_-e45,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:14:30.95,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373575.8748049423 4066324.607290205)
da_papelCarton.fid--295bdb9_15f5b982349_-e44,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:22:42.79,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373331.9036923528 4066062.768772264)
da_papelCarton.fid--295bdb9_15f5b982349_-e43,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:23:24.533,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373185.1520155326 4066010.9165148386)
da_papelCarton.fid--295bdb9_15f5b982349_-e42,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:24:11.893,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373064.682688094 4065982.7381524253)
da_papelCarton.fid--295bdb9_15f5b982349_-e41,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:37:23.207,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373618.8929301845 4066056.346557894)
da_papelCarton.fid--295bdb9_15f5b982349_-e40,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:38:36.33,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373615.5132763629 4066145.7846147646)
da_papelCarton.fid--295bdb9_15f5b982349_-e3f,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T08:39:22.593,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373641.9699080411 4065976.575216228)
da_papelCarton.fid--295bdb9_15f5b982349_-e3e,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T09:32:57.097,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373687.5260003046 4065825.1197808916)
da_papelCarton.fid--295bdb9_15f5b982349_-e3d,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T09:38:31.07,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373647.8855508572 4065337.0825670892)
da_papelCarton.fid--295bdb9_15f5b982349_-e3c,PAPEL/CARTON,CARGA LATERAL,3200,1,2017-10-18T11:37:46.507,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373755.168501494 4065498.0975802485)
da_papelCarton.fid--295bdb9_15f5b982349_-e3b,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T09:44:02.38,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373790.1934614442 4065633.191783793)
da_papelCarton.fid--295bdb9_15f5b982349_-e3a,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T09:47:13.887,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (373805.44311401795 4065522.015177896)
da_papelCarton.fid--295bdb9_15f5b982349_-e39,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T09:57:03.64,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374186.83597856597 4065531.425319883)
da_papelCarton.fid--295bdb9_15f5b982349_-e38,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T09:58:28.947,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374381.703418816 4065560.197990473)
da_papelCarton.fid--295bdb9_15f5b982349_-e37,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T10:05:30.167,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374776.55173066875 4065777.083566807)
da_papelCarton.fid--295bdb9_15f5b982349_-e36,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T10:09:06.273,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374738.972638526 4065885.6594520807)
da_papelCarton.fid--295bdb9_15f5b982349_-e35,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T10:10:11.547,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374722.9824062806 4066155.549362419)
da_papelCarton.fid--295bdb9_15f5b982349_-e34,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T10:10:37.653,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374724.60362617584 4066157.881040288)
da_papelCarton.fid--295bdb9_15f5b982349_-e33,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T10:12:04.147,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374764.0307551434 4065543.678815072)
da_papelCarton.fid--295bdb9_15f5b982349_-e32,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T11:24:54.137,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (374997.90617247846 4066233.578506076)
da_papelCarton.fid--295bdb9_15f5b982349_-e31,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T11:29:03.307,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (375229.576526314 4065812.236491839)
da_papelCarton.fid--295bdb9_15f5b982349_-e30,PAPEL/CARTON,CARGA LATERAL,3200,1,2016-06-22T08:41:04.797,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (375129.9732888368 4065598.6498834137)
da_papelCarton.fid--295bdb9_15f5b982349_-e2f,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T11:32:28.573,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (375113.49360484956 4065452.3965295567)
da_papelCarton.fid--295bdb9_15f5b982349_-e2e,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T11:38:51.483,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (375259.7243359871 4065370.2314935806)
da_papelCarton.fid--295bdb9_15f5b982349_-e2d,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T11:40:48.343,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (375286.05313184427 4065717.6987845763)
da_papelCarton.fid--295bdb9_15f5b982349_-e2c,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T11:42:54.2,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (375332.66007826995 4065866.3709945935)
da_papelCarton.fid--295bdb9_15f5b982349_-e2b,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-12-03T11:43:46.05,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (375259.46989701927 4065989.3266843837)
da_papelCarton.fid--295bdb9_15f5b982349_-e2a,PAPEL/CARTON,CARGA LATERAL,3200,1,2017-02-20T11:07:05.217,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (369932.50210521976 4060717.390100357)
da_papelCarton.fid--295bdb9_15f5b982349_-e29,PAPEL/CARTON,CARGA LATERAL,3200,1,2017-02-20T11:33:02.31,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (371113.29225191276 4064660.344159492)
da_papelCarton.fid--295bdb9_15f5b982349_-e28,PAPEL/CARTON,CARGA LATERAL,3200,1,2017-09-01T08:57:54.723,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (371108.4484719957 4064557.502918892)
da_papelCarton.fid--295bdb9_15f5b982349_-e27,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-11-25T08:18:02.313,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (370825.6898839959 4064296.140157107)
da_papelCarton.fid--295bdb9_15f5b982349_-e26,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T09:53:34.883,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373028.65591386735 4064392.5984261236)
da_papelCarton.fid--295bdb9_15f5b982349_-e25,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T09:58:05.21,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373082.8987402691 4064366.445070814)
da_papelCarton.fid--295bdb9_15f5b982349_-e24,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-02-22T11:31:12.79,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (372875.0279522764 4064410.1481626066)
da_papelCarton.fid--295bdb9_15f5b982349_-e23,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:19:22.083,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371966.0926276764 4062899.8384099244)
da_papelCarton.fid--295bdb9_15f5b982349_-e22,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:29:05.12,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371824.7117258137 4062702.675366194)
da_papelCarton.fid--295bdb9_15f5b982349_-e21,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:30:13.423,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371759.4090858462 4062646.9500014214)
da_papelCarton.fid--295bdb9_15f5b982349_-e20,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:32:28.62,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371580.39089439425 4062383.7999255713)
da_papelCarton.fid--295bdb9_15f5b982349_-e1f,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:33:30.877,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (372895.17466229125 4064199.7510583135)
da_papelCarton.fid--295bdb9_15f5b982349_-e1e,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:35:09.48,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371238.97804425046 4061964.9543334725)
da_papelCarton.fid--295bdb9_15f5b982349_-e1d,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:36:00.583,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371212.48492119415 4061960.400815879)
da_papelCarton.fid--295bdb9_15f5b982349_-e1c,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:39:49.643,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373004.7800571382 4064289.350704398)
da_papelCarton.fid--295bdb9_15f5b982349_-e1b,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:42:19.797,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371074.9233163142 4061455.8410465564)
da_papelCarton.fid--295bdb9_15f5b982349_-e1a,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:45:07.493,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371118.78823343694 4061465.8609107058)
da_papelCarton.fid--295bdb9_15f5b982349_-e19,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:47:12.063,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371265.6801525332 4061764.178081939)
da_papelCarton.fid--295bdb9_15f5b982349_-e18,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:48:18.687,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (372854.9172092807 4064312.4814415597)
da_papelCarton.fid--295bdb9_15f5b982349_-e17,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:48:19.66,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371369.4611287269 4061965.4694158183)
da_papelCarton.fid--295bdb9_15f5b982349_-e16,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:50:02.2,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (371647.9908720456 4062428.693280554)
da_papelCarton.fid--295bdb9_15f5b982349_-e15,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:51:47.653,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (372926.32729029935 4064335.0697331196)
da_papelCarton.fid--295bdb9_15f5b982349_-e14,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:55:28.97,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (370696.1001491904 4062926.8594047828)
da_papelCarton.fid--295bdb9_15f5b982349_-e13,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2017-03-07T12:18:29.56,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (370344.3920241734 4062656.7471188135)
da_papelCarton.fid--295bdb9_15f5b982349_-e12,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T10:57:44.027,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373069.7200069949 4064501.703386023)
da_papelCarton.fid--295bdb9_15f5b982349_-e11,PAPEL/CARTON,CAMPANA,3000,1,2015-11-27T11:04:25.86,Contenedor de PAPEL/CARTON de tipo CAMPANA,POINT (372931.41848827084 4064564.9496683707)
da_papelCarton.fid--295bdb9_15f5b982349_-e10,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T11:07:39.707,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (370470.3139773429 4061950.3843277586)
da_papelCarton.fid--295bdb9_15f5b982349_-e0f,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T11:07:43.433,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (373069.9377053673 4064564.8321421817)
da_papelCarton.fid--295bdb9_15f5b982349_-e0e,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T11:08:18.06,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (370473.02213135466 4061949.179963858)
da_papelCarton.fid--295bdb9_15f5b982349_-e0d,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T11:12:36.96,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (370213.6067128344 4061534.6294740913)
da_papelCarton.fid--295bdb9_15f5b982349_-e0c,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T11:13:09.08,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (370211.91963118326 4061535.997493828)
da_papelCarton.fid--295bdb9_15f5b982349_-e0b,PAPEL/CARTON,CAMPANA,3000,1,2015-11-27T11:21:12.083,Contenedor de PAPEL/CARTON de tipo CAMPANA,POINT (372889.0771057889 4064587.705972396)
da_papelCarton.fid--295bdb9_15f5b982349_-e0a,PAPEL/CARTON,SOTERRADO SUPERIOR,5000,1,2015-11-27T11:27:46.97,Contenedor de PAPEL/CARTON de tipo SOTERRADO SUPERIOR,POINT (372729.9867085893 4064650.5481781904)
da_papelCarton.fid--295bdb9_15f5b982349_-e09,PAPEL/CARTON,CAMPANA,3000,1,2015-11-27T11:28:31.16,Contenedor de PAPEL/CARTON de tipo CAMPANA,POINT (372741.74603389314 4064758.5337222484)
da_papelCarton.fid--295bdb9_15f5b982349_-e08,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-11-11T11:36:43.223,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (370050.52986653085 4060628.3306473265)
da_papelCarton.fid--295bdb9_15f5b982349_-e07,PAPEL/CARTON,CARGA LATERAL,3200,1,2015-11-11T11:41:54.637,Contenedor de PAPEL/CARTON de tipo CARGA LATERAL,POINT (370005.0971946347 4060539.0653452347)
