Fecha de la visita,Distrito,Barrio,Dirección,Origen Petición,Área Actuación,Servicios Aplicados,Vectores Tratados
04/01/2013,ESTE,SANTA PAULA MIRAMAR,CL MONTE MIRAMAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
04/01/2013,ESTE,HACIENDA MIRAMAR,AV MAYORAZGO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
04/01/2013,ESTE,MIRAMAR,PSO MIRAMAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
04/01/2013,ESTE,EL LIMONAR,PSO LIMONAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
04/01/2013,ESTE,PEINADO GRANDE,AV PEINADO GRANDE Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
04/01/2013,ESTE,CLAVERO,CMNO SANTA PAULA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
04/01/2013,CHURRIANA,POL IND MI MALAGA,CL EMILIO HURTADO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
04/01/2013,CHURRIANA,CORTIJO SAN JULIAN,CMNO LOMA DE SAN JULIAN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2013,CENTRO,BARCENILLAS,CL ALMAGRO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2013,CENTRO,LA VICTORIA,CL VICTORIA Nr: 2,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2013,ESTE,EL MAYORAZGO,CL BRIDA DE LA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2013,CHURRIANA,POL IND AEROPUERTO,CL ARGONAUTAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL HONDURAS Nr: 1,Junta de Andalucía,Colégio Público,Desratización,Ratas
08/01/2013,CIUDAD JARDIN,LOS CASINIS,CL ALCALDE JOSE HERNANDEZ Nr: 4,Actuación Programada,Colégio Público,Desratización,Ratones;Ratas
08/01/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL HONDURAS Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
08/01/2013,TEATINOS-UNIVERSIDAD,FINCA LA PALMA,CL JUAN VILLARRAZO Nr: 36,Actuación Programada,Colégio Público,Desratización,Ratas
08/01/2013,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL DOCTOR MIGUEL DIAZ RECIO Nr: 29,Actuación Programada,Colégio Público,Desratización,Ratas
08/01/2013,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL DOCTOR MIGUEL DIAZ RECIO Nr: 27,Actuación Programada,Colégio Público,Desratización,Ratas
08/01/2013,CRUZ DE HUMILLADERO,POL IND ALAMEDA,AV MARIA ZAMBRANO Nr: 1,Linea 900,Colégio Público,Desratización,Ratones;Ratas
08/01/2013,CARRETERA DE CADIZ,PARQUE MEDITERRANEO,CL LUIS BARAHONA DE SOTO Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
09/01/2013,CENTRO,CRISTO DE LA EPIDEMIA,CL CRISTO DE LA EPIDEMIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,CENTRO,PERCHEL SUR,AV AURORA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,CENTRO,PLAZA DE TOROS VIEJA,CL CANALES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,ESTE,PARQUE DEL MORLACO,PQUE MORLACO DEL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,ESTE,PARQUE CLAVERO,CL ANITA DELGADO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,ESTE,HACIENDA CLAVERO,CL FEDERICO FELLINI Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,CHURRIANA,POL IND VILLA ROSA,CL RAMON HERNANDEZ Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,CHURRIANA,POL IND KM.239 CTRA N-340,CRIL CRUZCAMPO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2013,PUERTO DE LA TORRE,LOS RAMOS,CL JUAN DE ORTEGA Nr: 13,Actuación Programada,Colégio Público,Desratización,Ratas
09/01/2013,PUERTO DE LA TORRE,LOS MORALES 1,CL ESCRITOR ANTONIO NAVARRO TRUJILLO Nr: 35,Actuación Programada,Colégio Público,Desratización,Ratas
09/01/2013,PUERTO DE LA TORRE,SALINAS,CL JACINTO Nr: 16,Actuación Programada,Colégio Público,Desratización,Ratas
09/01/2013,PUERTO DE LA TORRE,FUENTE ALEGRE,CL FUENTE ALEGRE Nr: 7,Actuación Programada,Colégio Público,Desratización,Ratas
09/01/2013,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,AV MARIA ZAMBRANO Nr: 2,Actuación Programada,Colégio Público,Desratización,Ratas
09/01/2013,TEATINOS-UNIVERSIDAD,CAÑADA DE LOS CARDOS,CL ALICIA ALONSO Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
09/01/2013,CRUZ DE HUMILLADERO,LOS TILOS,CL EDISON Nr: 9,Linea 900,Vía Pública,Desinsectación,Cucarachas
09/01/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL HUESCAR Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
10/01/2013,CENTRO,PERCHEL SUR,CL SERNA LA Nr: 1,Actuación Programada,Mercado Municipal,Desratización,Ratas
10/01/2013,CENTRO,SIERRA BLANQUILLA,CL GALATEA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,ESTE,TORRE DE SAN TELMO,CL JARAMA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,ESTE,LA VIÑA,CL VIHUELA LA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,ESTE,EL MORLACO,PSO CERRADO DE CALDERON Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,ESTE,EL ROCIO,CL ROCIO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,ESTE,LA TORRECILLA,CL TORRECILLA LA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,CARRETERA DE CADIZ,HUELIN,CL TOMAS ECHEVERRIA Nr: 4,Actuación Programada,Colégio Público,Desratización,Ratones;Ratas
10/01/2013,CARRETERA DE CADIZ,JARDIN DE LA ABADIA,CL AYALA Nr: 86,Actuación Programada,Colégio Público,Desratización,Ratas
10/01/2013,CARRETERA DE CADIZ,LA LUZ,AV LUZ DE LA Nr: 30,Actuación Programada,Colégio Público,Desratización,Ratas
10/01/2013,CARRETERA DE CADIZ,HUELIN,CL TOMAS ECHEVERRIA Nr: 4,Linea 900,Colégio Público,Desratización,Ratas
10/01/2013,CARRETERA DE CADIZ,LA LUZ,AV LUZ DE LA Nr: 30,Linea 900,Colégio Público,Desratización,Ratones;Ratas
10/01/2013,CENTRO,MONTE SANCHA,CL MONTE DE SANCHA Nr: 36,Linea 900,Vía Pública,Desratización,Ratas
10/01/2013,ESTE,PINARES DE SAN ANTON,CL ESTERLICIA Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
10/01/2013,BAILEN-MIRAFLORES,LA CORTA,CL FAUNO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,PALMA-PALMILLA,LAS VIRREINAS,CL DEBUSSY Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,PALMA-PALMILLA,,Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,CENTRO,MARMOLES,CL PESO DE LA HARINA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,CENTRO,PERCHEL NORTE,CL AGUSTIN PAREJO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2013,CENTRO,SANTA AMALIA,CL GLADIOLOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CENTRO,LA MERCED,CL MERCED Nr: 1,Actuación Programada,Mercado Municipal,Desratización,Ratas
11/01/2013,ESTE,PEDREGALEJO PLAYA,CL NAVAS RAMIREZ Nr: 2,Actuación Programada,Mercado Municipal,Desratización,Ratas
11/01/2013,CENTRO,LA MERCED,CL ALAMOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CENTRO,LAGUNILLAS,CL ALTOZANO Nr: 2,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CENTRO,PINARES DE OLLETAS,AV PASCUEROS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,ESTE,BAÑOS DEL CARMEN,CL BOLIVIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,ESTE,PEDREGALEJO,CL CONDE DE LAS NAVAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CHURRIANA,LA NORIA,CL ALONSO DE MUDARRA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CHURRIANA,LA CASITA DE MADERA,CL ROBERTO CANO FLORES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CHURRIANA,VEGA DE ORO,CTRA CAMPO DE GOLF Nr: 22,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CHURRIANA,LA CIZAÑA,CL CIZAÑA LA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CHURRIANA,LOS PASEROS,AV GENERAL DUQUE DE AVEIRO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/01/2013,CRUZ DE HUMILLADERO,CARRANQUE,CL VIRGEN DE LA ESPERANZA Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
11/01/2013,CHURRIANA,HELIOMAR,CL TORREMOLINOS Nr: 65,Actuación Programada,Colégio Público,Desratización,Ratas
11/01/2013,CHURRIANA,GUADALMAR,CL CONDE LUCANOR Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
11/01/2013,CHURRIANA,LOS PAREDONES,CL CAROLINA LA Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
11/01/2013,CHURRIANA,CHURRIANA,CL TORREMOLINOS Nr: 28,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
11/01/2013,CHURRIANA,CHURRIANA,PL INMACULADA Nr: 11,Actuación Programada,Junta Municipal Distrito - OMA,Desinsectación;Desratización,Cucarachas;Ratas
11/01/2013,CHURRIANA,HELIOMAR,CL MAESTRO USANDIZAGA Nr: 15,Actuación Programada,Centro Servicios Sociales,INSPECCIÓN,Indeterminado
11/01/2013,CHURRIANA,HACIENDA PLATERO,CL MAESTRO VERT Nr: 21,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
11/01/2013,CHURRIANA,HELIOMAR,CL SEDELLA Nr: 1,Actuación Programada,Policía Local - Bomberos,Desinsectación,Cucarachas
11/01/2013,CHURRIANA,LOS ROSALES,CL ESCRITORA CARMEN BRAVO-VILLASANTE Nr: 1,Actuación Programada,Policía Local - Bomberos,INSPECCIÓN,Indeterminado
11/01/2013,CRUZ DE HUMILLADERO,SANTA MARTA,CL PINTOR BERROBIANCO MELENDEZ Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
11/01/2013,CARRETERA DE CADIZ,PARQUE MEDITERRANEO,CL FRIGILIANA Nr: 20,Linea 900,Vía Pública,Desratización,Ratas
11/01/2013,BAILEN-MIRAFLORES,GRANJA SUAREZ,CL PADRE MARTIN Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
14/01/2013,CENTRO,OLLETAS,CMNO COLMENAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2013,PUERTO DE LA TORRE,LOS ALMENDROS,CL BALZAC Nr: 4,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
14/01/2013,PUERTO DE LA TORRE,LOS ALMENDROS,CL PLAUTO Nr: 1,Actuación Programada,Policía Local - Bomberos,INSPECCIÓN,Indeterminado
14/01/2013,TEATINOS-UNIVERSIDAD,COLONIA SANTA INES,CL MANUEL RIVADENEYRA Nr: 8,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
14/01/2013,PUERTO DE LA TORRE,VIRGEN DEL CARMEN,AV EDITOR ANGEL CAFFARENA Nr: 8,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
14/01/2013,CENTRO,MARMOLES,PJE MARMOLES Nr: 1,Linea 900,Vía Pública,Control de Palomas,Paloma
14/01/2013,ESTE,MIRAFLORES DEL PALO,CL IDUMEA Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
14/01/2013,CENTRO,MARMOLES,PJE MARMOLES Nr: 1,Linea 900,Vía Pública,Desinsectación;Desratización,Cucarachas;Ratas
14/01/2013,CHURRIANA,LOS PAREDONES,CL ELISA ROSAS Nr: 1,Ciudadano,Vía Pública,Desratización,Ratas
14/01/2013,CHURRIANA,SAN JERONIMO,CL AURELIANO BUENDIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2013,CHURRIANA,CAÑADA DE CEUTA,CL SOFIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2013,CHURRIANA,FINCA MONSALVEZ,CL MERCEDES FORMICA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,CENTRO,CAMPOS ELISEOS,CL CAMPOS ELISEOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,CENTRO,CAÑADA DE LOS INGLESES,CL CAÑADA DE LOS INGLESES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,CENTRO,LA MALAGUETA,CL ARENAL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,ESTE,PINARES DE SAN ANTON,CL DRAGO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,ESTE,LOMAS DE SAN ANTON,CL LEONI BENABU Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,CHURRIANA,EL OLIVAR,CL ACEITUNO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,CHURRIANA,LOS ROSALES,CL ESCRITORA BLANCA DE LOS RIOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,CRUZ DE HUMILLADERO,RECINTO FERIAL CORTIJO DE TORR,CL CRISTOBAL RUIZ MOLERO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2013,CARRETERA DE CADIZ,SIXTO,CL LOZOYA Nr: 6,Linea 900,Vía Pública,Desratización,Ratas
15/01/2013,CENTRO,LA CALETA,CL NAVAS DE TOLOSA Nr: 8,Linea 900,Vía Pública,Desratización,Ratas
15/01/2013,CARRETERA DE CADIZ,LA LUZ,AV ISAAC PERAL Nr: 11,Linea 900,Vía Pública,Desinsectación;Desratización,Cucarachas;Ratas
16/01/2013,CENTRO,CENTRO HISTORICO,CL ATARAZANAS Nr: 8,Actuación Programada,Mercado Municipal,Desratización,Ratas
16/01/2013,CARRETERA DE CADIZ,PUERTO,PSO ANTONIO MACHADO Nr: 1,ALTA DE OFICIO,Vía Pública,INSPECCIÓN,Indeterminado
16/01/2013,CENTRO,SAN MIGUEL,CL AMORES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2013,CENTRO,LA CALETA,CL KEROMNES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2013,CHURRIANA,CHURRIANA,CL BENAMOCARRA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2013,CHURRIANA,LOURDES,CL ALGECIRAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2013,CHURRIANA,BUENAVISTA,CL ROTA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2013,CENTRO,PERCHEL NORTE,CL CALVO Nr: 17,Gerencia Municipal de urbanism,SOLAR MUNICIPAL,INSPECCIÓN,Indeterminado
16/01/2013,CENTRO,LA TRINIDAD,CL PELAYO Nr: 16,Actuación Programada,Colégio Público,Desratización,Ratas
16/01/2013,CRUZ DE HUMILLADERO,SAN JOSE DEL VISO,CL JOSE MANUEL PEREZ ESTRADA Nr: 7,Actuación Programada,Colégio Público,Desratización,Ratas
16/01/2013,CAMPANILLAS,EL TARAJAL,CL GENERACION Nr: 31,Actuación Programada,Colégio Público,Desratización,Ratas
16/01/2013,CENTRO,CENTRO HISTORICO,CL ALAMOS Nr: 6,Servicios Sociales,Privado,Desratización,Ratones
16/01/2013,CENTRO,CENTRO HISTORICO,CL ATARAZANAS Nr: 8,CORREO ELECTRÓNICO,Mercado Municipal,Desratización,Ratas
16/01/2013,BAILEN-MIRAFLORES,LA TRINIDAD,CL PELAYO Nr: 1,Linea 900,Colégio Público,Desratización,Ratones;Ratas
16/01/2013,PUERTO DE LA TORRE,EL TOMILLAR,CL PARNASO Nr: 43,Linea 900,Vía Pública,Desratización,Ratas
16/01/2013,CRUZ DE HUMILLADERO,EL DUENDE,CL MAHLER Nr: 10,Linea 900,Vía Pública,Desratización,Ratas
17/01/2013,CENTRO,CAPUCHINOS,ALMD CAPUCHINOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2013,CENTRO,PERCHEL NORTE,PL POETA MANUEL ALCANTARA Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
17/01/2013,CARRETERA DE CADIZ,VIRGEN DE BELEN,AV VIRGEN DE BELEN Nr: 5,Linea 900,Vía Pública,Desratización,Ratas
17/01/2013,PUERTO DE LA TORRE,LOS MORALES,CRIL MOLINO DEL Nr: 35,Linea 900,Vía Pública,Desratización,Ratas
17/01/2013,CENTRO,SEGALERVA,CL LIBERIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2013,CHURRIANA,LOS JAZMINES,CL AVISADOR MALAGUEÑO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2013,CHURRIANA,HACIENDA PLATERO,CL ALBERTO PELAEZ DOMINGUEZ Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2013,CHURRIANA,SAN JUAN-EL ALBARICOCAL,CL ALBARICOCAL EL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2013,CAMPANILLAS,CASTAÑETAS,CL REY MELCHOR Nr: 11,Servicios Sociales,Privado,Desinsectación,Cucarachas
17/01/2013,ESTE,EL PALO,CL CABALLERO DE LA CRUZ Nr: 4,Linea 900,Vía Pública,Desratización,Ratas
18/01/2013,CHURRIANA,CHURRIANA,PL MAYOR Nr: 4,Actuación Programada,Mercado Municipal,Desratización,Ratas
18/01/2013,CENTRO,SAN FELIPE NERI,CL ALTA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/01/2013,ESTE,HACIENDA PAREDES,CL ARCANGELES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/01/2013,ESTE,CERRADO DE CALDERON,CL ALCAPARRON Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/01/2013,CHURRIANA,LAS PEDRIZAS,CL CALIZA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/01/2013,CHURRIANA,LOS PAREDONES,CL CAROLINA LA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/01/2013,CHURRIANA,FINCA LA HACIENDA,CTRA ALORA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/01/2013,BAILEN-MIRAFLORES,NUEVA MALAGA,PL FERNANDO HIPOLITO LANCHA Nr: 4,Actuación Programada,Colégio Público,Desratización,Ratas
18/01/2013,PUERTO DE LA TORRE,LOS ALMENDROS,CL VICTOR HUGO Nr: 3,Actuación Programada,Colégio Público,Desratización,Ratas
18/01/2013,CENTRO,ENSANCHE CENTRO,AV CERVANTES Nr: 4,Actuación Programada,Otro Edificio de Depdencia Mun,Desinsectación,Cucarachas
18/01/2013,BAILEN-MIRAFLORES,NUEVA MALAGA,PL FERNANDO HIPOLITO LANCHA Nr: 4,Linea 900,Colégio Público,Desratización,Ratas
18/01/2013,CENTRO,ENSANCHE CENTRO,AV CERVANTES Nr: 1,Linea 900,Otro Edificio de Depdencia Mun,Desinsectación,Cucarachas
18/01/2013,PUERTO DE LA TORRE,LOS ALMENDROS,CL VICTOR HUGO Nr: 3,Linea 900,Colégio Público,Desratización,Ratas
18/01/2013,PUERTO DE LA TORRE,FUENTE ALEGRE,CL FUENTE ALEGRE Nr: 7,Linea 900,Colégio Público,Desratización,Ratas
21/01/2013,CENTRO,EL MOLINILLO,CL SAN BARTOLOME Nr: 1,Actuación Programada,Mercado Municipal,Desratización,Ratas
21/01/2013,ESTE,EL PALO,CL ALONSO CARRILLO DE ALBORNOZ Nr: 1,Actuación Programada,Mercado Municipal,Desratización,Ratas
21/01/2013,CENTRO,EL MOLINILLO,CL ROSARIO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
21/01/2013,CENTRO,LA GOLETA,CL ALVAREZ Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
21/01/2013,CENTRO,SEMINARIO,DSMO CAPILLA DEL CALVARIO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
21/01/2013,ESTE,JARAZMIN,CL JARAZMIN ALTO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
21/01/2013,ESTE,FINCA EL CANDADO,CMNO VIEJO DE VELEZ Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
