CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,CODIGO_POSTAL,DISTRITO
205389,"CL","DANIEL",2,4,29590,9
205451,"CL","DANIEL BLANXART",1,91,29006,6
205451,"CL","DANIEL BLANXART",2,24,29006,6
215060,"PJE","DANIEL BLANXART",1,1,29006,6
215060,"PJE","DANIEL BLANXART",2,2,29006,6
205478,"CL","DANIEL DEFOE",1,23,29006,11
205478,"CL","DANIEL DEFOE",2,20,29006,11
214870,"PJE","DANIEL RAMIREZ",1,1,29190,10
214870,"PJE","DANIEL RAMIREZ",2,2,29190,10
205494,"CL","DANTE",1,49,29190,10
205494,"CL","DANTE",2,70,29190,10
205524,"CL","DANVILA Y COLLADO",1,7,29018,2
205524,"CL","DANVILA Y COLLADO",2,6,29018,2
205800,"CL","DAOIZ",1,7,29014,1
205800,"CL","DAOIZ",2,8,29014,1
205940,"PJE","DAVID",1,7,29006,6
205940,"PJE","DAVID",2,4,29006,6
206083,"CL","DAVID SANTIAGO",1,17,29014,3
206083,"CL","DAVID SANTIAGO",2,8,29014,3
400823,"PL","DE DOÑA TRINIDAD",1,13,29007,1
400823,"PL","DE DOÑA TRINIDAD",2,14,29007,1
215410,"CL","DEAN GARCIA MOTA",1,1,29015,1
215410,"CL","DEAN GARCIA MOTA",2,2,29016,1
206504,"CL","DEBLA",1,7,29006,6
206504,"CL","DEBLA",2,8,29006,6
206571,"PJE","DEBORA",1,7,29006,6
206571,"PJE","DEBORA",2,8,29006,6
206610,"CL","DEBUSSY",1,3,29011,5
206610,"CL","DEBUSSY",2,8,29011,5
47911,"CL","DECANO AGUSTIN MORENO",1,3,29010,11
47911,"CL","DECANO AGUSTIN MORENO",2,4,29010,11
206628,"PL","DECANO ALONSO PEDREIRA",1,1,29013,1
206628,"PL","DECANO ALONSO PEDREIRA",2,2,29013,1
206661,"CL","DECANO ANGEL CAFFARENA",1,41,29140,8
206661,"CL","DECANO ANGEL CAFFARENA",2,36,29140,8
206679,"PJE","DECANO ANGEL CAFFARENA",1,5,29140,8
206679,"PJE","DECANO ANGEL CAFFARENA",2,10,29140,8
206741,"CL","DECANO BARCENA Y MANCHEÑO",1,17,29140,8
206741,"CL","DECANO BARCENA Y MANCHEÑO",2,14,29140,8
206768,"CL","DECANO CARDERO DE LA VEGA",1,3,29140,8
206768,"CL","DECANO CARDERO DE LA VEGA",2,4,29140,8
206806,"CL","DECANO EDUARDO PALANCA",1,57,29140,8
206806,"CL","DECANO EDUARDO PALANCA",2,8,29140,8
206822,"CL","DECANO FELIX NAVARRETE",1,1,29002,6
206822,"CL","DECANO FELIX NAVARRETE",2,2,29002,6
206849,"CL","DECANO FERMIN DE JAUREGUI",1,31,29140,8
206849,"CL","DECANO FERMIN DE JAUREGUI",2,32,29140,8
206865,"CL","DECANO FERNANDEZ MESA",1,33,29004,8
206865,"CL","DECANO FERNANDEZ MESA",2,36,29004,8
206938,"CL","DECANO FRANCISCO BERGAMIN",1,11,29140,8
206938,"CL","DECANO FRANCISCO BERGAMIN",2,10,29140,8
206946,"CL","DECANO FRANCISCO GALVEY",1,9,29140,8
206946,"CL","DECANO FRANCISCO GALVEY",2,12,29140,8
207004,"CL","DECANO HURTADO Y QUINTANA",1,57,29140,8
207004,"CL","DECANO HURTADO Y QUINTANA",2,60,29140,8
207098,"CL","DECANO IGNACIO ALAMINOS",1,17,29013,1
207098,"CL","DECANO IGNACIO ALAMINOS",2,44,29013,1
207063,"CL","DECANO JOAQUIN WUESTER",1,11,29004,8
207063,"CL","DECANO JOAQUIN WUESTER",2,8,29004,8
207101,"CL","DECANO JUAN ANTONIO RANDO",1,9,29004,8
207101,"CL","DECANO JUAN ANTONIO RANDO",2,10,29004,8
207195,"CL","DECANO JUAN JOSE DELICADO",1,55,29013,1
207195,"CL","DECANO JUAN JOSE DELICADO",2,18,29013,1
207225,"CL","DECANO JUAN RAFAEL DE LARA",1,9,29140,8
207225,"CL","DECANO JUAN RAFAEL DE LARA",2,2,29140,8
207241,"CL","DECANO LOPEZ ARJONA",1,57,29140,8
207241,"CL","DECANO LOPEZ ARJONA",2,64,29140,8
207268,"CL","DECANO MANUEL DOMINGUEZ",1,27,29140,8
207268,"CL","DECANO MANUEL DOMINGUEZ",2,18,29140,8
207306,"CL","DECANO MANUEL PELIBLANC",1,15,29004,8
207306,"CL","DECANO MANUEL PELIBLANC",2,22,29004,8
207322,"CL","DECANO MANUEL TORRIGLIA",1,53,29140,8
207322,"CL","DECANO MANUEL TORRIGLIA",2,56,29140,8
207373,"CL","DECANO NARCISO CROOKE",1,5,29013,1
207373,"CL","DECANO NARCISO CROOKE",2,24,29013,1
207390,"CL","DECANO OLIVER Y GARCIA",1,45,29013,1
207390,"CL","DECANO OLIVER Y GARCIA",2,40,29013,1
207390,"CL","DECANO OLIVER Y GARCIA",42,44,29013,2
207390,"CL","DECANO OLIVER Y GARCIA",46,48,29013,1
207403,"CL","DECANO OLMO Y AYALA",1,79,29140,8
207403,"CL","DECANO OLMO Y AYALA",2,58,29140,8
207446,"CL","DECANO PERALTA Y APEZTEGUIA",1,9,29140,8
207446,"CL","DECANO PERALTA Y APEZTEGUIA",2,10,29140,8
207462,"CL","DECANO RAFAEL CARRASCO",1,17,29004,8
207462,"CL","DECANO RAFAEL CARRASCO",2,26,29004,8
207501,"CL","DECANO SALVADOR BARROSO",1,31,29140,8
207501,"CL","DECANO SALVADOR BARROSO",4,48,29140,8
207560,"CL","DECANO SOLA GUERRERO",1,15,29140,8
207560,"CL","DECANO SOLA GUERRERO",2,16,29140,8
207586,"CL","DECANO SOUVIRON Y TORRES",1,3,29140,8
207586,"CL","DECANO SOUVIRON Y TORRES",2,4,29140,8
207608,"CL","DECANO TELLEZ DE SOTOMAYOR",1,9,29140,8
207608,"CL","DECANO TELLEZ DE SOTOMAYOR",2,8,29140,8
207624,"CL","DECANO VICENTE MELITON",1,15,29140,8
207624,"CL","DECANO VICENTE MELITON",2,18,29140,8
352551,"CL","DEDALO",1,37,29190,10
352551,"CL","DEDALO",2,28,29190,10
207705,"CL","DEFENSA LA",1,13,29011,5
207705,"CL","DEFENSA LA",2,16,29011,5
207314,"CL","DEGAS",1,11,29590,9
207314,"CL","DEGAS",2,86,29590,9
826090,"DSMO","DEHESA LA",1,7,29590,9
826090,"DSMO","DEHESA LA",9,9,29190,10
826090,"DSMO","DEHESA LA",2,8,29590,9
826090,"DSMO","DEHESA LA",10,10,29190,10
818488,"DSMO","DEHESA SAN ISIDRO",1,1,29590,9
818488,"DSMO","DEHESA SAN ISIDRO",2,2,29590,9
207209,"PJE","DELFOS",1,5,29017,2
207209,"PJE","DELFOS",2,8,29017,2
207489,"CL","DELGADO CARABOT",1,3,29014,3
207489,"CL","DELGADO CARABOT",2,14,29014,3
800571,"DSMO","DELGADO LOS",1,3,29197,2
800571,"DSMO","DELGADO LOS",2,2,29197,2
207748,"CL","DEMOSTENES",1,61,29010,11
207748,"CL","DEMOSTENES",2,16,29010,11
205249,"CL","DENAMIEL DE CASTRO",1,5,29012,1
205249,"CL","DENAMIEL DE CASTRO",2,14,29012,1
207799,"CL","DENARIO",1,3,29016,1
207799,"CL","DENARIO",2,2,29016,1
207829,"CL","DENIS CORRALES",1,13,29014,3
207829,"CL","DENIS CORRALES",2,16,29014,3
207861,"CL","DENMEDIO",1,7,29018,2
207861,"CL","DENMEDIO",2,4,29018,2
207900,"CL","DEPORTISTAS",1,3,29013,1
207900,"CL","DEPORTISTAS",2,4,29013,1
826499,"DSMO","DEPURADORA PEÑON DEL CUERVO",1,1,29197,2
826499,"DSMO","DEPURADORA PEÑON DEL CUERVO",2,2,29018,2
207977,"CL","DESCARTES",1,15,29591,9
207977,"CL","DESCARTES",2,10,29591,9
208043,"CL","DESENGAÑO",1,9,29140,8
208043,"CL","DESENGAÑO",2,12,29140,8
818780,"DSMO","DESGUACE PEDROCHE Y VELASCO",1,1,29010,10
208329,"CMNO","DESVIACION DE LA",1,13,29018,2
208329,"CMNO","DESVIACION DE LA",2,70,29018,2
807397,"DSMO","DETALLE EL",1,1,29193,2
807397,"DSMO","DETALLE EL",2,2,29193,2
208396,"CL","DETERMINACION",1,7,29190,10
208396,"CL","DETERMINACION",2,8,29190,10
208469,"CL","DEUDA",1,13,29196,9
208469,"CL","DEUDA",2,14,29196,9
208604,"CL","DEVA",1,3,29011,5
208604,"CL","DEVA",2,22,29011,5
208884,"CL","DEVOLX Y GARCIA",1,3,29016,1
208884,"CL","DEVOLX Y GARCIA",2,4,29016,1
208957,"CL","DIA DEL",1,15,29591,9
208957,"CL","DIA DEL",2,18,29591,9
209023,"CL","DIAMANTE",1,7,29590,9
209023,"CL","DIAMANTE",2,6,29590,9
209058,"CL","DIAMANTINO GARCIA ACOSTA",1,43,29004,7
209058,"CL","DIAMANTINO GARCIA ACOSTA",2,4,29004,7
352462,"CL","DIANA",1,13,29190,10
352462,"CL","DIANA",2,18,29190,10
209091,"CL","DIARIO MALAGUEÑO",1,19,29140,8
209091,"CL","DIARIO MALAGUEÑO",2,14,29140,8
209163,"CL","DIAZ CAMACHO",1,9,29014,3
209163,"CL","DIAZ CAMACHO",2,10,29014,3
209376,"CL","DIAZ DE PALACIO",1,9,29011,5
209376,"CL","DIAZ DE PALACIO",2,6,29011,5
209449,"CL","DIAZ MOLINA",1,25,29010,4
209449,"CL","DIAZ MOLINA",2,26,29010,4
209589,"CL","DIDEROT",1,23,29004,8
209589,"CL","DIDEROT",2,70,29004,8
209724,"CL","DIEGO DE AGREDA",1,17,29004,7
209724,"CL","DIEGO DE AGREDA",2,24,29004,7
210005,"CL","DIEGO DE ALMAGUER",1,9,29006,6
210005,"CL","DIEGO DE ALMAGUER",2,12,29006,6
215400,"PJE","DIEGO DE LA CERDA",1,1,29013,1
215400,"PJE","DIEGO DE LA CERDA",2,2,29013,1
210285,"CL","DIEGO DE SILOE",1,1,29013,1
210285,"CL","DIEGO DE SILOE",2,24,29013,1
210561,"CL","DIEGO DE VERGARA",1,65,29009,4
210561,"CL","DIEGO DE VERGARA",2,50,29009,4
210706,"CL","DIEGO DURO",1,7,29004,7
210706,"CL","DIEGO DURO",2,6,29004,7
215910,"PJE","DIEGO"EL PEROTE"",1,5,29004,8
215910,"PJE","DIEGO"EL PEROTE"",2,2,29004,8
210731,"AV","DIEGO FERNANDEZ DE MENDOZA",1,13,29010,11
210731,"AV","DIEGO FERNANDEZ DE MENDOZA",2,22,29010,11
210773,"CL","DIEGO LARA VALLE",1,17,29006,6
210773,"CL","DIEGO LARA VALLE",2,6,29006,6
210871,"CL","DIEGO LOPEZ DE ZUÑIGA",1,7,29010,11
210871,"CL","DIEGO LOPEZ DE ZUÑIGA",2,12,29010,11
210846,"CL","DIEGO MUÑOZ",1,9,29010,11
210846,"CL","DIEGO MUÑOZ",2,8,29010,11
210986,"CL","DIEGO ORDOÑEZ DE LARA",1,1,29014,3
210986,"CL","DIEGO ORDOÑEZ DE LARA",2,2,29014,3
211125,"CL","DIEGO RAPELA",1,41,29590,9
211125,"CL","DIEGO RAPELA",2,40,29590,9
211699,"CL","DIEGO RODRIGUEZ DE ALMELA",1,11,29013,1
211699,"CL","DIEGO RODRIGUEZ DE ALMELA",2,12,29013,1
211265,"CL","DIEGO VAZQUEZ OTERO",1,7,29007,6
211265,"CL","DIEGO VAZQUEZ OTERO",2,12,29007,6
211401,"CL","DIEZMOS",1,9,29590,9
211401,"CL","DIEZMOS",2,10,29590,9
211541,"CL","DIFERENTE",1,9,29190,10
211541,"CL","DIFERENTE",2,6,29190,10
211681,"CL","DINAMARCA",1,37,29140,8
211681,"CL","DINAMARCA",2,30,29140,8
211702,"CL","DIODORO",1,33,29196,9
211702,"CL","DIODORO",2,2,29196,9
211729,"CL","DIOGENES",1,31,29190,10
211729,"CL","DIOGENES",2,32,29190,10
211761,"CL","DIPUTADO IGNACIO HUELIN",1,45,29140,8
211761,"CL","DIPUTADO IGNACIO HUELIN",2,44,29140,8
211770,"CL","DISTANCIA",1,23,29013,3
211770,"CL","DISTANCIA",2,18,29013,3
211869,"CL","DISTINCION",1,19,29013,3
211869,"CL","DISTINCION",2,20,29013,3
211966,"CL","DIVINA PASTORA",1,3,29014,1
211966,"CL","DIVINA PASTORA",2,8,29014,1
212385,"CL","DOCTOR BLANCO VILLEGAS",1,7,29011,5
212385,"CL","DOCTOR BLANCO VILLEGAS",2,8,29011,5
212521,"CL","DOCTOR BURGOS BRAVO",1,75,29011,5
212521,"CL","DOCTOR BURGOS BRAVO",2,70,29011,5
215800,"PJE","DOCTOR CARRILLO CASAUX",1,1,29016,1
215800,"PJE","DOCTOR CARRILLO CASAUX",2,2,29016,1
212806,"CL","DOCTOR CARRION PEREZ",1,73,29011,5
212806,"CL","DOCTOR CARRION PEREZ",2,90,29011,5
212661,"CL","DOCTOR CASARES BESCANSA",1,7,29006,6
212661,"CL","DOCTOR CASARES BESCANSA",2,8,29006,6
213080,"CL","DOCTOR CASTAÑON",1,21,29140,8
213080,"CL","DOCTOR CASTAÑON",2,14,29140,8
213365,"CL","DOCTOR CHECA PALMA",1,5,29006,6
213365,"CL","DOCTOR CHECA PALMA",2,6,29006,6
213641,"CL","DOCTOR CHECA SALCEDO",1,29,29011,5
213641,"CL","DOCTOR CHECA SALCEDO",2,18,29011,5
213926,"CL","DOCTOR CORRALES MARTIN",1,19,29011,5
213926,"CL","DOCTOR CORRALES MARTIN",2,14,29011,5
214205,"CL","DOCTOR ESCASSI",1,15,29010,4
214205,"CL","DOCTOR ESCASSI",2,18,29010,4
214380,"CL","DOCTOR FELIPE SANCHEZ DE LA CUESTA Y ALARCON",1,3,29005,1
214380,"CL","DOCTOR FELIPE SANCHEZ DE LA CUESTA Y ALARCON",2,4,29005,1
277134,"CL","DOCTOR FELIX GARCIA PALACIOS",1,11,29006,6
277134,"CL","DOCTOR FELIX GARCIA PALACIOS",2,2,29006,6
214345,"CL","DOCTOR FERNANDO MARTORELL OTZET",1,5,29006,6
214345,"CL","DOCTOR FERNANDO MARTORELL OTZET",2,4,29006,6
214485,"CL","DOCTOR FERRAN",1,9,29013,1
214485,"CL","DOCTOR FERRAN",2,8,29013,1
214761,"CL","DOCTOR FLEMING",1,3,29009,4
214761,"CL","DOCTOR FLEMING",2,10,29009,1
215040,"CL","DOCTOR GALLEGO HINOJOSA",1,11,29006,6
215040,"CL","DOCTOR GALLEGO HINOJOSA",2,10,29006,6
215325,"AV","DOCTOR GALVEZ GINACHERO",1,29,29009,1
215325,"AV","DOCTOR GALVEZ GINACHERO",2,18,29009,1
215601,"CL","DOCTOR GALVEZ MOLL",1,39,29011,5
215601,"CL","DOCTOR GALVEZ MOLL",2,94,29011,5
215881,"CL","DOCTOR GAMEZ GUTIERREZ",1,9,29006,6
215881,"CL","DOCTOR GAMEZ GUTIERREZ",2,12,29006,6
216160,"CL","DOCTOR GOMEZ CLAVERO",1,27,29011,5
216160,"CL","DOCTOR GOMEZ CLAVERO",2,22,29011,5
216445,"CL","DOCTOR GOMEZ DEL RIO",1,17,29006,6
216445,"CL","DOCTOR GOMEZ DEL RIO",2,54,29006,6
216518,"CL","DOCTOR GUTIERREZ CALZADA",1,1,29010,4
216518,"CL","DOCTOR GUTIERREZ CALZADA",2,6,29010,4
216585,"CL","DOCTOR GUTIERREZ DEL ALAMO",1,3,29014,3
216585,"CL","DOCTOR GUTIERREZ DEL ALAMO",2,6,29014,3
216615,"CL","DOCTOR GUTIERREZ MATA",1,1,29018,2
216615,"CL","DOCTOR GUTIERREZ MATA",2,2,29018,2
310484,"CL","DOCTOR HORACIO OLIVA",1,3,29016,2
310484,"CL","DOCTOR HORACIO OLIVA",2,34,29016,2
216658,"CL","DOCTOR JIMENEZ DIAZ",1,11,29011,5
216658,"CL","DOCTOR JIMENEZ DIAZ",2,8,29011,5
216640,"CL","DOCTOR JUAN MALDONADO",1,9,29016,2
216640,"CL","DOCTOR JUAN MALDONADO",2,48,29016,2
217000,"CL","DOCTOR LAZARRAGA",1,11,29010,4
217000,"CL","DOCTOR LAZARRAGA",2,14,29010,4
152811,"AV","DOCTOR MANUEL DOMINGUEZ",1,21,29010,11
152811,"AV","DOCTOR MANUEL DOMINGUEZ",2,22,29010,11
217280,"CL","DOCTOR MANUEL PEREZ BRYAN",1,5,29005,1
217280,"CL","DOCTOR MANUEL PEREZ BRYAN",2,2,29005,1
217565,"AV","DOCTOR MAÑAS BERNABEU",1,15,29006,6
217565,"AV","DOCTOR MAÑAS BERNABEU",2,18,29006,6
217841,"AV","DOCTOR MARAÑON",1,51,29009,5
217841,"AV","DOCTOR MARAÑON",2,50,29009,5
217981,"CL","DOCTOR MARTOS",1,3,29014,3
217981,"CL","DOCTOR MARTOS",2,4,29014,3
218120,"CL","DOCTOR MESA RODRIGUEZ",1,17,29011,5
218120,"CL","DOCTOR MESA RODRIGUEZ",2,18,29011,5
218260,"CL","DOCTOR MIGUEL DIAZ RECIO",1,39,29010,11
218260,"CL","DOCTOR MIGUEL DIAZ RECIO",2,40,29010,11
218405,"CL","DOCTOR MILLAN",1,37,29010,4
218405,"CL","DOCTOR MILLAN",2,36,29010,4
218685,"CL","DOCTOR MILLAN PALMA",1,59,29011,5
218685,"CL","DOCTOR MILLAN PALMA",2,64,29011,5
218961,"CL","DOCTOR MUGUERZA BERNAL",1,51,29011,5
218961,"CL","DOCTOR MUGUERZA BERNAL",2,52,29011,5
219240,"CL","DOCTOR NACLE ZORRILLA",1,7,29011,5
219240,"CL","DOCTOR NACLE ZORRILLA",2,30,29011,5
219410,"CL","DOCTOR NORMAN BETHUNE",1,9,29010,10
219410,"CL","DOCTOR NORMAN BETHUNE",2,8,29010,10
215450,"GTA","DOCTOR ORELLANA TOLEDANO",1,1,29010,9
215450,"GTA","DOCTOR ORELLANA TOLEDANO",3,3,29010,11
215450,"GTA","DOCTOR ORELLANA TOLEDANO",2,2,29010,11
214460,"CL","DOCTOR ORTIZ RAMOS",1,13,29010,11
214460,"CL","DOCTOR ORTIZ RAMOS",2,8,29010,11
219452,"CL","DOCTOR PASTEUR",1,5,29013,1
219452,"CL","DOCTOR PASTEUR",2,4,29013,1
219479,"CL","DOCTOR PEDRO BARCELO",1,35,29016,2
219479,"CL","DOCTOR PEDRO BARCELO",2,42,29016,2
219487,"CL","DOCTOR PERALTA ALMAGRO",1,7,29014,3
219487,"CL","DOCTOR PERALTA ALMAGRO",2,8,29014,3
219509,"CL","DOCTOR PEREZ MONTAUT",1,9,29010,4
219509,"CL","DOCTOR PEREZ MONTAUT",2,2,29010,4
219517,"CL","DOCTOR RAMOS ACOSTA",1,79,29140,8
219517,"CL","DOCTOR RAMOS ACOSTA",2,104,29140,8
219495,"PJE","DOCTOR RAMOS ACOSTA",1,1,29140,8
219495,"PJE","DOCTOR RAMOS ACOSTA",2,4,29140,8
119865,"PQUE","DOCTOR RODRIGUEZ BARRIONUEVO",1,1,29010,11
119865,"PQUE","DOCTOR RODRIGUEZ BARRIONUEVO",2,2,29010,11
219525,"CL","DOCTOR RUIZ DE LA HERRAN",1,1,29010,4
219525,"CL","DOCTOR RUIZ DE LA HERRAN",2,2,29010,4
219801,"CL","DOCTOR RUIZ JIMENEZ",1,7,29010,4
219801,"CL","DOCTOR RUIZ JIMENEZ",2,6,29010,4
220086,"CL","DOCTOR SAENZ DE TEJADA",1,31,29006,6
220086,"CL","DOCTOR SAENZ DE TEJADA",2,24,29006,6
220361,"CL","DOCTOR SAINZ PARDO",1,67,29011,5
220361,"CL","DOCTOR SAINZ PARDO",2,38,29011,5
220647,"CL","DOCTOR SALGUERO MORALES",1,71,29011,5
220647,"CL","DOCTOR SALGUERO MORALES",2,32,29011,5
214390,"CL","DOCTOR SANTIAGO MUÑOZ",1,1,29016,2
214390,"CL","DOCTOR SANTIAGO MUÑOZ",2,2,29016,2
220922,"CL","DOCTOR SERRATOSA",1,45,29011,5
220922,"CL","DOCTOR SERRATOSA",2,42,29011,5
214780,"PL","DOCTOR VARGAS-MACHUCA",1,1,29009,4
214780,"PL","DOCTOR VARGAS-MACHUCA",2,2,29009,4
221201,"CL","DOLOMITA",1,25,29590,9
221201,"CL","DOLOMITA",2,26,29590,9
221481,"CL","DOLORES CASINI",1,21,29014,3
221481,"CL","DOLORES CASINI",2,10,29014,3
221627,"PJE","DOLORES CEREZO",1,3,29006,6
221627,"PJE","DOLORES CEREZO",2,4,29006,6
221767,"CL","DOLORES CORTES",1,17,29014,3
221767,"CL","DOLORES CORTES",2,26,29014,3
221881,"CL","DOLORES IBARRURI",1,47,29004,7
221881,"CL","DOLORES IBARRURI",2,12,29004,7
221899,"CL","DOLORES MEDIO",1,9,29140,8
221899,"CL","DOLORES MEDIO",2,6,29140,8
221902,"CL","DOLORES PONCE DE LEON",1,15,29140,8
221902,"CL","DOLORES PONCE DE LEON",2,8,29140,8
221937,"AV","DOLORES RODRIGUEZ DE ARAGON",1,13,29010,11
221937,"AV","DOLORES RODRIGUEZ DE ARAGON",2,14,29010,11
221970,"CL","DOMENICO CIMAROSA",1,3,29590,9
221970,"CL","DOMENICO CIMAROSA",2,4,29590,9
219223,"CL","DOMENICO SCARLATTI",1,45,29190,10
219223,"CL","DOMENICO SCARLATTI",2,26,29190,10
222321,"CL","DOMINGO DE ORUETA",1,21,29002,7
222321,"CL","DOMINGO DE ORUETA",2,16,29002,7
222607,"CL","DOMINGO LOZANO",1,51,29010,4
222607,"CL","DOMINGO LOZANO",2,70,29010,4
222887,"CL","DOMINGO SAVIO",1,27,29010,4
222887,"CL","DOMINGO SAVIO",2,20,29010,4
223026,"CL","DON BELIANIS",1,1,29017,2
223026,"CL","DON BELIANIS",2,6,29017,2
223093,"PJE","DON CARNAL",1,11,29018,2
223093,"PJE","DON CARNAL",2,6,29018,2
223166,"CL","DON CRISTIAN",1,43,29007,1
223166,"CL","DON CRISTIAN",2,50,29007,1
223301,"CL","DON DIEGO DE MIRANDA",1,23,29017,2
223301,"CL","DON DIEGO DE MIRANDA",2,20,29017,2
223441,"CL","DON JOSE CAÑETE",1,53,29590,9
223441,"CL","DON JOSE CAÑETE",2,74,29590,9
223581,"CL","DON JOSE FERNANDEZ CASTANY",1,17,29002,7
223581,"CL","DON JOSE FERNANDEZ CASTANY",2,16,29002,7
223727,"CL","DON JOSE OROZCO",1,23,29190,10
223727,"CL","DON JOSE OROZCO",2,30,29190,10
224286,"CL","DON JUAN DE AUSTRIA",1,43,29009,1
224286,"CL","DON JUAN DE AUSTRIA",2,42,29009,1
224561,"CL","DON JUAN DE MALAGA",1,13,29015,1
224561,"CL","DON JUAN DE MALAGA",2,8,29015,1
224847,"CL","DON JUAN DIAZ",1,1,29015,1
224847,"CL","DON JUAN DIAZ",2,4,29015,1
379824,"PSO","DON JUAN TEMBOURY",1,1,29012,1
379824,"PSO","DON JUAN TEMBOURY",2,2,29012,1
224910,"CL","DON JUAN TENORIO",1,23,29140,8
224910,"CL","DON JUAN TENORIO",2,22,29140,8
225045,"CL","DON QUIJOTE",1,3,29007,6
225045,"CL","DON QUIJOTE",2,4,29007,6
225126,"CL","DON RICARDO",1,5,29007,1
225126,"CL","DON RICARDO",2,8,29007,1
225401,"CL","DON RODRIGO",1,15,29008,1
225401,"CL","DON RODRIGO",2,18,29008,1
225967,"PJE","DON VALENTIN MARTINEZ",1,9,29012,1
225967,"PJE","DON VALENTIN MARTINEZ",2,8,29012,1
226246,"CL","DONATO JIMENEZ",1,31,29014,3
226246,"CL","DONATO JIMENEZ",2,12,29014,3
226319,"PL","DONIZETTI",1,11,29190,10
226319,"PL","DONIZETTI",2,10,29190,10
227048,"CL","DONOSO CORTES",1,13,29002,7
227048,"CL","DONOSO CORTES",2,10,29002,7
226521,"CL","DOÑA",1,57,29014,1
226521,"CL","DOÑA",2,52,29014,1
226572,"CL","DOÑA CLARINES",1,5,29004,8
226572,"CL","DOÑA CLARINES",2,52,29004,8
226661,"CL","DOÑA DE TOLOSA",1,1,29017,2
226661,"CL","DOÑA DE TOLOSA",2,2,29017,2
226807,"CL","DOÑA ENRIQUETA",1,7,29007,1
226807,"CL","DOÑA ENRIQUETA",2,16,29007,1
227226,"CL","DOÑA MARIA MANRIQUE",1,7,29004,7
227226,"CL","DOÑA MARIA MANRIQUE",2,8,29004,7
227498,"CL","DORADA LA",1,5,29018,2
227498,"CL","DORADA LA",2,10,29018,2
227501,"CL","DORADILLA",1,5,29003,7
227501,"CL","DORADILLA",2,8,29003,7
811351,"DSMO","DORADOR EL",1,1,29193,3
227536,"PJE","DORIAN GRAY",1,15,29004,8
227536,"PJE","DORIAN GRAY",2,16,29004,8
227579,"CL","DOROTEA",1,11,29017,2
227579,"CL","DOROTEA",2,4,29017,2
227641,"CL","DOS ACERAS",1,41,29012,1
227641,"CL","DOS ACERAS",2,48,29012,1
227927,"CL","DOS DE MAYO",1,5,29013,1
227927,"CL","DOS DE MAYO",2,10,29013,1
228206,"CL","DOS HERMANAS",1,1,29012,1
228206,"CL","DOS HERMANAS",2,4,29012,1
228621,"PJE","DRACMA DEL",1,3,29006,6
228621,"PJE","DRACMA DEL",2,4,29006,6
228699,"CL","DRAGO",1,9,29018,2
228699,"CL","DRAGO",2,14,29018,2
228729,"CL","DRIZA",1,23,29006,6
228729,"CL","DRIZA",2,2,29006,6
228745,"CL","DUBLIN",1,25,29590,9
228745,"CL","DUBLIN",2,22,29590,9
228761,"CL","DUENDE",1,5,29005,1
228761,"CL","DUENDE",2,12,29005,1
804584,"DSMO","DUENDE EL",1,1,29193,2
228907,"PJE","DUEÑA DE",1,5,29010,4
228907,"PJE","DUEÑA DE",2,4,29010,4
229041,"CL","DUERO",1,11,29011,5
229041,"CL","DUERO",2,2,29011,5
229300,"CL","DULCE CHACON",1,3,29006,6
229300,"CL","DULCE CHACON",2,2,29006,6
229326,"CL","DULCE OSCURO",1,13,29014,3
229326,"CL","DULCE OSCURO",2,16,29014,3
229466,"CL","DULCINEA DEL TOBOSO",1,7,29017,2
229466,"CL","DULCINEA DEL TOBOSO",2,8,29017,2
229491,"AV","DUQUE DE AHUMADA",1,1,29006,6
229491,"AV","DUQUE DE AHUMADA",3,5,29006,9
229491,"AV","DUQUE DE AHUMADA",2,2,29010,11
229539,"CL","DUQUE DE BEJAR",1,3,29018,2
229539,"CL","DUQUE DE BEJAR",2,6,29018,2
229601,"CL","DUQUE DE LA VICTORIA",1,13,29015,1
229601,"CL","DUQUE DE LA VICTORIA",2,12,29015,1
230448,"CL","DUQUE DE RIVAS",1,53,29013,1
230448,"CL","DUQUE DE RIVAS",2,62,29013,1
805891,"DSMO","DUQUE EL",1,3,29193,2
805891,"DSMO","DUQUE EL",2,2,29193,2
230723,"CL","DUQUESA DE PARCENT",1,15,29001,1
230723,"CL","DUQUESA DE PARCENT",2,14,29001,1
230863,"CL","DURAN FORNELL",1,7,29014,3
230863,"CL","DURAN FORNELL",2,8,29014,3
231002,"CL","EBRO",1,5,29011,5
231002,"CL","EBRO",2,16,29011,5
231282,"CL","ECHEGARAY",1,9,29015,1
231282,"CL","ECHEGARAY",2,8,29015,1
231703,"CL","ECLESIASTES",1,11,29013,1
231703,"CL","ECLESIASTES",2,10,29013,1
231771,"CL","ECLESIASTICO",1,19,29591,9
231771,"CL","ECLESIASTICO",2,24,29591,9
231843,"CL","ECLIPSE",1,25,29190,10
231843,"CL","ECLIPSE",2,20,29190,10
231983,"CL","ECO DE MALAGA",1,13,29140,8
231983,"CL","ECO DE MALAGA",2,28,29140,8
232122,"CL","ECUADOR",1,53,29009,4
232122,"CL","ECUADOR",2,60,29009,4
232408,"CL","EDISON",1,13,29006,6
232408,"CL","EDISON",2,14,29006,6
232467,"AV","EDITOR ANGEL CAFFARENA",1,29,29010,11
