FID,serial,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id_zonamusculacion,nomzonamusculacion,ubicacion,foto,id_maquina,nommaquina,nivel,icono,funcion,desarrollo,precauciones,maquinafoto1,maquinafoto2,x,y
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_664d,24071,POINT (369937.9060983819 4062390.908599619),,,,,,,-1,-1,-1,0,,89,Cl. Luis García Berlanga,Número 1,http://geoportal.malaga.eu/img/deportes/fz_89.jpg,24,Rodillo para muñecas,1,http://geoportal.malaga.eu/img/deportes/im24.png,Mantener o aumentar la flexibilidad y movilidad de la muñeca y codo.,"Sitúese frente a la placa y, agarrando el asidero con una mano, muévalahacia la derecha y hacia la izquierda. Repita con la otra mano.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_24_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_24_2.jpg,369937.9061,4062390.9087
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_664e,24072,POINT (369937.9060983819 4062390.908599619),,,,,,,-1,-1,-1,0,,89,Cl. Luis García Berlanga,Número 1,http://geoportal.malaga.eu/img/deportes/fz_89.jpg,26,Silla con pedales,1,http://geoportal.malaga.eu/img/deportes/im26.png,Aumentar la capacidad cardiaca y pulmonar.Desarrollar la movilidad articular de la rodilla,"Siéntese cómodamente en el banco y coloque ambos pies sobre los pedales. Pedalee. Como variante, puede realizar el pedaleo hacia atrás.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_26_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_26_2.jpg,369937.9061,4062390.9087
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_664f,24073,POINT (369937.9060983819 4062390.908599619),,,,,,,-1,-1,-1,0,,89,Cl. Luis García Berlanga,Número 1,http://geoportal.malaga.eu/img/deportes/fz_89.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,369937.9061,4062390.9087
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6650,24074,POINT (369937.9060983819 4062390.908599619),,,,,,,-1,-1,-1,0,,89,Cl. Luis García Berlanga,Número 1,http://geoportal.malaga.eu/img/deportes/fz_89.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,369937.9061,4062390.9087
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6651,24075,POINT (369937.9060983819 4062390.908599619),,,,,,,-1,-1,-1,0,,89,Cl. Luis García Berlanga,Número 1,http://geoportal.malaga.eu/img/deportes/fz_89.jpg,46,Espaldera inclinada,3,http://geoportal.malaga.eu/img/deportes/im46.png,Aumentar la amplitud de movimientos en hombros y columna.,Apoye la espalda cuidadosamente sobre la estructura y eleve los brazos hasta agarrar el arco superior.,Ejercicio contraindicado para personas con problemas de espalda y cuello. No se deben elevar las piernas.,http://geoportal.malaga.eu/img/deportes/fm_46_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_46_2.jpg,369937.9061,4062390.9087
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6652,24076,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,10,Disco de muñecas,1,http://geoportal.malaga.eu/img/deportes/im10.png,"Aumentar, o mantener, la flexibilidad de las muñecas.","Sitúese frente al disco y, agarrándolo con una mano, gire la muñeca hacia la derecha y hacia la izquierda. Repita con la otra mano.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_10_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_10_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6653,24077,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6654,24078,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,14,Giro de cintura,1,http://geoportal.malaga.eu/img/deportes/im14.png,Mejorar la musculatura abdominal.,"De pie, en la plataforma giratoria, con las manos en las empuñaduras y manteniendo el tronco derecho, se realizan rotaciones de la pelvis, de un lado a otro, manteniendo los hombros inmóviles.",No recomendado a personas con problemas lumbares.Evitar las rotaciones bruscas.,http://geoportal.malaga.eu/img/deportes/fm_14_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_14_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6655,24079,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,18,Movilidad de dedos,1,http://geoportal.malaga.eu/img/deportes/im18.png,Mejorar la coordinación óculo-manual y la movilidad de nuestros dedos.,"Ayudándose de algún bolígrafo o similar, introduzca el extremo del mismo en los distintos agujeros de la tabla. Siempre interviene el dedo pulgar y se van cambiando el resto de los dedos.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_18_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_18_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6656,24080,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6657,24081,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,21,Poleas,1,http://geoportal.malaga.eu/img/deportes/im21.png,Mejorar la movilidad de codos y hombros.,"Agarre los asideros y baje un brazo, lo que le obligará a subir el otro. Manténgase en esta posición dos segundos y repita el ejercicio con el otro brazo.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_21_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_21_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6658,24082,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,25,Serpiente,1,http://geoportal.malaga.eu/img/deportes/im25.png,"Mantener o aumentar la flexibilidad y movilidad de la muñeca, codo y hombro.","Sitúese frente al aparato y agarrando el asidero con una mano, desplace éste de un extremo a otro de la serpiente. Cambie de mano y repita el ejercicio.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_25_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_25_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6659,24083,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,26,Silla con pedales,1,http://geoportal.malaga.eu/img/deportes/im26.png,Aumentar la capacidad cardiaca y pulmonar.Desarrollar la movilidad articular de la rodilla,"Siéntese cómodamente en el banco y coloque ambos pies sobre los pedales. Pedalee. Como variante, puede realizar el pedaleo hacia atrás.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_26_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_26_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_665a,24084,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,3,Barra a media altura,1,http://geoportal.malaga.eu/img/deportes/im3.png,Fortalecer los gemelos.,Coloque las manos sobre la barra y eleve los talones. Repita el ejercicio varias veces.,Agarrar firmemente la barra.,http://geoportal.malaga.eu/img/deportes/fm_3_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_3_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_665b,24085,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,4,Barra giro muñecas,1,http://geoportal.malaga.eu/img/deportes/im4.png,Fortalecer los músculos de antebrazos y manos.,"Colóquese frente al aparato con las manos cogidas a la barra. Comience el movimiento girando simultáneamente las muñecas arriba y abajo. Como variante, puede realizar un movimiento alternativo, mientras una muñeca sube, la otra baja..",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_4_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_4_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_665c,24086,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,6,Barras paralelas,1,http://geoportal.malaga.eu/img/deportes/im6.png,Mejorar la postura.Mejorar la movilidad de las articulaciones de las piernas.Mejorar la flexibilidad general.,"De pie, cogidos a las barras, nos desplazamos de distintas formas: - Agachándonos cada 2 ó 3 pasos, - Elevando rodillas alternativamente.- Poniéndonos de puntillas.- Elevando una rodilla y soltando la mano contraria.",Vigilar el correcto apoyo de los pies.Evitar arquear excesivamente la espalda.,http://geoportal.malaga.eu/img/deportes/fm_6_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_6_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_665d,24087,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,7,Base inestable,1,http://geoportal.malaga.eu/img/deportes/im7.png,Mejorar el equilibrio y la coordinación.,"Súbase a la plataforma, agarrándose a la barra, y haga desplazar la base con su propio peso, a derecha e izquierda.","Tenga cuidado a la hora de acceder o abandonar el aparato, por posibles desequilibrios.",http://geoportal.malaga.eu/img/deportes/fm_7_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_7_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_665e,24088,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,9,Disco de dedos y muñecas,1,http://geoportal.malaga.eu/img/deportes/im9.png,"Aumentar, o mantener, la flexibilidad de muñecas y dedos.",Coja el disco con los dedos de una mano y hágalo girar a derecha e izquierda. Primero con una mano y luego con la otra.,Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_9_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_9_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_665f,24089,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,30,Asiento con apoyo,2,http://geoportal.malaga.eu/img/deportes/im30.png,Fortalecer muslos y glúteos.,Siéntese y sujete la barra que está frente a usted con ambas manos. Ayúdese de sus brazos para elevarse y volver a sentarse.,Realizar movimientos lentos controlados para evitar desequilibrios.,http://geoportal.malaga.eu/img/deportes/fm_30_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_30_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6660,24090,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,37,Plataforma de estiramiento,2,http://geoportal.malaga.eu/img/deportes/im37.png,Aumentar la movilidad en caderas y rodillas. Estirar los músculos flexores de la cadera.,"Situados frente a la plataforma, con la espalda recta, nos cogemos con ambas manos, apoyando un pie en el borde de la misma. Desplazamos el otro pie hacia atrás y movemos el cuerpo hacia delante flexionando las rodillas.",Agarrarse firmemente a la barra de sujeción para evitar desequilibrios.,http://geoportal.malaga.eu/img/deportes/fm_37_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_37_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6661,24091,POINT (378719.7581985118 4064654.299699615),,,,,,,-1,-1,-1,0,,9,Cl. Danvila y Collado,,http://geoportal.malaga.eu/img/deportes/fz_9.jpg,54,Barra de dominadas,4,http://geoportal.malaga.eu/img/deportes/im54.png,"Desarrollar la musculatura de espalda, pecho y brazos.","Colóquese bajo la barra y agárrese a esta, extendiendo los brazos hacia arriba. Cargue el peso en los brazos, flexione sus codos e intente elevar su cuerpo hasta acercar el pecho a la barra.","Ejercicio de fuerza. Debe realizarse de manera controlada para evitar caídas.En caso de dolor o molestia, suspender la ejecución.",http://geoportal.malaga.eu/img/deportes/fm_54_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_54_2.jpg,378719.7582,4064654.2998
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6662,24092,POINT (370631.4477983929 4062110.761799622),,,,,,,-1,-1,-1,0,,90,Cl. Lozoya,Número 1 (Junto a Asociación de Vecinos Sixto),http://geoportal.malaga.eu/img/deportes/fz_90.jpg,2,Banco,1,http://geoportal.malaga.eu/img/deportes/im2.png,Mejorar la circulación de los miembros inferiores.,"Sentados en el banco, con la espalda apoyada en el respaldo, elevamos alternativamente las piernas. Podremos colocar la puntera del pie orientada hacia delante o mirando arriba para conseguir distintos objetivos.También se pueden elevar las dos piernas a la vez.",Se debe mantener la espalda apoyada en el banco.Los movimientos deben ser lentos y controlados,http://geoportal.malaga.eu/img/deportes/fm_2_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_2_2.jpg,370631.4478,4062110.7619
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6663,24093,POINT (370631.4477983929 4062110.761799622),,,,,,,-1,-1,-1,0,,90,Cl. Lozoya,Número 1 (Junto a Asociación de Vecinos Sixto),http://geoportal.malaga.eu/img/deportes/fz_90.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,370631.4478,4062110.7619
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6664,24094,POINT (370631.4477983929 4062110.761799622),,,,,,,-1,-1,-1,0,,90,Cl. Lozoya,Número 1 (Junto a Asociación de Vecinos Sixto),http://geoportal.malaga.eu/img/deportes/fz_90.jpg,29,Andador,2,http://geoportal.malaga.eu/img/deportes/im29.png,"Mejorar la movilidad, tonicidad y coordinación de miembros inferiores. Aumentar la capacidad cardiaca y pulmonar","Admite dos modalidades:- Sitúese de lado al aparato, realizando movimientos circulares con una mano. Repetir con la otra.- Sitúese frente a las ruedas y agarre cada asidero con una mano.Gire ambas ruedas hacia fuera; a continuación cambie el sentido de la rotación.",Agarrar el asa con fuerza antes de subirNo abandonar el aparato hasta que los pedales estén parados y en paralelo.,http://geoportal.malaga.eu/img/deportes/fm_29_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_29_2.jpg,370631.4478,4062110.7619
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6665,24095,POINT (370631.4477983929 4062110.761799622),,,,,,,-1,-1,-1,0,,90,Cl. Lozoya,Número 1 (Junto a Asociación de Vecinos Sixto),http://geoportal.malaga.eu/img/deportes/fz_90.jpg,33,Elíptica,2,http://geoportal.malaga.eu/img/deportes/im33.png,"Mejorar la movilidad, tonicidad y coordinación de miembros superiores e inferiores.Desarrollar la capacidad cardiaca y pulmonar.","Súbase a los estribos, sujetándose a las manillas.Mueva las piernas y los brazos alternativamente, como si estuviera caminando.","Al disponer de partes móviles, se debe tener mucho cuidado al subir y bajar del aparato.",http://geoportal.malaga.eu/img/deportes/fm_33_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_33_2.jpg,370631.4478,4062110.7619
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6666,24096,POINT (370631.4477983929 4062110.761799622),,,,,,,-1,-1,-1,0,,90,Cl. Lozoya,Número 1 (Junto a Asociación de Vecinos Sixto),http://geoportal.malaga.eu/img/deportes/fz_90.jpg,53,Máquina de remo,3,http://geoportal.malaga.eu/img/deportes/im53.png,"Desarrollar los músculos del tren superior, glúteos y muslos.","Siéntese en el banco y apoye los pies sobre el soporte. Agarre con fuerza las dos barras por la empuñadura y tire de ellas hacia el pecho, como el movimiento de remar.",Mantener siempre la espalda recta durante la ejecución.Realizar el movimiento de manera controlada.,http://geoportal.malaga.eu/img/deportes/fm_53_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_53_2.jpg,370631.4478,4062110.7619
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6667,24097,POINT (370611.0167983925 4061929.5348996236),,,,,,,-1,-1,-1,0,,91,Cl. Realenga de San Luis,Números 9-11 (Parque del Oeste),http://geoportal.malaga.eu/img/deportes/fz_91.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,370611.0168,4061929.535
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6668,24098,POINT (370611.0167983925 4061929.5348996236),,,,,,,-1,-1,-1,0,,91,Cl. Realenga de San Luis,Números 9-11 (Parque del Oeste),http://geoportal.malaga.eu/img/deportes/fz_91.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,370611.0168,4061929.535
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6669,24099,POINT (370611.0167983925 4061929.5348996236),,,,,,,-1,-1,-1,0,,91,Cl. Realenga de San Luis,Números 9-11 (Parque del Oeste),http://geoportal.malaga.eu/img/deportes/fz_91.jpg,6,Barras paralelas,1,http://geoportal.malaga.eu/img/deportes/im6.png,Mejorar la postura.Mejorar la movilidad de las articulaciones de las piernas.Mejorar la flexibilidad general.,"De pie, cogidos a las barras, nos desplazamos de distintas formas: - Agachándonos cada 2 ó 3 pasos, - Elevando rodillas alternativamente.- Poniéndonos de puntillas.- Elevando una rodilla y soltando la mano contraria.",Vigilar el correcto apoyo de los pies.Evitar arquear excesivamente la espalda.,http://geoportal.malaga.eu/img/deportes/fm_6_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_6_2.jpg,370611.0168,4061929.535
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_666a,24100,POINT (370611.0167983925 4061929.5348996236),,,,,,,-1,-1,-1,0,,91,Cl. Realenga de San Luis,Números 9-11 (Parque del Oeste),http://geoportal.malaga.eu/img/deportes/fz_91.jpg,8,Bicicleta doble de pies y manos,1,http://geoportal.malaga.eu/img/deportes/im8.png,Aumentar la resistencia de los miembros inferiores y superiores.Mejorar la amplitud articular en la rodilla.,"Siéntese en el banco, coloque ambos pies sobre los pedales y las manos sobre los asideros. Pedalee de manera coordinada hacia delante.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_8_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_8_2.jpg,370611.0168,4061929.535
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_666b,24101,POINT (370496.8123983911 4061657.515099626),,,,,,,-1,-1,-1,0,,92,Av. de los Guindos,Número 29,http://geoportal.malaga.eu/img/deportes/fz_92.jpg,11,Escalera de dedos,1,http://geoportal.malaga.eu/img/deportes/im11.png,Aumentar la amplitud de movimientos del hombro.Ejercitar los dedos.,"Nos colocamos frente a la máquina, con la espalda erguida, piernas separadas y ligeramente flexionadas. Ponemos un dedo índice en el escalón situado a la altura del pecho, y vamos subiendo subiendo lenta y consecutivamente, intentando tocar con cada dedo de la mano un escalón diferente. Una vez que alcancemos la altura máxima, repetiremos el ejercicio, esta vez de arriba hacia abajo.Y después, repetimos el ejercicio con los dedos de la otra mano.","Evitar permanecer con la barbilla hacia arriba, para prevenir molestias cervicales.",http://geoportal.malaga.eu/img/deportes/fm_11_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_11_2.jpg,370496.8124,4061657.5152
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_666c,24102,POINT (370496.8123983911 4061657.515099626),,,,,,,-1,-1,-1,0,,92,Av. de los Guindos,Número 29,http://geoportal.malaga.eu/img/deportes/fz_92.jpg,13,Giro de cintura sentado,1,http://geoportal.malaga.eu/img/deportes/im13.png,Mejorar la musculatura abdominal.,"Sentados sobre la plataforma giratoria, con las manos agarrando la empuñadura, realizamos rotaciones de caderas, llevando rodillas de un lado a otro y manteniendo quietos los hombros.",Debe realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_13_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_13_2.jpg,370496.8124,4061657.5152
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_666d,24103,POINT (370496.8123983911 4061657.515099626),,,,,,,-1,-1,-1,0,,92,Av. de los Guindos,Número 29,http://geoportal.malaga.eu/img/deportes/fz_92.jpg,27,Timón o Rueda de hombros,1,http://geoportal.malaga.eu/img/deportes/im27.png,Mantener o aumentar la movilidad articular del hombro y del codo.,"Colóquese de lado al aparato y, agarrando el asidero, gire la rueda en un sentido y en otro.Realice ahora el mismo movimiento de frente al aparato.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_27_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_27_2.jpg,370496.8124,4061657.5152
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_666e,24104,POINT (370496.8123983911 4061657.515099626),,,,,,,-1,-1,-1,0,,92,Av. de los Guindos,Número 29,http://geoportal.malaga.eu/img/deportes/fz_92.jpg,28,Volante,1,http://geoportal.malaga.eu/img/deportes/im28.png,"Mejorar la movilidad de hombros, codos y muñecas.","Hay dos modalidades:1.- Situado de lado al aparato, realice movimientos circulares con una mano. Repita con la otra mano (Ver imagen).2.- Situdado frente a las ruedas, agarre cada asidero con una mano. Gire ambas ruedas hacia fuera, a continuación cambie el sentido de la rotación.",Realizar movimientos lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_28_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_28_2.jpg,370496.8124,4061657.5152
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_666f,24105,POINT (370496.8123983911 4061657.515099626),,,,,,,-1,-1,-1,0,,92,Av. de los Guindos,Número 29,http://geoportal.malaga.eu/img/deportes/fz_92.jpg,8,Bicicleta doble de pies y manos,1,http://geoportal.malaga.eu/img/deportes/im8.png,Aumentar la resistencia de los miembros inferiores y superiores.Mejorar la amplitud articular en la rodilla.,"Siéntese en el banco, coloque ambos pies sobre los pedales y las manos sobre los asideros. Pedalee de manera coordinada hacia delante.",Los movimientos deben ser lentos y controlados.,http://geoportal.malaga.eu/img/deportes/fm_8_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_8_2.jpg,370496.8124,4061657.5152
da_zonasMusculacion.fid--7b4b556b_15ed01ee0d9_6670,24106,POINT (370496.8123983911 4061657.515099626),,,,,,,-1,-1,-1,0,,92,Av. de los Guindos,Número 29,http://geoportal.malaga.eu/img/deportes/fz_92.jpg,33,Elíptica,2,http://geoportal.malaga.eu/img/deportes/im33.png,"Mejorar la movilidad, tonicidad y coordinación de miembros superiores e inferiores.Desarrollar la capacidad cardiaca y pulmonar.","Súbase a los estribos, sujetándose a las manillas.Mueva las piernas y los brazos alternativamente, como si estuviera caminando.","Al disponer de partes móviles, se debe tener mucho cuidado al subir y bajar del aparato.",http://geoportal.malaga.eu/img/deportes/fm_33_1.jpg,http://geoportal.malaga.eu/img/deportes/fm_33_2.jpg,370496.8124,4061657.5152
