DATA_ACCIDENT,ANY_ACCIDENT,MES_ACCIDENT,HORA_ACCIDENT
07/06/2017,2017,6,10:00
15/08/2016,2016,8,15:10
15/08/2016,2016,8,15:00
12/08/2016,2016,8,19:00
12/08/2016,2016,8,13:20
12/08/2016,2016,8,13:20
10/08/2016,2016,8,10:50
08/06/2017,2017,6,11:20
10/06/2017,2017,6,10:30
11/06/2017,2017,6,20:35
12/06/2017,2017,6,08:10
14/06/2017,2017,6,02:50
14/06/2017,2017,6,06:40
17/06/2017,2017,6,02:50
09/09/2016,2016,9,02:13
09/09/2016,2016,9,10:00
24/07/2015,2015,7,12:10
24/07/2015,2015,7,01:30
23/07/2015,2015,7,12:10
23/07/2015,2015,7,10:00
22/07/2015,2015,7,14:40
22/07/2015,2015,7,19:50
21/07/2015,2015,7,19:30
21/07/2015,2015,7,00:25
19/07/2015,2015,7,20:00
19/07/2015,2015,7,15:58
18/07/2015,2015,7,11:00
16/07/2015,2015,7,22:00
15/07/2015,2015,7,23:30
14/07/2015,2015,7,07:00
10/07/2015,2015,7,11:30
09/07/2015,2015,7,01:30
08/07/2015,2015,7,07:45
08/07/2015,2015,7,09:45
08/07/2015,2015,7,10:40
05/07/2015,2015,7,03:30
05/07/2015,2015,7,02:00
04/07/2015,2015,7,14:30
03/07/2015,2015,7,02:40
03/07/2015,2015,7,14:25
09/06/2017,2017,6,10:15
15/06/2017,2017,6,20:01
14/06/2017,2017,6,11:30
28/07/2015,2015,7,13:00
27/07/2015,2015,7,07:55
27/07/2015,2015,7,23:05
24/07/2015,2015,7,16:53
03/07/2015,2015,7,13:30
02/07/2015,2015,7,14:30
02/07/2015,2015,7,14:00
02/07/2015,2015,7,17:45
01/07/2015,2015,7,18:58
04/09/2016,2016,9,18:36
04/09/2016,2016,9,11:50
03/09/2016,2016,9,11:15
02/09/2016,2016,9,07:45
01/09/2016,2016,9,12:08
16/09/2016,2016,9,16:10
15/09/2016,2016,9,18:30
15/09/2016,2016,9,18:30
09/06/2017,2017,6,16:00
16/06/2017,2017,6,12:30
16/06/2017,2017,6,23:45
18/06/2017,2017,6,06:00
18/06/2017,2017,6,15:05
20/06/2017,2017,6,16:02
20/06/2017,2017,6,14:15
20/06/2017,2017,6,13:50
26/06/2017,2017,6,13:10
30/08/2015,2015,8,05:00
28/08/2015,2015,8,10:00
27/08/2015,2015,8,20:14
27/08/2015,2015,8,13:10
25/08/2015,2015,8,10:15
24/08/2015,2015,8,19:10
23/08/2015,2015,8,12:50
23/08/2015,2015,8,01:25
22/08/2015,2015,8,00:15
21/08/2015,2015,8,22:20
20/08/2015,2015,8,10:10
20/08/2015,2015,8,13:15
19/08/2015,2015,8,07:00
18/08/2015,2015,8,09:20
14/08/2015,2015,8,13:30
14/08/2015,2015,8,13:30
12/08/2015,2015,8,21:10
12/08/2015,2015,8,05:35
10/08/2015,2015,8,04:10
04/08/2015,2015,8,17:00
03/08/2015,2015,8,10:45
03/08/2015,2015,8,09:30
02/08/2015,2015,8,08:00
01/08/2015,2015,8,23:43
01/08/2015,2015,8,12:48
22/06/2017,2017,6,12:10
26/06/2017,2017,6,02:00
20/09/2015,2015,9,20:45
19/09/2015,2015,9,14:07
17/09/2015,2015,9,18:05
16/09/2015,2015,9,08:15
15/09/2015,2015,9,17:30
14/09/2015,2015,9,23:15
14/09/2015,2015,9,12:08
15/09/2016,2016,9,11:15
15/09/2016,2016,9,06:58
14/09/2016,2016,9,17:15
13/09/2016,2016,9,15:30
13/09/2016,2016,9,16:50
13/09/2016,2016,9,19:00
12/09/2016,2016,9,20:10
10/09/2016,2016,9,15:15
08/09/2016,2016,9,08:45
08/09/2016,2016,9,21:35
08/09/2016,2016,9,22:30
28/06/2017,2017,6,16:35
27/06/2017,2017,6,16:50
27/06/2017,2017,6,08:45
26/06/2017,2017,6,14:20
01/07/2017,2017,7,20:10
03/07/2017,2017,7,09:20
20/09/2016,2016,9,17:45
19/09/2016,2016,9,08:30
18/09/2016,2016,9,17:50
18/09/2016,2016,9,15:45
18/09/2016,2016,9,01:10
17/09/2016,2016,9,09:30
16/09/2016,2016,9,22:30
08/09/2016,2016,9,08:13
06/09/2016,2016,9,13:00
06/09/2016,2016,9,11:35
05/09/2016,2016,9,17:30
28/09/2015,2015,9,12:05
28/09/2015,2015,9,10:30
28/09/2015,2015,9,00:05
26/09/2015,2015,9,14:20
26/09/2015,2015,9,14:55
26/09/2015,2015,9,07:42
25/09/2015,2015,9,17:00
24/09/2015,2015,9,09:25
23/09/2015,2015,9,19:29
23/09/2015,2015,9,08:40
20/09/2015,2015,9,19:00
19/09/2015,2015,9,17:19
13/09/2015,2015,9,19:20
13/09/2015,2015,9,17:10
12/09/2015,2015,9,10:54
12/09/2015,2015,9,11:55
11/09/2015,2015,9,08:00
10/09/2015,2015,9,13:30
10/09/2015,2015,9,10:05
10/09/2015,2015,9,11:00
09/09/2015,2015,9,13:30
08/09/2015,2015,9,11:00
07/09/2015,2015,9,15:20
07/09/2015,2015,9,02:50
02/10/2015,2015,10,21:50
29/09/2015,2015,9,09:40
05/09/2015,2015,9,05:35
04/09/2015,2015,9,14:30
02/09/2015,2015,9,13:40
01/09/2015,2015,9,13:15
21/09/2016,2016,9,21:20
21/09/2016,2016,9,19:25
05/09/2016,2016,9,10:51
02/07/2017,2017,7,18:30
03/07/2017,2017,7,06:25
03/07/2017,2017,7,13:20
03/07/2017,2017,7,15:15
04/07/2017,2017,7,18:30
29/09/2016,2016,9,06:45
28/09/2016,2016,9,19:30
28/09/2016,2016,9,01:55
27/09/2016,2016,9,08:02
27/09/2016,2016,9,13:37
27/09/2016,2016,9,14:40
27/09/2016,2016,9,20:35
27/09/2016,2016,9,14:55
25/09/2016,2016,9,06:30
24/09/2016,2016,9,20:35
23/09/2016,2016,9,10:35
23/09/2016,2016,9,09:45
26/10/2015,2015,10,11:35
25/10/2015,2015,10,14:50
25/10/2015,2015,10,03:00
24/10/2015,2015,10,14:20
22/10/2015,2015,10,18:00
22/10/2015,2015,10,13:40
21/10/2015,2015,10,01:15
21/10/2015,2015,10,09:15
21/10/2015,2015,10,14:20
21/10/2015,2015,10,00:45
20/10/2015,2015,10,16:30
16/10/2015,2015,10,12:30
15/10/2015,2015,10,16:15
15/10/2015,2015,10,11:30
15/10/2015,2015,10,13:12
14/10/2015,2015,10,09:30
14/10/2015,2015,10,09:10
14/10/2015,2015,10,20:10
13/10/2015,2015,10,17:49
12/10/2015,2015,10,07:15
11/10/2015,2015,10,21:45
05/07/2017,2017,7,10:30
05/07/2017,2017,7,19:20
06/07/2017,2017,7,05:50
06/07/2017,2017,7,12:00
06/07/2017,2017,7,20:50
07/07/2017,2017,7,13:50
08/07/2017,2017,7,14:30
23/09/2016,2016,9,17:00
23/09/2016,2016,9,10:15
22/09/2016,2016,9,18:55
22/09/2016,2016,9,18:40
22/09/2016,2016,9,11:20
29/10/2015,2015,10,12:00
29/10/2015,2015,10,08:25
28/10/2015,2015,10,09:50
27/10/2015,2015,10,09:00
27/10/2015,2015,10,07:10
26/10/2015,2015,10,14:30
17/10/2015,2015,10,19:24
17/10/2015,2015,10,10:35
16/10/2015,2015,10,01:45
11/10/2015,2015,10,15:05
11/10/2015,2015,10,22:00
10/10/2015,2015,10,14:45
10/10/2015,2015,10,14:10
08/10/2015,2015,10,13:25
07/10/2015,2015,10,06:50
06/10/2015,2015,10,12:50
06/10/2015,2015,10,18:40
04/10/2015,2015,10,11:04
03/10/2015,2015,10,19:10
02/10/2015,2015,10,07:35
07/07/2017,2017,7,13:55
07/07/2017,2017,7,14:50
07/07/2017,2017,7,15:40
08/07/2017,2017,7,13:30
10/07/2017,2017,7,17:46
11/07/2017,2017,7,14:56
01/10/2016,2016,10,07:15
20/07/2017,2017,7,09:15
20/07/2017,2017,7,12:50
20/07/2017,2017,7,17:40
21/07/2017,2017,7,15:00
24/11/2015,2015,11,14:35
23/11/2015,2015,11,13:36
22/11/2015,2015,11,22:50
22/11/2015,2015,11,00:12
21/11/2015,2015,11,17:25
21/11/2015,2015,11,13:40
18/11/2015,2015,11,02:50
16/11/2015,2015,11,08:10
16/11/2015,2015,11,11:50
15/11/2015,2015,11,13:00
14/11/2015,2015,11,13:15
14/11/2015,2015,11,11:41
13/11/2015,2015,11,17:45
13/11/2015,2015,11,19:00
10/11/2015,2015,11,16:50
10/11/2015,2015,11,14:30
09/11/2015,2015,11,15:25
08/11/2015,2015,11,10:17
08/11/2015,2015,11,03:20
07/11/2015,2015,11,19:30
06/11/2015,2015,11,22:50
05/11/2015,2015,11,18:35
05/11/2015,2015,11,10:30
04/11/2015,2015,11,07:55
30/07/2017,2017,7,03:00
11/07/2017,2017,7,17:00
12/07/2017,2017,7,20:20
12/07/2017,2017,7,21:35
14/07/2017,2017,7,11:15
14/07/2017,2017,7,13:45
14/07/2017,2017,7,15:00
14/07/2017,2017,7,19:25
14/07/2017,2017,7,22:10
15/07/2017,2017,7,07:10
29/11/2015,2015,11,09:45
12/11/2015,2015,11,13:35
12/11/2015,2015,11,23:05
12/11/2015,2015,11,10:47
11/11/2015,2015,11,18:10
03/11/2015,2015,11,21:00
02/11/2015,2015,11,22:00
02/11/2015,2015,11,18:37
02/11/2015,2015,11,18:35
02/11/2015,2015,11,16:30
02/11/2015,2015,11,12:50
01/11/2015,2015,11,20:40
01/11/2015,2015,11,13:50
01/11/2015,2015,11,08:42
17/07/2017,2017,7,18:20
24/07/2017,2017,7,20:45
26/07/2017,2017,7,20:20
26/07/2017,2017,7,21:50
27/07/2017,2017,7,08:30
28/07/2017,2017,7,06:20
29/07/2017,2017,7,14:50
24/10/2016,2016,10,15:00
24/10/2016,2016,10,13:16
23/10/2016,2016,10,20:10
23/10/2016,2016,10,02:00
22/10/2016,2016,10,02:30
22/10/2016,2016,10,08:00
22/10/2016,2016,10,02:42
17/07/2017,2017,7,18:45
18/07/2017,2017,7,21:15
19/07/2017,2017,7,08:40
19/07/2017,2017,7,10:45
19/07/2017,2017,7,14:30
19/07/2017,2017,7,16:15
19/07/2017,2017,7,18:05
19/07/2017,2017,7,21:35
20/10/2016,2016,10,11:00
19/10/2016,2016,10,12:45
23/12/2015,2015,12,09:45
22/12/2015,2015,12,11:10
22/12/2015,2015,12,13:42
22/12/2015,2015,12,19:00
19/12/2015,2015,12,10:15
19/12/2015,2015,12,06:45
18/12/2015,2015,12,13:07
17/12/2015,2015,12,08:00
16/12/2015,2015,12,21:15
16/12/2015,2015,12,18:20
16/12/2015,2015,12,15:30
15/12/2015,2015,12,13:25
14/12/2015,2015,12,17:30
14/12/2015,2015,12,13:50
13/12/2015,2015,12,08:30
10/12/2015,2015,12,06:15
09/12/2015,2015,12,09:30
09/12/2015,2015,12,15:55
09/12/2015,2015,12,17:00
07/12/2015,2015,12,09:15
05/12/2015,2015,12,09:53
05/12/2015,2015,12,12:05
27/10/2016,2016,10,19:25
27/10/2016,2016,10,14:50
27/10/2016,2016,10,09:00
26/10/2016,2016,10,12:15
29/12/2015,2015,12,17:15
29/12/2015,2015,12,19:30
29/12/2015,2015,12,18:00
29/12/2015,2015,12,07:49
28/12/2015,2015,12,20:04
26/12/2015,2015,12,23:30
24/12/2015,2015,12,21:30
03/12/2015,2015,12,09:00
03/12/2015,2015,12,20:23
03/12/2015,2015,12,20:23
03/12/2015,2015,12,15:10
02/12/2015,2015,12,19:00
02/12/2015,2015,12,11:40
01/12/2015,2015,12,18:20
26/10/2016,2016,10,08:55
01/08/2017,2017,8,14:00
01/08/2017,2017,8,11:00
01/08/2017,2017,8,13:00
01/08/2017,2017,8,16:49
01/08/2017,2017,8,19:41
03/08/2017,2017,8,10:40
06/08/2017,2017,8,17:32
07/08/2017,2017,8,09:30
07/08/2017,2017,8,20:20
04/08/2017,2017,8,10:29
09/08/2017,2017,8,14:30
11/08/2017,2017,8,01:30
29/01/2016,2016,1,02:10
28/01/2016,2016,1,13:45
28/01/2016,2016,1,13:45
27/01/2016,2016,1,14:10
26/01/2016,2016,1,15:00
26/01/2016,2016,1,08:30
24/01/2016,2016,1,12:50
24/01/2016,2016,1,20:55
23/01/2016,2016,1,20:10
18/01/2016,2016,1,21:20
18/01/2016,2016,1,09:50
17/01/2016,2016,1,18:10
17/01/2016,2016,1,09:15
14/01/2016,2016,1,10:00
13/01/2016,2016,1,12:50
12/01/2016,2016,1,07:05
12/01/2016,2016,1,10:30
12/01/2016,2016,1,13:15
12/01/2016,2016,1,16:30
12/01/2016,2016,1,18:30
12/01/2016,2016,1,19:15
11/01/2016,2016,1,17:30
07/01/2016,2016,1,21:20
28/01/2016,2016,1,06:15
02/01/2016,2016,1,19:00
02/01/2016,2016,1,14:20
28/10/2016,2016,10,08:40
26/10/2016,2016,10,13:50
25/10/2016,2016,10,08:30
25/10/2016,2016,10,09:10
25/10/2016,2016,10,12:30
17/10/2016,2016,10,07:35
16/10/2016,2016,10,11:40
15/10/2016,2016,10,10:45
14/10/2016,2016,10,13:30
14/10/2016,2016,10,12:16
13/10/2016,2016,10,15:30
13/10/2016,2016,10,19:10
13/10/2016,2016,10,16:55
12/10/2016,2016,10,19:10
12/10/2016,2016,10,13:40
11/10/2016,2016,10,11:30
11/10/2016,2016,10,13:15
10/10/2016,2016,10,13:05
09/10/2016,2016,10,06:40
08/10/2016,2016,10,22:10
07/10/2016,2016,10,19:00
06/10/2016,2016,10,15:05
05/10/2016,2016,10,15:35
30/08/2017,2017,8,22:20
08/08/2017,2017,8,10:00
03/08/2017,2017,8,15:15
11/08/2017,2017,8,10:05
11/08/2017,2017,8,23:30
12/08/2017,2017,8,17:30
14/08/2017,2017,8,10:30
23/08/2017,2017,8,16:00
23/08/2017,2017,8,13:05
23/08/2017,2017,8,16:45
24/08/2017,2017,8,13:30
27/08/2017,2017,8,13:15
28/08/2017,2017,8,01:00
28/08/2017,2017,8,17:04
29/08/2017,2017,8,14:30
09/09/2017,2017,9,14:45
07/09/2017,2017,9,20:00
11/09/2017,2017,9,12:00
12/09/2017,2017,9,12:15
30/01/2016,2016,1,16:50
30/01/2016,2016,1,10:15
29/01/2016,2016,1,19:10
29/01/2016,2016,1,10:15
28/01/2016,2016,1,11:10
05/01/2016,2016,1,13:45
04/01/2016,2016,1,20:25
04/01/2016,2016,1,17:30
04/01/2016,2016,1,15:35
02/09/2017,2017,9,13:50
03/09/2017,2017,9,16:55
07/09/2017,2017,9,02:25
07/09/2017,2017,9,20:00
11/09/2017,2017,9,01:20
14/09/2017,2017,9,12:00
12/02/2016,2016,2,10:00
11/02/2016,2016,2,11:53
11/02/2016,2016,2,17:20
10/02/2016,2016,2,17:00
09/02/2016,2016,2,06:00
08/02/2016,2016,2,17:30
07/02/2016,2016,2,04:50
06/02/2016,2016,2,22:45
06/02/2016,2016,2,12:40
03/02/2016,2016,2,17:05
02/02/2016,2016,2,19:15
02/02/2016,2016,2,20:10
01/02/2016,2016,2,17:30
01/02/2016,2016,2,20:30
01/02/2016,2016,2,08:50
01/02/2016,2016,2,12:10
05/10/2016,2016,10,08:17
04/10/2016,2016,10,20:00
01/10/2016,2016,10,11:35
