EXERCICI,CODI_ORGANIC,ORGANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACIO,PRESSUPOST_INICIAL,MODIFICACIONS_CREDIT,CREDIT_DEFINITIU,OBLIGACIONS_RECONEGUDES,PAGAMENTS_LIQUIDS,PENDENTS_PAGAMENT,PERC_EXECUCIO
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,62300,"Maquinària, instal·lacions tècniques i utillatge.","Maquinària, instal·lacions tècniques i utillatge.",0,9785.87,9785.87,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",0,2010.42,2010.42,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0,568.7,568.7,4300.41,4300.41,0,756.18%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,"Arrendament maquinaria, instal·lacions i utillatge",10000,0,10000,493.68,493.68,0,4.94%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,0,0,506.13,506.13,0,
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22602,Publicitat i propaganda.,Publicitat i propaganda,19999.66,0,19999.66,722.01,722.01,0,3.61%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,1200501,Sous del Grup E interins,Sous grup AP interins,7572.34,0,7572.34,2704.45,2704.45,0,35.71%
2017,3U041,SERVEI DE CULTURA,3340,PROMOCIÓ CULTURAL,62500,MOBILIARIO,Mobiliari,0,2328.55,2328.55,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,15005,Productivitat 25% funcionaris carrera,Productivitat 25% funcionaris carrera,0,0,0,0,0,0,
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,15006,Productivitat 25% laborals,Paga productivitat 25%,1334.61,0,1334.61,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,1600003,Seguretat social personal laboral,Seguretat Social,24810.73,0,24810.73,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,1600005,Seguretat Social funcionari interi,Seguretat Social funcionari interi,0,0,0,0,0,0,
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,22699,Altres despeses diverses,Altres despeses diverses,10000,0,10000,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,48000,TRANSFERENCIAS CTES. A PARTICULARES,Premis concursos,3550,0,3550,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,62300,"Maquinària, instal·lacions tècniques i utillatge.","Maquinària, instal·lacions tècniques i utillatge.",0,6495.74,6495.74,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,62501,Mobiliari,Mobiliari,0,801.02,801.02,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,63300,"Maquinària,","Inversions de reposició en maquinària, instal.laicons tècniq",0,25000,25000,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",0,592.9,592.9,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,48000,TRANSFERENCIAS CTES. A PARTICULARES,Subvencions a entitats,20000,2950,22950,0,0,0,0%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,Arrendament material de transport,1000,0,1000,484,484,0,48.4%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,0,0,2634.03,2634.03,0,
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,1200101,Sous grup A2 interins,Sous grup A2 interins,0,0,0,4842.85,4842.85,0,
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,1200601,Triennis interins,Triennis interins,0,0,0,280.96,280.96,0,
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,1210001,Complement de destí interí,Complement de destí interí,0,0,0,2574.7,2574.7,0,
2017,3U041,SERVEI DE CULTURA,3342,ARTS ESCÈNIQUES,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,0,4605.78,4605.78,4674.24,4674.24,0,101.49%
2017,3U041,SERVEI DE CULTURA,3380,FESTES POPULARS,22602,Publicitat i propaganda.,Publicitat i propaganda,14000,3224.46,17224.46,8995.81,8995.81,0,52.23%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,15005,Productivitat 25% funcionaris carrera,Productivitat 25%,804.58,0,804.58,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,1600003,Seguretat social personal laboral,Seguretat social,23057.76,0,23057.76,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,1600005,Seguretat Social funcionari interi,Seguretat social interins,9053.05,0,9053.05,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0,1792.28,1792.28,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,22609,Activitats culturals i esportives,Activitats culturals i esportives,16500,2577.3,19077.3,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,22602,Publicitat i propaganda.,Publicitat i propaganda,7000,0,7000,768.64,768.64,0,10.98%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,2313,CIUTADANIA I CIVISME,1200101,Sous grup A2 interins,Seou grup A2 interins,12917.85,0,12917.85,4842.85,4842.85,0,37.49%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,1210303,Incapacitat temporal,Incapacitat temporal,0,0,0,35.55,35.55,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,15005,Productivitat 25% funcionaris carrera,Productivitat 25%,1379.28,0,1379.28,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,15006,Productivitat 25% laborals,Productivitat 25% Laboral,576.19,0,576.19,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,1600003,Seguretat social personal laboral,Seguretat social laboral,11276.38,0,11276.38,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,1600005,Seguretat Social funcionari interi,Seguretat social interins,28931.57,0,28931.57,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,114.61,114.61,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,21600,Equips per a processos d'informació.,Manteniment equips per a processos d'informació,1200,0,1200,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0,2501.98,2501.98,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,22199,Altres subministraments.,Altres subministraments.,0,2036.73,2036.73,145.5,145.5,0,7.14%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,22609,Activitats culturals i esportives,Activitats culturals i esportives,23000,4281,27281,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,0,0,28.63,28.63,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions.",0,0,0,120.75,120.75,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,1200101,Sous grup A2 interins,Sous grup A2,39106.7,0,39106.7,14403.57,14403.57,0,36.83%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,1210001,Complement de destí interí,Complement destí interins,14844.06,0,14844.06,5255.85,5255.85,0,35.41%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,1210031,Altres complements interins,Altres complements interins,1775.76,0,1775.76,628.74,628.74,0,35.41%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,1210101,Complement específic interí,Complement específic interins,31136.98,0,31136.98,11313.73,11313.73,0,36.34%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,13000,Retribucions bàsiques.,Retribucions bàsiques,15124.76,0,15124.76,5413.95,5413.95,0,35.8%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,3370,JOVENTUT,22602,Publicitat i propaganda.,Publicitat i propaganda,6000,0,6000,1482.25,0,1482.25,24.7%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9240,PARTICIPACIÓ CIUTADANA,22699,Altres despeses diverses,Altres despeses diverses,0,0,0,0,0,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,15006,Productivitat 25% laborals,Paga productivitat 25%,643.35,0,643.35,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,1600003,Seguretat social personal laboral,Seguretat social,11995.36,0,11995.36,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,173.41,173.41,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,20500,Arrendaments de mobiliari i estris,Arrendaments de mobiliari i estris,20000,0,20000,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,22602,Publicitat i propaganda.,Publicitat i propaganda,9000,0,9000,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,2269923,Altres despeses diverses. Quotes,Altres despeses diverses. Quotes,0,0,0,0,0,0,
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9240,PARTICIPACIÓ CIUTADANA,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0,832.48,832.48,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9240,PARTICIPACIÓ CIUTADANA,2269901,Altres despeses diverses,Altres despeses diverses,0,496.96,496.96,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,273.9,273.9,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,22699,Altres despeses diverses,Altres despeses diverses,0,510,510,0,0,0,0%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9240,PARTICIPACIÓ CIUTADANA,22602,Publicitat i propaganda.,Publicitat i propaganda,9000,0,9000,4346.33,3270.02,1076.31,48.29%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,13000,Retribucions bàsiques.,Remuneracions bàsiques,15124.76,0,15124.76,5344.09,5344.09,0,35.33%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,13002,Altres remuneracions.,Remunercaions bàsiques,22470.28,0,22470.28,7921.55,7921.55,0,35.25%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9240,PARTICIPACIÓ CIUTADANA,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,197.45,197.45,454.85,0,454.85,230.36%
2017,3U059,SERVEIS DE CIUTADANIA I DRETS CIVILS,9242,COOPERACIÓ INTERNACIONAL,48001,A FAMILIAS,Subvencions projectes de sensibilització,30000,0,30000,0,0,0,0%
2017,3U071,ÀMBIT DE POLÍTIQUES DE CIUTADANIA,2310,ACCIÓ SOCIAL,15006,Productivitat 25% laborals,Productivitat 25% laborals,0,0,0,0,0,0,
2017,3U071,ÀMBIT DE POLÍTIQUES DE CIUTADANIA,2310,ACCIÓ SOCIAL,1600003,Seguretat social personal laboral,Seguretat social personal laboral,0,0,0,0,0,0,
2017,3U071,ÀMBIT DE POLÍTIQUES DE CIUTADANIA,2313,CIUTADANIA I CIVISME,15006,Productivitat 25% laborals,Productivitat 25%,713.89,0,713.89,0,0,0,0%
2017,3U071,ÀMBIT DE POLÍTIQUES DE CIUTADANIA,2313,CIUTADANIA I CIVISME,1600003,Seguretat social personal laboral,Seguretat social personal laboral,13504.56,0,13504.56,0,0,0,0%
2017,3U072,"ÀMBIT DE POLÍTIQUES CULTURALS, D'ESPORT I EDUCACIÓ",9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,15006,Productivitat 25% laborals,25 % Productivitat,749.83,0,749.83,0,0,0,0%
2017,3U072,"ÀMBIT DE POLÍTIQUES CULTURALS, D'ESPORT I EDUCACIÓ",9206,SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES,1600003,Seguretat social personal laboral,Seguretat social laborals,13504.56,0,13504.56,0,0,0,0%
2017,3U073,SERVEI D'HABITATGE,9203,SERVEIS JURÍDICS,15006,Productivitat 25% laborals,Productivitat 25% laborals,587.06,0,587.06,0,0,0,0%
2017,3U073,SERVEI D'HABITATGE,9203,SERVEIS JURÍDICS,1600003,Seguretat social personal laboral,Seguretat social personal laboral,12687.28,0,12687.28,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,15005,Productivitat 25% funcionaris carrera,Productivitat 25% funcionaris,2705.91,0,2705.91,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,15006,Productivitat 25% laborals,Productivitat 25% laborals,990.1,0,990.1,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,1600003,Seguretat social personal laboral,Seguretat social personal laboral,17384.6,0,17384.6,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,52423.95,0,52423.95,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0,641.48,641.48,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,22199,Altres subministraments.,Altres subministraments.,0,1000.1,1000.1,363,363,0,36.3%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,22601,Atencions protocol·làries i representatives.,Atencions protocol·làries i representatives.,0,39.5,39.5,0,0,0,0%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,22001,"Premsa, revistes, llibres i altres publicacions.","Premsa, revistes, llibres i altres publicacions.",16500,34.29,16534.29,270,270,0,1.63%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,22602,Publicitat i propaganda.,Publicitat i propaganda,5000,0,5000,1695.44,1695.44,0,33.91%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos.",0,1460,1460,3521.5,3521.5,0,241.2%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,1200301,Sous del Grup C1 interins,Sous grup C1 interins,39934.76,0,39934.76,14544.6,14544.6,0,36.42%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,1200501,Sous del Grup E interins,Sous grup AP interins,15510.56,0,15510.56,966.24,966.24,0,6.23%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,1210303,Incapacitat temporal,Incapacitat temporal,0,0,0,460.15,460.15,0,
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,196.32,196.32,0,
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,22699,Altres despeses diverses,Altres despeses diverses,15168,0,15168,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1350,PROTECCIÓ CIVIL,15005,Productivitat 25% funcionaris carrera,25% Productivitat,492.45,0,492.45,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1350,PROTECCIÓ CIVIL,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,9434.49,0,9434.49,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1710,PARCS I JARDINS,15006,Productivitat 25% laborals,25% Productivitat,344.26,0,344.26,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1710,PARCS I JARDINS,1600003,Seguretat social personal laboral,Seguretat social,6636.55,0,6636.55,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1510,URBANISME,60900,OBRAS DE INVERSIONES,Obres inversió urbanització Solar,0,14605.98,14605.98,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1350,PROTECCIÓ CIVIL,1200101,Sous grup A2 interins,Sous grups A2 interins,13035.58,0,13035.58,4842.85,4842.85,0,37.15%
2017,3U082,BIBLIOTECA,3321,BIBLIOTEQUES PÚBLIQUES,22609,Activitats culturals i esportives,Activitats culturals i esportives,18000,1818.09,19818.09,2786.5,2786.5,0,14.06%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1521,PROMOCIÓ I GESTIÓ D'HABITATGE DE PROTECCIÓ PÚBLICA,25000,Trabaj realitzats per admones públic i altres entid. Públic,Treballs realitzats per altres entitats públiques. Encomanes,427310,84089.57,511399.57,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,1521,PROMOCIÓ I GESTIÓ D'HABITATGE DE PROTECCIÓ PÚBLICA,44900,Altres subv a ens públic i socied mercant de la Ent Local.,Subvenció estructura Proursa,203390.21,-84089.57,119300.64,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,1311.24,0,1311.24,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,15006,Productivitat 25% laborals,Paga productivitat 25%,1570.25,0,1570.25,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,1600002,Seguretat social personal funcionari de carrera,Seguretat social,10543.32,0,10543.32,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,1600003,Seguretat social personal laboral,Seguretat social,33873.7,0,33873.7,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,1600004,Seguretat Social personal directiu,Seguretat social directius,13788.6,0,13788.6,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,1600006,Seguretat Social de personal laboral temporal,Seguretat Social de personal laboral temporal,0,0,0,0,0,0,
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,62200,Edificis i altres construccions,Edificis i altres construccions edifici Sant Muç,0,18044.39,18044.39,0,0,0,0%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,22103,Combustibles i carburants.,Combustibles i carburants.,75000,0,75000,8751.95,8751.95,0,11.67%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,21400,Material de transport,"Reparacions, manteniment i conservació d'elements de transpo",58000,6898.37,64898.37,4654.5,4654.5,0,7.17%
2017,4U042,ÀREA DE SERVEIS TERRITORIALS,9200,SERVEIS GENERALS AREA SERVEIS TERRITORIALS,1310001,Laboral temporal per substitucions,Laboral temporal per substitucions,0,0,0,1219.96,1219.96,0,
2017,4U043,PLANIFICACIÓ,1510,URBANISME,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,509.38,0,509.38,0,0,0,0%
2017,4U043,PLANIFICACIÓ,1510,URBANISME,15006,Productivitat 25% laborals,Paga productivitat 25%,2977.02,0,2977.02,0,0,0,0%
2017,4U043,PLANIFICACIÓ,1510,URBANISME,1600003,Seguretat social personal laboral,Seguretat Social,57258.64,0,57258.64,0,0,0,0%
2017,4U043,PLANIFICACIÓ,1510,URBANISME,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,9748.44,0,9748.44,0,0,0,0%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,12001,Sous del Grup A2.,Sous del grup A2,9658.95,0,9658.95,0,0,0,0%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,667.52,0,667.52,0,0,0,0%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,15006,Productivitat 25% laborals,Paga productivitat 25%,602.92,0,602.92,0,0,0,0%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,1600002,Seguretat social personal funcionari de carrera,Seguretat Social,11072.15,0,11072.15,0,0,0,0%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,1600003,Seguretat social personal laboral,Seguretat Social,13438.12,0,13438.12,0,0,0,0%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","Reparacions, manteniment i conservació de maquinària, instal",4000,0,4000,0,0,0,0%
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,21900,Material tècnic,"Reparacions, manteniment i conservació d'altres inmovilitzat",100000,0,100000,0,0,0,0%
2017,4U043,PLANIFICACIÓ,1510,URBANISME,22706,Estudis i treballs tècnics.,Estudis i treballs tècnics.,75000,30383.39,105383.39,0,0,0,0%
2017,4U043,PLANIFICACIÓ,1510,URBANISME,22602,Publicitat i propaganda.,Publicitat i propaganda,4000,0,4000,210.54,210.54,0,5.26%
2017,4U043,PLANIFICACIÓ,1510,URBANISME,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,213.73,213.73,0,
2017,4U044,LLICÈNCIES,1511,LLICÈNCIES,22699,Altres despeses diverses,Altres despeses diverses,900,135.24,1035.24,0,0,0,0%
2017,4U045,PROJECTES I OBRES,1531,ACCÉS ALS NUCLIS DE POBLACIÓ,60912,OBRAS DE INVERSIONES,OBRAS DE INVERSIONES,0,93.1,93.1,0,0,0,0%
2017,4U045,PROJECTES I OBRES,1610,SANEJAMENT I ABASTAMENT AIGUA,60902,OBRAS DE INVERSIONES,Altres inv noves col.lector de la conca 3. Fase II,0,0,0,0,0,0,
2017,4U045,PROJECTES I OBRES,1650,ENLLUMENAT PÚBLIC,61900,Altres inver de reposic en infraest i béns dest a l'ús gral,Altres inv de reposició- Repar. enllumenat públic existent,0,0,0,0,0,0,
2017,4U045,PROJECTES I OBRES,1720,MEDI AMBIENT,60904,Altres invers noves en infraest i béns dest a l'ús gral,Altres inv noves riera Rubí,0,0,0,0,0,0,
2017,4U045,PROJECTES I OBRES,1650,ENLLUMENAT PÚBLIC,60902,OBRAS DE INVERSIONES,Altres inver nove.Enllumenat C/Sabadell amb la C-1413.PIFS24,0,3357.75,3357.75,0,0,0,0%
2017,4U045,PROJECTES I OBRES,1650,ENLLUMENAT PÚBLIC,61901,Altres inver de reposic en infraest i béns dest a l'ús gral,Altres inver de reposic.C/General Castaños.PIFS12,0,68908.88,68908.88,0,0,0,0%
2017,4U045,PROJECTES I OBRES,1710,PARCS I JARDINS,60902,OBRAS DE INVERSIONES,Altres inver noves. Projecte d'un nou parc infantil,0,4827.9,4827.9,0,0,0,0%
2017,4U045,PROJECTES I OBRES,1710,PARCS I JARDINS,61901,Altres inver de reposic en infraest i béns dest a l'ús gral,Altres inver de reposició. Parc Ca n'Oriol 1a fase,0,45935.76,45935.76,0,0,0,0%
2017,4U045,PROJECTES I OBRES,1710,PARCS I JARDINS,61902,Altres inver de reposic en infraest i béns dest a l'ús gral,Altres inver de reposició. Millora en 5 parcs infantils,0,4997.3,4997.3,0,0,0,0%
2017,4U045,PROJECTES I OBRES,4540,CAMINS VEINALS,15005,Productivitat 25% funcionaris carrera,Productivitat 25% funcionaris carrera,0,0,0,0,0,0,
2017,4U045,PROJECTES I OBRES,4540,CAMINS VEINALS,15006,Productivitat 25% laborals,Productivitat 25% laborals,0,0,0,0,0,0,
2017,4U045,PROJECTES I OBRES,4540,CAMINS VEINALS,1600003,Seguretat social personal laboral,Seguretat social personal laboral,0,0,0,0,0,0,
