Unidad Organizativa,Denominación,Gr/SGr,Nivel Comp. Dest.,RELACIO,1 SOU BASE,2 COMPL. DESTI,COMPLEMENT ESPECIFIC MENSUAL,9 C. PERSONAL,109 ASSISTENCIA ORGANS COL·LEGIATS,56 PP EXTRA ,TOTAL MENSUAL,SOU BASE (per càlcul pagues extres),IMPORT PAGA EXTRAORDINARIA (Abonada en 2 mensualitats ESTIU / NADAL),PAGA PRODUCTIVITAT 25%,PAGA VALORACIO 25%,SOU ANUAL,% JORNADA
U001 - ORGANS DE GOVERN,REGIDOR SENSE DEDICACIO,0,0,CSD,,,0,,1250,,1250,,,0,,15000,
U001 - ORGANS DE GOVERN,REGIDOR SENSE DEDICACIO,0,0,CSD,,,0,,1250,,1250,,,0,,15000,
U001 - ORGANS DE GOVERN,REGIDOR SENSE DEDICACIO,0,0,CSD,,,0,,1250,,1250,,,0,,15000,
U001 - ORGANS DE GOVERN,REGIDOR SENSE DEDICACIO,0,0,CSD,,,0,,1250,,1250,,,0,,15000,
U001 - ORGANS DE GOVERN,MEMBRE JUNTA PORTAVEUS ASSISTENCES,0,0,CSD,,,0,,1500,,1500,,,0,,18000,
U001 - ORGANS DE GOVERN,PORTAVEUS GRUP MUNICIPAL,0,0,DPP,2666.66,,0,,,,2666.66,,,0,,31999.92,53.33%
U001 - ORGANS DE GOVERN,PORTAVEUS GRUP MUNICIPAL,0,0,DPP,2666.66,,0,,,,2666.66,,,0,,31999.92,53.33%
U001 - ORGANS DE GOVERN,PORTAVEUS GRUP MUNICIPAL,0,0,DPP,2666.66,,0,,,,2666.66,,,0,,31999.92,53.33%
U001 - ORGANS DE GOVERN,PORTAVEUS GRUP MUNICIPAL,0,0,DPP,2666.66,,0,,,,2666.66,,,0,,31999.92,53.33%
U001 - ORGANS DE GOVERN,ADJUNT A PORTAVEUS GRUP MUNICIPAL,0,0,DPA,1250,,0,,,,1250,,,0,,15000,26.66%
U008 - ACCIÓ INSTITUCIONAL,SECRETARI/A ALCALDE/SSA,C1,14,FI,720.02,305.01,1707.82,,,,2732.85,622.3,2635.13,697.67,,38762.06,100%
U017 - RECURSOS HUMANS,TÈCNIC PREVENCIÓ RISCOS LABORALS,C2,16,FI,599.25,349.93,1689.07,,,,2638.25,593.79,2632.79,655.67,,37580.21,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,ADMINISTRATIU,C1,14,FI,720.02,305.01,1475.65,,,,2500.68,622.3,2402.96,642.61,,35456.73,100%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,TEC. INFORMATIC,C1,16,FI,720.02,349.93,1464.65,,,,2534.6,622.3,2436.88,650.64,,35939.66,100%
U019 - OAC,AUX. ADMINISTRATIU OAC,C2,13,FI,599.25,282.53,636.33,,,,1518.11,593.79,1512.65,401.97,,21644.61,100%
U022 - SERVEIS JURIDICS INTERNS,CAP REPRESENTACIÓ I DEF. JURIDIC,A1,28,FI,1109.05,832.4,3042.84,,,,4984.29,684.36,4559.6,1251.8,,70182.54,100%
U022 - SERVEIS JURIDICS INTERNS,T.A.G.,A1,30,FI,1109.05,968.75,2913.78,,,,4991.58,684.36,4566.89,1283.71,,70316.45,100%
U022 - SERVEIS JURIDICS INTERNS,T.A.G.,A1,22,FI,1109.05,509.84,993.32,,,,2612.21,684.36,2187.52,699.02,,36420.54,100%
U026 - TRESORERIA,ADMINISTRATIU,C1,22,FI,720.02,509.84,1880.34,,,,3110.2,622.3,3012.48,799.37,,44146.75,100%
U027 - SECRETARIA GENERAL,ADMINISTRATIU,C1,14,FI,720.02,305.01,752.2,,,,1777.23,622.3,1679.51,476.98,,25162.77,100%
U027 - SECRETARIA GENERAL,VICESECRETARI GENERAL,A2,28,FI,958.98,832.4,3355.97,,,,5147.35,699.38,4887.75,1416.14,,72959.79,100%
U028 - ARXIU,AUX. ADMINISTRATIU,C2,12,FI,599.25,260.07,613.23,,,,1472.55,593.79,1467.09,387.1,,20991.9,100%
U029 - INTERVENCIÓ,INTERVENTOR GENERAL,A1,30,FI,1109.05,968.75,3800.66,,,,5878.46,684.36,5453.77,1484.1,,82933.23,100%
U031 - ÀREA DE COHESIÓ SOCIAL I SERVEIS A LES PERSONES,ADMINISTRATIU,C1,14,FI,720.02,305.01,1016.26,13.8,,,2055.09,622.3,1957.37,566.58,,29142.34,100%
U050 - MOBILITAT,TEC. AUXILIAR MOBILITAT,C1,20,FI,720.02,439.7,2886.19,170.33,,,4216.23,622.3,4118.51,1049.5,,59881.35,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,ADMINISTRATIU,C1,14,FI,720.02,305.01,1144.32,,,,2169.35,622.3,2071.63,582.12,,30757.6,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1433.17,,,,2382.35,593.79,2233.72,567.47,944.5,34567.59,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1421.74,,,,2370.92,593.79,2222.29,544.5,944.5,34384.57,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1421.74,,,,2370.92,593.79,2222.29,544.51,944.5,34384.59,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1448.15,,,,2397.33,593.79,2229.86,554.39,944.5,34726.53,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1428.92,,,,2378.1,593.79,2229.47,558.33,944.5,34498.93,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1436.15,,,,2385.33,593.79,2236.7,577.71,944.5,34619.58,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1961.82,,,,2911,593.79,2743.53,559.25,944.5,41922.82,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1447.28,,,,2396.46,593.79,2228.99,554.21,944.5,34714.26,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1495.24,,,,2444.42,593.79,2276.95,596.63,944.5,35428.01,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1448.69,13.86,,,2411.73,593.79,2244.26,557.8,944.5,34931.63,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1421.74,,,,2370.92,593.79,2222.29,544.51,944.5,34384.59,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1449.12,13.86,,,2412.16,593.79,2244.69,557.94,944.5,34937.74,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1421.74,,,,2370.92,593.79,2222.29,544.5,944.5,34384.57,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1462.52,,,,2411.7,593.79,2225.38,545.26,944.5,34880.96,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1465,,,,2414.18,593.79,2227.86,545.81,944.5,34916.25,100%
U033 - SERVEIS SOCIALS,EDUCADOR SOCIAL,A2,16,L,936.31,349.93,1010.92,,,,2297.16,,2297.16,593.4,,32753.65,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1949.61,,,,2898.79,593.79,2731.32,677.46,944.5,41870.1,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1425.22,28.28,,,2402.68,593.79,2198.83,547.03,944.5,34721.29,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1464.15,29.7,,,2443.03,593.79,2256.65,552.66,944.5,35326.83,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1618.53,,,,2567.71,593.79,2400.24,586.75,944.5,37144.27,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1419.38,,,,2368.56,593.79,2164.71,530.85,944.5,34227.49,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1424.13,,,,2373.31,593.79,2224.68,549.11,944.5,34422.74,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1445.91,24.99,,,2420.08,593.79,2252.61,551.74,944.5,35042.44,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FI,599.25,349.93,1428.92,,,,2378.1,593.79,2229.47,558.33,944.5,34498.95,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FI,599.25,394.79,1930.79,41.28,,,2966.11,593.79,2744.03,676.17,1087.04,42844.61,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FI,599.25,394.79,2574.66,,,,3568.7,593.79,3346.62,823.18,1087.04,51427.87,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FI,599.25,394.79,1776.9,,,,2770.94,593.79,2529.36,617.12,1087.04,40014.16,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FI,599.25,394.79,1765.93,,,,2759.97,593.79,2537.89,635.34,1087.04,39917.81,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FI,599.25,394.79,1752.56,29.7,,,2776.3,593.79,2554.22,623.02,1087.04,40134.1,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,INSPECTOR EN CAP POLICIA LOCAL,A2,26,FI,958.98,698.2,2788.98,,,,4446.16,699.38,3953.17,1066.75,1501.61,63828.6,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,INSPECTOR POLICIA LOCAL,A2,26,FI,958.98,698.2,2712.58,,,,4369.76,699.38,3876.77,993.91,1500.31,62684.9,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,RESPONSABLE ADMINISTRATIU,C1,22,FI,720.02,509.84,1268.39,,,,2498.25,622.3,2400.53,678.3,,35458.33,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,SERGENT,C1,20,FI,720.02,439.7,2062.77,60.07,,,3282.56,622.3,2944.89,762.98,1180.64,47224.07,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,SERGENT,C1,20,FI,720.02,439.7,2026.76,41.28,,,3227.76,622.3,2890.09,690.54,1180.64,46384.46,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,SERGENT,C1,20,FI,720.02,439.7,2040.7,60.07,,,3260.49,622.3,2922.82,769.85,1180.64,46922.01,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,SERGENT,C1,20,FI,720.02,439.7,2050.03,60.07,,,3269.82,622.3,2932.15,728.71,1180.64,47011.46,100%
U052 - SERVEIS MUNICIPALS I MEDI AMBIENT,ENGINYER TÈCNIC,A2,20,FI,958.98,439.7,2261.89,,,,3660.57,699.38,3400.97,1298.26,,52027.05,100%
U052 - SERVEIS MUNICIPALS I MEDI AMBIENT,TÈCNIC MIG,A2,20,FI,958.98,439.7,1485.04,128.49,,,3012.2,699.38,2752.6,781.86,,42433.48,100%
U054 - CEMENTIRI,CAP CEMENTIRI,C1,16,FI,720.02,349.93,1173.87,,,,2243.82,622.3,2146.1,593.76,,31811.82,100%
U019 - OAC,RESPONSABLE OFICINA OAC,C1,22,FN,720.02,509.84,1599.33,,,,2829.19,622.3,2434.06,654.27,,39472.63,100%
U026 - TRESORERIA,TRESORER,A1,30,FN,1109.05,968.75,3120.22,,,,5198.02,684.36,4773.33,787.45,,72710.35,100%
U027 - SECRETARIA GENERAL,SECRETARI GENERAL,A1,30,FN,1109.05,968.75,3799.67,,,,5877.47,684.36,5452.78,787.45,,82222.65,100%
U046 - ÀMBIT D'ESPAI PÚBLIC,COORD. ÀMBIT OBRES I ESPAI PÚBLIC,A1,28,FN,1109.05,832.4,1613.82,,,,3555.27,684.36,3130.58,852.32,,49776.69,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1454.91,,,,2404.09,593.79,2217.77,531.34,944.5,34760.51,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1469.44,,,,2418.62,593.79,2242.42,579.13,944.5,35031.9,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1361.11,,,,2310.29,593.79,2161.66,548.29,944.5,33539.63,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1411.08,,,,2360.26,593.79,2211.63,525.79,944.5,34216.66,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1355.11,,,,2304.29,593.79,2155.66,516.57,944.5,33423.93,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1461.68,13.86,,,2424.72,593.79,2238.4,544.27,944.5,35062.21,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1465.53,,,,2414.71,593.79,2238.51,580.1,944.5,34978.11,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1411.08,,,,2360.26,593.79,2211.63,525.79,944.5,34216.66,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1463.93,,,,2413.11,593.79,2226.79,545.57,944.5,34900.97,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1409.75,,,,2358.93,593.79,2210.3,521.45,944.5,34193.71,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1434.67,,,,2383.85,593.79,2235.22,569.38,944.5,34590.49,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1458.13,,,,2407.31,593.79,2231.11,556.69,944.5,34851.14,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1458.23,,,,2407.41,593.79,2221.09,532.09,944.5,34807.74,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1411.6,,,,2360.78,593.79,2212.15,525.93,944.5,34224.09,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1352.44,,,,2301.62,593.79,2152.99,507.83,944.5,33377.74,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1430.29,,,,2379.47,593.79,2230.84,560.24,944.5,34520.05,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1353.78,,,,2302.96,593.79,2154.33,512.23,944.5,33400.97,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1412,,,,2361.18,593.79,2212.55,530.09,944.5,34233.85,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1429.87,,,,2379.05,593.79,2230.42,560.15,944.5,34514.11,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1421.31,,,,2370.49,593.79,2221.86,532.28,944.5,34366.43,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1402.32,,,,2351.5,593.79,2202.87,527.8,944.5,34096.04,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1400.92,,,,2350.1,593.79,2201.47,523.4,944.5,34071.97,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1402.72,,,,2351.9,593.79,2203.27,486.78,944.5,34060.61,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1332.91,,,,2282.09,593.79,2019.81,396.33,944.5,32765.53,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1457.12,,,,2406.3,593.79,2238.5,574.23,944.5,34871.27,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1413.99,,,,2363.17,593.79,2214.54,530.55,944.5,34262.24,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1410.28,,,,2359.46,593.79,2210.83,555.36,944.5,34235.02,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1462.11,,,,2411.29,593.79,2224.97,545.17,944.5,34875.02,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1452.12,13.59,,,2414.89,593.79,2228.51,537.9,944.5,34918.1,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1432.21,13.86,,,2395.24,593.79,2246.61,563.88,944.5,34744.54,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1332.83,,,,2282.01,593.79,2019.73,396.33,944.5,32764.41,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1390.66,,,,2339.84,593.79,2153.46,507.97,944.5,33837.46,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1332.91,,,,2282.09,593.79,2019.81,396.33,944.5,32765.53,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1411.59,,,,2360.77,593.79,2212.14,525.93,944.5,34224,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,299.63,174.97,678.36,,,,1152.95,296.9,1078.63,277.64,472.25,16742.53,50%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1407.1,,,,2356.28,593.79,2207.32,532.89,944.5,34167.39,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1423.16,,,,2372.34,593.79,2223.71,558.42,944.5,34418.42,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1352.44,,,,2301.62,593.79,2152.99,507.83,944.5,33377.79,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1430.29,,,,2379.47,593.79,2230.84,560.24,944.5,34520.05,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,AGENT,C2,16,FN,599.25,349.93,1332.83,,,,2282.01,593.79,2019.73,396.33,944.5,32764.41,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FN,599.25,394.79,2295.05,,,,3289.09,593.79,3011.87,743.65,1087.04,47323.51,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FN,599.25,394.79,1747.91,,,,2741.95,593.79,2519.87,616.84,1087.04,39647.05,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FN,599.25,394.79,1750.15,,,,2744.19,593.79,2522.11,603.29,1087.04,39664.82,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FN,599.25,394.79,1713.36,,,,2707.4,593.79,2485.32,596.55,1087.04,39142.99,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FN,599.25,394.79,1712.57,,,,2706.61,593.79,2484.53,594.39,1087.04,39129.88,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FN,599.25,394.79,1700.42,,,,2694.46,593.79,2472.38,587.42,1087.04,38952.71,100%
U051 - SEGURETAT CIUTADANA I PROTECCIO CIVIL,CAPORAL,C2,18,FN,599.25,394.79,1715.1,,,,2709.14,593.79,2487.06,594.95,1087.04,39165.86,100%
U003 - OFICINA D'ESTUDIS I PLANIFICACIÓ,TÈCNIC MIG GESTIO,A2,16,IN,958.98,349.93,716.61,,,,2025.52,699.38,1765.92,483.32,,28321.38,100%
U009 - COMUNICACIÓ,TÈCNIC MIG,A2,16,IN,958.98,349.93,1107.23,,,,2416.14,699.38,2156.54,600.14,,33906.96,100%
U014 - PROMOCIÓ ECONÒMICA,CAP SERVEI PROMOCIO ECONOMICA,A1,26,IN,1109.05,698.2,1733.25,,,,3540.5,684.36,3115.81,720.28,,49437.9,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,ADMINISTRATIU,C1,14,IN,720.02,305.01,793.67,,,,1818.7,622.3,1720.98,458.63,,25725.05,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,TEC. MIG PROM. ECONOMICA,A2,16,IN,958.98,349.93,784.56,,,,2093.47,699.38,1833.87,491.39,,29280.8,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,TEC. MIG SERV. EMPRESES,A2,16,IN,958.98,349.93,753.93,,,,2062.84,349.69,1453.55,516.31,,28177.53,100%
U015 - OFICINA DE SERVEI A L'EMPRESA,TEC. MIG SERV. EMPRESES,A2,16,IN,958.98,349.93,823.75,,,,2132.66,699.38,1873.06,554.03,,29892.04,100%
U016 - COMERÇ,TÈCNIC MIG POLÍTICA LINGÜÍSTICA,A2,20,IN,958.98,439.7,985.53,,,,2384.21,699.38,2124.61,568.44,,33428.22,100%
U016 - COMERÇ,TECNICA COMERÇ,A2,16,IN,958.98,349.93,708.84,,,,2017.75,699.38,1758.15,455.21,,28184.51,100%
U017 - RECURSOS HUMANS,AUX. ADMINISTRATIU,C2,12,IN,599.25,260.07,473.95,,,,1333.27,593.79,1327.81,309.58,,18964.44,100%
U017 - RECURSOS HUMANS,AUX. ADMINISTRATIU,C2,12,IN,599.25,260.07,473.92,,,,1333.24,593.79,1327.78,319.5,,18973.94,100%
U017 - RECURSOS HUMANS,TÈCNIC MIG RRHH,A2,16,IN,958.98,349.93,1215.04,,,,2523.95,699.38,2264.35,546.63,,35362.73,100%
U017 - RECURSOS HUMANS,TÈCNIC MIG RRHH,A2,16,IN,958.98,349.93,744.25,,,,2053.16,699.38,1793.56,470.91,,28695.9,100%
U017 - RECURSOS HUMANS,TECNIC SUPERIOR RECURSOS HUMANS,A1,22,IN,887.24,407.87,993.8,,,,2288.91,456.26,1857.94,564.56,,31747.41,80%
U018 - INFORMÀTICA I ATENCIÓ A LA CIUTADANIA,TEC. INFORMATIC,C1,14,IN,720.02,305.01,607.61,,,,1632.64,622.3,1534.92,382.15,,23043.63,100%
