Estat,Data registre,Data Baixa,Tipus d'identificació,Identificador,Espècie,Sexe,Mida,Data Naixement,Nom,Esterilitzat,Raça,Perillós,Gos d'assistència,Municipi
Baixa per mort,12/01/2008,29/05/2014,XIP,967000001013138,Gos,Mascle,Petit,24/08/2004,Xip,No,basset hound,No,No,Rubí
Vigent,28/11/2008,,XIP,981098102148211,Gos,Mascle,Gran,14/04/2008,Seth,No,retriever del Labrador,No,No,Rubí
Vigent,25/11/2008,,XIP,981098102009247,Gos,Femella,Petit,03/12/2008,Paty,No,terrier de yorkshire ,No,No,Rubí
Vigent,20/11/2008,,XIP,941000003252872,Gos,Femella,Mitjà,09/09/2008,Kyra,No,bulldog francès,No,No,Rubí
Vigent,18/11/2008,,XIP,981098100889926,Gos,Femella,Mitjà,07/11/2007,Nit,No,cocker spaniel americà,No,No,Rubí
Vigent,11/04/2008,,XIP,941000002613372,Gos,Mascle,Mitjà,16/07/2008,Javan de los Huesos,No,bulldog francès,No,No,Rubí
Vigent,20/10/2008,,XIP,93800000310266,Fura,Mascle,Petit,15/06/2008,Rosco,No,fura,No,No,Rubí
Vigent,24/09/2008,,XIP,977200005613740,Gos,Femella,Gran,05/09/2007,Sasha,No,golden retriever,No,No,Rubí
Vigent,24/09/2008,,XIP,977200005003644,Gos,Femella,Petit,03/09/2004,Nuca,No,,No,No,Rubí
Vigent,16/09/2008,,XIP,981098100540063,Gos,Femella,Mitjà,19/10/2006,Dana,No,cocker spaniel americà,No,No,Rubí
Vigent,09/08/2008,,XIP,941000002702112,Gos,Mascle,Mitjà,22/05/2008,Tyson,No,bulldog francès,No,No,Rubí
Vigent,29/08/2008,,XIP,985120031017118,Gos,Mascle,Mitjà,07/04/2008,Nano,No,bulldog francès,No,No,Rubí
Vigent,29/08/2008,,XIP,953000000693973,Gos,Femella,Mitjà,08/06/2006,Michelle,No,bulldog francès,No,No,Rubí
Vigent,29/08/2008,,XIP,941000002033945,Gos,Mascle,Mitjà,17/03/2007,Otto,No,bulldog francès,No,No,Rubí
Vigent,27/08/2008,,XIP,981098100681183,Gos,Mascle,Mitjà,20/05/2007,Yoko,No,bull terrier,No,No,Rubí
Vigent,27/08/2008,,XIP,147968183A,Gos,Femella,Mitjà,04/01/2005,Milka,No,cocker spaniel anglès,No,No,Rubí
Vigent,27/08/2008,,XIP,941000001162687,Gos,Femella,Mitjà,05/05/2006,Nikita,No,bulldog francès,No,No,Rubí
Vigent,27/08/2008,,XIP,147963221A,Gos,Femella,Mitjà,11/12/2002,Estopa,No,caniche,No,No,Rubí
Vigent,25/08/2008,,XIP,724098100388839,Gos,Mascle,Gran,03/02/2003,Duke,No,pastor alemany,No,No,Rubí
Vigent,25/08/2008,,XIP,724098101141778,Gos,Mascle,Mitjà,12/01/2000,Plisken,No,indefinit,No,No,Rubí
Vigent,18/08/2008,,XIP,724098100581500,Gos,Femella,Gran,13/03/2004,Jokelcan Bruma Kira,No,retriever del Labrador,No,No,Rubí
Vigent,08/11/2008,,XIP,963000000208274,Gos,Mascle,Mitjà,01/06/1996,Dau,No,beagle,No,No,Rubí
Vigent,08/08/2008,,XIP,981098100966336,Gos,Femella,Mitjà,15/08/2007,Kira,No,indefinit,No,No,Terrassa
Vigent,08/08/2008,,XIP,981098100967770,Gos,Mascle,Gran,10/07/2007,Yako,No,pastor alemany,No,No,Rubí
Modificacio,31/07/2008,07/08/2015,XIP,941000002280340,Gos,Mascle,,12/03/2007,Neo,No,bulldog francès,No,No,Sant Joan Despí
Vigent,29/07/2008,,XIP,981098100983042,Gos,Femella,Mitjà,08/01/2007,Kala,No,indefinit,No,No,Rubí
Vigent,26/07/2008,,XIP,977200004299716,Gos,Femella,Mitjà,10/12/2001,Blanca,No,fox terrier,No,No,Rubí
Vigent,22/07/2008,,XIP,981098100991778,Gos,Femella,Mitjà,02/11/2008,Nora,No,cocker spaniel anglès,No,No,Rubí
Baixa del cens,22/07/2008,02/10/2014,XIP,941000002625186,Gos,Mascle,Mitjà,27/12/2007,Ator,No,indefinit,No,No,Rubí
Vigent,16/07/2008,,XIP,981098102002396,Gos,Mascle,Petit,23/12/2007,Cobi,No,schnauzer miniatura,No,No,Rubí
Vigent,07/11/2008,,XIP,94100002862150,Gos,Mascle,Gran,05/12/2000,Tobi,No,pastor alemany,No,No,Rubí
Vigent,07/07/2008,,XIP,985120031588505,Gos,Mascle,Mitjà,19/10/2006,Papucho,No,,No,No,Rubí
Vigent,25/06/2008,,XIP,941000002620161,Gos,Mascle,Petit,01/12/2008,Otto,No,carlí (pug),No,No,Rubí
Vigent,16/06/2008,,XIP,981098100617612,Gos,Femella,Mitjà,07/05/2007,Chiqui,No,beagle,No,No,Rubí
Vigent,06/07/2008,,XIP,724098100131136,Gos,Mascle,Gran,15/07/1999,Niko,No,samoiede,No,No,Rubí
Baixa per mort,06/06/2008,03/01/2016,XIP,724098100730554,Gos,Mascle,Petit,13/07/2004,Lucky,No,bichon maltès,No,No,Rubí
Vigent,06/02/2008,,Tatuatge,CXP382,Gos,Femella,Gran,14/04/2008,Xena,No,pastor alemany,No,No,Rubí
Vigent,22/05/2008,,XIP,977200004373734,Gos,Mascle,Gran,01/01/2003,Vincent,No,pastor alemany,No,No,Rubí
Vigent,19/05/2008,,XIP,981098102008171,Gos,Mascle,Mitjà,03/10/2008,Curtis,No,,No,No,Rubí
Vigent,13/05/2008,,XIP,724098100556887,Gos,Mascle,Petit,08/09/2004,Momo,No,,No,No,Rubí
Vigent,05/07/2008,,XIP,941000002147094,Gos,Femella,Mitjà,21/10/2006,Lur,No,beagle,No,No,Rubí
Vigent,05/07/2008,,XIP,985120031613606,Gos,Femella,Mitjà,03/11/2005,Atena,No,spaniel breton,No,No,Rubí
Vigent,24/04/2008,,XIP,941000002511415,Fura,Femella,Petit,29/09/2007,Akane,No,fura,No,No,Rubí
Vigent,04/09/2008,,XIP,985120031571864,Gos,Femella,Gran,08/04/2007,Baba,No,bòxer,No,No,Rubí
Vigent,04/04/2008,,XIP,981098100618352,Gos,Femella,Petit,15/11/2007,Tina,No,schnauzer miniatura,No,No,Rubí
Vigent,04/04/2008,,XIP,941000001475052,Gos,Mascle,Gran,28/05/2006,Tocho,No,dog canari,No,No,Rubí
Vigent,04/04/2008,,XIP,985120030877123,Gos,Femella,Mitjà,21/01/2008,Shelly,No,indefinit,No,No,Rubí
Vigent,04/01/2008,,XIP,985120031174532,Gos,Mascle,Mitjà,01/12/2007,Turco,No,,No,No,Rubí
Vigent,19/03/2008,,XIP,985120030907422,Gos,Femella,Mitjà,10/02/2007,Nany,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,19/03/2008,,XIP,981098100617776,Gos,Mascle,Gran,07/02/2007,Rayto,No,,No,No,Rubí
Vigent,18/03/2008,,XIP,400A6B4630,Gos,Mascle,Gran,29/07/1998,Drak,No,rottweiler,Si,No,Rubí
Vigent,13/03/2008,,XIP,9851000100043310,Gos,Mascle,Petit,20/11/2000,Niko,No,pequinès,No,No,Rubí
Vigent,16/02/2008,,XIP,982009105151771,Gos,Mascle,Gran,18/01/2007,Kavik,No,gos llop txecoslovac ,No,No,Rubí
Vigent,02/08/2008,,XIP,724098100524700,Gos,Femella,Gran,27/06/2003,Numa,No,pastor alemany,No,No,Rubí
Vigent,02/07/2008,,XIP,724098101198142,Gos,Mascle,Gran,06/01/2001,Jacko,No,pit bull terrier,Si,No,Rubí
Vigent,02/04/2008,,XIP,977200007009438,Gos,Mascle,Gran,10/01/2007,Ducky,No,indefinit,No,No,Rubí
Vigent,30/01/2008,,XIP,981098100939031,Gos,Mascle,Gran,01/02/2007,Laky,No,gos d'atura,No,No,Rubí
Vigent,25/01/2008,,XIP,724098101236156,Gos,Femella,Gran,02/12/2004,Nora,No,,No,No,Rubí
Vigent,24/01/2008,,XIP,941000000654020,Gos,Femella,Gran,20/03/2006,Africa,No,retriever del Labrador,No,No,Rubí
Vigent,24/01/2008,,XIP,985120021310468,Gos,Femella,Gran,11/04/2004,Koda,No,retriever del Labrador,No,No,Rubí
Vigent,01/11/2008,,XIP,981098100932098,Gos,Femella,Gran,14/08/2007,Kyra,No,indefinit,No,No,Rubí
Vigent,01/08/2008,,XIP,941000002489929,Gos,Femella,Gran,29/09/2007,Mya,No,terrier Staffordshire americà,Si,No,Rubí
Vigent,01/03/2008,,XIP,977200005447183,Gos,Mascle,Mitjà,29/06/2007,Golfo,No,indefinit,No,No,Rubí
Vigent,18/12/2007,,XIP,981098100930948,Gos,Mascle,Petit,25/07/2007,Nino,No,terrier de yorkshire ,No,No,Rubí
Vigent,13/12/2007,,XIP,985120018995610,Gos,Femella,Petit,25/11/2003,Noa,No,bichon maltès,No,No,Rubí
Vigent,12/06/2007,,XIP,981098100541977,Gos,Femella,Gran,15/05/1997,Lacky,No,pastor alemany,No,No,Rubí
Vigent,12/06/2007,,XIP,981098100540234,Gos,Mascle,Gran,01/12/1998,Tatu,No,,No,No,Rubí
Vigent,28/09/2007,,XIP,724098101248977,Gos,Mascle,Mitjà,20/04/2001,Terry,No,pinscher,No,No,Rubí
Vigent,27/09/2007,,XIP,977200004351743,Gos,Mascle,Mitjà,04/10/2005,Rio,No,,No,No,Rubí
Vigent,27/09/2007,,XIP,724098101035377,Gos,Mascle,Mitjà,31/05/1999,Marley,No,bobtail,No,No,Rubí
Vigent,25/09/2007,,XIP,953000000902210,Gos,Mascle,Gran,17/07/2007,Jack,No,bòxer,No,No,Rubí
Vigent,24/09/2007,,XIP,981098100502797,Gos,Femella,Mitjà,21/03/2006,Zompitta,No,rottweiler,Si,No,Rubí
Vigent,24/09/2007,,XIP,941000000664527,Gos,Femella,Mitjà,01/01/2003,Cuca,No,indefinit,No,No,Rubí
Vigent,24/09/2007,,XIP,941000000704516,Gos,Femella,Petit,10/11/2006,Chiqui,No,husky siberià,No,No,Rubí
Vigent,21/09/2007,,XIP,977200001740852,Gos,Femella,Mitjà,10/01/2001,Viola,No,podenc andalús,No,No,Terrassa
Modificacio,21/09/2007,21/09/2007,XIP,977200001740852,Gos,Femella,Mitjà,10/01/2001,Viola,No,podenc andalús,No,No,Terrassa
Vigent,21/09/2007,,XIP,977200007190619,Gos,Femella,Mitjà,20/04/2006,Chispa,No,podenc andalús,No,No,Rubí
Vigent,21/09/2007,,XIP,977200007193712,Gos,Mascle,Mitjà,26/11/2006,JB,No,indefinit,No,No,Rubí
Vigent,21/09/2007,,XIP,977200001638439,Gos,Femella,Mitjà,09/06/2001,Magi ,No,indefinit,No,No,Rubí
Vigent,19/09/2007,,XIP,985120030887211,Gos,Mascle,Mitjà,25/05/2006,Emric,No,pastor alemany,No,No,Rubí
Vigent,17/09/2007,,XIP,981098100619437,Gos,Mascle,Gran,07/01/2005,Rocky,No,,No,No,Rubí
Vigent,09/05/2007,,XIP,977200004105369,Gos,Femella,Gran,21/12/2005,Gretel,No,,No,No,Rubí
Vigent,09/03/2007,,XIP,941000002224427,Gos,Mascle,Mitjà,27/12/2006,Bidu,No,teckel de pèl dur,No,No,Rubí
Vigent,22/08/2007,,XIP,941000001364286,Gos,Mascle,Petit,11/11/2006,Scoot,No,terrier blanc de West Highland,No,No,Rubí
Vigent,17/08/2007,,XIP,941000001955584,Gos,Mascle,Petit,27/02/2007,Zorrito,No,indefinit,No,No,Rubí
Vigent,17/08/2007,,XIP,985120014817343,Gos,Mascle,Gran,14/07/2003,Trueno,No,bòxer,No,No,Rubí
Vigent,08/03/2007,,XIP,985120030886594,Gos,Mascle,Petit,19/03/2006,Oker,No,caniche,No,No,Rubí
Vigent,26/07/2007,,XIP,985120030952354,Gos,Mascle,Gran,01/03/2007,Thor,No,pastor alemany,No,No,Rubí
Modificacio,26/07/2007,26/07/2007,XIP,985120030952354,Gos,Mascle,Gran,01/03/2007,Thor,No,pastor alemany,No,No,Rubí
Vigent,26/07/2007,,XIP,985100008260167,Gos,Femella,Gran,19/05/1997,Duna,No,pastor alemany,No,No,Rubí
Modificacio,25/07/2007,25/07/2007,XIP,977200005471892,Gos,Mascle,Gran,19/11/2006,Duc,No,bòxer atigrat,No,No,Rubí
Vigent,25/07/2007,,XIP,977200005471892,Gos,Mascle,Gran,19/11/2006,Duc,No,bòxer atigrat,No,No,Rubí
Vigent,25/07/2007,,XIP,981098100584133,Gos,Mascle,Petit,06/01/2005,Galan,No,,No,No,Rubí
Vigent,22/07/2007,,XIP,977200005669095,Gos,Femella,Mitjà,06/03/2006,Kashba,No,dòberman,Si,No,Rubí
Vigent,19/07/2007,,XIP,981098100841735,Gos,Mascle,Mitjà,23/07/2006,Winnie,No,terrier de yorkshire ,No,No,Rubí
Vigent,19/07/2007,,XIP,985120022374064,Gos,Mascle,Mitjà,05/09/2006,Truskey,No,bulldog anglès,No,No,Rubí
Modificacio,17/07/2007,17/07/2007,XIP,985120021931322,Gos,Mascle,Gran,21/09/2004,Red,No,setter irlandès,No,No,Barcelona
Vigent,17/07/2007,,XIP,985120021931322,Gos,Mascle,Gran,21/09/2004,Red,No,setter irlandès,No,No,Barcelona
Baixa del cens,07/09/2007,07/09/2007,XIP,977200005556333,Gos,Mascle,Gran,06/06/2006,Axel,No,pit bull terrier,Si,No,Rubí
Vigent,07/09/2007,,XIP,985100010373546,Gos,Femella,Mitjà,04/01/2003,Piba,No,pit bull terrier,Si,No,Rubí
Vigent,07/09/2007,,XIP,977200005556333,Gos,Mascle,Gran,06/06/2006,Axel,No,pit bull terrier,Si,No,Rubí
Vigent,07/04/2007,,XIP,941000000272603,Gos,Femella,Petit,26/03/2007,Ona,No,caniche,No,No,Rubí
Baixa per mort,27/06/2007,07/10/2015,XIP,977200005507815,Gos,Femella,Petit,04/02/2007,Runa,No,beagle,No,No,Rubí
Vigent,22/06/2007,,XIP,941000000729519,Gos,Mascle,Mitjà,07/01/1998,Charlie,No,caniche,No,No,Rubí
Vigent,22/06/2007,,XIP,985100005660751,Gos,Mascle,Mitjà,15/02/1998,Rex,No,bòxer,No,No,Rubí
Modificacio,22/06/2007,26/06/2007,XIP,977200005507815,Gos,Femella,Petit,04/02/2007,Runa,No,beagle,No,No,Rubí
Baixa per mort,18/06/2007,20/09/2012,XIP,985120008795392,Gos,Mascle,Mitjà,28/05/2001,Tor,No,pit bull terrier,Si,No,Rubí
Modificacio,15/06/2007,15/06/2007,XIP,981098100692184,Gos,Femella,Petit,31/01/2007,Chanel nº.5 de Six Sigma,No,schnauzer miniatura,No,No,Rubí
Vigent,15/06/2007,,XIP,981098100692184,Gos,Femella,Petit,31/01/2007,Chanel nº.5 de Six Sigma,No,schnauzer miniatura,No,No,Rubí
Modificacio,06/07/2007,06/07/2007,XIP,98510030929244,Gos,Mascle,Gran,17/08/2006,Onix,No,bulldog americà,No,No,Rubí
Vigent,06/07/2007,,XIP,985120030929244,Gos,Mascle,Gran,18/08/2006,Onix,No,bulldog americà,No,No,Rubí
Baixa del cens,06/07/2007,06/07/2008,XIP,98510030929244,Gos,Mascle,Gran,17/08/2006,Onix,No,bulldog americà,No,No,Rubí
Modificacio,06/07/2007,06/07/2007,XIP,98510030929244,Gos,Mascle,Gran,17/08/2006,Onix,No,bulldog americà,No,No,Rubí
Vigent,06/06/2007,,XIP,985120030065431,Gos,Mascle,Mitjà,23/07/2006,Nuc,No,dòberman,Si,No,Rubí
Vigent,06/06/2007,,XIP,977200004261527,Gos,Femella,Petit,04/01/2005,Yorka,No,basset hound,No,No,Rubí
Baixa per mort,31/05/2007,30/10/2007,XIP,1F5430025B,Gos,Mascle,Mitjà,25/09/1992,Snack,No,cocker spaniel anglès,No,No,Rubí
Vigent,31/05/2007,,XIP,941000000660443,Gos,Mascle,Mitjà,17/01/2003,Tresky,No,indefinit,No,No,Rubí
Vigent,29/05/2007,,XIP,981098100637260,Gos,Femella,Mitjà,12/01/2005,Luna,No,beagle,No,No,Rubí
Vigent,26/05/2007,,XIP,985120023379240,Gos,Femella,Petit,17/01/2007,Nana,No,terrier de yorkshire ,No,No,Rubí
Vigent,25/05/2007,,XIP,981098100469528,Gos,Femella,Mitjà,30/11/2006,Kira,No,cocker spaniel anglès,No,No,Rubí
Modificacio,22/05/2007,22/05/2007,XIP,977200005665447,Gos,Femella,Gran,08/01/2006,Duna,No,golden retriever,No,No,Rubí
Vigent,22/05/2007,,XIP,977200005665447,Gos,Femella,Gran,08/01/2006,Duna,No,golden retriever,No,No,Rubí
Vigent,21/05/2007,,XIP,982009101219329,Gos,Mascle,Gran,22/03/2004,Goku,No,samoiede,No,No,Rubí
Vigent,05/09/2007,,XIP,941000001761625,Gos,Mascle,,20/10/2006,Agor,No,dòberman,Si,No,Rubí
Modificacio,05/08/2007,05/08/2007,XIP,348098190009152,Gos,Femella,Mitjà,14/04/2006,Moly,No,bulldog francès,No,No,Rubí
Modificacio,05/08/2007,05/08/2007,XIP,348098190009152,Gos,Femella,Mitjà,14/04/2006,Moly,No,bulldog francès,No,No,Rubí
Vigent,05/08/2007,,XIP,348098190009152,Gos,Femella,Mitjà,14/04/2006,Moly,No,bulldog francès,No,No,Rubí
Vigent,27/04/2007,,XIP,981098100616790,Gat,Femella,Mitjà,01/10/2006,Sara,No,europeu de pèl curt,No,No,Rubí
Vigent,25/04/2007,,XIP,985100006929681,Gos,Mascle,Mitjà,17/12/1998,Tuk,No,indefinit,No,No,Rubí
Modificacio,25/04/2007,25/04/2007,XIP,985100006929681,Gos,Mascle,Mitjà,17/12/1998,Tuk,No,indefinit,No,No,Rubí
Vigent,24/04/2007,,XIP,977200005458567,Gos,Mascle,Mitjà,26/02/2002,Coquy,No,cocker spaniel americà,No,No,Rubí
Vigent,23/04/2007,,XIP,941000002012929,Gos,Femella,Gran,24/01/2007,CADIE,No,golden retriever,No,No,Rubí
Vigent,17/04/2007,,XIP,941000000845943,Gos,Femella,Mitjà,06/07/2005,Teysa,No,bulldog francès,No,No,Rubí
Modificacio,17/04/2007,17/04/2007,XIP,985120030970357,Gos,Mascle,Mitjà,20/12/2006,Panxo,No,retriever del Labrador,No,No,Rubí
Vigent,17/04/2007,,XIP,941000001497490,Gos,Femella,Mitjà,07/09/2006,Geisha,No,bull terrier,No,No,Rubí
Vigent,17/04/2007,,XIP,985120030970357,Gos,Mascle,Mitjà,20/12/2006,Panxo,No,retriever del Labrador,No,No,Rubí
Vigent,17/04/2007,,XIP,724098101242520,Gos,Femella,Gran,20/02/2002,Luna,No,pastor alemany,No,No,Rubí
Vigent,04/10/2007,,XIP,985120022465799,Gos,Femella,Mitjà,01/01/2000,Loka,No,pit bull terrier,Si,No,Rubí
Baixa per mort,21/03/2007,20/09/2012,XIP,724098101237198,Gos,Mascle,Gran,17/06/2002,Tayson,No,rottweiler,Si,No,Rubí
Vigent,19/03/2007,,XIP,977200005459512,Gos,Mascle,Mitjà,01/08/2005,Rufo,No,indefinit,No,No,Rubí
Vigent,14/03/2007,,XIP,724098100667637,Gos,Mascle,Petit,15/07/2005,Toy,No,indefinit,No,No,Rubí
Vigent,03/05/2007,,XIP,938000000208587,Gos,Femella,Gran,18/08/2006,Acuarela de la Brisa del Sur,No,dòberman,Si,No,Rubí
Vigent,03/05/2007,,XIP,985120015266495,Gos,Femella,Mitjà,09/05/2004,Vega de la vall de la Fullola,No,beagle,No,No,Camarles
Baixa del cens,03/02/2007,21/07/2012,XIP,724098100665261,Gos,Femella,Mitjà,12/12/2005,Duna,No,pastor alemany,No,No,Rubí
Modificacio,27/02/2007,27/02/2007,XIP,977200004612678,Gos,Mascle,Mitjà,06/01/2004,Caillou,No,terrier blanc de West Highland,No,No,Rubí
Vigent,27/02/2007,,XIP,977200004612678,Gos,Mascle,Mitjà,06/01/2004,Caillou,No,terrier blanc de West Highland,No,No,Rubí
Vigent,26/02/2007,,XIP,963000004741926,Gos,Femella,Mitjà,20/11/2006,Duff,No,golden retriever,No,No,Rubí
Vigent,26/02/2007,,XIP,977200005539165,Gos,Femella,Petit,03/01/2006,Lupita,No,indefinit,No,No,Rubí
Modificacio,23/02/2007,23/02/2007,XIP,981098100586473,Gos,Femella,,08/10/2005,Puchi,No,caniche,No,No,Rubí
Vigent,23/02/2007,,XIP,981098100586473,Gos,Femella,,08/10/2005,Puchi,No,caniche,No,No,Rubí
Vigent,21/02/2007,,XIP,981098100327424,Gos,Femella,Petit,18/07/2006,Naya,No,fox terrier,No,No,Rubí
Baixa per mort,14/02/2007,25/04/2012,XIP,941000001690986,Gos,Mascle,Mitjà,07/09/2006,Claç,No,dòberman,Si,No,Rubí
Vigent,14/02/2007,,XIP,981098100540425,Gos,Mascle,Gran,15/10/2006,Boro,No,rottweiler,Si,No,Rubí
Vigent,01/08/2007,,XIP,941000000392868,Gos,Femella,Mitjà,09/09/2005,Neula de els Gegants d'Argent,No,brac de Weimar,No,No,Rubí
Baixa per mort,28/12/2006,18/10/2014,XIP,985100010063355,Gos,Mascle,Mitjà,01/01/2000,Sam,No,cocker spaniel anglès,No,No,Rubí
Vigent,12/07/2006,,XIP,977200004225087,Gos,Femella,Mitjà,16/11/2006,Luna,No,indefinit,No,No,Rubí
Vigent,29/11/2006,,XIP,981098100361076,Gos,Femella,Gran,28/03/2006,Numa,No,rottweiler,Si,No,Rubí
Vigent,27/11/2006,,XIP,977200005593870,Gos,Mascle,Gran,08/01/2006,Nacor,No,pastor alemany,No,No,Rubí
Vigent,27/11/2006,,XIP,981098100540219,Gos,Mascle,Petit,07/01/1999,Bitxu,No,indefinit,No,No,Rubí
Vigent,23/11/2006,,XIP,977200004215657,Gos,Mascle,Mitjà,10/10/2005,Lucho,No,bòxer atigrat,No,No,Rubí
Vigent,23/11/2006,,XIP,977200004161446,Gos,Femella,Mitjà,20/06/2005,Tina (Priscat de L'Hostal),No,bòxer,No,No,Rubí
Modificacio,23/11/2006,23/11/2006,XIP,977200004215657,Gos,Mascle,Mitjà,10/10/2005,Lucho,No,bòxer atigrat,No,No,Rubí
Vigent,22/11/2006,,XIP,981098104453056,Gat,Femella,,18/03/2004,Puça,No,europeu de pèl curt,No,No,Rubí
Vigent,17/11/2006,,XIP,985120030938100,Gos,Mascle,Mitjà,08/01/2006,Chuck,No,bòxer,No,No,Rubí
Vigent,11/08/2006,,XIP,977200005396892,Gos,Femella,Petit,23/05/2003,Nela,No,teckel de pèl dur,No,No,Rubí
Vigent,11/03/2006,,XIP,981098100498136,Gos,Femella,Gran,07/01/2000,Black,No,indefinit,No,No,Rubí
Modificacio,11/03/2006,11/03/2006,XIP,981098100498136,Gos,Femella,Gran,07/01/2000,Black,No,indefinit,No,No,Rubí
Vigent,29/10/2006,,XIP,724098100190166,Gos,Femella,,20/10/1999,NALA,No,Jack Russell terrier,No,No,Rubí
Vigent,27/10/2006,,XIP,981098100377563,Gos,Mascle,Mitjà,13/03/2006,Turco,No,bulldog francès,No,No,Rubí
Vigent,19/10/2006,,XIP,977200005626278,Gos,Femella,Gran,12/01/2005,SHIVA,No,husky siberià,No,No,Rubí
Vigent,18/10/2006,,XIP,985120022423004,Gos,Femella,Gran,12/01/2005,Cleo,No,,No,No,Rubí
Vigent,13/10/2006,,XIP,977200005557005,Gos,Mascle,Mitjà,13/09/2001,Bony,No,indefinit,No,No,Rubí
Modificacio,13/10/2006,13/10/2006,XIP,977200005552980,Gos,Femella,Mitjà,18/09/2006,Tyler,No,indefinit,No,No,Rubí
Vigent,13/10/2006,,XIP,977200005552980,Gos,Femella,Mitjà,18/09/2006,Tyler,No,indefinit,No,No,Rubí
Modificacio,13/10/2006,13/10/2006,XIP,977200005557005,Gos,Mascle,Mitjà,13/09/2001,Bony,No,indefinit,No,No,Rubí
Modificacio,13/10/2006,13/10/2006,XIP,977200005557005,Gos,Mascle,Mitjà,13/09/2001,Bony,No,indefinit,No,No,Rubí
Vigent,13/10/2006,,XIP,977200004212151,Gos,Femella,Petit,10/07/2005,Lluna del Cami L'Aljup,No,bulldog francès,No,No,Rubí
Vigent,10/04/2006,,XIP,985120019020293,Gos,Femella,Petit,02/10/2004,GILL,No,bull terrier,No,No,Barcelona
Modificacio,29/09/2006,29/09/2006,XIP,981098100323316,Gos,Mascle,Mitjà,13/07/2006,Black,No,bull terrier,No,No,Rubí
Vigent,29/09/2006,,XIP,985120021880353,Gos,Femella,Mitjà,20/09/2004,Gal·la,No,bull terrier,No,No,Rubí
Baixa per mort,29/09/2006,19/01/2007,XIP,981098100501945,Gos,Mascle,Gran,03/01/2006,Kiron,No,pit bull terrier,Si,No,Rubí
Vigent,29/09/2006,,XIP,981098100323316,Gos,Mascle,Mitjà,13/07/2006,Black,No,bull terrier,No,No,Rubí
Vigent,20/09/2006,,XIP,977200005694269,Gos,Femella,Gran,,Daima,No,indefinit,No,No,Rubí
Vigent,20/09/2006,,XIP,977200005592351,Gos,Femella,Petit,12/12/2005,Runa,No,indefinit,No,No,Rubí
Modificacio,20/09/2006,20/09/2006,XIP,977200005592351,Gos,Femella,Petit,12/12/2005,Runa,No,indefinit,No,No,Rubí
Vigent,18/09/2006,,XIP,977200004430385,Gos,Femella,Mitjà,05/03/2005,E MORA DE SCHOECHER,No,shar pei,No,No,Rubí
Modificacio,18/09/2006,18/09/2006,XIP,977200004430385,Gos,Femella,Mitjà,05/03/2005,E MORA DE SCHOECHER,No,shar pei,No,No,Rubí
Baixa per mort,09/07/2006,03/02/2016,XIP,724098100378824,Gos,Femella,Mitjà,20/09/2002,Duna,No,,Si,No,Rubí
Vigent,09/05/2006,,XIP,724098100634082,Gos,Femella,Petit,14/12/2004,Tula,No,terrier de yorkshire ,No,No,Rubí
Vigent,18/08/2006,,XIP,985120024077395,Gos,Femella,Mitjà,03/01/2005,Kira,No,indefinit,No,No,Rubí
Vigent,18/08/2006,,XIP,985120023865424,Gos,Femella,Mitjà,03/01/2005,Dana,No,,No,No,Rubí
Vigent,16/08/2006,,XIP,981098100324666,Gos,Femella,Petit,03/05/2006,Nikita,No,caniche,No,No,Rubí
Vigent,14/08/2006,,XIP,348098190004701,Gos,Mascle,Petit,14/04/2006,Nerón,No,bulldog francès,No,No,Rubí
Vigent,08/02/2006,,Tatuatge,251013F,Gos,Femella,Gran,30/07/2004,Nona de Can Riera,No,rottweiler,Si,No,Rubí
Baixa per mort,08/02/2006,26/10/2015,XIP,985100009767398,Gos,Femella,Gran,06/04/2001,Milka,No,pastor alemany,No,No,Rubí
Vigent,31/07/2006,,XIP,977200005590108,Gos,Femella,Mitjà,20/04/2006,Pica,No,indefinit,No,No,Rubí
Vigent,18/07/2006,,XIP,724098100159062,Gos,Femella,Mitjà,09/07/1997,Clara,No,cocker spaniel anglès,No,No,Rubí
Vigent,18/07/2006,,XIP,724098100672372,Gos,Femella,Gran,15/10/2004,Lula,No,retriever del Labrador,No,No,Rubí
Vigent,07/11/2006,,XIP,724098100653799,Gos,Mascle,Mitjà,26/07/2001,Twister,No,indefinit,No,No,Rubí
Vigent,07/11/2006,,XIP,981098100321817,Gos,Femella,Mitjà,25/10/2004,Tremenda,No,,No,No,Rubí
Baixa per mort,07/11/2006,10/03/2013,XIP,724098100167166,Gos,Mascle,Petit,15/11/1998,Kiko,No,schnauzer miniatura,No,No,Rubí
Vigent,07/11/2006,,XIP,981098100328306,Gos,Femella,Mitjà,15/02/2004,Kira,No,,No,No,Rubí
Vigent,07/11/2006,,XIP,981098100329831,Gos,Femella,Mitjà,15/02/2004,Nuka,No,,No,No,Rubí
Baixa per mort,07/10/2006,27/07/2012,XIP,977200004203520,Gos,Femella,Gran,22/08/2005,Unna de Can Riera,No,rottweiler,Si,No,Rubí
Vigent,07/03/2006,,XIP,941000000507247,Gos,Femella,Gran,28/05/2005,Kenia,No,retriever del Labrador,No,No,Rubí
Vigent,07/01/2006,,XIP,977200005622198,Gos,Mascle,Mitjà,20/04/2006,Pica,No,indefinit,No,No,Rubí
