Àrea,Orgànic,Actuació,Servei,% d'execució,Acció ,Una ciutat oberta al món,Governar amb la gent,Igualtat i defensa dels drets socials,Convivència i civisme,Una ciutat educadora,Una ciutat creativa,Espais i serveis de qualitat,Compromís ambiental,Una ciutat econòmicament competitiva,Transparència i eficiència,Cultura de pau,Roca Umbert,Pla de civisme i convivència,Programa global sobre habitatge,Potenciació de la formació professional,Transició energètica i canvi climàtic,C17,Circuit de Catalunya,Redefinició del model comercial,Societat del coneixement,Programa,Grau d'execució,Data actualització grau d'execució,Acció nova o de continuïtat,Any 2015,Any 2016,Any 2017,Any 2018,Any 2019,Barri
Serveis a la Persona,Cultura,Centre cultural,Equipaments,0%,Promoure un cicle o festival de teatre amateur amb la complicitat dels grups de la ciutat.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Suport a associacions cultural,Pendent,,Nou,0,0,0,1,0,0
Serveis a la Persona,Cultura,"Promoure intervencions d'art a l'espai p&uacute;blic a trav&eacute;s d'instal&middot;lacions, escultures i pintura mural",Cohesió social,57%,"Impulsar programes de sociocultura  com ""A les places"" com a eina de transformació de l’espai exterior públic i com a eina de cohesió social.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sociocultura,En execució,07/04/2016 05:51:22 PM,Continuïtat,0,1,1,0,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,Ampliar l'oferta horària del Planetari,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,12/13/2016 11:28:25 AM,Nou,0,0,1,1,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,"Continuar la col·lecció d’art del Museu vinculada a la ciutat i a la comarca, dotant de nou el Patronat d’un  pressupost anual per fer-ho possible.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts plastiques,Pendent,,Continuïtat,0,0,0,1,1,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,Potenciar les activitats de Can Cabanyes i de l'estació metereològica del Puig de les Forques,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,12/13/2016 11:39:32 AM,Continuïtat,0,0,1,1,1,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,"Articular els Museus amb la Xarxa de Museus del país, en una posició d’excel·lència i de singularitat en el seu treball. Establir acords amb altres Museus i centres de referència per coproduir exposicions i acollir produccions i activitats d’interès",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Activitats La Tela,En execució,06/30/2017 11:36:17 AM,Nou,0,0,1,0,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,Adequar un espai del Museu que faci posible posar a disposició del públic la Biblioteca de catàlegs del segle XX,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,"Redactar el programa d’usos d’un magatzem extern del Museu adaptat a les actuals necessitats, que faci possible la seva construcció.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,Pendent,,Nou,0,0,0,1,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,Produir l'Exposició Permanent del nou edifici de La Tela,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,12/13/2016 11:20:13 AM,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,Teatre Auditori,Equipaments,52%,Adequar mitjançant dotació tècnica la sala d’assaig del Teatre Auditori per poder-hi acollir companyies i cors en residència.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,En execució,06/30/2017 11:50:38 AM,Nou,0,0,1,1,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,"Adequar definitivament l’espai de la 4a planta del Museu amb especial atenció com a espai de taller i espai de lectura i trobada, per a grups, per a famílies, per adults, i per a col·lectius diversos.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,Pendent,,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,Teatre Auditori,Equipaments,52%,Convertir l’espai del bar del Teatre Auditori com un espai també escènic.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,En execució,06/30/2017 11:53:32 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,Explicar a través d’exposicions i activitats el treball dels investigadors i el sentit de la recerca científica que es fa al Museu aplicada al dia a dia de la societat.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Activitats La Tela,En execució,06/30/2017 11:46:47 AM,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,A través de la web mostrar de manera virtual a tot el públic les col·leccions del Museu,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,12/13/2016 11:40:07 AM,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,Crear una ordenança de la Festa que protegeixi l’espai festiu i estableixi també les relacions de convivència en els espais.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Festa major,En execució,06/30/2017 11:57:05 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,"Recuperar les línies de publicacions històriques, de ciutat i d’autors locals, i crear-ne alguna de nova, en conveni i amb acord, si és possible, amb editorials de l’entorn.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arxiu municipal,Primeres accions,07/04/2016 06:11:21 PM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,"Promoure la identitat i el manteniment de la personalitat pròpia en l’arquitectura i l’urbanisme, sobretot al centre històric de la ciutat. I la recuperació, rehabilitació i obertura d’espais singulars, facilitant i acompanyant des de l’administració",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrimoni arquitectònic i arqu,Pendent,,Nou,0,0,0,1,0,0
Serveis a la Persona,Esports,Construcci&oacute; de nous equipaments esportius,Equipaments,13%,Construir el nou camp de futbol de Palou.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,Primeres accions,07/27/2017 11:38:30 AM,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,Promoure noves rutes a l’entorn natural i històric de coneixement del medi i de la nostra història.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arxiu municipal,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,Treballar l’espai públic com a espai que explica la història. Senyalització integrada en l’arquitectura i el disseny dels espais.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrimoni arquitectònic i arqu,Pendent,,Continuïtat,0,0,0,1,0,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,Completar el procés de debat i reflexió de la Festa. Definir-ne les accions futures amb la Comissió Festa Major.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Festa major,En execució,06/30/2017 11:56:44 AM,Continuïtat,0,1,1,0,0,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,Rehabilitar i dignificar els elements i els espais de les muralles de la ciutat i dels “corredossos” i crear-ne un recorregut estable.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrimoni arquitectònic i arqu,Pendent,,Nou,0,0,1,1,1,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,Incorporar descomptes i bonificacions per a la rehabilitació de certs edificis catalogats i protegits  i per a la conservació d’aquests.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrimoni arquitectònic i arqu,Pendent,,Nou,0,0,0,1,0,0
Serveis a la Persona,Cultura,Teatre Auditori,Equipaments,52%,"Treballar per reforçar el vessant educatiu, pedagògic de les propostes produïdes o que es representen en el TAG",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,06/30/2017 11:55:37 AM,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,"Actualitzar el catàleg de patrimoni històric de la ciutat, incorporant-hi nous edificis, i integrant-hi noves mirades.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrimoni arquitectònic i arqu,Pendent,,Continuïtat,0,0,0,1,1,0
Serveis a la Persona,Cultura,Teatre Auditori,Equipaments,52%,Treballar per fer de Granollers una ciutat referent en temes de Teatre i Educació,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Pendent,,Nou,0,0,1,1,1,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,"Incorporar les restes romanes trobades a l’entorn del carrer Sant Jaume, en els itineraris d’interpretació de la història de la ciutat",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patrimoni arquitectònic i arqu,Pendent,,Continuïtat,0,0,1,1,1,0
Serveis a la Persona,Cultura,"Recuperar l&rsquo;espai de l&rsquo;antic Maj&egrave;stic com a nou equipament cultural, donant la possibilitat d'instalar-hi un cinema amb programaci&oacute; de qualitat, en el centre de la ciutat, que complementi la programaci&oacute; del Cine Club de l'Associaci&oacute; Cultural (AC).",Cultura,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Serveis a la Persona,Cultura,Teatre Auditori,Equipaments,52%,Continuar i incrementar les escoles d’espectadors i la implicació de col·lectius i persones en el disseny de les programacions.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciutats educadores,En execució,07/04/2016 06:03:52 PM,Continuïtat,0,1,1,0,0,0
Serveis a la Persona,Cultura,Teatre Auditori,Equipaments,52%,"“Granollers a Escena”. Adaptar el programa als nous temps i a la nova realitat de la ciutat (amb més espais, més grups i diferents disciplines). Dotar-lo de més recursos econòmics per poder acollir més produccions i companyies i treballar-lo conjunta",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,Primeres accions,06/30/2017 11:51:40 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,Canviar la porta d’entrada del Museu de Granollers i remodelar el vestíbul per fer-lo més funcional i atraient.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,Pendent,,Nou,0,0,0,1,0,0
Serveis a la Persona,Cultura,Teatre Auditori,Equipaments,52%,Potenciar el cicle de Música de Cambra amb l'Escola de Música tot integrant el cant coral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accions comunicatives cultural,En execució,07/04/2016 06:06:32 PM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Biblioteques,Equipaments,67%,"Ampliar els Clubs de Lectura per a totes les edats i de temàtiques monogràfiques amb professionals i voluntaris de la ciutat, i promoure noves activitats al voltant de la literatura i del fet literari de coneixement d’autors, d’èpoques, d’història...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foment de la lectura,Executat,06/29/2017 07:24:33 PM,Continuïtat,0,0,1,0,0,0
Serveis a la Persona,Cultura,"Projectes de recuperaci&oacute;, conservaci&oacute; i difusi&oacute; del Patrimoni cultural  (hist&ograve;rico-art&iacute;stic, festiu, ...)",Cultura,24%,"Acompanyar el cicle festiu de la ciutat fent-ne partícip i integrant-hi diferents col·lectius i gent en la seva organització, com el Carnaval, l’Ascensió, i les Festes de Nadal i Reis.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Festa major,Executat,06/30/2017 11:58:19 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Generaci&oacute; d'espais de treball  conjunt i acompanyament amb les empreses dels sector de la cultura,Cultura,56%,Avançar en la promoció i difusió de l’artesania,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Promocio cultura popular i tradicional,Executat,06/30/2017 11:32:34 AM,Continuïtat,0,0,1,0,0,0
Serveis a la Persona,Cultura,Museus,Equipaments,33%,Ampliar els horaris d’obertura dels museus i les activitats complementàries de difusió de la història local a l’Adoberia.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accions comunicatives cultural,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,Promoci&oacute; de l'acc&eacute;s a la cultura de totes les persones,Cohesió social,43%,Promoure l'ús de la Casa de Cultura Sant Francesc com a espai escènic per a petits recitals i muntatges.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Casa cultura Sant Francesc,En execució,06/29/2017 07:06:21 PM,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,"Promoure intervencions d'art a l'espai p&uacute;blic a trav&eacute;s d'instal&middot;lacions, escultures i pintura mural",Cohesió social,57%,Desenvolupar un projecte d'art públic amb artistes amb intervencions reconegudes i vinculades a la ciutat.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Art contemporani,En execució,07/04/2016 05:40:18 PM,Nou,0,1,1,1,0,0
Serveis a la Persona,Cultura,"Promoure intervencions d'art a l'espai p&uacute;blic a trav&eacute;s d'instal&middot;lacions, escultures i pintura mural",Cohesió social,57%,Realitzar una convocatòria anual oberta per a una intervenció d’art públic a la ciutat i fer un encàrrec anual des de la Comissió de Patrimoni amb l'assessorament de professionals.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Art contemporani,En execució,06/30/2017 11:07:58 AM,Nou,0,1,1,1,0,0
Serveis a la Persona,Cultura,"Promoure intervencions d'art a l'espai p&uacute;blic a trav&eacute;s d'instal&middot;lacions, escultures i pintura mural",Cohesió social,57%,Posar en valor i donar a conèixer una ruta d'art públic per espais ja existents de la ciutat.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Art contemporani,En execució,06/30/2017 11:09:02 AM,Nou,0,0,1,1,0,0
Serveis a la Persona,Cultura,"Promoure intervencions d'art a l'espai p&uacute;blic a trav&eacute;s d'instal&middot;lacions, escultures i pintura mural",Cohesió social,57%,"Singularitzar l'espai públic en determinades èpoques de l'any, com per exemple, Nadal.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Art contemporani,Primeres accions,07/04/2016 05:51:02 PM,Nou,0,1,1,1,0,0
Serveis a la Persona,Cultura,"Promoure intervencions d'art a l'espai p&uacute;blic a trav&eacute;s d'instal&middot;lacions, escultures i pintura mural",Cohesió social,57%,Impulsar els Sants de barri com un espai de promoció de les entitats culturals i dels grups de teatre i música de la ciutat i com a element de cohesió interna i projecció a la ciutat del propi barri.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barris,Primeres accions,07/04/2016 05:50:40 PM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Generaci&oacute; d'espais de treball  conjunt i acompanyament amb les empreses dels sector de la cultura,Cultura,56%,"Estudiar les estratègies d'acompanyament i ajuts a l'establiment d’empreses creatives, culturals i tecnològiques a la ciutat.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Suport a associacions cultural,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,Generaci&oacute; d'espais de treball  conjunt i acompanyament amb les empreses dels sector de la cultura,Cultura,56%,"Identificar les indústries i comerços culturals de la ciutat, així com els agents privats i crear un espai de treball comú per compartir necessitats i estratègies de futur.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Suport a associacions cultural,En execució,06/30/2017 11:22:30 AM,Nou,0,0,1,1,0,0
Serveis a la Persona,Cultura,Biblioteques,Equipaments,67%,"Desenvolupar activitats a l’exterior per promocionar espais de lectura i d’escriptura a l’estiu, els caps de setmana i en dies puntuals. I promoure la participació d’usuaris en el disseny i en l’organització d’aquestes i,alhora acollir propostes singulars",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foment de la lectura,En execució,06/29/2017 07:28:53 PM,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,"Impuls del projecte transversal &quot;Granollers, terra de m&uacute;sics&quot;",Cultura,67%,"Crear una taula on tots els agents implicats acordem les bases per fer de la música un element identitari de la ciutat, per conèixer i reconèixer els/les nostres músics professionals i també per acompanyar els/les joves talents",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,En execució,06/30/2017 11:04:05 AM,Nou,0,0,1,0,0,0
Serveis a la Persona,Cultura,Creaci&oacute; d&acute;'espais per a la participaci&oacute; en el disseny dels programes i  projectes,Participació,38%,"Crear un “consell” de professionals vinculat a cada equipament de referència cultural: Roca Umbert, Teatre, Museu Central i La Tela.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,Primeres accions,07/20/2016 12:24:38 PM,Nou,0,1,1,1,0,0
Serveis a la Persona,Cultura,Creaci&oacute; d&acute;'espais per a la participaci&oacute; en el disseny dels programes i  projectes,Participació,38%,"Crear taules de treball per compartir projectes. Crear espais de co-creació, de col·laboració, en tots els equipaments culturals de la ciutat",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,En execució,06/30/2017 10:59:04 AM,Nou,0,1,1,1,0,0
Serveis a la Persona,Cultura,Creaci&oacute; d&acute;'espais per a la participaci&oacute; en el disseny dels programes i  projectes,Participació,38%,"Donar un nou impuls al Consell de Cultura, transformant-lo en el Consell de la Cultura i les Arts . Crear taules intersectorials de debats al llarg de l’any sobre Ciutat i Cultura.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consell de cultura,En execució,06/30/2017 11:00:13 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Promoci&oacute; de l'acc&eacute;s a la cultura de totes les persones,Cohesió social,43%,"Promoure descomptes en les diferents activitats culturals i programacions per a diversos col·lectius: joves, jubilats, grups organitzats dels centres cívics...",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sociocultura,En execució,06/29/2017 07:13:37 PM,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,Promoci&oacute; de l'acc&eacute;s a la cultura de totes les persones,Cohesió social,43%,Afavorir l’accés de les persones amb discapacitat a tota l’oferta cultural de la ciutat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suport a persones amb discapacitat,En execució,06/29/2017 07:14:47 PM,Continuïtat,0,1,1,0,0,0
Serveis a la Persona,Cultura,Promoci&oacute; de l'acc&eacute;s a la cultura de totes les persones,Cohesió social,43%,"Promoure programes d’acompanyament (informació, interpretació, divulgació, … ) a les diferents programacions culturals",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accions comunicatives cultural,Primeres accions,06/29/2017 07:15:53 PM,Nou,0,0,1,1,0,0
Serveis a la Persona,Cultura,"Promoure intervencions d'art a l'espai p&uacute;blic a trav&eacute;s d'instal&middot;lacions, escultures i pintura mural",Cohesió social,57%,"Crear un programa d'identitat i memòria dels barris, per conèixer Granollers: espais, personatges, anècdotes...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barris,En execució,06/30/2017 11:16:38 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Creaci&oacute; d&acute;'espais per a la participaci&oacute; en el disseny dels programes i  projectes,Participació,38%,"Crear una taula amb totes les escoles i centres de formació d'art de la ciutat per compartir estratègies (dansa, música, teatre, plàstica...)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Participacio ciutadana,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,Promoci&oacute; de l'acc&eacute;s a la cultura de totes les persones,Cohesió social,43%,"Promoure i vetllar per l'accessibilitat dels equipaments culturals, així com dels espais públics on es realitzin activitats de caire cultural",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accions comunicatives cultural,Primeres accions,07/11/2016 11:13:59 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Promoci&oacute; de l'acc&eacute;s a la cultura de totes les persones,Cohesió social,43%,"Impulsar un programa de “reinserció a l’activitat” social i cultural de col·lectius específics. (malalts mentals, …)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suport a persones adultes i famílies,Primeres accions,06/29/2017 07:19:29 PM,Nou,0,0,1,1,0,0
Serveis a la Persona,Cultura,Biblioteques,Equipaments,67%,"Impulsar activitats que afavoreixin el desenvolupament de la ciutadania en l'àmbit de l'accés al coneixement, a través de les tecnologies de la informació.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foment de la lectura,Executat,06/29/2017 07:32:28 PM,Continuïtat,0,0,1,0,0,0
Serveis a la Persona,Cultura,Biblioteques,Equipaments,67%,"Acollir, difondre i promocionar els autors locals i comarcals, amb espais propis i activitats",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foment de la lectura,En execució,06/29/2017 07:34:02 PM,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,Biblioteques,Equipaments,67%,Completar la instal·lació del sistema d'autopréstec a través de la  radiofreqüència a les dues biblioteques.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foment de la lectura,Primeres accions,06/29/2017 07:23:23 PM,Continuïtat,0,0,1,1,0,0
Serveis a la Persona,Cultura,Biblioteques,Equipaments,67%,Redactar el Pla de Biblioteques de Granollers que defineixi el model de servei que aquestes han d'oferir,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foment de la lectura,Primeres accions,06/29/2017 07:28:03 PM,Continuïtat,0,0,1,0,0,0
Serveis a la Persona,Cultura,Creaci&oacute; d&acute;'espais per a la participaci&oacute; en el disseny dels programes i  projectes,Participació,38%,"Crear una oficina-servei d’acompanyament i promoció de les companyies, les produccions i els artistas de la ciutat.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Assessoria juridica,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Cultura,Creaci&oacute; d&acute;'espais per a la participaci&oacute; en el disseny dels programes i  projectes,Participació,38%,Crear la figura d’acompanyament jurídic i gestor a les entitats i associacions per poder presentar-se a les subvencions de l’ajuntament i d’altres institucions.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suport a associacions cultural,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Esports,Enfortiment xarxa associativa vinculada a l'esport,Esport,33%,Generar amb les entitats de la ciutat un programa de “qualitat esportiva”.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suport a associacions esportives,Primeres accions,07/27/2017 01:08:44 PM,Continuïtat,0,0,0,1,0,0
Serveis a la Persona,Cultura,Creaci&oacute; d&acute;'espais per a la participaci&oacute; en el disseny dels programes i  projectes,Participació,38%,"Promoure una manera eficaç de comunicar la programació cultural a nivell global i a tota la ciutat, pensant en el públic i en el ciutadà, no en qui programa. Web, xarxes socials, app, banderoles.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accions comunicatives cultural,Executat,06/30/2017 11:02:10 AM,Nou,0,1,1,0,0,0
Serveis a la Persona,Cultura,Promoci&oacute; de l'acc&eacute;s a la cultura de totes les persones,Cohesió social,43%,"Estudiar la possibilitat que tots els equipaments que ho necessitin tinguin consergeria. I que es mantinguin oberts els caps de semana, ...",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Equipaments municipals,Pendent,,Nou,0,0,0,1,1,0
Serveis a la Persona,Educació,Plans d'Inf&agrave;ncia i adolesc&egrave;ncia,Infància i adolescència,42%,"Continuar treballant intensament en polítiques actives de protecciió a la infància i l'adolescència que ens permetin conservar i renovar el segell UNICEF, Granollers ciutat amiga de la infància",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,En execució,06/30/2017 12:18:54 PM,Continuïtat,0,1,1,1,0,0
Serveis a la Persona,Educació,"Programes educatius d'educaci&oacute; postobligat&ograve;ria, ensenyaments art&iacute;stics i  educaci&oacute; no formal",Educació,54%,"Fomentar el desenvolupament de projectes artístics dins de les escoles, implicant-hi artistes locals",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendent,Primeres accions,06/30/2017 02:43:28 PM,Nou,0,1,1,1,0,0
Serveis a la Persona,Educació,"Programes educatius d'educaci&oacute; postobligat&ograve;ria, ensenyaments art&iacute;stics i  educaci&oacute; no formal",Educació,54%,"Impulsar el Programa d’aprenentatge al llarg de la vida, amb la Universitat Popular com a eix vertebrador d’aquesta oferta. Recolzar l’impuls de la societat civil d’històries d’èxit com l’Aules d'Extensió Universitària de la Gent Gran (AGEVO)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comissionat d'universitats,En execució,07/04/2016 06:38:53 PM,Continuïtat,0,1,1,0,0,0
Serveis a la Persona,Educació,"Promoci&oacute; de la innovaci&oacute;, recerca educativa i universitat",Innovació i recerca,40%,Desplegar l’oferta de graus universitaris i nous cicles formatius de grau superior a Granollers mitjançant un acord amb la Universitat de Vic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Pendent,En execució,07/04/2016 06:37:08 PM,Nou,0,1,0,0,0,0
Serveis a la Persona,Educació,"Promoci&oacute; de la innovaci&oacute;, recerca educativa i universitat",Innovació i recerca,40%,"Impulsar acords amb les universitats per tal d'ampliar l'oferta universitària a la ciutat, explorar les possibilitats d'oferir formació de graus en els àmbits estratègics per a la ciutat (formació motor-esport vinculat al Pla del Circuit de Catalunya)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Comissionat d'universitats,En execució,07/04/2016 06:34:39 PM,Nou,0,1,1,0,0,0
