CODI CARRER,NÚMERO,PARITAT,LOCALITZACIÓ
2178,20,E,"(41.614386, 2.289472)"
2178,23,O,"(41.614619, 2.289397)"
2241,27,O,"(41.614627, 2.288337)"
2241,11,O,"(41.614456, 2.289537)"
2178,22,E,"(41.614452, 2.289488)"
2241,23,O,"(41.614588, 2.288598)"
2178,14,E,"(41.61419, 2.289421)"
2178,16,E,"(41.614257, 2.289437)"
2178,18,E,"(41.614321, 2.289454)"
2178,10,E,"(41.614103, 2.289397)"
2178,12,E,"(41.614154, 2.28941)"
2253,11,O,"(41.614186, 2.288681)"
2253,15,O,"(41.61451, 2.288769)"
2253,10,E,"(41.614386, 2.288903)"
2178,13-21,O,"(41.61435, 2.289309)"
2178,11,O,"(41.614176, 2.289253)"
2300,63-65,O,"(41.61058, 2.285781)"
2051,11,O,"(41.609372, 2.287882)"
2258,27,O,"(41.609359, 2.290067)"
2190,24,E,"(41.607335, 2.285807)"
2734,18,B,"(41.612996, 2.283449)"
1944,30,E,"(41.612411, 2.28227)"
1898,35,O,"(41.612872, 2.281184)"
1898,16,E,"(41.612876, 2.281753)"
2734,16,B,"(41.612879, 2.283353)"
2358,14,E,"(41.613465, 2.282023)"
2036,17,O,"(41.613743, 2.281409)"
2036,19,O,"(41.613895, 2.281484)"
2036,18,E,"(41.613675, 2.281639)"
2358,20,E,"(41.613564, 2.281641)"
2036,20,E,"(41.613869, 2.281725)"
2358,16,E,"(41.613502, 2.281875)"
2358,18,E,"(41.61354, 2.281746)"
1898,22,E,"(41.612899, 2.281635)"
2358,12,E,"(41.613437, 2.282138)"
1944,62,E,"(41.61342, 2.282866)"
1944,41,O,"(41.613468, 2.282668)"
1944,55,O,"(41.61375, 2.282804)"
2193,17,O,"(41.613971, 2.28259)"
2193,21,O,"(41.614021, 2.282411)"
2193,23,O,"(41.614037, 2.282327)"
2193,19,O,"(41.613999, 2.282493)"
2193,11,O,"(41.613907, 2.282812)"
2193,13,O,"(41.61393, 2.282741)"
2193,15,O,"(41.61395, 2.282662)"
1944,57,O,"(41.613822, 2.282844)"
1944,49,O,"(41.6136, 2.28273)"
2734,10,B,"(41.61239, 2.28275)"
2734,13,B,"(41.612646, 2.28317)"
2734,15,B,"(41.612811, 2.283297)"
2734,14,B,"(41.612748, 2.283243)"
2734,12,B,"(41.61256, 2.283095)"
2193,4A,E,"(41.613875, 2.283523)"
2193,4B,E,"(41.613839, 2.283671)"
2734,27,B,"(41.61381, 2.284021)"
2734,26,B,"(41.613609, 2.28395)"
2734,25,B,"(41.613494, 2.283849)"
2734,28,B,"(41.61397, 2.284143)"
2734,21,B,"(41.613183, 2.283596)"
2734,24,B,"(41.613375, 2.283754)"
2734,23,B,"(41.613281, 2.283675)"
2734,22,B,"(41.613224, 2.283629)"
2734,20,B,"(41.613143, 2.283565)"
2734,19,B,"(41.613074, 2.283506)"
2240,44,E,"(41.611731, 2.285793)"
2249,10,E,"(41.61014, 2.283321)"
2300,85,O,"(41.610649, 2.284313)"
2245,52,E,"(41.610513, 2.284046)"
2300,81,O,"(41.610638, 2.284542)"
2300,83,O,"(41.610644, 2.284442)"
2240,40,E,"(41.611399, 2.285644)"
2240,42,E,"(41.611564, 2.285713)"
2240,38,E,"(41.611221, 2.285566)"
2300,79,O,"(41.610629, 2.284752)"
2300,77,O,"(41.610618, 2.284882)"
2300,75,O,"(41.610611, 2.285018)"
2300,69,O,"(41.610592, 2.285521)"
2240,34,E,"(41.610945, 2.285492)"
2300,73,O,"(41.610601, 2.285312)"
2300,67,O,"(41.610581, 2.28567)"
2300,76,E,"(41.610798, 2.285756)"
2245,50,E,"(41.610366, 2.284277)"
1912,22,E,"(41.609579, 2.284029)"
2245,30,E,"(41.609765, 2.285019)"
2245,19,O,"(41.609504, 2.285018)"
2245,21,O,"(41.609626, 2.284944)"
2245,18,E,"(41.609445, 2.285257)"
2245,16,E,"(41.609392, 2.285286)"
2227,12,E,"(41.609508, 2.285737)"
2227,14,E,"(41.609606, 2.285787)"
2046,20,E,"(41.612297, 2.288171)"
2067,58,E,"(41.612185, 2.288152)"
1890,16,E,"(41.612015, 2.286955)"
2244,53,O,"(41.613963, 2.286913)"
2240,70,E,"(41.61386, 2.286744)"
2240,68,E,"(41.61378, 2.286705)"
2240,66,E,"(41.613623, 2.286635)"
2240,64,E,"(41.613438, 2.286545)"
2240,62,E,"(41.613287, 2.286475)"
2227,72,E,"(41.613471, 2.287444)"
2227,65,O,"(41.613817, 2.287166)"
2227,63,O,"(41.613593, 2.28714)"
2227,61,O,"(41.613266, 2.287101)"
2227,68,E,"(41.613213, 2.287394)"
2227,70,E,"(41.613296, 2.287431)"
2313,54,E,"(41.613009, 2.287329)"
2313,52,E,"(41.61294, 2.287617)"
2240,48,E,"(41.612083, 2.285941)"
1890,19,O,"(41.611982, 2.286579)"
2240,46,E,"(41.611901, 2.285871)"
2227,58,E,"(41.612251, 2.286968)"
1890,18,E,"(41.612038, 2.286871)"
2227,45,O,"(41.611899, 2.286596)"
2227,43,O,"(41.611735, 2.286522)"
2227,54,E,"(41.611857, 2.28676)"
2313,29,O,"(41.612823, 2.287578)"
2046,33,O,"(41.612417, 2.28726)"
2227,64,E,"(41.612843, 2.287222)"
2227,62,E,"(41.61269, 2.287158)"
2313,33,O,"(41.612869, 2.287373)"
2313,31,O,"(41.612845, 2.287487)"
2046,52,E,"(41.612513, 2.287095)"
2046,37,O,"(41.612453, 2.287086)"
2046,50,E,"(41.612492, 2.287197)"
2227,60,E,"(41.612384, 2.28703)"
2046,35,O,"(41.61243, 2.287192)"
2046,44,E,"(41.612436, 2.287483)"
2046,46,E,"(41.612447, 2.287428)"
2046,27,O,"(41.612384, 2.287422)"
2046,48,E,"(41.612464, 2.28734)"
2046,29,O,"(41.612395, 2.287366)"
2046,31,O,"(41.612406, 2.287317)"
2046,23,O,"(41.612362, 2.287526)"
2046,25,O,"(41.612374, 2.287474)"
2046,42,E,"(41.612427, 2.287526)"
2046,32,E,"(41.612366, 2.287833)"
2313,27,O,"(41.612799, 2.287678)"
2313,15,O,"(41.61272, 2.288001)"
2313,24,E,"(41.612861, 2.287944)"
2313,22,E,"(41.612827, 2.288089)"
2046,36,E,"(41.612386, 2.287731)"
2046,17,O,"(41.61233, 2.287689)"
2046,38,E,"(41.6124, 2.28766)"
2046,19,O,"(41.612339, 2.287641)"
2046,40,E,"(41.61241, 2.287612)"
2046,21,O,"(41.612351, 2.287588)"
2046,26,E,"(41.612331, 2.288002)"
2046,34,E,"(41.612375, 2.287789)"
2046,13,O,"(41.612308, 2.287794)"
2046,15,O,"(41.61232, 2.287737)"
2046,24,E,"(41.612321, 2.288054)"
2046,28,E,"(41.612343, 2.287944)"
2046,30,E,"(41.612354, 2.287889)"
2046,22,E,"(41.61231, 2.288111)"
1890,14,E,"(41.611992, 2.287044)"
1890,12,E,"(41.611969, 2.287141)"
2067,59,O,"(41.61222, 2.288003)"
2067,55,O,"(41.61215, 2.287963)"
2067,57,O,"(41.612186, 2.287983)"
2067,51,O,"(41.612084, 2.287926)"
2067,53,O,"(41.612117, 2.287943)"
2067,56,E,"(41.6121, 2.288104)"
2067,49,O,"(41.612046, 2.287905)"
2067,47,O,"(41.612005, 2.287882)"
2067,52,E,"(41.612021, 2.288061)"
2067,45,O,"(41.61193, 2.287842)"
2067,39,O,"(41.611843, 2.287672)"
2067,43,O,"(41.611878, 2.287808)"
2067,48,E,"(41.611895, 2.287996)"
2067,46,E,"(41.611852, 2.287974)"
2067,41,O,"(41.611827, 2.287758)"
2067,50,E,"(41.61194, 2.288019)"
2067,40,E,"(41.61173, 2.287931)"
2067,42,E,"(41.611764, 2.287937)"
2067,44,E,"(41.61181, 2.287951)"
2359,11,O,"(41.612113, 2.289325)"
2290,73,O,"(41.611861, 2.289325)"
2359,14,E,"(41.612205, 2.289329)"
2244,14,E,"(41.613871, 2.289032)"
2244,18,E,"(41.613901, 2.288829)"
2244,12,E,"(41.613862, 2.2891)"
2080,35,O,"(41.613172, 2.288404)"
2080,33,O,"(41.612952, 2.288343)"
2080,32-34,E,"(41.61309, 2.288588)"
2080,30,E,"(41.612897, 2.288539)"
2244,10,E,"(41.613824, 2.289356)"
2046,18,E,"(41.612286, 2.288228)"
2313,11,O,"(41.612583, 2.288602)"
2313,20,E,"(41.61271, 2.288572)"
2313,16,E,"(41.612625, 2.288929)"
2313,14,E,"(41.612594, 2.289063)"
2046,11,O,"(41.6122, 2.28832)"
2046,10,E,"(41.612241, 2.288448)"
2046,16,E,"(41.612274, 2.288285)"
2046,14,E,"(41.612264, 2.288336)"
2118,98,E,"(41.612242, 2.290122)"
2118,96,E,"(41.612196, 2.290109)"
2118,90,E,"(41.612059, 2.290068)"
2118,92,E,"(41.612094, 2.290079)"
2118,82,E,"(41.611914, 2.290028)"
2118,78,E,"(41.611847, 2.290002)"
2118,84,E,"(41.611951, 2.290032)"
2118,80,E,"(41.611881, 2.290016)"
2118,74,E,"(41.61177, 2.289989)"
2292,63,O,"(41.611837, 2.290439)"
2292,67,O,"(41.611979, 2.290482)"
2292,65,O,"(41.611896, 2.290453)"
2292,61,O,"(41.611743, 2.290413)"
2033,29,O,"(41.610232, 2.286975)"
2300,49,O,"(41.610552, 2.286384)"
2227,33,O,"(41.611114, 2.286255)"
2227,37,O,"(41.611344, 2.286361)"
2227,35,O,"(41.611244, 2.286314)"
2227,46,E,"(41.611407, 2.286564)"
2227,41,O,"(41.611585, 2.286474)"
2227,50,E,"(41.61162, 2.28665)"
2227,39,O,"(41.611447, 2.286407)"
2227,48,E,"(41.611467, 2.286584)"
2227,31,O,"(41.610962, 2.286182)"
2300,59,O,"(41.61058, 2.28595)"
2300,72,E,"(41.61078, 2.285946)"
2300,74,E,"(41.610767, 2.285841)"
2300,68,E,"(41.610774, 2.286072)"
2300,61,O,"(41.610581, 2.285871)"
2300,57,O,"(41.61058, 2.286005)"
2227,29,O,"(41.610552, 2.286007)"
2300,55,O,"(41.610572, 2.286209)"
2300,51,O,"(41.610558, 2.286331)"
2300,60,E,"(41.610671, 2.286662)"
2300,53,O,"(41.610564, 2.286273)"
2300,43,O,"(41.610535, 2.286557)"
2300,47,O,"(41.610546, 2.286447)"
2300,45,O,"(41.610539, 2.286521)"
2033,19,O,"(41.609941, 2.286901)"
2227,22,E,"(41.609945, 2.285929)"
2129,11,O,"(41.61007, 2.286379)"
2129,12,E,"(41.610152, 2.286381)"
2112,24,E,"(41.611114, 2.287856)"
2112,11-17,O,"(41.611101, 2.287746)"
2300,30,E,"(41.610545, 2.287544)"
2227,32,E,"(41.61023, 2.286046)"
2227,25,O,"(41.610381, 2.285937)"
2227,27,O,"(41.610417, 2.285957)"
2227,23,O,"(41.610308, 2.285903)"
2227,36,E,"(41.610323, 2.286088)"
2227,34,E,"(41.610282, 2.286066)"
2067,29,O,"(41.611559, 2.287449)"
2227,38,E,"(41.610365, 2.286105)"
2067,32,E,"(41.611445, 2.287537)"
2227,24,E,"(41.609988, 2.285954)"
2227,28,E,"(41.610075, 2.285985)"
2227,21B,O,"(41.61014, 2.285839)"
2227,30,E,"(41.610126, 2.286006)"
2227,26,E,"(41.610034, 2.285967)"
2129,15,O,"(41.610091, 2.28625)"
2067,26,E,"(41.611263, 2.287469)"
2067,16-24,E,"(41.611138, 2.287417)"
2129,16,E,"(41.610182, 2.28619)"
2067,27,O,"(41.611387, 2.28738)"
2129,14,E,"(41.610166, 2.28629)"
2067,30,E,"(41.611332, 2.287494)"
2067,28,E,"(41.611296, 2.287483)"
2129,13,O,"(41.610079, 2.286313)"
2300,39,O,"(41.610518, 2.286682)"
2112,38,E,"(41.611426, 2.287896)"
2067,34,E,"(41.611603, 2.287592)"
2300,41,O,"(41.610527, 2.286622)"
2112,44,E,"(41.611558, 2.287912)"
2300,35,O,"(41.610503, 2.286832)"
2067,36,E,"(41.611638, 2.287921)"
2067,38,E,"(41.611681, 2.287926)"
2112,46,E,"(41.611599, 2.287917)"
2112,40,E,"(41.611472, 2.287902)"
2112,42,E,"(41.611512, 2.287905)"
2129,10,E,"(41.610141, 2.286445)"
2112,23,O,"(41.611276, 2.287773)"
2112,29,O,"(41.611355, 2.287781)"
2112,30,E,"(41.611253, 2.287871)"
2112,21,O,"(41.611245, 2.287766)"
2112,19,O,"(41.611211, 2.287761)"
2033,25,O,"(41.610155, 2.286954)"
2112,34,E,"(41.611338, 2.287884)"
2112,36,E,"(41.611383, 2.28789)"
2033,27,O,"(41.6102, 2.286969)"
2112,32,E,"(41.611294, 2.287878)"
2112,28,E,"(41.611205, 2.287866)"
2112,26,E,"(41.611159, 2.287863)"
2033,21,O,"(41.609989, 2.28691)"
1908,15,O,"(41.609634, 2.286058)"
1908,17,O,"(41.609711, 2.286095)"
2188,18,E,"(41.609804, 2.286078)"
2227,20,E,"(41.609887, 2.285907)"
2227,16,E,"(41.609666, 2.285814)"
2227,18,E,"(41.609758, 2.285853)"
2067,14,E,"(41.611008, 2.287366)"
2188,16,E,"(41.609787, 2.286154)"
2067,12,E,"(41.610917, 2.287331)"
2188,14,E,"(41.609771, 2.286216)"
2067,10,E,"(41.610856, 2.287307)"
2188,17,O,"(41.609663, 2.286309)"
2188,12,E,"(41.609756, 2.286281)"
2188,10,E,"(41.609741, 2.286344)"
1908,13,O,"(41.609592, 2.286035)"
1908,11,O,"(41.609549, 2.286011)"
2300,42,E,"(41.610595, 2.28721)"
2300,34,E,"(41.610562, 2.28743)"
2300,36,E,"(41.610573, 2.287366)"
2051,55,O,"(41.610547, 2.288177)"
2033,33,O,"(41.610372, 2.287007)"
2300,31-33,O,"(41.610487, 2.286991)"
2300,29,O,"(41.610474, 2.2872)"
2033,31,O,"(41.61032, 2.286991)"
2300,23,O,"(41.610442, 2.28741)"
2300,27,O,"(41.610457, 2.287298)"
2300,25,O,"(41.61045, 2.287354)"
2300,21,O,"(41.610434, 2.287464)"
2033,26,E,"(41.610107, 2.287062)"
2033,32,E,"(41.610217, 2.287095)"
2033,30,E,"(41.610188, 2.287088)"
2033,28,E,"(41.610142, 2.287074)"
2033,24,E,"(41.610062, 2.287051)"
2033,22,E,"(41.610024, 2.28704)"
2033,20,E,"(41.609968, 2.287031)"
2300,17,O,"(41.610406, 2.287639)"
2300,26,E,"(41.610526, 2.287663)"
2300,24,E,"(41.610482, 2.287964)"
2300,15,O,"(41.610364, 2.287932)"
2051,49,O,"(41.610295, 2.288114)"
2051,47,O,"(41.610186, 2.287974)"
2051,41,O,"(41.610031, 2.288048)"
2051,43,O,"(41.610065, 2.288047)"
2051,39,O,"(41.609988, 2.288031)"
2051,16,E,"(41.609633, 2.28804)"
2051,29,O,"(41.60978, 2.287979)"
2051,33,O,"(41.60986, 2.288004)"
2051,35,O,"(41.609906, 2.288003)"
2051,22,E,"(41.60978, 2.288081)"
2051,26,E,"(41.609901, 2.288108)"
2051,24,E,"(41.609841, 2.2881)"
2051,31,O,"(41.609818, 2.28799)"
2051,20,E,"(41.609732, 2.288063)"
2051,27,O,"(41.609745, 2.287973)"
2051,18,E,"(41.609684, 2.28805)"
2051,25,O,"(41.609693, 2.287957)"
2051,10,E,"(41.609478, 2.288002)"
2051,17,O,"(41.609492, 2.287909)"
2051,14,E,"(41.609581, 2.288025)"
2051,23,O,"(41.609622, 2.287939)"
2051,21,O,"(41.609572, 2.287925)"
2051,12,E,"(41.609528, 2.288014)"
2051,19,O,"(41.609536, 2.28792)"
2051,13,O,"(41.609414, 2.287891)"
2051,15,O,"(41.609455, 2.287895)"
2292,43,O,"(41.611114, 2.290215)"
2118,48,E,"(41.611109, 2.289778)"
2290,37-39,O,"(41.611121, 2.288989)"
2051,83,O,"(41.611126, 2.288382)"
2051,70,E,"(41.611122, 2.288487)"
2118,64,E,"(41.611473, 2.289905)"
2051,97,O,"(41.611408, 2.28851)"
2051,89,O,"(41.611249, 2.288445)"
2051,84,E,"(41.611399, 2.28863)"
2118,62,E,"(41.611418, 2.289882)"
2051,92,E,"(41.611564, 2.288705)"
2051,94,E,"(41.611609, 2.288725)"
2051,99,O,"(41.611449, 2.288537)"
2051,88,E,"(41.611483, 2.288665)"
2051,90,E,"(41.611528, 2.288688)"
2051,86,E,"(41.611444, 2.288642)"
2051,87,O,"(41.611209, 2.288426)"
2051,85,O,"(41.611169, 2.288405)"
2051,80,E,"(41.611308, 2.288583)"
2051,78,E,"(41.611271, 2.288562)"
2051,93,O,"(41.611334, 2.288484)"
2051,95,O,"(41.611375, 2.288502)"
2051,91,O,"(41.611297, 2.288469)"
2118,58,E,"(41.611332, 2.289842)"
2051,82,E,"(41.611355, 2.288602)"
2118,60,E,"(41.611378, 2.289852)"
2118,56,E,"(41.611284, 2.28985)"
2051,74,E,"(41.611189, 2.288526)"
2051,76,E,"(41.61123, 2.288547)"
2051,72,E,"(41.611153, 2.288505)"
2118,52,E,"(41.611198, 2.2898)"
2118,54,E,"(41.611243, 2.289817)"
2290,51,O,"(41.611397, 2.289118)"
2118,70,E,"(41.611646, 2.28995)"
2051,96,E,"(41.611652, 2.28875)"
2290,59,O,"(41.611567, 2.289197)"
2290,57,O,"(41.611529, 2.289176)"
2292,57,O,"(41.611574, 2.290358)"
2290,63,O,"(41.611685, 2.28925)"
2290,61,O,"(41.611629, 2.289224)"
2292,59,O,"(41.611651, 2.290379)"
2290,55,O,"(41.611478, 2.289158)"
2290,53,O,"(41.611437, 2.289137)"
2292,49,O,"(41.611255, 2.290248)"
2290,45,O,"(41.611236, 2.289042)"
2290,41,O,"(41.611183, 2.289015)"
2292,53,O,"(41.611349, 2.290287)"
2290,49,O,"(41.611349, 2.289095)"
2292,51,O,"(41.611292, 2.290262)"
2290,47,O,"(41.6113, 2.289075)"
2292,47,O,"(41.611206, 2.290243)"
2292,45,O,"(41.611159, 2.290228)"
2051,64,E,"(41.610982, 2.288436)"
2051,75,O,"(41.610956, 2.28831)"
2051,73,O,"(41.610922, 2.288297)"
2118,40,E,"(41.610822, 2.289695)"
2051,69,O,"(41.610822, 2.28826)"
2051,81,O,"(41.611086, 2.288366)"
2051,79,O,"(41.611038, 2.288344)"
2051,77,O,"(41.610998, 2.288328)"
2051,60,E,"(41.610902, 2.288391)"
2051,58,E,"(41.61085, 2.28837)"
2051,62,E,"(41.610941, 2.288418)"
2051,71,O,"(41.610868, 2.288279)"
2118,46,E,"(41.611058, 2.289768)"
2118,34,E,"(41.610618, 2.289631)"
2292,41,O,"(41.611079, 2.290206)"
2292,33,O,"(41.610842, 2.290132)"
2292,37,O,"(41.610975, 2.290173)"
2290,29,O,"(41.610963, 2.288927)"
2292,39,O,"(41.611036, 2.290191)"
2290,33,O,"(41.611048, 2.288953)"
2290,35,O,"(41.611077, 2.288968)"
2290,31,O,"(41.611006, 2.288939)"
2290,27,O,"(41.610911, 2.288912)"
2292,35,O,"(41.610938, 2.290165)"
2290,25,O,"(41.610851, 2.288922)"
2290,17,O,"(41.61066, 2.288956)"
2292,31,O,"(41.610755, 2.290104)"
2290,21,O,"(41.610756, 2.288937)"
2290,23,O,"(41.610802, 2.288925)"
2290,19,O,"(41.6107, 2.288947)"
2290,15,O,"(41.610621, 2.288962)"
2300,10-12,E,"(41.610404, 2.288756)"
2051,34,E,"(41.610229, 2.288212)"
2118,26,E,"(41.610392, 2.289552)"
2051,51,O,"(41.610461, 2.28816)"
2051,53,O,"(41.610511, 2.28817)"
2118,30,E,"(41.61049, 2.289594)"
2118,28,E,"(41.610437, 2.289568)"
2051,36,E,"(41.610295, 2.288229)"
2118,22,E,"(41.610308, 2.289527)"
2118,24,E,"(41.610351, 2.289539)"
2300,11,O,"(41.610297, 2.288364)"
2118,12,E,"(41.610073, 2.289463)"
2043,12,E,"(41.610028, 2.288275)"
2051,28,E,"(41.610083, 2.288172)"
2051,30,E,"(41.610149, 2.288185)"
2051,32,E,"(41.610185, 2.288194)"
2118,14,E,"(41.610135, 2.289481)"
2043,11,O,"(41.609906, 2.28848)"
2118,10,E,"(41.610024, 2.289446)"
2043,10,E,"(41.609961, 2.288573)"
2292,17-19,O,"(41.610266, 2.289961)"
2292,23,O,"(41.610409, 2.290012)"
2292,21,O,"(41.61036, 2.289995)"
2300,6-8,E,"(41.610378, 2.288944)"
2118,11,O,"(41.610134, 2.289263)"
2063,2B,E,"(41.609721, 2.289417)"
2063,10,E,"(41.609683, 2.289705)"
2214,19,B,"(41.609507, 2.289477)"
2214,18,B,"(41.609512, 2.289418)"
2214,20,B,"(41.609501, 2.289542)"
2214,11,B,"(41.609648, 2.289147)"
2214,13,B,"(41.609742, 2.28917)"
2214,12,B,"(41.609693, 2.289157)"
2063,12,E,"(41.609644, 2.289959)"
2214,10,B,"(41.609606, 2.289137)"
2106,51,O,"(41.604681, 2.283481)"
2082,43,O,"(41.605224, 2.283455)"
2171,21,O,"(41.60604, 2.283448)"
1895,50,E,"(41.606624, 2.283465)"
2249,64,E,"(41.609249, 2.283206)"
2249,66,E,"(41.608251, 2.283133)"
2249,47,O,"(41.608209, 2.283443)"
2249,61,O,"(41.607603, 2.283392)"
2249,55,O,"(41.607877, 2.283415)"
2249,51,O,"(41.608048, 2.283431)"
2249,49,O,"(41.608134, 2.283433)"
2249,53,O,"(41.607945, 2.283421)"
2249,57,O,"(41.60777, 2.283406)"
2249,59,O,"(41.60771, 2.283401)"
2249,63,O,"(41.607261, 2.283371)"
2249,31,O,"(41.609292, 2.283512)"
1912,23,O,"(41.609217, 2.283933)"
1912,25,O,"(41.609116, 2.283796)"
1912,31,O,"(41.608986, 2.283619)"
2249,33,O,"(41.608805, 2.283482)"
2226,14,E,"(41.609266, 2.284466)"
2226,12,E,"(41.609176, 2.284507)"
2226,10,E,"(41.608997, 2.284597)"
2226,11,O,"(41.608938, 2.284457)"
2198,23,O,"(41.608444, 2.283732)"
2198,22,E,"(41.608592, 2.283618)"
2198,20,E,"(41.608653, 2.283841)"
2198,18,E,"(41.608695, 2.283989)"
2198,21,O,"(41.6085, 2.283934)"
2198,25,O,"(41.608385, 2.283534)"
2198,16,E,"(41.608747, 2.284171)"
2198,19,O,"(41.608553, 2.284112)"
2198,17,O,"(41.608583, 2.28422)"
2198,15,O,"(41.608644, 2.284424)"
2270,18,E,"(41.607598, 2.283918)"
2245,11,O,"(41.609287, 2.285194)"
2198,13,O,"(41.608785, 2.284849)"
2198,11,O,"(41.60883, 2.284982)"
2245,12,E,"(41.609264, 2.285362)"
2245,14,E,"(41.609299, 2.285338)"
2245,10,E,"(41.609077, 2.28555)"
2270,14,E,"(41.607631, 2.284175)"
2270,16,E,"(41.607618, 2.284086)"
2270,12,E,"(41.607647, 2.284275)"
2245,5B,O,"(41.608938, 2.285565)"
2270,10,E,"(41.607663, 2.284381)"
2270,20,E,"(41.607567, 2.283734)"
2270,22,E,"(41.607535, 2.283524)"
2266,16,E,"(41.608474, 2.285638)"
2266,10,E,"(41.608622, 2.285663)"
2266,12,E,"(41.608559, 2.285652)"
2266,14,E,"(41.608511, 2.285644)"
2106,64,E,"(41.604898, 2.282283)"
2266,30,E,"(41.608114, 2.285579)"
2266,28,E,"(41.608153, 2.285588)"
2266,32,E,"(41.608074, 2.28557)"
2266,34,E,"(41.608001, 2.285565)"
2266,36,E,"(41.607835, 2.285558)"
2266,38,E,"(41.607541, 2.285044)"
2266,40,E,"(41.607478, 2.285588)"
2266,42,E,"(41.607394, 2.285592)"
2266,44,E,"(41.607341, 2.285592)"
2266,48,E,"(41.607246, 2.285597)"
2266,46,E,"(41.607279, 2.285597)"
2266,50,E,"(41.607204, 2.28559)"
2266,54-58,E,"(41.607018, 2.285603)"
2266,52,E,"(41.607133, 2.285598)"
2249,75,O,"(41.606433, 2.283275)"
1895,57B,O,"(41.606346, 2.28286)"
2249,71,O,"(41.606814, 2.283311)"
2249,74,E,"(41.606699, 2.283018)"
1895,62,E,"(41.606625, 2.281833)"
1895,57,O,"(41.606524, 2.2834)"
1895,59,O,"(41.60636, 2.282396)"
1895,61,O,"(41.606353, 2.28202)"
2249,77,O,"(41.60619, 2.283258)"
2171,20,E,"(41.606152, 2.283417)"
2171,23,O,"(41.60602, 2.283311)"
2249,79,O,"(41.605982, 2.283249)"
2249,81,O,"(41.605859, 2.283242)"
2249,83,O,"(41.605711, 2.283226)"
2249,85,O,"(41.605579, 2.283215)"
2249,87,O,"(41.605417, 2.283209)"
2082,20,E,"(41.605354, 2.283232)"
2082,18,E,"(41.605352, 2.283364)"
2106,57,O,"(41.604683, 2.283169)"
2106,62,E,"(41.604813, 2.283145)"
2249,93,O,"(41.604876, 2.283165)"
2106,59,O,"(41.60468, 2.282006)"
2249,82,E,"(41.605191, 2.282897)"
2249,84,E,"(41.604979, 2.282878)"
2082,45,O,"(41.605224, 2.283323)"
2249,89,O,"(41.605167, 2.283192)"
2249,91,O,"(41.605015, 2.283177)"
2106,66,E,"(41.604885, 2.281801)"
2106,56,E,"(41.604814, 2.283365)"
2106,58,E,"(41.604814, 2.283283)"
2106,55,O,"(41.60468, 2.283365)"
2106,53,O,"(41.604681, 2.283425)"
2235,11,O,"(41.606441, 2.2841)"
2235,13,O,"(41.60642, 2.284106)"
1895,42,E,"(41.606671, 2.283764)"
1895,48,E,"(41.606636, 2.283535)"
1895,46,E,"(41.606654, 2.283665)"
1895,44,E,"(41.606661, 2.283703)"
1895,53-55,O,"(41.606543, 2.28351)"
1895,49-51,O,"(41.606561, 2.283628)"
1895,40,E,"(41.606685, 2.283844)"
1895,47,O,"(41.606584, 2.283777)"
1895,28,E,"(41.60679, 2.284394)"
1895,37,O,"(41.606695, 2.284481)"
1895,39,O,"(41.606685, 2.284416)"
1895,35,O,"(41.606702, 2.284533)"
1895,41,O,"(41.606677, 2.284363)"
1895,33,O,"(41.606712, 2.284592)"
2171,16,E,"(41.606176, 2.283595)"
2171,15,O,"(41.606087, 2.28377)"
2171,18,E,"(41.606162, 2.283506)"
2171,14,E,"(41.60619, 2.283683)"
2235,14,E,"(41.606265, 2.283951)"
2235,10,E,"(41.606376, 2.283924)"
2266,21,O,"(41.606665, 2.285771)"
2266,23,O,"(41.606599, 2.285774)"
2266,29,O,"(41.606482, 2.285773)"
2266,86,E,"(41.605411, 2.285585)"
2266,27,O,"(41.606519, 2.285772)"
2266,31,O,"(41.606452, 2.285772)"
2106,47,O,"(41.604679, 2.283589)"
2106,50,E,"(41.604812, 2.283612)"
2106,54,E,"(41.604813, 2.283507)"
2106,48,E,"(41.604812, 2.283697)"
2106,49,O,"(41.60468, 2.283535)"
2106,46,E,"(41.604812, 2.283824)"
2106,43,O,"(41.604677, 2.283795)"
2266,41,O,"(41.606143, 2.285767)"
2106,37,O,"(41.604681, 2.283991)"
2235,51,O,"(41.60509, 2.284412)"
2235,47,O,"(41.605181, 2.284405)"
2266,35,O,"(41.606366, 2.285775)"
2235,45,O,"(41.60522, 2.284402)"
2235,49,O,"(41.605146, 2.284407)"
2106,35,O,"(41.604687, 2.284196)"
2106,38,E,"(41.604814, 2.284102)"
2266,43,O,"(41.606009, 2.285769)"
2106,34,E,"(41.604811, 2.284599)"
2266,45,O,"(41.605902, 2.28577)"
2266,47,O,"(41.605869, 2.285773)"
2266,63,O,"(41.605252, 2.285774)"
2371,17,O,"(41.607337, 2.288137)"
2197,23,O,"(41.607208, 2.288151)"
1897,47,O,"(41.606996, 2.288773)"
2197,22,E,"(41.60713, 2.288153)"
1913,30,E,"(41.60702, 2.286944)"
2266,59,O,"(41.605538, 2.285773)"
2266,51,O,"(41.605776, 2.285769)"
2266,49,O,"(41.605813, 2.285771)"
2266,53,O,"(41.605716, 2.285762)"
2266,57,O,"(41.605663, 2.285771)"
2266,61,O,"(41.60543, 2.285776)"
2082,17,O,"(41.605217, 2.284906)"
2082,21,O,"(41.605216, 2.284787)"
2082,19,O,"(41.605217, 2.284845)"
