CODI CARRER,NÚMERO,PARITAT,LOCALITZACIÓ
2135,7,O,"(41.599576, 2.288413)"
2135,9,O,"(41.599497, 2.288396)"
2339,2,E,"(41.599516, 2.289666)"
2339,4,E,"(41.599477, 2.289658)"
1893,8,E,"(41.599627, 2.289029)"
1893,2,E,"(41.599777, 2.28906)"
1893,4,E,"(41.599721, 2.289048)"
1893,1,O,"(41.599768, 2.289288)"
1893,3,O,"(41.599722, 2.289279)"
1893,9,O,"(41.599534, 2.289236)"
1893,5,O,"(41.599651, 2.289263)"
1893,7,O,"(41.599568, 2.289243)"
2339,3,O,"(41.599235, 2.28977)"
2339,5,O,"(41.599156, 2.289752)"
2339,1,O,"(41.599374, 2.289796)"
2284,9,O,"(41.598933, 2.289491)"
2339,7,O,"(41.599082, 2.289737)"
2284,7,O,"(41.598905, 2.289754)"
2284,5,O,"(41.598895, 2.28984)"
2072,6-8,E,"(41.599119, 2.290093)"
2284,4,E,"(41.599005, 2.289966)"
2284,3,O,"(41.598886, 2.289926)"
2284,1,O,"(41.598873, 2.29004)"
2412,1,O,"(41.598951, 2.289072)"
2260,2,E,"(41.598288, 2.289917)"
2412,5,O,"(41.598757, 2.289032)"
2412,9,O,"(41.598643, 2.28901)"
2412,7,O,"(41.598712, 2.289023)"
2260,9,O,"(41.598186, 2.28955)"
2260,5,O,"(41.598159, 2.289772)"
2260,7,O,"(41.598171, 2.289676)"
2412,2,E,"(41.597953, 2.288597)"
2087,6,E,"(41.597908, 2.289552)"
2087,4,E,"(41.597917, 2.289231)"
2260,3,O,"(41.598142, 2.289927)"
2087,2,E,"(41.597932, 2.288991)"
2061,5,O,"(41.597638, 2.28892)"
2444,1,O,"(41.597339, 2.286375)"
1889,8,E,"(41.597005, 2.286023)"
1889,6,E,"(41.596994, 2.286111)"
1889,4,E,"(41.596984, 2.286195)"
2061,2,E,"(41.59755, 2.28708)"
2061,4,E,"(41.597518, 2.287332)"
2061,6,E,"(41.597499, 2.287507)"
2399,5,O,"(41.597198, 2.287059)"
2399,7,O,"(41.597187, 2.287146)"
2399,9,O,"(41.597179, 2.287209)"
2061,8,E,"(41.59748, 2.287672)"
2399,8,E,"(41.597026, 2.287089)"
2242,2,E,"(41.596079, 2.289412)"
2242,7,O,"(41.595848, 2.289645)"
2242,9,O,"(41.595379, 2.289478)"
2465,8,E,"(41.594684, 2.273549)"
2465,9,O,"(41.59423, 2.273646)"
2465,5,O,"(41.594126, 2.273953)"
2465,7,O,"(41.594158, 2.273795)"
2465,6,E,"(41.594601, 2.274183)"
2465,4,E,"(41.594474, 2.274168)"
2465,2,E,"(41.594284, 2.274234)"
2465,3,O,"(41.594048, 2.27411)"
2465,1,O,"(41.594011, 2.27428)"
425,4,E,"(41.59518, 2.279675)"
425,5,O,"(41.595013, 2.279933)"
425,6,E,"(41.594945, 2.27962)"
425,8,E,"(41.594747, 2.279577)"
425,7,O,"(41.594932, 2.279915)"
2747,2,E,"(41.593656, 2.280904)"
2747,1,O,"(41.593436, 2.280895)"
2438,3,O,"(41.587505, 2.275461)"
2438,5,O,"(41.587463, 2.276172)"
2320,2,E,"(41.595129, 2.281417)"
2320,6,E,"(41.594852, 2.281359)"
2320,8-12,E,"(41.594526, 2.281288)"
2544,2,E,"(41.594988, 2.282055)"
2320,1,O,"(41.595031, 2.281699)"
2455,5-7,O,"(41.594856, 2.2843)"
2547,2,E,"(41.594094, 2.283891)"
2363,2,E,"(41.593749, 2.285672)"
2074,8,E,"(41.593045, 2.285052)"
2074,6,E,"(41.59303, 2.285123)"
2363,4,E,"(41.593348, 2.285614)"
2074,2,E,"(41.592997, 2.285274)"
1802,2,E,"(41.591431, 2.283415)"
1802,1-9,O,"(41.591269, 2.283328)"
1942,2,E,"(41.590702, 2.284638)"
2162,6-8,E,"(41.592752, 2.284115)"
625,2,E,"(41.59202, 2.283662)"
625,1,O,"(41.591846, 2.283627)"
2739,3,O,"(41.594102, 2.286984)"
2738,2,E,"(41.594653, 2.286278)"
2174,9,O,"(41.594122, 2.286237)"
2174,7,O,"(41.594118, 2.286154)"
2738,6,E,"(41.594609, 2.286679)"
2738,4,E,"(41.594633, 2.286472)"
2739,1,O,"(41.594526, 2.286939)"
2727,9,O,"(41.595128, 2.28701)"
1916,6,E,"(41.595124, 2.28721)"
1916,8,E,"(41.595114, 2.287298)"
2738,5-7,O,"(41.594895, 2.287125)"
2738,8,E,"(41.594542, 2.287181)"
2363,1,O,"(41.593698, 2.28601)"
2742,2,E,"(41.593773, 2.286129)"
2739,5,O,"(41.593803, 2.286994)"
2742,5,O,"(41.593773, 2.287105)"
2742,6,E,"(41.593617, 2.287084)"
2739,7,O,"(41.593575, 2.287002)"
2742,7,O,"(41.593765, 2.287358)"
2742,9,O,"(41.593761, 2.287518)"
2740,1,O,"(41.593129, 2.287012)"
2740,5,O,"(41.593113, 2.287148)"
2740,3,O,"(41.593121, 2.287079)"
2740,7,O,"(41.593102, 2.287218)"
2740,4,E,"(41.592957, 2.287028)"
2740,9,O,"(41.593094, 2.287289)"
2396,6,E,"(41.595126, 2.288441)"
2396,2,E,"(41.595144, 2.2883)"
2396,4,E,"(41.595135, 2.288371)"
2396,8,E,"(41.595118, 2.288507)"
2091,1,O,"(41.591368, 2.286971)"
2748,8,E,"(41.592566, 2.286971)"
2748,5,O,"(41.592655, 2.286983)"
2741,1,O,"(41.592412, 2.285879)"
2748,3,O,"(41.592662, 2.286912)"
2748,4,E,"(41.59258, 2.286871)"
2748,6,E,"(41.592572, 2.286922)"
2741,3,O,"(41.592329, 2.286452)"
2741,5,O,"(41.592302, 2.286889)"
2748,9,O,"(41.59264, 2.287114)"
2740,6,E,"(41.592925, 2.287244)"
2748,7,O,"(41.592647, 2.28705)"
2740,8,E,"(41.5929, 2.287461)"
2205,1,O,"(41.591656, 2.286732)"
2205,3,O,"(41.59163, 2.286931)"
1875,1,O,"(41.591256, 2.286796)"
2741,7,O,"(41.592278, 2.287106)"
2741,9,O,"(41.59225, 2.287326)"
1875,3,O,"(41.591112, 2.286737)"
1875,5,O,"(41.590942, 2.286691)"
2071,2,E,"(41.591953, 2.28764)"
1875,7,O,"(41.590822, 2.286649)"
2071,4,E,"(41.591802, 2.287609)"
1947,1,B,"(41.591164, 2.287707)"
2205,5,O,"(41.591612, 2.287086)"
2091,3,O,"(41.591371, 2.287164)"
2071,6,E,"(41.591672, 2.287582)"
2164,6,E,"(41.591682, 2.288127)"
2091,5,O,"(41.59138, 2.287723)"
2091,7,O,"(41.591383, 2.28792)"
2091,9,O,"(41.591384, 2.28811)"
1875,4,E,"(41.591154, 2.287076)"
1875,2,E,"(41.591004, 2.287072)"
2315,2,E,"(41.590781, 2.287029)"
1947,2,B,"(41.591018, 2.287715)"
2315,4,E,"(41.590796, 2.287731)"
2315,6,E,"(41.590801, 2.287925)"
2315,8,E,"(41.590803, 2.28812)"
2164,2,E,"(41.591959, 2.288186)"
2164,4,E,"(41.591838, 2.288156)"
1947,3,B,"(41.591171, 2.288319)"
2394,1,O,"(41.59133, 2.289415)"
2219,5,O,"(41.603932, 2.290995)"
2219,4,E,"(41.603801, 2.291009)"
2219,6,E,"(41.603728, 2.291247)"
2219,8,E,"(41.603543, 2.291401)"
2144,2,E,"(41.604545, 2.292003)"
2238,9,O,"(41.604232, 2.291793)"
2185,1,O,"(41.604577, 2.292802)"
2404,1,B,"(41.603127, 2.290727)"
2404,3,B,"(41.602926, 2.291112)"
2185,8,E,"(41.604362, 2.293069)"
2185,6,E,"(41.604321, 2.293085)"
2185,4,E,"(41.604252, 2.293122)"
2185,2,E,"(41.604199, 2.293144)"
1946,9,O,"(41.604372, 2.293699)"
1946,7,O,"(41.604245, 2.293716)"
1946,5,O,"(41.604162, 2.293732)"
1946,2,E,"(41.604101, 2.293901)"
2066,1,O,"(41.603921, 2.293625)"
2066,3,O,"(41.604366, 2.294473)"
2066,4,E,"(41.604136, 2.294421)"
2066,6,E,"(41.604184, 2.294538)"
2066,8,E,"(41.604268, 2.294687)"
2360,4,E,"(41.603981, 2.29431)"
2360,2,E,"(41.603861, 2.294325)"
2352,1,O,"(41.603735, 2.294474)"
2352,3,O,"(41.603676, 2.294684)"
2352,5,O,"(41.603613, 2.294918)"
1905,1,O,"(41.604338, 2.294968)"
2352,7,O,"(41.603554, 2.295368)"
2387,6-8,E,"(41.603262, 2.295246)"
2202,1,O,"(41.603164, 2.295352)"
2202,3,O,"(41.603127, 2.295442)"
2202,2,E,"(41.603041, 2.295296)"
2202,7,O,"(41.603047, 2.295658)"
2202,5,O,"(41.603086, 2.295553)"
2202,4,E,"(41.602931, 2.295591)"
2202,9,O,"(41.602999, 2.295793)"
2157,5,O,"(41.602352, 2.296002)"
2157,9,O,"(41.602514, 2.29621)"
2157,7,O,"(41.602423, 2.296091)"
2157,6,E,"(41.602733, 2.296737)"
2157,8,E,"(41.602825, 2.296834)"
2157,4,E,"(41.602472, 2.296409)"
2157,3,O,"(41.602297, 2.295929)"
2157,1,O,"(41.602241, 2.295856)"
2157,2,E,"(41.602274, 2.29616)"
2431,2,E,"(41.600362, 2.296446)"
2204,32,E,"(41.604679, 2.288943)"
2099,77,O,"(41.604609, 2.287643)"
2347,13,O,"(41.604657, 2.291412)"
2385,28,E,"(41.604667, 2.296419)"
2317,38,E,"(41.604665, 2.297775)"
2122,45,O,"(41.604648, 2.277261)"
2743,60,E,"(41.61237, 2.271059)"
2743,50,E,"(41.612584, 2.271371)"
2743,42,E,"(41.612727, 2.271654)"
2743,77-89,O,"(41.61231, 2.271211)"
2743,65,O,"(41.612587, 2.271669)"
2743,82,E,"(41.611965, 2.270297)"
2743,91,O,"(41.612128, 2.270989)"
2743,66,E,"(41.612203, 2.270854)"
2237,10,E,"(41.614282, 2.281119)"
1898,37,O,"(41.61289, 2.281113)"
2036,22,E,"(41.614067, 2.281814)"
46,67,O,"(41.614879, 2.275471)"
46,57,O,"(41.614337, 2.275688)"
46,55,O,"(41.614177, 2.275778)"
2019,35,O,"(41.615207, 2.277171)"
2019,21,O,"(41.614641, 2.277145)"
2291,10,E,"(41.614717, 2.276761)"
2019,30,E,"(41.61495, 2.277318)"
2019,27,O,"(41.614946, 2.277178)"
2019,31,O,"(41.615081, 2.277177)"
2019,33,O,"(41.615139, 2.277174)"
2019,29,O,"(41.615016, 2.27715)"
2019,34,E,"(41.615121, 2.277303)"
2019,32,E,"(41.615018, 2.277311)"
1899,2,E,"(41.615223, 2.291491)"
2038,4B,E,"(41.59973, 2.287516)"
2227,44,E,"(41.610853, 2.286311)"
2019,23,O,"(41.614776, 2.27716)"
2019,25,O,"(41.614876, 2.277157)"
2019,28,E,"(41.614881, 2.277326)"
2019,26,E,"(41.614812, 2.277328)"
2019,24,E,"(41.614728, 2.277333)"
2291,13,O,"(41.614204, 2.276605)"
2291,15,O,"(41.61427, 2.276504)"
2019,19,O,"(41.614494, 2.277112)"
2019,17,O,"(41.614389, 2.27709)"
2019,12,E,"(41.614432, 2.277272)"
2019,10,E,"(41.614176, 2.277216)"
2160,27,O,"(41.614652, 2.279798)"
2193,43,O,"(41.614582, 2.280328)"
2358,36,E,"(41.614263, 2.27927)"
2160,25,O,"(41.614536, 2.279737)"
2358,34,E,"(41.614205, 2.279492)"
2101,26,E,"(41.611715, 2.27476)"
2743,26-32,E,"(41.612905, 2.272256)"
2743,37-49,O,"(41.612826, 2.272399)"
2743,18-24,E,"(41.613046, 2.272586)"
2743,25-35,O,"(41.612973, 2.272722)"
2743,11-23,O,"(41.61322, 2.27308)"
2743,10-16,E,"(41.613234, 2.272885)"
2743,34,E,"(41.612838, 2.27198)"
2743,51,O,"(41.612738, 2.272119)"
2274,18,E,"(41.61176, 2.273169)"
2274,16,E,"(41.611838, 2.273346)"
2274,12,E,"(41.612013, 2.273714)"
2274,10,E,"(41.612093, 2.273895)"
2274,14,E,"(41.611924, 2.273528)"
2274,15,O,"(41.611761, 2.273521)"
2274,26,E,"(41.611452, 2.272559)"
2274,22,E,"(41.611603, 2.272833)"
2274,24,E,"(41.61153, 2.272693)"
2274,28,E,"(41.611364, 2.272429)"
2274,31,O,"(41.611164, 2.272401)"
2274,29,O,"(41.611243, 2.272528)"
2274,27,O,"(41.611327, 2.272653)"
2274,35,O,"(41.611029, 2.272178)"
2274,37,O,"(41.610986, 2.272109)"
2274,33,O,"(41.611088, 2.272276)"
2274,19,O,"(41.61162, 2.273202)"
2274,21,O,"(41.611553, 2.273054)"
2274,20,E,"(41.611678, 2.272987)"
2274,23,O,"(41.611478, 2.272921)"
2274,17,O,"(41.611685, 2.273357)"
2101,35,O,"(41.61167, 2.274991)"
2101,25,O,"(41.611642, 2.275437)"
2119,14,E,"(41.611697, 2.278159)"
46,96,E,"(41.613439, 2.277608)"
2285,29,O,"(41.612882, 2.277632)"
2285,31,O,"(41.612906, 2.277577)"
46,39,O,"(41.613743, 2.276554)"
46,98,E,"(41.613513, 2.277442)"
46,31,O,"(41.613312, 2.277509)"
46,29,O,"(41.613286, 2.277566)"
2285,35,O,"(41.612953, 2.277462)"
2285,33,O,"(41.612927, 2.277523)"
2285,37,O,"(41.612981, 2.277398)"
46,76,E,"(41.613181, 2.278168)"
1898,79,O,"(41.613516, 2.278695)"
46,92,E,"(41.613386, 2.277747)"
46,23,O,"(41.613208, 2.277735)"
46,27,O,"(41.613248, 2.277649)"
46,80,E,"(41.613287, 2.277933)"
46,78,E,"(41.613233, 2.278052)"
46,21,O,"(41.613156, 2.277847)"
2285,30,E,"(41.61299, 2.27762)"
46,72,E,"(41.613042, 2.278483)"
46,74C,E,"(41.613123, 2.278304)"
46,17,O,"(41.612966, 2.278263)"
46,68,E,"(41.612979, 2.278618)"
46,62-64,E,"(41.612891, 2.27881)"
46,70,E,"(41.613011, 2.278548)"
2070,34,E,"(41.612439, 2.277451)"
2070,36,E,"(41.61245, 2.277392)"
2070,32,E,"(41.612429, 2.277506)"
2070,30,E,"(41.612418, 2.277558)"
2115,11,O,"(41.611788, 2.277204)"
2115,13,O,"(41.611731, 2.277201)"
2070,14,E,"(41.612297, 2.278174)"
2285,17,O,"(41.61264, 2.278173)"
2285,19,O,"(41.612766, 2.277892)"
2285,27,O,"(41.612859, 2.277683)"
2070,24,E,"(41.61238, 2.277749)"
2070,26,E,"(41.612397, 2.277666)"
2070,28,E,"(41.612403, 2.27764)"
2070,20-22,E,"(41.612359, 2.277857)"
2070,16,E,"(41.612308, 2.278115)"
2070,18,E,"(41.612319, 2.278058)"
2285,10,E,"(41.612637, 2.278446)"
2285,16,E,"(41.612709, 2.278279)"
2285,15,O,"(41.61262, 2.278221)"
2285,12,E,"(41.61266, 2.278395)"
2285,14,E,"(41.612687, 2.278333)"
2285,13,O,"(41.612573, 2.278333)"
2285,11,O,"(41.61255, 2.278383)"
2259,13,O,"(41.611872, 2.277877)"
2259,10,E,"(41.612001, 2.277776)"
2259,12,O,"(41.611852, 2.277715)"
2259,15,O,"(41.611768, 2.277845)"
2259,14,E,"(41.611779, 2.277687)"
2070,12,E,"(41.612285, 2.278232)"
2070,10,E,"(41.612273, 2.278295)"
2119,10,E,"(41.611804, 2.278244)"
2119,12,E,"(41.611754, 2.278208)"
1898,58,E,"(41.613463, 2.279554)"
1898,77,O,"(41.613486, 2.278827)"
1898,75,O,"(41.613435, 2.279029)"
1898,73,O,"(41.613416, 2.279104)"
2160,10,E,"(41.61303, 2.279266)"
1898,65,O,"(41.613274, 2.279622)"
1898,67,O,"(41.613309, 2.279484)"
2358,32,E,"(41.614013, 2.279979)"
2358,30,E,"(41.613962, 2.280184)"
2358,28,E,"(41.613912, 2.280379)"
2358,26,E,"(41.613858, 2.280591)"
2358,24,E,"(41.613765, 2.280953)"
1898,55,O,"(41.613112, 2.280253)"
1898,61-63,O,"(41.613222, 2.279837)"
1898,53,O,"(41.613078, 2.280376)"
1898,43,O,"(41.612963, 2.28083)"
1898,51,O,"(41.613036, 2.280554)"
1898,49,O,"(41.613015, 2.280632)"
1898,47,O,"(41.612985, 2.280748)"
1898,24,E,"(41.61314, 2.280904)"
1898,39,O,"(41.612909, 2.281044)"
46,46,E,"(41.612514, 2.279627)"
46,52-54,E,"(41.61264, 2.279361)"
46,50,E,"(41.612576, 2.279491)"
46,48,E,"(41.612544, 2.27956)"
46,42,E,"(41.612443, 2.279781)"
46,40,E,"(41.612404, 2.279865)"
46,22,E,"(41.612096, 2.280544)"
46,38,E,"(41.612368, 2.279958)"
46,30,E,"(41.612233, 2.280237)"
46,28,E,"(41.612172, 2.280374)"
46,24,E,"(41.612125, 2.28048)"
46,16,E,"(41.611998, 2.280756)"
46,14,E,"(41.61198, 2.280796)"
46,20,E,"(41.612075, 2.28059)"
46,18,E,"(41.612053, 2.280635)"
46,10,E,"(41.611933, 2.280899)"
2259,17,O,"(41.611681, 2.277799)"
2259,19,O,"(41.611613, 2.27777)"
2259,23,O,"(41.61148, 2.277721)"
2119,22,E,"(41.611525, 2.278037)"
2119,20,E,"(41.611566, 2.278065)"
2119,16,E,"(41.611645, 2.278122)"
2119,18,E,"(41.611597, 2.278087)"
2119,26,E,"(41.611436, 2.277967)"
2119,24,E,"(41.611485, 2.277999)"
2377,44,E,"(41.61138, 2.27782)"
2119,30,E,"(41.611225, 2.277817)"
2377,41,O,"(41.611201, 2.278053)"
2119,28,E,"(41.61138, 2.277927)"
2119,13,O,"(41.611363, 2.278157)"
2377,39,O,"(41.611187, 2.27811)"
2119,62,E,"(41.610311, 2.27715)"
2119,58,E,"(41.610398, 2.277213)"
2119,64,E,"(41.61027, 2.277115)"
2119,60,E,"(41.610359, 2.277184)"
2119,33,O,"(41.610365, 2.277412)"
2377,42,E,"(41.611293, 2.278228)"
2377,40,E,"(41.611261, 2.278384)"
2119,66,E,"(41.610189, 2.277059)"
2102,16,E,"(41.61128, 2.278554)"
2119,43,O,"(41.610005, 2.277206)"
2119,36,E,"(41.610967, 2.277633)"
2119,49,O,"(41.609645, 2.276884)"
2119,34,E,"(41.611007, 2.277661)"
2119,82,E,"(41.60963, 2.276642)"
2119,84,E,"(41.609556, 2.27659)"
2119,27,O,"(41.610632, 2.277616)"
2119,86,E,"(41.609471, 2.276518)"
2119,51,O,"(41.609465, 2.276741)"
2169,39,O,"(41.60995, 2.277788)"
2169,37,O,"(41.609894, 2.277934)"
2169,35,O,"(41.609847, 2.278059)"
2169,33,O,"(41.609802, 2.278183)"
2169,31,O,"(41.609762, 2.278288)"
2169,29,O,"(41.609706, 2.278435)"
2169,28,E,"(41.609622, 2.279103)"
2064,10,E,"(41.610154, 2.280307)"
2277,20,E,"(41.619025, 2.290427)"
2119,61,O,"(41.608736, 2.276229)"
2193,25,O,"(41.614061, 2.282272)"
2193,37,O,"(41.614245, 2.281407)"
2193,39,O,"(41.614308, 2.281205)"
2193,35,O,"(41.614199, 2.281581)"
2036,21,O,"(41.614131, 2.281637)"
1944,88,E,"(41.614189, 2.283147)"
1944,86,E,"(41.614144, 2.283146)"
1944,84,E,"(41.614082, 2.283134)"
2193,27,O,"(41.614085, 2.28219)"
2193,31,O,"(41.61413, 2.282024)"
2193,29,O,"(41.614109, 2.282104)"
2734,33,B,"(41.615033, 2.284555)"
2734,32,B,"(41.614791, 2.284367)"
2734,29,B,"(41.614225, 2.284334)"
2734,30,B,"(41.614442, 2.284456)"
2734,31,B,"(41.614504, 2.284477)"
2253,57,O,"(41.6164, 2.289308)"
2124,19,O,"(41.607346, 2.278784)"
2124,18,E,"(41.607167, 2.278769)"
2119,53,O,"(41.609329, 2.276635)"
2119,55,O,"(41.609159, 2.27652)"
2119,57,O,"(41.609043, 2.276436)"
2173,52,E,"(41.608664, 2.277457)"
2173,54,E,"(41.608545, 2.277266)"
2173,46,E,"(41.608918, 2.278004)"
2173,44,E,"(41.609025, 2.278132)"
2173,48,E,"(41.608798, 2.277908)"
2173,40,E,"(41.609227, 2.278272)"
2173,42,E,"(41.609126, 2.278202)"
2122,12,E,"(41.607865, 2.27739)"
2173,50,E,"(41.608695, 2.277789)"
2173,19,O,"(41.608665, 2.278107)"
2122,16,E,"(41.607399, 2.277329)"
2122,36,E,"(41.607032, 2.277256)"
2139,19,O,"(41.617077, 2.289332)"
2124,11,O,"(41.607389, 2.27822)"
2124,13,O,"(41.607377, 2.27836)"
2124,17,O,"(41.607356, 2.27864)"
2124,15,O,"(41.607367, 2.278504)"
2124,12,E,"(41.607201, 2.278334)"
2124,10,E,"(41.607211, 2.278202)"
2124,16,E,"(41.607176, 2.278634)"
2124,14,E,"(41.607186, 2.2785)"
2253,75,O,"(41.616967, 2.289476)"
2140,14,E,"(41.616573, 2.289913)"
2248,35,O,"(41.617025, 2.288445)"
1904,13,O,"(41.608145, 2.279001)"
2139,17,O,"(41.617073, 2.28938)"
2253,77,O,"(41.617069, 2.289506)"
2248,34,E,"(41.617057, 2.288632)"
2139,13,O,"(41.617051, 2.289861)"
2139,35,O,"(41.617123, 2.28871)"
2139,21,O,"(41.617081, 2.289268)"
2139,23,O,"(41.617086, 2.289202)"
2253,65,O,"(41.616679, 2.289379)"
2248,23,O,"(41.616674, 2.288346)"
2248,31,O,"(41.616852, 2.288397)"
2124,21,O,"(41.607339, 2.278894)"
2253,73,O,"(41.616916, 2.289462)"
2248,33,O,"(41.616893, 2.288408)"
2253,71,O,"(41.616867, 2.289448)"
2253,67,O,"(41.616728, 2.289397)"
2253,69,O,"(41.616778, 2.28941)"
2248,27,O,"(41.616763, 2.28837)"
2248,29,O,"(41.616806, 2.288383)"
2248,25,O,"(41.616722, 2.288358)"
2248,28,E,"(41.616807, 2.288561)"
2140,66,E,"(41.616829, 2.289687)"
2253,70,E,"(41.616916, 2.289712)"
2140,10,E,"(41.616437, 2.28979)"
2140,26,E,"(41.616852, 2.289991)"
2140,28,E,"(41.616964, 2.290022)"
2140,24,E,"(41.616778, 2.289971)"
2140,20,E,"(41.616713, 2.289955)"
2140,22,E,"(41.616744, 2.289964)"
2140,16,E,"(41.616622, 2.28993)"
2140,18,E,"(41.616662, 2.289941)"
2122,19,O,"(41.606514, 2.277589)"
2122,38,E,"(41.606685, 2.277198)"
2122,40,E,"(41.60647, 2.277162)"
2122,25,O,"(41.606149, 2.277538)"
2122,23,O,"(41.606239, 2.277557)"
2122,42,E,"(41.606085, 2.27712)"
2122,27,O,"(41.606021, 2.27752)"
2122,29,O,"(41.605913, 2.277506)"
2319,12,E,"(41.605683, 2.27698)"
2319,10,E,"(41.605713, 2.276727)"
2122,13,O,"(41.606899, 2.277635)"
2122,17,O,"(41.606736, 2.277613)"
2122,31,O,"(41.605611, 2.277474)"
2122,33,O,"(41.605463, 2.277449)"
2122,41,O,"(41.604954, 2.277371)"
2122,66,E,"(41.604959, 2.277048)"
2122,60,E,"(41.605195, 2.277084)"
2122,62,E,"(41.605056, 2.277063)"
2122,37,O,"(41.605181, 2.277412)"
2153,37,O,"(41.615531, 2.288099)"
2122,43,O,"(41.604738, 2.27728)"
2153,19,O,"(41.615406, 2.289339)"
2153,22,E,"(41.61553, 2.289331)"
2253,38,E,"(41.615727, 2.289319)"
2319,13,O,"(41.605766, 2.2782)"
2319,11,O,"(41.605779, 2.278068)"
2319,15,O,"(41.605752, 2.278334)"
2319,17,O,"(41.605722, 2.278607)"
2227,96,E,"(41.615113, 2.288023)"
2227,94,E,"(41.615001, 2.287984)"
2241,30,E,"(41.614788, 2.288083)"
2227,92,E,"(41.614895, 2.287942)"
2241,33,O,"(41.614669, 2.288075)"
2227,86,E,"(41.614355, 2.287751)"
2227,88,E,"(41.614476, 2.287793)"
2227,90,E,"(41.614608, 2.287839)"
2227,84,E,"(41.614244, 2.287711)"
2227,82,E,"(41.614109, 2.287671)"
2244,28,E,"(41.614037, 2.287945)"
2158,37,O,"(41.616094, 2.288753)"
2153,32,E,"(41.615627, 2.288745)"
2158,47,O,"(41.616143, 2.288454)"
2158,39,O,"(41.616105, 2.288688)"
2248,11,O,"(41.616118, 2.288184)"
2158,18,E,"(41.616087, 2.289596)"
2158,17,O,"(41.615956, 2.289607)"
2158,46,E,"(41.616309, 2.288214)"
2158,44,E,"(41.616277, 2.288417)"
2248,15,O,"(41.616195, 2.288207)"
2248,13,O,"(41.616143, 2.288193)"
2158,22,E,"(41.616115, 2.289427)"
2158,49,O,"(41.616154, 2.288375)"
2158,43,O,"(41.616122, 2.288578)"
2158,40,E,"(41.616253, 2.288549)"
2158,42,E,"(41.616262, 2.288496)"
2158,45,O,"(41.616133, 2.28851)"
2158,38,E,"(41.616241, 2.288629)"
2158,36,E,"(41.61623, 2.288698)"
2158,41,O,"(41.616112, 2.288635)"
2158,21,O,"(41.615975, 2.28949)"
2248,12,E,"(41.616031, 2.288335)"
2158,19,O,"(41.615966, 2.289545)"
2248,14,E,"(41.616079, 2.288351)"
2158,20,E,"(41.6161, 2.289515)"
2248,10,E,"(41.615881, 2.288291)"
2158,11,O,"(41.615926, 2.289788)"
2158,16,E,"(41.616073, 2.28968)"
2158,12,E,"(41.616052, 2.289823)"
2158,15,O,"(41.615946, 2.289664)"
2158,13,O,"(41.615937, 2.289721)"
2158,29,O,"(41.616048, 2.289031)"
2158,34,E,"(41.61622, 2.288768)"
2158,32,E,"(41.616206, 2.288858)"
2158,30,E,"(41.616187, 2.28897)"
2158,26,E,"(41.616154, 2.289164)"
2158,28,E,"(41.616173, 2.289055)"
2158,24,E,"(41.616144, 2.289232)"
2158,35,O,"(41.616081, 2.288826)"
2158,33,O,"(41.616069, 2.288904)"
2158,10,E,"(41.616034, 2.289928)"
2158,31,O,"(41.616058, 2.288968)"
2253,51,O,"(41.615891, 2.289178)"
2158,25,O,"(41.616026, 2.28917)"
2158,27,O,"(41.61604, 2.289085)"
2253,53,O,"(41.615994, 2.289207)"
2253,49,O,"(41.615831, 2.289159)"
2153,33,O,"(41.615572, 2.288317)"
2153,31,O,"(41.615551, 2.288439)"
2153,27,O,"(41.615516, 2.288664)"
2153,20,E,"(41.615518, 2.28941)"
2153,40,E,"(41.615685, 2.288383)"
2153,35,O,"(41.615592, 2.288202)"
2153,36,E,"(41.615656, 2.288566)"
2153,38,E,"(41.615669, 2.28848)"
2153,29,O,"(41.615533, 2.288545)"
2153,15,O,"(41.615374, 2.289529)"
2153,18,E,"(41.615507, 2.289477)"
2153,34,E,"(41.615644, 2.288637)"
2153,16,E,"(41.615499, 2.289523)"
2153,14,E,"(41.61549, 2.289586)"
2153,17,O,"(41.61539, 2.28944)"
2153,13,O,"(41.615365, 2.289585)"
2153,10,E,"(41.61547, 2.289697)"
2153,12,E,"(41.61548, 2.289647)"
2178,26,E,"(41.61465, 2.289548)"
2241,21,O,"(41.614565, 2.288727)"
2178,33,O,"(41.61493, 2.289485)"
2319,19,O,"(41.60571, 2.278903)"
2178,35,O,"(41.615031, 2.289514)"
2178,30,E,"(41.614795, 2.28959)"
2178,31,O,"(41.614875, 2.289471)"
2178,29,O,"(41.614815, 2.289453)"
2178,27,O,"(41.614726, 2.289428)"
2241,28,E,"(41.614763, 2.28825)"
2178,25,O,"(41.614685, 2.289416)"
2241,24,E,"(41.614743, 2.288383)"
2241,22,E,"(41.614721, 2.28854)"
2241,20,E,"(41.614706, 2.288655)"
2253,18,E,"(41.614818, 2.289035)"
2253,22,E,"(41.614923, 2.289063)"
2253,29,O,"(41.615043, 2.288932)"
2253,30,E,"(41.6152, 2.289142)"
2253,24,E,"(41.614987, 2.289082)"
2253,27,O,"(41.61487, 2.288883)"
2253,19,O,"(41.614762, 2.288853)"
2241,18,E,"(41.614689, 2.288768)"
2253,17,O,"(41.614692, 2.288833)"
2253,16,E,"(41.614749, 2.289016)"
2253,14,E,"(41.61468, 2.288996)"
2253,20,E,"(41.614879, 2.289052)"
2241,25,O,"(41.61461, 2.288455)"
2253,13,O,"(41.614329, 2.288718)"
