Data Inici,Data Final,President,Assumpte públic
22/12/2016 09:00:00 PM,22/12/2016 10:00:00 PM,Josep Mayoral Antigas,Partit del 75è Aniversari de la FCH - Seleccions Absolutes Masculines - Catalunya v Qatar
22/12/2016 06:00:00 PM,22/12/2016 07:00:00 PM,Josep Mayoral Antigas,Final IX Copa de les nacions d'handbol femení
22/12/2016 12:00:00 PM,22/12/2016 01:00:00 PM,Josep Mayoral Antigas,Regidora d'Urbanisme
22/12/2016 11:00:00 AM,22/12/2016 12:00:00 PM,Josep Mayoral Antigas,Recepció seleccions participants a la IX Copa de les Nacions d'handbol femení
22/12/2016 10:00:00 AM,22/12/2016 11:00:00 AM,Josep Mayoral Antigas,Comissió de civisme
21/12/2016 07:00:00 PM,21/12/2016 08:00:00 PM,Josep Mayoral Antigas,"Inauguració exposició de l'Institut Granollers ""Finestres cap a l'espai Profund"""
21/12/2016 06:15:00 PM,21/12/2016 07:30:00 PM,Josep Mayoral Antigas,IX Copa de les Nacions d'Handbol femení - Catalunya v Euskadi
21/12/2016 05:00:00 PM,21/12/2016 06:00:00 PM,Josep Mayoral Antigas,Recepció als inspectors de la Federació Internacional d'Handbol
21/12/2016 04:00:00 PM,21/12/2016 05:00:00 PM,Josep Mayoral Antigas,Entrevista balanç de l'any VOTV
21/12/2016 02:00:00 PM,21/12/2016 03:00:00 PM,Josep Mayoral Antigas,Intervenció
21/12/2016 12:00:00 PM,21/12/2016 01:00:00 PM,Josep Mayoral Antigas,Consell general del Consorci M. Montero
21/12/2016 10:00:00 AM,21/12/2016 11:00:00 AM,Josep Mayoral Antigas,Presidenta de la Diputació de Barcelona - Xarxa c17
20/12/2016 07:30:00 PM,20/12/2016 08:30:00 PM,Josep Mayoral Antigas,Ple ordinari
20/12/2016 07:00:00 PM,20/12/2016 07:30:00 PM,Josep Mayoral Antigas,Junta de Portaveus prèvia al Ple
20/12/2016 05:15:00 PM,20/12/2016 07:00:00 PM,Josep Mayoral Antigas,Equip de govern
20/12/2016 05:00:00 PM,20/12/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
20/12/2016 02:30:00 PM,20/12/2016 03:00:00 PM,Josep Mayoral Antigas,Gerència
20/12/2016 12:00:00 PM,20/12/2016 01:00:00 PM,Josep Mayoral Antigas,Secretaria General
20/12/2016 12:00:00 PM,20/12/2016 12:05:00 PM,Josep Mayoral Antigas,Minut de silenci pels fets ocorreguts aquest dilluns a Alemanya i Turquia
20/12/2016 11:00:00 AM,20/12/2016 12:00:00 PM,Josep Mayoral Antigas,Festa de Nadal amb gent gran de l'espai actiu
20/12/2016 10:45:00 AM,20/12/2016 11:00:00 AM,Josep Mayoral Antigas,Esmorzar de Nadal amb el grup de Gent Gran que fan Activitat Física
20/12/2016 10:00:00 AM,20/12/2016 10:45:00 AM,Josep Mayoral Antigas,Presentació premi Manel Batlle
20/12/2016 08:30:00 AM,20/12/2016 09:30:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
19/12/2016 08:00:00 PM,19/12/2016 09:00:00 PM,Josep Mayoral Antigas,Presentació del documental Sixe i escola Ferrer i Guàrdia
19/12/2016 07:00:00 PM,19/12/2016 08:00:00 PM,Josep Mayoral Antigas,Patronat  de l'Orquestra de Cambra de Granollers
19/12/2016 06:00:00 PM,19/12/2016 07:00:00 PM,Josep Mayoral Antigas,Visita exposició de Pelegrí Monroig
19/12/2016 11:00:00 AM,19/12/2016 01:30:00 PM,Josep Mayoral Antigas,"Jornada ""El compromís local a la nova agenda urbana"""
18/12/2016 07:00:00 PM,18/12/2016 08:00:00 PM,Josep Mayoral Antigas,Concert de Nadal - Amics de la Unió
18/12/2016 06:00:00 PM,18/12/2016 07:00:00 PM,Josep Mayoral Antigas,Festival de Nadal de patinatge artístic
18/12/2016 01:00:00 PM,18/12/2016 01:30:00 PM,Josep Mayoral Antigas,La tèrmica del patge Gregori
18/12/2016 12:00:00 PM,18/12/2016 01:00:00 PM,Josep Mayoral Antigas,Lliurament premis Trencacames
17/12/2016 07:30:00 PM,17/12/2016 08:30:00 PM,Josep Mayoral Antigas,Nit Flamenca - centres culturals de la comarca
17/12/2016 06:00:00 PM,17/12/2016 07:00:00 PM,Josep Mayoral Antigas,Desfilada de moda - Av. Barri Ponent
17/12/2016 06:00:00 PM,17/12/2016 07:00:00 PM,Josep Mayoral Antigas,On és el nen Jesús - càsting
17/12/2016 05:00:00 PM,17/12/2016 06:00:00 PM,Josep Mayoral Antigas,Concert Nadal Escola Música
17/12/2016 02:00:00 PM,17/12/2016 03:00:00 PM,Josep Mayoral Antigas,Dinar de Nadal per a la Gent Gran - AV. Can Gili
17/12/2016 01:00:00 PM,17/12/2016 02:00:00 PM,Josep Mayoral Antigas,Dinar de Nadal d’Amics de la Gent Gran
17/12/2016 12:00:00 PM,17/12/2016 01:00:00 PM,Josep Mayoral Antigas,Visita al Spam d'Arts
17/12/2016 10:30:00 AM,17/12/2016 11:00:00 AM,Josep Mayoral Antigas,Tió solidari
17/12/2016 10:00:00 AM,17/12/2016 10:30:00 AM,Josep Mayoral Antigas,Les delicies del Nadal
17/12/2016 09:00:00 AM,17/12/2016 10:00:00 AM,Josep Mayoral Antigas,Encants solidaris i tòmbola de joguines
16/12/2016 08:00:00 PM,16/12/2016 09:00:00 PM,Josep Mayoral Antigas,Acte de lliurament de les medalles de la Ciutat
16/12/2016 07:00:00 PM,16/12/2016 08:00:00 PM,Josep Mayoral Antigas,Casament
16/12/2016 06:00:00 PM,16/12/2016 07:00:00 PM,Josep Mayoral Antigas,Casament
16/12/2016 05:00:00 PM,16/12/2016 06:00:00 PM,Josep Mayoral Antigas,Casament
16/12/2016 11:00:00 AM,16/12/2016 01:00:00 PM,Josep Mayoral Antigas,Comitè executiu de l'Amtu
16/12/2016 09:00:00 AM,16/12/2016 11:00:00 AM,Josep Mayoral Antigas,Esmorzar de Nadal amb els mitjans de comunicació locals
15/12/2016 04:00:00 PM,15/12/2016 07:00:00 PM,Josep Mayoral Antigas,37a. Assemblea General i 30è aniversari del Fons Català
15/12/2016 01:30:00 PM,15/12/2016 02:30:00 PM,Josep Mayoral Antigas,Acte reconeixement 25 anys de treball i jubilacions del personal municipal
15/12/2016 12:30:00 PM,15/12/2016 01:30:00 PM,Josep Mayoral Antigas,Presentació dels actes en motiu 75è aniversari de la Federació Catalana d’Handbol 
15/12/2016 11:00:00 AM,15/12/2016 12:30:00 PM,Josep Mayoral Antigas,Visita empresa
14/12/2016 04:00:00 PM,14/12/2016 05:00:00 PM,Josep Mayoral Antigas,Presentació del concert benèfic de l'Associació Entre Mares
14/12/2016 09:30:00 AM,14/12/2016 10:30:00 AM,Josep Mayoral Antigas,Patronat de l'Hospital General de Granollers
14/12/2016 08:30:00 AM,14/12/2016 09:00:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
13/12/2016 08:00:00 PM,13/12/2016 09:00:00 PM,Josep Mayoral Antigas,Acte inaugural 50 aniv. La Gralla
13/12/2016 06:00:00 PM,13/12/2016 07:00:00 PM,Josep Mayoral Antigas,Ricard Font - Tercer Carril C17
13/12/2016 09:30:00 AM,13/12/2016 01:30:00 PM,Josep Mayoral Antigas, Comité Organizador del Foro sobre las Violencias Urbanas y Educación para la Convivencia y la Paz
12/12/2016 06:00:00 PM,12/12/2016 07:00:00 PM,Josep Mayoral Antigas,Consell Consultiu i Assesor de VOTV
12/12/2016 05:00:00 PM,12/12/2016 06:00:00 PM,Josep Mayoral Antigas,"Presentació ""Teula"" de Xocolates Granollers"
12/12/2016 04:30:00 PM,12/12/2016 05:00:00 PM,Josep Mayoral Antigas,Gerència 
12/12/2016 01:00:00 PM,12/12/2016 01:05:00 PM,Josep Mayoral Antigas,Minut de silenci de rebuig atemptats a Istambul i al Caire
12/12/2016 07:15:00 AM,12/12/2016 07:45:00 AM,Josep Mayoral Antigas,Trobada Nadal amb treballadors/es a diverses dependències municipals
11/12/2016 05:30:00 PM,11/12/2016 06:30:00 PM,Josep Mayoral Antigas,Concert de la  32ª TROBADA DE CORALS A GRANOLLERS - CORAL ALBADA
11/12/2016 12:30:00 PM,11/12/2016 01:30:00 PM,Josep Mayoral Antigas,BMG - BM. Guadalajara
11/12/2016 11:30:00 AM,11/12/2016 12:00:00 PM,Josep Mayoral Antigas,Mercat de Santa Llúcia
10/12/2016 07:30:00 PM,10/12/2016 08:30:00 PM,Josep Mayoral Antigas,XIX aniversari del Centre Cultural Andalús de Granollers
10/12/2016 07:00:00 PM,10/12/2016 08:00:00 PM,Josep Mayoral Antigas,"Cinema ""Memòries de la Festa Major 2016"" - AV. Lledoner"
10/12/2016 02:00:00 PM,10/12/2016 03:00:00 PM,Josep Mayoral Antigas,Celebració 20 anys del PIN
08/12/2016 07:00:00 PM,08/12/2016 08:00:00 PM,Josep Mayoral Antigas,Jornada solidària a favor de CAPIVO
07/12/2016 05:00:00 PM,07/12/2016 06:00:00 PM,Josep Mayoral Antigas,Junta de Govern Local
07/12/2016 10:00:00 AM,07/12/2016 11:00:00 AM,Josep Mayoral Antigas,Direcció del Museu
07/12/2016 09:00:00 AM,07/12/2016 10:00:00 AM,Josep Mayoral Antigas,Cap de l'àrea de Serveis a la persona
05/12/2016 06:00:00 PM,05/12/2016 07:00:00 PM,Josep Mayoral Antigas,President del BMG
05/12/2016 05:00:00 PM,05/12/2016 06:00:00 PM,Josep Mayoral Antigas,Directora d'Escola
05/12/2016 02:00:00 PM,05/12/2016 03:00:00 PM,Josep Mayoral Antigas,Regidora de joventut
05/12/2016 12:00:00 PM,05/12/2016 01:00:00 PM,Josep Mayoral Antigas,Marató de TV3 - L'estel
05/12/2016 11:00:00 AM,05/12/2016 12:00:00 PM,Josep Mayoral Antigas,Primera Tinent d'Alcalde
05/12/2016 09:00:00 AM,05/12/2016 10:00:00 AM,Josep Mayoral Antigas,Regidor d'Obres i Projectes i Medi Ambient
04/12/2016 07:00:00 PM,04/12/2016 08:00:00 PM,Josep Mayoral Antigas,Concert en benefici de la Marató de TV3. Cor Femení de Granollers
04/12/2016 12:00:00 PM,04/12/2016 01:00:00 PM,Josep Mayoral Antigas,Cross Internacional Ciutat de Granollers
04/12/2016 11:00:00 AM,04/12/2016 12:00:00 PM,Josep Mayoral Antigas,Presentació equips CF. Ponent
03/12/2016 09:00:00 PM,03/12/2016 10:30:00 PM,Josep Mayoral Antigas,Macaco
03/12/2016 06:30:00 PM,03/12/2016 07:30:00 PM,Josep Mayoral Antigas,Badminton -  7ª Jornada del Top-8 de Divisió d'Honor
03/12/2016 06:00:00 PM,03/12/2016 07:00:00 PM,Josep Mayoral Antigas,"Desfilada benèfica de Moda Flamenca ""A compás"". Org. Centro Cultural Andaluz"
03/12/2016 02:00:00 PM,03/12/2016 03:00:00 PM,Josep Mayoral Antigas,Casament
03/12/2016 01:00:00 PM,03/12/2016 02:00:00 PM,Josep Mayoral Antigas,Casament
03/12/2016 12:00:00 PM,03/12/2016 01:00:00 PM,Josep Mayoral Antigas,Casament
03/12/2016 11:00:00 AM,03/12/2016 12:00:00 PM,Josep Mayoral Antigas,Casament
03/12/2016 10:30:00 AM,03/12/2016 12:00:00 PM,Josep Mayoral Antigas,10è aniv. Sirius
02/12/2016 09:15:00 PM,02/12/2016 10:15:00 PM,Josep Mayoral Antigas,"Sopar soliari projecte ""Familia i Infància"" de Càrites"
02/12/2016 08:30:00 PM,02/12/2016 09:30:00 PM,Josep Mayoral Antigas,Concert Cor de Cambra Amics de Unió amb la direcció de Josep Vila
02/12/2016 07:00:00 PM,02/12/2016 08:00:00 PM,Josep Mayoral Antigas,Casament
04/11/2016 06:00:00 PM,04/11/2016 07:00:00 PM,Josep Mayoral Antigas,Casament
02/12/2016 05:00:00 PM,02/12/2016 06:00:00 PM,Josep Mayoral Antigas,Presentació campanya de Nadal + Inauguració pessebre
02/12/2016 10:30:00 AM,02/12/2016 12:00:00 PM,Josep Mayoral Antigas,President RFEBM
01/12/2016 08:00:00 PM,01/12/2016 09:00:00 PM,Josep Mayoral Antigas,Conferència sobre Ciutats educadores
01/12/2016 12:30:00 PM,01/12/2016 01:00:00 PM,Josep Mayoral Antigas,"Presentació conveni entre PIMEC i F.E.C.E.C: ""Cancer a la feina"""
01/12/2016 11:30:00 AM,01/12/2016 12:00:00 PM,Josep Mayoral Antigas,Regidor d'Esports
01/12/2016 11:00:00 AM,01/12/2016 11:30:00 AM,Josep Mayoral Antigas,Gerència
01/12/2016 09:00:00 AM,01/12/2016 10:00:00 AM,Josep Mayoral Antigas,Club Natació Granollers
30/11/2016 08:00:00 PM,30/11/2016 09:00:00 PM,Josep Mayoral Antigas,Inauguració exposició Fotollibres.aqui i ara
30/11/2016 07:00:00 PM,30/11/2016 08:00:00 PM,Josep Mayoral Antigas,"Lectura manifest + Presentació beca Maria Gaja i conferència: ""Ciutat, cultura i educació"""
30/11/2016 06:00:00 PM,30/11/2016 07:00:00 PM,Josep Mayoral Antigas,Mostra de projectes de ciutat vinculats als principis de ciutat educadora i projecció de videos
30/11/2016 04:00:00 PM,30/11/2016 05:00:00 PM,Josep Mayoral Antigas,Presentació canvi de nom i nou projecte associació de botiguers
30/11/2016 01:00:00 PM,30/11/2016 02:00:00 PM,Josep Mayoral Antigas,Plantació arbre de la mitja
30/11/2016 10:00:00 AM,30/11/2016 10:30:00 AM,Josep Mayoral Antigas,Recepció delegació Libanesa
30/11/2016 08:30:00 AM,30/11/2016 10:00:00 AM,Josep Mayoral Antigas,Jornada Granollers ciutat educadora per a tècnics municipals
29/11/2016 07:30:00 PM,29/11/2016 09:00:00 PM,Josep Mayoral Antigas,Sessió plenaria
29/11/2016 07:00:00 PM,29/11/2016 07:30:00 PM,Josep Mayoral Antigas,Junta de portaveus prèvia al Ple
29/11/2016 06:40:00 PM,29/11/2016 07:00:00 PM,Josep Mayoral Antigas,Junta General Granollers Roca Umbert Fàbrica de les Arts
29/11/2016 06:20:00 PM,29/11/2016 06:40:00 PM,Josep Mayoral Antigas,Junta General Granollers Escena
29/11/2016 06:00:00 PM,29/11/2016 06:20:00 PM,Josep Mayoral Antigas,Junta General Granollers Promocions
29/11/2016 05:15:00 PM,29/11/2016 06:00:00 PM,Josep Mayoral Antigas,Equip de govern
29/11/2016 05:00:00 PM,29/11/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
29/11/2016 02:00:00 PM,29/11/2016 03:00:00 PM,Josep Mayoral Antigas,Secretaria General
29/11/2016 01:00:00 PM,29/11/2016 02:00:00 PM,Josep Mayoral Antigas,Direcció de Serveis Jurídics
29/11/2016 09:00:00 AM,29/11/2016 10:00:00 AM,Josep Mayoral Antigas,Maite Capdet ATM
28/11/2016 08:00:00 PM,28/11/2016 09:00:00 PM,Josep Mayoral Antigas,"Presentació del disc ""Un barret de Cançons"" del Cor Infantil Amics de la Unió"
28/11/2016 10:00:00 AM,28/11/2016 03:00:00 PM,Josep Mayoral Antigas,Participació a la Jornada d'Alcaldes per la Pau 
27/11/2016 07:00:00 PM,27/11/2016 08:30:00 PM,Josep Mayoral Antigas,La nit de Bernat Vivancos
27/11/2016 11:00:00 AM,27/11/2016 12:00:00 PM,Josep Mayoral Antigas,IX? Diada de l’Escola Pia de Granollers
26/11/2016 08:00:00 PM,26/11/2016 09:00:00 PM,Josep Mayoral Antigas,"Musical: ""Bombardeig de pau 80' anys de la Guerra Civil"""
26/11/2016 06:30:00 PM,26/11/2016 07:30:00 PM,Josep Mayoral Antigas,"Gala Benéfica ""Una navidad para todos"" Org. Implicadas"
26/11/2016 06:00:00 PM,26/11/2016 06:30:00 PM,Josep Mayoral Antigas,Festa tradicional marroquina. Degustació de cuscús.
26/11/2016 10:00:00 AM,26/11/2016 02:00:00 PM,Josep Mayoral Antigas,Primera Trobada de Federalisme i Municipi
25/11/2016 08:00:00 PM,25/11/2016 09:00:00 PM,Josep Mayoral Antigas,27a festa de les lletres catalanes del VO
25/11/2016 07:00:00 PM,25/11/2016 08:00:00 PM,Josep Mayoral Antigas,Casament
25/11/2016 06:00:00 PM,25/11/2016 07:00:00 PM,Josep Mayoral Antigas,Acte dia internacional contra la violència de gènere
25/11/2016 01:00:00 PM,25/11/2016 02:00:00 PM,Josep Mayoral Antigas,Gerència de l'Hospital General de Granollers
25/11/2016 12:00:00 PM,25/11/2016 01:00:00 PM,Josep Mayoral Antigas,Visita a un centre educatiu
25/11/2016 10:00:00 AM,25/11/2016 11:00:00 AM,Josep Mayoral Antigas,"Regidor de Medi Ambient, Obres i Projectes"
25/11/2016 09:30:00 AM,25/11/2016 10:00:00 AM,Josep Mayoral Antigas,"Tancament dels curs ""Entre dones"""
25/11/2016 08:30:00 AM,25/11/2016 09:30:00 AM,Josep Mayoral Antigas,Visita d'obres
24/11/2016 07:00:00 PM,24/11/2016 09:00:00 PM,Josep Mayoral Antigas,Acte de reconeixement jubilats i ex-treballadors HGG
24/11/2016 06:00:00 PM,24/11/2016 07:00:00 PM,Josep Mayoral Antigas,Consell d'administració Consorci Teledigital de Granollers
24/11/2016 05:00:00 PM,24/11/2016 05:30:00 PM,Josep Mayoral Antigas,Signatura del protocol de col·laboració amb l'associació d'empresaris dels pol. ind. Congost i J. Camp
24/11/2016 12:00:00 PM,24/11/2016 01:00:00 PM,Josep Mayoral Antigas,Regidor d'Educació
24/11/2016 10:00:00 AM,24/11/2016 11:00:00 AM,Josep Mayoral Antigas,Visita alumnes
24/11/2016 09:00:00 AM,24/11/2016 10:00:00 AM,Josep Mayoral Antigas,"Inauguració jornada tècnica ""les cases de la festa"""
23/11/2016 08:00:00 PM,23/11/2016 09:00:00 PM,Josep Mayoral Antigas,Inauguració de l'exposició NASEVO
23/11/2016 07:00:00 PM,23/11/2016 08:00:00 PM,Josep Mayoral Antigas,Junta de Portaveus
23/11/2016 06:00:00 PM,23/11/2016 07:00:00 PM,Josep Mayoral Antigas,Presentació del 50è Cros Internacional Ciutat de Granollers
23/11/2016 05:00:00 PM,23/11/2016 06:00:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
23/11/2016 12:00:00 PM,23/11/2016 01:00:00 PM,Josep Mayoral Antigas,50è niv. grup Sandoz i 20è. aniv. Novartis
23/11/2016 10:00:00 AM,23/11/2016 12:00:00 PM,Josep Mayoral Antigas,Visita d'alumnes
23/11/2016 09:00:00 AM,23/11/2016 10:00:00 AM,Josep Mayoral Antigas,Intervenció
22/11/2016 07:30:00 PM,22/11/2016 08:30:00 PM,Josep Mayoral Antigas,Trobada dels equips de govern de Lliçà de Vall i Granollers
22/11/2016 05:15:00 PM,22/11/2016 07:00:00 PM,Josep Mayoral Antigas,Equip de Govern
22/11/2016 05:00:00 PM,22/11/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
22/11/2016 04:00:00 PM,22/11/2016 05:00:00 PM,Josep Mayoral Antigas,Regidora d'Urbanisme
22/11/2016 01:30:00 PM,22/11/2016 02:30:00 PM,Josep Mayoral Antigas,Presentació concert: La nit de Bernat Vivancos 
22/11/2016 01:00:00 PM,22/11/2016 01:30:00 PM,Josep Mayoral Antigas,Gerència
22/11/2016 12:00:00 PM,22/11/2016 01:00:00 PM,Josep Mayoral Antigas,Carme Trilla
22/11/2016 11:00:00 AM,22/11/2016 12:00:00 PM,Josep Mayoral Antigas,Secretaria General
22/11/2016 10:00:00 AM,22/11/2016 11:00:00 AM,Josep Mayoral Antigas,EC. Granollers
22/11/2016 09:15:00 AM,22/11/2016 10:00:00 AM,Josep Mayoral Antigas,Regidor d'Esports
22/11/2016 08:30:00 AM,22/11/2016 09:15:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
21/11/2016 12:00:00 PM,21/11/2016 02:00:00 PM,Josep Mayoral Antigas,"Jornadas ""El nuevo Pacto de los Alcaldes para el Clima y la Energía"""
20/11/2016 06:45:00 PM,20/11/2016 07:45:00 PM,Josep Mayoral Antigas,BMG - ZTR Zaporozhye + Presentació dels equips del Club BMG
19/11/2016 09:00:00 PM,19/11/2016 10:00:00 PM,Josep Mayoral Antigas,Sopar de gala del 25è aniv. dels Xics
19/11/2016 12:30:00 PM,19/11/2016 01:30:00 PM,Josep Mayoral Antigas,Festival de cinema fantàstic de Granollers
18/11/2016 09:00:00 PM,18/11/2016 11:00:00 PM,Josep Mayoral Antigas,Microteatre
18/11/2016 08:00:00 PM,18/11/2016 09:00:00 PM,Josep Mayoral Antigas,Casament
18/11/2016 07:30:00 PM,18/11/2016 08:00:00 PM,Josep Mayoral Antigas,Inauguració de l'exposició de Pelegrí Monroig
18/11/2016 07:00:00 PM,18/11/2016 07:30:00 PM,Josep Mayoral Antigas,Casament
18/11/2016 06:00:00 PM,18/11/2016 06:30:00 PM,Josep Mayoral Antigas,Casament
18/11/2016 02:00:00 PM,18/11/2016 02:30:00 PM,Josep Mayoral Antigas,Regidora de Joventut i Cooperació
18/11/2016 12:30:00 PM,18/11/2016 01:30:00 PM,Josep Mayoral Antigas,Visita d'obres
18/11/2016 11:15:00 AM,18/11/2016 12:30:00 PM,Josep Mayoral Antigas,Presentació del vi Ratpenat 2015
18/11/2016 09:30:00 AM,18/11/2016 10:30:00 AM,Josep Mayoral Antigas,Director de l'Agència Catalana de l'Aigua
17/11/2016 07:30:00 PM,17/11/2016 08:30:00 PM,Josep Mayoral Antigas,"Conferència: ""Som el que ens proposem"" d'Isidre Esteve"
17/11/2016 06:30:00 PM,17/11/2016 08:00:00 PM,Josep Mayoral Antigas,Patronat del Museu
17/11/2016 02:00:00 PM,17/11/2016 03:00:00 PM,Josep Mayoral Antigas,Signatura del conveni de donació de Lluis Estopiñan
17/11/2016 12:00:00 PM,17/11/2016 01:00:00 PM,Josep Mayoral Antigas,Regidor de Convivència i Ciutadania
17/11/2016 11:00:00 AM,17/11/2016 12:00:00 PM,Josep Mayoral Antigas,Directora de l'Escola Municipal de Música
17/11/2016 10:00:00 AM,17/11/2016 11:00:00 AM,Josep Mayoral Antigas,Comissió de Civisme
17/11/2016 09:00:00 AM,17/11/2016 10:00:00 AM,Josep Mayoral Antigas,Cap del Servei de Promoció Econòmica
16/11/2016 07:30:00 PM,16/11/2016 09:00:00 PM,Josep Mayoral Antigas,"Conferència UGranollers: ""Escoles més democràtiques per millorar l'educació"""
16/11/2016 06:00:00 PM,16/11/2016 07:00:00 PM,Josep Mayoral Antigas,Vista equipaments i barris
16/11/2016 05:00:00 PM,16/11/2016 05:50:00 PM,Josep Mayoral Antigas,Presentació del projecte de peatonalització del carrer Ricomà
16/11/2016 12:00:00 PM,16/11/2016 03:00:00 PM,Josep Mayoral Antigas,Assemblea General de l'AMTU
16/11/2016 09:10:00 AM,16/11/2016 10:00:00 AM,Josep Mayoral Antigas,Regidor de Serveis
15/11/2016 07:00:00 PM,15/11/2016 08:00:00 PM,Josep Mayoral Antigas,Patronat de la Fundació Maspons i Camarassa
15/11/2016 05:15:00 PM,15/11/2016 07:00:00 PM,Josep Mayoral Antigas,Equip de Govern
15/11/2016 05:00:00 PM,15/11/2016 05:15:00 PM,Josep Mayoral Antigas,Junta de Govern Local
15/11/2016 01:00:00 PM,15/11/2016 02:00:00 PM,Josep Mayoral Antigas,"Jordi Fàbrega, diputat d’Infraestructures Viàries i Mobilitat de la Diputació de Barcelona"
15/11/2016 10:30:00 AM,15/11/2016 11:00:00 AM,Josep Mayoral Antigas,Regidor d'Esports
15/11/2016 09:30:00 AM,15/11/2016 10:00:00 AM,Josep Mayoral Antigas,Secretaria General
15/11/2016 09:00:00 AM,15/11/2016 09:30:00 AM,Josep Mayoral Antigas,Gerent
15/11/2016 08:30:00 AM,15/11/2016 09:00:00 AM,Josep Mayoral Antigas,Direcció de serveis jurídics
14/11/2016 07:00:00 PM,14/11/2016 08:00:00 PM,Josep Mayoral Antigas,Constitució consell del ciutat 
14/11/2016 06:00:00 PM,14/11/2016 07:00:00 PM,Josep Mayoral Antigas,Entrevista estudiant de 2n de batxillerat
14/11/2016 05:00:00 PM,14/11/2016 06:00:00 PM,Josep Mayoral Antigas,Presentació obres estació Granollers Centre
14/11/2016 02:00:00 PM,14/11/2016 03:00:00 PM,Josep Mayoral Antigas,Regidora de promoció econòmica
14/11/2016 01:00:00 PM,14/11/2016 02:00:00 PM,Josep Mayoral Antigas,Consell d'administració de Granollers Mercat
14/11/2016 12:00:00 PM,14/11/2016 01:00:00 PM,Josep Mayoral Antigas,Comitè directiu
14/11/2016 10:20:00 AM,14/11/2016 11:00:00 AM,Josep Mayoral Antigas,Visita escola
14/11/2016 09:30:00 AM,14/11/2016 10:15:00 AM,Josep Mayoral Antigas,Visita escola
13/11/2016 06:00:00 PM,13/11/2016 09:00:00 PM,Josep Mayoral Antigas,Don Giovanni
13/11/2016 03:00:00 PM,13/11/2016 05:00:00 PM,Josep Mayoral Antigas,Dinar de Xics
13/11/2016 01:30:00 PM,13/11/2016 02:30:00 PM,Josep Mayoral Antigas,Arrossada popular - AV. de Sant Julià de Palou
13/11/2016 01:00:00 PM,13/11/2016 02:00:00 PM,Josep Mayoral Antigas,Dinar anual Club Ciclista Granollers
13/11/2016 11:30:00 AM,13/11/2016 02:00:00 PM,Josep Mayoral Antigas,Diada de Xics - 25è aniversari
12/11/2016 08:00:00 PM,12/11/2016 09:00:00 PM,Josep Mayoral Antigas,"Ca l'Isaura: golfes de poble, carrers de cases"
12/11/2016 06:30:00 PM,12/11/2016 07:30:00 PM,Josep Mayoral Antigas,Diada de Xics - Actuació de vigilia
12/11/2016 06:00:00 PM,12/11/2016 07:00:00 PM,Josep Mayoral Antigas,70è. aniversari de l'inici de l'església evangèlica a Granollers
12/11/2016 10:30:00 AM,12/11/2016 11:30:00 AM,Josep Mayoral Antigas,Fira del Vi i del Formatge
11/11/2016 07:00:00 PM,11/11/2016 08:00:00 PM,Josep Mayoral Antigas,Inauguració Teatre Auditori de Llinars
11/11/2016 02:00:00 PM,11/11/2016 03:00:00 PM,Josep Mayoral Antigas,Club Atlètic Granollers
11/11/2016 11:00:00 AM,11/11/2016 12:00:00 PM,Josep Mayoral Antigas,Temes pau
11/11/2016 10:00:00 AM,11/11/2016 11:00:00 AM,Josep Mayoral Antigas,Civisme i Convivència
11/11/2016 08:30:00 AM,11/11/2016 10:00:00 AM,Josep Mayoral Antigas,Visita d'obres 
10/11/2016 09:30:00 PM,10/11/2016 10:30:00 PM,Josep Mayoral Antigas,"National Gallery, sopar-fòrum"
10/11/2016 08:00:00 PM,10/11/2016 09:00:00 PM,Josep Mayoral Antigas,Inauguració de l'exposició de fotografies de Pere Cornellas
10/11/2016 07:30:00 PM,10/11/2016 08:30:00 PM,Josep Mayoral Antigas,Xics. Acte d'agraïment a patrocinadors i col·laboradors
10/11/2016 04:00:00 PM,10/11/2016 05:00:00 PM,Josep Mayoral Antigas,Esports Ajuntament de Barcelona
10/11/2016 01:00:00 PM,10/11/2016 03:00:00 PM,Josep Mayoral Antigas,Dinar tertúlia del Cercle
10/11/2016 09:00:00 AM,10/11/2016 10:00:00 AM,Josep Mayoral Antigas,Regidora d'Urbanisme
09/11/2016 08:30:00 PM,09/11/2016 09:30:00 PM,Josep Mayoral Antigas,BMG - Puerto Sagunto
09/11/2016 06:00:00 PM,09/11/2016 07:00:00 PM,Josep Mayoral Antigas,Visita equipaments i barris
09/11/2016 05:00:00 PM,09/11/2016 06:00:00 PM,Josep Mayoral Antigas,Regidora de joventut
09/11/2016 12:00:00 PM,09/11/2016 01:00:00 PM,Josep Mayoral Antigas,Visita empresa
09/11/2016 11:00:00 AM,09/11/2016 12:00:00 PM,Josep Mayoral Antigas,Lliurament premi HI-CONE a M. Montero
09/11/2016 09:00:00 AM,09/11/2016 10:00:00 AM,Josep Mayoral Antigas,Interventor
