LÍNIA,DESCRIPCIÓ LÍNIA,PARADA,LOCALITZACIÓ,TIPUS DE DIA,SENTIT,ORDRE,HORES DE SORTIDA
L-20,Can Bassa - Can Mònic - Bellavista,Bisbe Grivé,"(41.603881000000001, 2.2904409999999999)",Dissabte,Tornada Can Bassa,9,8:17;8:47;9:17;9:47;10:17;10:47;11:17;11:47;12:17;12:47;13:17;13:47;14:17;14:47;15:17;15:47;16:17;16:47;17:17;17:47;18:17;18:47;19:17;19:47;20:17;20:47;21:17;21:47;22:17
L-20,Can Bassa - Can Mònic - Bellavista,ONCE,"(41.601818000000002, 2.2903739999999999)",Dissabte,Tornada Can Bassa,10,8:18;8:48;9:18;9:48;10:18;10:48;11:18;11:48;12:18;12:48;13:18;13:48;14:18;14:48;15:18;15:48;16:18;16:48;17:18;17:48;18:18;18:48;19:18;19:48;20:18;20:48;21:18;21:48;22:18
L-20,Can Bassa - Can Mònic - Bellavista,Estació de França - Marquesina B,"(41.599580000000003, 2.2905980000000001)",Dissabte,Tornada Can Bassa,11,8:19;8:49;9:19;9:49;10:19;10:49;11:19;11:49;12:19;12:49;13:19;13:49;14:19;14:50;15:19;15:49;16:19;16:49;17:19;17:49;18:19;18:49;19:19;19:49;20:19;20:49;21:19;21:49;22:19
L-20,Can Bassa - Can Mònic - Bellavista,Colom,"(41.600093999999999, 2.2880859999999998)",Dissabte,Tornada Can Bassa,12,8:21;8:51;9:21;9:51;10:21;10:51;11:21;11:51;12:21;12:51;13:21;13:51;14:21;14:51;15:21;15:51;16:21;16:51;17:21;17:51;18:21;18:51;19:21;19:51;20:21;20:51;21:21;21:51;22:21
L-20,Can Bassa - Can Mònic - Bellavista,Palau d'Esports,"(41.599091000000001, 2.2869709999999999)",Dissabte,Tornada Can Bassa,13,8:22;8:52;9:22;9:52;10:22;10:52;11:22;11:52;12:22;12:52;13:22;13:52;14:22;14:52;15:22;15:52;16:22;16:52;17:22;17:52;18:22;18:52;19:22;19:52;20:22;20:52;21:22;21:52;22:22
L-20,Can Bassa - Can Mònic - Bellavista,L'Arbeca,"(41.596257000000001, 2.286362)",Dissabte,Tornada Can Bassa,14,8:23;8:53;9:23;9:53;10:23;10:53;11:23;11:53;12:23;12:53;13:23;13:53;14:23;14:53;15:23;15:53;16:23;16:53;17:23;17:53;18:23;18:53;19:23;19:53;20:23;20:53;21:23;21:53;22:23
L-20,Can Bassa - Can Mònic - Bellavista,Avinguda Europa,"(41.594535999999998, 2.2848899999999999)",Dissabte,Tornada Can Bassa,15,8:24;8:54;9:24;9:54;10:24;10:54;11:24;11:54;12:24;12:54;13:24;13:54;14:24;14:54;15:24;15:54;16:24;16:54;17:24;17:54;18:24;18:54;19:24;19:54;20:24;20:54;21:24;21:54;22:24
L-20,Can Bassa - Can Mònic - Bellavista,Camí Ral,"(41.591591000000001, 2.2837339999999999)",Dissabte,Tornada Can Bassa,16,8:25;8:55;9:25;9:55;10:25;10:55;11:25;11:55;12:25;12:55;13:25;13:55;14:25;14:55;15:25;15:55;16:25;16:55;17:25;17:55;18:25;18:55;19:25;19:55;20:25;20:55;21:25;21:55;22:25
L-20,Can Bassa - Can Mònic - Bellavista,Palou,"(41.590341000000002, 2.2859099999999999)",Dissabte,Tornada Can Bassa,17,8:26;8:56;9:26;9:56;10:26;10:56;11:26;11:56;12:26;12:56;13:26;13:56;14:26;14:56;15:26;15:56;16:26;16:56;17:26;17:56;18:26;18:56;19:26;19:56;20:26;20:56;21:26;21:56;22:26
L-20,Can Bassa - Can Mònic - Bellavista,Can Bassa,"(41.591242999999999, 2.2872889999999999)",Dissabte,Tornada Can Bassa,18,8:27;8:57;9:27;9:57;10:27;10:57;11:27;11:57;12:27;12:57;13:27;13:57;14:27;14:57;15:27;15:57;16:27;16:57;17:27;17:57;18:27;18:57;19:27;19:57;20:27;20:57;21:27;21:57;22:27
L-20,Can Bassa - Can Mònic - Bellavista,Can Bassa,"(41.591243, 2.287289)",Diumenge,Anada Can Mònic - Bellavista,1,9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00
L-20,Can Bassa - Can Mònic - Bellavista,La Fàbrica,"(41.593908, 2.28594)",Diumenge,Anada Can Mònic - Bellavista,2,9:02;10:02;11:02;12:02;13:02;14:02;15:02;16:02;17:02;18:02;19:02;20:02;21:02
L-20,Can Bassa - Can Mònic - Bellavista,L'Arbeca,"(41.596257, 2.286362)",Diumenge,Anada Can Mònic - Bellavista,3,9:03;10:03;11:03;12:03;13:03;14:03;15:03;16:03;17:03;18:03;19:03;20:03;21:03
L-20,Can Bassa - Can Mònic - Bellavista,Palau d'Esports,"(41.599091, 2.286971)",Diumenge,Anada Can Mònic - Bellavista,4,9:04;10:04;11:04;12:04;13:04;14:04;15:04;16:04;17:04;18:04;19:04;20:04;21:04
L-20,Can Bassa - Can Mònic - Bellavista,Colom,"(41.600094, 2.288086)",Diumenge,Anada Can Mònic - Bellavista,5,9:06;10:06;11:06;12:06;13:06;14:06;15:06;16:06;17:06;18:06;19:06;20:06;21:06
L-20,Can Bassa - Can Mònic - Bellavista,Estació de França - Marquesina A,"(41.600031, 2.290673)",Diumenge,Anada Can Mònic - Bellavista,6,9:07;10:07;11:07;12:07;13:07;14:07;15:07;16:07;17:07;18:07;19:07;20:07;21:07
L-20,Can Bassa - Can Mònic - Bellavista,Foment,"(41.60301, 2.29058)",Diumenge,Anada Can Mònic - Bellavista,7,9:11;10:11;11:11;12:11;13:11;14:11;15:11;16:11;17:11;18:11;19:11;20:11;21:11
L-20,Can Bassa - Can Mònic - Bellavista,Centre - Estació Bus,"(41.607161, 2.290719)",Diumenge,Anada Can Mònic - Bellavista,8,9:13;10:13;11:13;12:13;13:13;14:13;15:13;16:13;17:13;18:13;19:13;20:13;21:13
L-20,Can Bassa - Can Mònic - Bellavista,Enginyer,"(41.609826, 2.290716)",Diumenge,Anada Can Mònic - Bellavista,9,9:15;10:15;11:15;12:15;13:15;14:15;15:15;16:15;17:15;18:15;19:15;20:15;21:15
L-20,Can Bassa - Can Mònic - Bellavista,Minetes,"(41.61281, 2.291641)",Diumenge,Anada Can Mònic - Bellavista,10,9:16;10:16;11:16;12:16;13:16;14:16;15:16;16:16;17:16;18:16;19:16;20:16;21:16
L-20,Can Bassa - Can Mònic - Bellavista,Ramon Llull,"(41.613738, 2.289583)",Diumenge,Anada Can Mònic - Bellavista,11,9:18;10:18;11:18;12:18;13:18;14:18
L-20,Can Bassa - Can Mònic - Bellavista,Ponent,"(41.614243, 2.286441)",Diumenge,Anada Can Mònic - Bellavista,12,9:19;10:19;11:19;12:19;13:19;14:19
L-20,Can Bassa - Can Mònic - Bellavista,Mercat de Canovelles,"(41.614554, 2.285373)",Diumenge,Anada Can Mònic - Bellavista,13,9:22;10:22;11:22;12:22;13:22;14:22
L-20,Can Bassa - Can Mònic - Bellavista,Verdaguer,"(41.614747, 2.290738)",Diumenge,Anada Can Mònic - Bellavista,14,9:24;10:24;11:24;12:24;13:24;14:24;15:20;16:20;17:20;18:20;19:20;20:20;21:20
L-20,Can Bassa - Can Mònic - Bellavista,Lledoner,"(41.618911, 2.292032)",Diumenge,Anada Can Mònic - Bellavista,15,9:26;10:26;11:26;12:26;13:26;14:26;15:22;16:22;17:22;18:22;19:22;20:22;21:22
L-20,Can Bassa - Can Mònic - Bellavista,Ronda Nord,"(41.621811, 2.292915)",Diumenge,Anada Can Mònic - Bellavista,16,9:27;10:27;11:27;12:27;13:27;14:27;15:23;16:23;17:23;18:23;19:23;20:23;21:23
L-20,Can Bassa - Can Mònic - Bellavista,Can Mònic,"(41.620629, 2.29399)",Diumenge,Anada Can Mònic - Bellavista,17,9:28;10:28;11:28;12:28;13:28;14:28;15:24;16:24;17:24;18:24;19:24;20:24;21:24
L-20,Can Bassa - Can Mònic - Bellavista,Girona - CAP,"(41.618014, 2.29308)",Diumenge,Anada Can Mònic - Bellavista,18,9:29;10:29;11:29;12:29;13:29;14:29;15:26;16:26;17:26;18:26;19:26;20:26;21:26
L-20,Can Bassa - Can Mònic - Bellavista,Plaça Espanya,"(41.616976, 2.294763)",Diumenge,Anada Can Mònic - Bellavista,19,9:31;10:31;11:31;12:31;13:31;14:31;15:28;16:28;17:28;18:28;19:28;20:28;21:28
L-20,Can Bassa - Can Mònic - Bellavista,Plaça de l'Esbarjo,"(41.618511, 2.29811)",Diumenge,Anada Can Mònic - Bellavista,20,9:31;10:31;11:31;12:31;13:31;14:31;15:30;16:30;17:30;18:30;19:30;20:30;21:30
L-20,Can Bassa - Can Mònic - Bellavista,Barcelona,"(41.619175, 2.301108)",Diumenge,Anada Can Mònic - Bellavista,21,9:32;10:32;11:32;12:32;13:32;14:32;15:31;16:31;17:31;18:31;19:31;20:31;21:31
L-20,Can Bassa - Can Mònic - Bellavista,Astúries,"(41.621987, 2.301075)",Diumenge,Anada Can Mònic - Bellavista,22,9:33;10:33;11:33;12:33;13:33;14:33;15:32;16:32;17:32;18:32;19:32;20:32;21:32
L-20,Can Bassa - Can Mònic - Bellavista,Andalusia,"(41.622604, 2.299714)",Diumenge,Anada Can Mònic - Bellavista,23,9:34;10:34;11:34;12:34;13:34;14:34;15:33;16:33;17:33;18:33;19:33;20:33;21:33
L-20,Can Bassa - Can Mònic - Bellavista,Bellavista - Plaça Major,"(41.619822, 2.297894)",Diumenge,Anada Can Mònic - Bellavista,24,9:35;10:35;11:35;12:35;13:35;14:35;15:35;16:35;17:35;18:35;19:35;20:35;21:35
L-20,Can Bassa - Can Mònic - Bellavista,Bellavista - Plaça Major,"(41.619822, 2.297894)",Diumenge,Tornada Can Bassa,1,9:35;10:35;11:35;12:35;13:35;14:35;15:35;16:35;17:35;18:35;19:35;20:35;21:35
L-20,Can Bassa - Can Mònic - Bellavista,Cardedeu,"(41.618177, 2.295998)",Diumenge,Tornada Can Bassa,2,9:36;10:36;11:36;12:36;13:36;14:36;15:36;16:36;17:36;18:36;19:36;20:36;21:36
L-20,Can Bassa - Can Mònic - Bellavista,Plaça Espanya,"(41.616976, 2.294763)",Diumenge,Tornada Can Bassa,3,9:38;10:38;11:38;12:38;13:38;14:38;15:38;16:38;17:38;18:38;19:38;20:38;21:38
L-20,Can Bassa - Can Mònic - Bellavista,Geriàtric,"(41.615569, 2.29496)",Diumenge,Tornada Can Bassa,4,9:39;10:39;11:39;12:39;13:39;14:39;15:39;16:39;17:39;18:39;19:39;20:39;21:39
L-20,Can Bassa - Can Mònic - Bellavista,Hospital,"(41.613365, 2.294314)",Diumenge,Tornada Can Bassa,5,9:40;10:40;11:40;12:40;13:40;14:40;15:40;16:40;17:40;18:40;19:40;20:40;21:40
L-20,Can Bassa - Can Mònic - Bellavista,Ramon Llull,"(41.613738, 2.289583)",Diumenge,Tornada Can Bassa,6,9:42;10:42;11:42;12:42;13:42;14:42
L-20,Can Bassa - Can Mònic - Bellavista,Ponent,"(41.614243, 2.286441)",Diumenge,Tornada Can Bassa,7,9:43;10:43;11:43;12:43;13:43;14:43
L-20,Can Bassa - Can Mònic - Bellavista,Mercat de Canovelles,"(41.614554, 2.285373)",Diumenge,Tornada Can Bassa,8,9:45;10:45;11:45;12:45;13:45;14:45
L-20,Can Bassa - Can Mònic - Bellavista,Minetes,"(41.612810000000003, 2.2916409999999998)",Diumenge,Tornada Can Bassa,9,9:47;10:47;11:47;12:47;13:47;14:47;15:42;16:42;17:42;18:42;19:42;20:42;21:42
L-20,Can Bassa - Can Mònic - Bellavista,Enginyer,"(41.609825999999998, 2.2907160000000002)",Diumenge,Tornada Can Bassa,10,9:48;10:48;11:48;12:48;13:48;14:48;15:44;16:44;17:44;18:44;19:44;20:44;21:44
L-20,Can Bassa - Can Mònic - Bellavista,Centre - Estació Bus,"(41.607160999999998, 2.2907190000000002)",Diumenge,Tornada Can Bassa,11,9:49;10:49;11:49;12:49;13:49;14:49;15:45;16:45;17:45;18:45;19:45;20:45;21:45
L-20,Can Bassa - Can Mònic - Bellavista,Bisbe Grivé,"(41.603881000000001, 2.2904409999999999)",Diumenge,Tornada Can Bassa,12,9:50;10:50;11:50;12:50;13:50;14:50;15:47;16:47;17:47;18:47;19:47;20:47;21:47
L-20,Can Bassa - Can Mònic - Bellavista,ONCE,"(41.601818000000002, 2.2903739999999999)",Diumenge,Tornada Can Bassa,13,9:51;10:51;11:51;12:51;13:51;14:51;15:48;16:48;17:48;18:48;19:48;20:48;21:48
L-20,Can Bassa - Can Mònic - Bellavista,Estació de França - Marquesina B,"(41.599580000000003, 2.2905980000000001)",Diumenge,Tornada Can Bassa,14,9:52;10:52;11:52;12:52;13:52;14:53;15:49;16:49;17:49;18:49;19:49;20:49;21:49
L-20,Can Bassa - Can Mònic - Bellavista,Colom,"(41.600093999999999, 2.2880859999999998)",Diumenge,Tornada Can Bassa,15,9:54;10:54;11:54;12:54;13:54;14:54;15:51;16:51;17:51;18:51;19:51;20:51;21:51
L-20,Can Bassa - Can Mònic - Bellavista,Palau d'Esports,"(41.599091000000001, 2.2869709999999999)",Diumenge,Tornada Can Bassa,16,9:55;10:55;11:55;12:55;13:55;14:55;15:52;16:52;17:52;18:52;19:52;20:52;21:52
L-20,Can Bassa - Can Mònic - Bellavista,L'Arbeca,"(41.596257000000001, 2.286362)",Diumenge,Tornada Can Bassa,17,9:56;10:56;11:56;12:56;13:56;14:56;15:53;16:53;17:53;18:53;19:53;20:53;21:53
L-20,Can Bassa - Can Mònic - Bellavista,Avinguda Europa,"(41.594535999999998, 2.2848899999999999)",Diumenge,Tornada Can Bassa,18,9:57;10:57;11:57;12:57;13:57;14:57;15:54;16:54;17:54;18:54;19:54;20:54;21:54
L-20,Can Bassa - Can Mònic - Bellavista,Camí Ral,"(41.591591000000001, 2.2837339999999999)",Diumenge,Tornada Can Bassa,19,9:58;10:58;11:58;12:58;13:58;14:58;15:55;16:55;17:55;18:55;19:55;20:55;21:55
L-20,Can Bassa - Can Mònic - Bellavista,Palou,"(41.590341000000002, 2.2859099999999999)",Diumenge,Tornada Can Bassa,20,9:59;10:59;11:59;12:59;13:59;14:59;15:56;16:56;17:56;18:56;19:56;20:56;21:56
L-20,Can Bassa - Can Mònic - Bellavista,Can Bassa,"(41.591242999999999, 2.2872889999999999)",Diumenge,Tornada Can Bassa,21,10:00;11:00;12:00;13:00;14:00;15:00;15:57;16:57;17:57;18:57;19:57;20:57;21:57
L-20,Can Bassa - Can Mònic - Bellavista,Can Bassa,"(41.591243, 2.287289)",Festiu,Anada Can Mònic - Bellavista,1,9:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00
L-20,Can Bassa - Can Mònic - Bellavista,La Fàbrica,"(41.593908, 2.28594)",Festiu,Anada Can Mònic - Bellavista,2,9:02;10:02;11:02;12:02;13:02;14:02;15:02;16:02;17:02;18:02;19:02;20:02;21:02
L-20,Can Bassa - Can Mònic - Bellavista,L'Arbeca,"(41.596257, 2.286362)",Festiu,Anada Can Mònic - Bellavista,3,9:03;10:03;11:03;12:03;13:03;14:03;15:03;16:03;17:03;18:03;19:03;20:03;21:03
L-20,Can Bassa - Can Mònic - Bellavista,Palau d'Esports,"(41.599091, 2.286971)",Festiu,Anada Can Mònic - Bellavista,4,9:04;10:04;11:04;12:04;13:04;14:04;15:04;16:04;17:04;18:04;19:04;20:04;21:04
L-20,Can Bassa - Can Mònic - Bellavista,Colom,"(41.600094, 2.288086)",Festiu,Anada Can Mònic - Bellavista,5,9:06;10:06;11:06;12:06;13:06;14:06;15:06;16:06;17:06;18:06;19:06;20:06;21:06
L-20,Can Bassa - Can Mònic - Bellavista,Estació de França - Marquesina A,"(41.600031, 2.290673)",Festiu,Anada Can Mònic - Bellavista,6,9:07;10:07;11:07;12:07;13:07;14:07;15:07;16:07;17:07;18:07;19:07;20:07;21:07
L-20,Can Bassa - Can Mònic - Bellavista,Foment,"(41.60301, 2.29058)",Festiu,Anada Can Mònic - Bellavista,7,9:11;10:11;11:11;12:11;13:11;14:11;15:11;16:11;17:11;18:11;19:11;20:11;21:11
L-20,Can Bassa - Can Mònic - Bellavista,Centre - Estació Bus,"(41.607161, 2.290719)",Festiu,Anada Can Mònic - Bellavista,8,9:13;10:13;11:13;12:13;13:13;14:13;15:13;16:13;17:13;18:13;19:13;20:13;21:13
L-20,Can Bassa - Can Mònic - Bellavista,Enginyer,"(41.609826, 2.290716)",Festiu,Anada Can Mònic - Bellavista,9,9:15;10:15;11:15;12:15;13:15;14:15;15:15;16:15;17:15;18:15;19:15;20:15;21:15
L-20,Can Bassa - Can Mònic - Bellavista,Minetes,"(41.61281, 2.291641)",Festiu,Anada Can Mònic - Bellavista,10,9:16;10:16;11:16;12:16;13:16;14:16;15:16;16:16;17:16;18:16;19:16;20:16;21:16
L-20,Can Bassa - Can Mònic - Bellavista,Verdaguer,"(41.614747, 2.290738)",Festiu,Anada Can Mònic - Bellavista,11,9:20;10:20;11:20;12:20;13:20;14:20;15:20;16:20;17:20;18:20;19:20;20:20;21:20
L-20,Can Bassa - Can Mònic - Bellavista,Lledoner,"(41.618911, 2.292032)",Festiu,Anada Can Mònic - Bellavista,12,9:22;10:22;11:22;12:22;13:22;14:22;15:22;16:22;17:22;18:22;19:22;20:22;21:22
L-20,Can Bassa - Can Mònic - Bellavista,Ronda Nord,"(41.621811, 2.292915)",Festiu,Anada Can Mònic - Bellavista,13,9:23;10:23;11:23;12:23;13:23;14:23;15:23;16:23;17:23;18:23;19:23;20:23;21:23
L-20,Can Bassa - Can Mònic - Bellavista,Can Mònic,"(41.620629, 2.29399)",Festiu,Anada Can Mònic - Bellavista,14,9:24;10:24;11:24;12:24;13:24;14:24;15:24;16:24;17:24;18:24;19:24;20:24;21:24
L-20,Can Bassa - Can Mònic - Bellavista,Girona - CAP,"(41.618014, 2.29308)",Festiu,Anada Can Mònic - Bellavista,15,9:26;10:26;11:26;12:26;13:26;14:26;15:26;16:26;17:26;18:26;19:26;20:26;21:26
L-20,Can Bassa - Can Mònic - Bellavista,Plaça Espanya,"(41.616976, 2.294763)",Festiu,Anada Can Mònic - Bellavista,16,9:28;10:28;11:28;12:28;13:28;14:28;15:28;16:28;17:28;18:28;19:28;20:28;21:28
L-20,Can Bassa - Can Mònic - Bellavista,Plaça de l'Esbarjo,"(41.618511, 2.29811)",Festiu,Anada Can Mònic - Bellavista,17,9:30;10:30;11:30;12:30;13:30;14:30;15:30;16:30;17:30;18:30;19:30;20:30;21:30
L-20,Can Bassa - Can Mònic - Bellavista,Barcelona,"(41.619175, 2.301108)",Festiu,Anada Can Mònic - Bellavista,18,9:31;10:31;11:31;12:31;13:31;14:31;15:31;16:31;17:31;18:31;19:31;20:31;21:31
L-20,Can Bassa - Can Mònic - Bellavista,Astúries,"(41.621987, 2.301075)",Festiu,Anada Can Mònic - Bellavista,19,9:32;10:32;11:32;12:32;13:32;14:32;15:32;16:32;17:32;18:32;19:32;20:32;21:32
L-20,Can Bassa - Can Mònic - Bellavista,Andalusia,"(41.622604, 2.299714)",Festiu,Anada Can Mònic - Bellavista,20,9:33;10:33;11:33;12:33;13:33;14:33;15:33;16:33;17:33;18:33;19:33;20:33;21:33
L-20,Can Bassa - Can Mònic - Bellavista,Bellavista - Plaça Major,"(41.619822, 2.297894)",Festiu,Anada Can Mònic - Bellavista,21,9:35;10:35;11:35;12:35;13:35;14:35;15:35;16:35;17:35;18:35;19:35;20:35;21:35
L-20,Can Bassa - Can Mònic - Bellavista,Bellavista - Plaça Major,"(41.619822, 2.297894)",Festiu,Tornada Can Bassa,1,9:35;10:35;11:35;12:35;13:35;14:35;15:35;16:35;17:35;18:35;19:35;20:35;21:35
L-20,Can Bassa - Can Mònic - Bellavista,Cardedeu,"(41.618177, 2.295998)",Festiu,Tornada Can Bassa,2,9:36;10:36;11:36;12:36;13:36;14:36;15:36;16:36;17:36;18:36;19:36;20:36;21:36
L-20,Can Bassa - Can Mònic - Bellavista,Plaça Espanya,"(41.616976, 2.294763)",Festiu,Tornada Can Bassa,3,9:38;10:38;11:38;12:38;13:38;14:38;15:38;16:38;17:38;18:38;19:38;20:38;21:38
L-20,Can Bassa - Can Mònic - Bellavista,Geriàtric,"(41.615569, 2.29496)",Festiu,Tornada Can Bassa,4,9:39;10:39;11:39;12:39;13:39;14:39;15:39;16:39;17:39;18:39;19:39;20:39;21:39
L-20,Can Bassa - Can Mònic - Bellavista,Hospital,"(41.613365, 2.294314)",Festiu,Tornada Can Bassa,5,9:40;10:40;11:40;12:40;13:40;14:40;15:40;16:40;17:40;18:40;19:40;20:40;21:40
L-20,Can Bassa - Can Mònic - Bellavista,Minetes,"(41.612810000000003, 2.2916409999999998)",Festiu,Tornada Can Bassa,6,9:42;10:42;11:42;12:42;13:42;14:42;15:42;16:42;17:42;18:42;19:42;20:42;21:42
L-20,Can Bassa - Can Mònic - Bellavista,Enginyer,"(41.609825999999998, 2.2907160000000002)",Festiu,Tornada Can Bassa,7,9:44;10:44;11:44;12:44;13:44;14:44;15:44;16:44;17:44;18:44;19:44;20:44;21:44
L-20,Can Bassa - Can Mònic - Bellavista,Centre - Estació Bus,"(41.607160999999998, 2.2907190000000002)",Festiu,Tornada Can Bassa,8,9:45;10:45;11:45;12:45;13:45;14:45;15:45;16:45;17:45;18:45;19:45;20:45;21:45
L-20,Can Bassa - Can Mònic - Bellavista,Bisbe Grivé,"(41.603881000000001, 2.2904409999999999)",Festiu,Tornada Can Bassa,9,9:47;10:47;11:47;12:47;13:47;14:47;15:47;16:47;17:47;18:47;19:47;20:47;21:47
L-20,Can Bassa - Can Mònic - Bellavista,ONCE,"(41.601818000000002, 2.2903739999999999)",Festiu,Tornada Can Bassa,10,9:48;10:48;11:48;12:48;13:48;14:48;15:48;16:48;17:48;18:48;19:48;20:48;21:48
L-20,Can Bassa - Can Mònic - Bellavista,Estació de França - Marquesina B,"(41.599580000000003, 2.2905980000000001)",Festiu,Tornada Can Bassa,11,9:49;10:49;11:49;12:49;13:49;14:53;15:49;16:49;17:49;18:49;19:49;20:49;21:49
L-20,Can Bassa - Can Mònic - Bellavista,Colom,"(41.600093999999999, 2.2880859999999998)",Festiu,Tornada Can Bassa,12,9:51;10:51;11:51;12:51;13:51;14:54;15:51;16:51;17:51;18:51;19:51;20:51;21:51
L-20,Can Bassa - Can Mònic - Bellavista,Palau d'Esports,"(41.599091000000001, 2.2869709999999999)",Festiu,Tornada Can Bassa,13,9:52;10:52;11:52;12:52;13:52;14:55;15:52;16:52;17:52;18:52;19:52;20:52;21:52
L-20,Can Bassa - Can Mònic - Bellavista,L'Arbeca,"(41.596257000000001, 2.286362)",Festiu,Tornada Can Bassa,14,9:53;10:53;11:53;12:53;13:53;14:56;15:53;16:53;17:53;18:53;19:53;20:53;21:53
L-20,Can Bassa - Can Mònic - Bellavista,Avinguda Europa,"(41.594535999999998, 2.2848899999999999)",Festiu,Tornada Can Bassa,15,9:54;10:54;11:54;12:54;13:54;14:57;15:54;16:54;17:54;18:54;19:54;20:54;21:54
L-20,Can Bassa - Can Mònic - Bellavista,Camí Ral,"(41.591591000000001, 2.2837339999999999)",Festiu,Tornada Can Bassa,16,9:55;10:55;11:55;12:55;13:55;14:58;15:55;16:55;17:55;18:55;19:55;20:55;21:55
L-20,Can Bassa - Can Mònic - Bellavista,Palou,"(41.590341000000002, 2.2859099999999999)",Festiu,Tornada Can Bassa,17,9:56;10:56;11:56;12:56;13:56;14:59;15:56;16:56;17:56;18:56;19:56;20:56;21:56
L-20,Can Bassa - Can Mònic - Bellavista,Can Bassa,"(41.591242999999999, 2.2872889999999999)",Festiu,Tornada Can Bassa,18,9:57;10:57;11:57;12:57;13:57;15:00;15:57;16:57;17:57;18:57;19:57;20:57;21:57
L-20,Can Bassa - Can Mònic - Bellavista,Can Bassa,"(41.591243, 2.287289)",Laborable Agost,Anada Can Mònic - Bellavista,1,06:30;7:00;7:30;8:00;8:30;9:00;9:30;10:00;10:30;11:00;11:30;12:00;12:30;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00;17:30;18:00;18:30;19:00;19:30;20:00;20:30;21:00;21:30
L-20,Can Bassa - Can Mònic - Bellavista,La Fàbrica,"(41.593908, 2.28594)",Laborable Agost,Anada Can Mònic - Bellavista,2,06:32;7:02;7:32;8:02;8:32;9:02;9:32;10:02;10:32;11:02;11:32;12:02;12:32;13:02;13:32;14:02;14:32;15:02;15:32;16:02;16:32;17:02;17:32;18:02;18:32;19:02;19:32;20:02;20:32;21:02;21:32
L-20,Can Bassa - Can Mònic - Bellavista,L'Arbeca,"(41.596257, 2.286362)",Laborable Agost,Anada Can Mònic - Bellavista,3,06:33;7:03;7:33;8:03;8:33;9:03;9:33;10:03;10:33;11:03;11:33;12:03;12:33;13:03;13:33;14:03;14:33;15:03;15:33;16:03;16:33;17:03;17:33;18:03;18:33;19:03;19:33;20:03;20:33;21:03;21:33
L-20,Can Bassa - Can Mònic - Bellavista,Palau d'Esports,"(41.599091, 2.286971)",Laborable Agost,Anada Can Mònic - Bellavista,4,06:34;7:04;7:34;8:04;8:34;9:04;9:34;10:04;10:34;11:04;11:34;12:04;12:34;13:04;13:34;14:04;14:34;15:04;15:34;16:04;16:34;17:04;17:34;18:04;18:34;19:04;19:34;20:04;20:34;21:04;21:34
L-20,Can Bassa - Can Mònic - Bellavista,Colom,"(41.600094, 2.288086)",Laborable Agost,Anada Can Mònic - Bellavista,5,06:36;7:06;7:36;8:06;8:36;9:06;9:36;10:06;10:36;11:06;11:36;12:06;12:36;13:06;13:36;14:06;14:36;15:06;15:36;16:06;16:36;17:06;17:36;18:06;18:36;19:06;19:36;20:06;20:36;21:06;21:36
L-20,Can Bassa - Can Mònic - Bellavista,Estació de França - Marquesina A,"(41.600031, 2.290673)",Laborable Agost,Anada Can Mònic - Bellavista,6,06:37;7:07;7:37;8:07;8:37;9:07;9:37;10:07;10:37;11:07;11:37;12:07;12:37;13:07;13:37;14:10;14:37;15:07;15:37;16:07;16:37;17:07;17:37;18:07;18:37;19:07;19:37;20:07;20:37;21:07;21:37
L-20,Can Bassa - Can Mònic - Bellavista,Foment,"(41.60301, 2.29058)",Laborable Agost,Anada Can Mònic - Bellavista,7,06:41;7:11;7:41;8:11;8:41;9:11;9:41;10:11;10:41;11:11;11:41;12:11;12:41;13:11;13:41;14:11;14:41;15:11;15:41;16:11;16:41;17:11;17:41;18:11;18:41;19:11;19:41;20:11;20:41;21:11;21:41
L-20,Can Bassa - Can Mònic - Bellavista,Centre - Estació Bus,"(41.607161, 2.290719)",Laborable Agost,Anada Can Mònic - Bellavista,8,06:43;7:13;7:43;8:13;8:43;9:13;9:43;10:13;10:43;11:13;11:43;12:13;12:43;13:13;13:43;14:13;14:43;15:13;15:43;16:13;16:43;17:13;17:43;18:13;18:43;19:13;19:43;20:13;20:43;21:13;21:43
L-20,Can Bassa - Can Mònic - Bellavista,Enginyer,"(41.609826, 2.290716)",Laborable Agost,Anada Can Mònic - Bellavista,9,06:45;7:15;7:45;8:15;8:45;9:15;9:45;10:15;10:45;11:15;11:45;12:15;12:45;13:15;13:45;14:15;14:45;15:15;15:45;16:15;16:45;17:15;17:45;18:15;18:45;19:15;19:45;20:15;20:45;21:15;21:45
L-20,Can Bassa - Can Mònic - Bellavista,Minetes,"(41.61281, 2.291641)",Laborable Agost,Anada Can Mònic - Bellavista,10,06:46;7:16;7:46;8:16;8:46;9:16;9:46;10:16;10:46;11:16;11:46;12:16;12:46;13:16;13:46;14:16;14:46;15:16;15:46;16:16;16:46;17:16;17:46;18:16;18:46;19:16;19:46;20:16;20:46;21:16;21:46
