AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO IMPUESTO;NOMBRE IMPUESTO;CODIGO CALLE;NOMBRE CALLE;DISTRITO;SECCION;NRO RECIBOS;IMPORTE RECAUDADO;IMPORTE EJECUTIVA PENDIENTE;.                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;1204;JUAN IGNACIO GAMON ZUMARDIA/AL;001;003;1;98,38;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;1207;ASKATASUNAREN MARTIRIEN KALEA;001;002;25;2.247,73;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;000;000;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;002;1;93,46;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;004;12;1.175,64;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;009;55;6.151,66;212,20;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;011;245;29.157,75;1.120,24;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;013;14;1.219,16;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;014;28;2.934,42;339,42;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;020;128;13.524,40;1.055,31;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;1208;NAFARROA HIRIBIDE/AVENIDA DE N;001;023;29;2.912,19;226,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1209;SANTXOENEA KALEA;001;003;106;13.730,42;424,40;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;1210;SANTA MARIA KALEA;001;003;63;7.584,55;438,48;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;1211;URANTZU KALEA;001;002;32;3.177,78;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;002;TASA RECOG. BA;1212;BITERI KALEA;000;000;24;3.976,93;212,20;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;1212;BITERI KALEA;001;003;1;93,46;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;002;TASA RECOG. BA;1212;BITERI KALEA;001;006;169;20.739,50;568,62;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1212;BITERI KALEA;001;009;265;30.516,50;2.251,33;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;1212;BITERI KALEA;001;030;32;3.004,87;551,62;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;1213;ZAMALBIDE KALEA;001;002;59;6.552,32;220,62;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;1214;ZUBIAURRE KALEA;001;002;58;6.348,57;565,70;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;1301;FORU PLAZA;000;000;30;3.378,04;616,83;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;1301;FORU PLAZA;001;003;12;2.577,24;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;002;TASA RECOG. BA;1302;BARRIO GAZTAÑO/GAZTAÑO AUZOA;001;005;293;27.336,74;678,84;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1304;MARIA LEZO KALEA;001;003;41;4.993,27;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1304;MARIA LEZO KALEA;001;006;17;2.002,23;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;1304;MARIA LEZO KALEA;001;022;245;23.326,63;1.117,32;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;002;TASA RECOG. BA;1304;MARIA LEZO KALEA;001;035;67;7.974,44;1.445,86;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;221;22.600,03;673,18;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;1402;ALEXANDER FLEMING KALEA;001;004;53;5.049,40;220,62;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;292;28.945,51;1.111,66;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;311;30.675,11;888,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;1406;SALK ETA SABIN KALEA;001;004;161;16.559,32;333,76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;002;TASA RECOG. BA;1407;TOMAS LOPEZ KALEA;001;004;125;12.489,02;438,48;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;002;TASA RECOG. BA;1407;TOMAS LOPEZ KALEA;001;020;22;2.215,56;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;1408;GABIERROTA PASEALEKUA/PASEO GA;001;004;27;2.754,83;1.072,31;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;1501;BEHEKO KALEA / CALLE ABAJO;001;001;54;6.691,30;226,28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;1507;SANTA KLARA PLAZA;001;020;33;3.758,46;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;1601;AñARBE KALEA;001;006;28;2.500,75;339,42;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;002;TASA RECOG. BA;1602;BIDASOA KALEA;001;006;118;13.615,12;545,96;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;002;TASA RECOG. BA;1603;LOPE ISASTI KALEA;001;006;102;9.638,21;446,90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;002;TASA RECOG. BA;1604;KALETXIKI;001;006;22;2.562,99;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;1605;MARTIN ETXEBERRIA KALEA;001;006;98;10.490,08;1.281,59;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;1605;MARTIN ETXEBERRIA KALEA;001;030;115;12.848,03;568,62;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;002;TASA RECOG. BA;1606;MORRONGILLETA KALEA;000;000;1;184,52;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1606;MORRONGILLETA KALEA;001;006;42;4.439,59;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;002;TASA RECOG. BA;1606;MORRONGILLETA KALEA;001;017;217;24.781,33;1.335,36;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;1607;ORIA KALEA;001;006;18;1.667,54;212,20;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;002;TASA RECOG. BA;1608;UROLA KALEA;001;006;53;5.012,44;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;002;TASA RECOG. BA;1610;XENPELAR KALEA;001;006;127;15.137,36;438,48;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;002;TASA RECOG. BA;1620;KOLDO MITXELENA PLAZA;001;006;112;13.825,14;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;1701;GALTZARABORDA ETORBIDEA/AV.GAL;000;000;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;002;TASA RECOG. BA;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;007;32;3.035,02;113,14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;002;TASA RECOG. BA;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;008;169;16.633,98;681,76;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
