AÑO;CODIGO AYUNTAMIENTO;NOMBRE AYUNTAMIENTO;CODIGO IMPUESTO;NOMBRE IMPUESTO;CODIGO CALLE;NOMBRE CALLE;DISTRITO;SECCION;NRO RECIBOS;IMPORTE RECAUDADO;IMPORTE EJECUTIVA PENDIENTE;.                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1212;BITERI KALEA;001;009;10;4.325,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1214;ZUBIAURRE KALEA;001;002;1;3.063,77;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1301;FORU PLAZA;001;003;1;95,55;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1302;BARRIO GAZTAÑO/GAZTAÑO AUZOA;001;005;6;2.297,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1304;MARIA LEZO KALEA;000;000;1;45,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1304;MARIA LEZO KALEA;001;003;1;422,73;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1304;MARIA LEZO KALEA;001;022;2;112,51;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1304;MARIA LEZO KALEA;001;035;1;64,80;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1401;AIZPITARTE PASABIDEA/PASAJE AI;001;004;5;9.243,83;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1402;ALEXANDER FLEMING KALEA;001;004;1;1.198,80;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1403;FANDERIA PASEALEKUA/PASEO FAND;001;036;2;139,06;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1404;BARRIO LARTZABAL/LARTZABAL AUZ;001;004;4;1.536,15;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1406;SALK ETA SABIN KALEA;001;004;8;2.473,94;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1407;TOMAS LOPEZ KALEA;001;004;2;51,06;382,79;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1408;GABIERROTA PASEALEKUA/PASEO GA;001;004;1;1.541,85;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1501;BEHEKO KALEA / CALLE ABAJO;001;001;1;910,03;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1603;LOPE ISASTI KALEA;001;006;1;29,66;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1604;KALETXIKI;001;006;1;253,01;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1605;MARTIN ETXEBERRIA KALEA;001;006;2;2.125,63;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1605;MARTIN ETXEBERRIA KALEA;001;030;9;1.010,53;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1606;MORRONGILLETA KALEA;001;006;3;4.670,46;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1610;XENPELAR KALEA;001;006;3;1.014,26;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1620;KOLDO MITXELENA PLAZA;001;006;3;856,04;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;008;5;380,96;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;015;2;2.425,04;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;017;1;103,20;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;024;2;3.236,88;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;026;1;9.212,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1701;GALTZARABORDA ETORBIDEA/AV.GAL;001;029;2;1.003,50;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1702;PARKE KALEA;001;007;1;41,10;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1702;PARKE KALEA;001;015;7;5.037,98;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1804;MIGUEL ZABALETA KALEA;001;017;1;387,43;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1804;MIGUEL ZABALETA KALEA;001;022;2;2.214,31;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1804;MIGUEL ZABALETA KALEA;001;035;1;48,45;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1806;IGANTZI KALEA;001;008;4;4.459,86;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1807;MASTI-LOIDI KALEA;001;018;3;9.561,24;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1808;TXIRRITA-MALEO KALEA;001;018;1;0,00;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1901;ALFONSO XI.AREN KALEA;000;000;3;139,14;3.564,19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1901;ALFONSO XI.AREN KALEA;001;009;2;249,87;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1904;JOSE ERBITI KALEA;001;009;5;4.246,03;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1906;SEGUNDO ISPIZUA KALEA;001;009;4;13.089,16;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;1907;VICENTE ELIZEGI KALEA;001;009;5;3.571,16;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2001;BARRIO ALABERGA/ALABERGA AUZOA;001;010;1;8.407,59;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2001;BARRIO ALABERGA/ALABERGA AUZOA;001;028;21;28.858,19;70,38;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2002;JUAN OLAZABAL KALEA;001;030;5;11.175,26;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2201;DONOSTIA KALEA/CALLE SAN SEBAS;001;013;2;2.597,48;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2201;DONOSTIA KALEA/CALLE SAN SEBAS;001;014;4;370,26;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2201;DONOSTIA KALEA/CALLE SAN SEBAS;001;023;1;145,35;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2202;IZTIETA PASEALEKUA/PASEO IZTIE;001;013;6;5.924,20;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2202;IZTIETA PASEALEKUA/PASEO IZTIE;001;023;1;169,20;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2205;PASAIA KALEA;001;023;4;193,27;382,19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2301;DIPUTAZIO PLAZA;001;023;1;86,40;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2303;HONDARRIBIA KALEA;001;013;2;842,15;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2304;IRUN KALEA;001;014;2;124,28;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2307;OIARTZUN KALEA;001;013;1;123,55;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2307;OIARTZUN KALEA;001;014;2;1.237,13;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2307;OIARTZUN KALEA;001;023;1;111,01;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2401;AMASA KALEA;001;014;3;322,34;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2406;ASTIGARRAGA KALEA;001;014;2;445,66;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2502;JAIZKIBEL KALEA;001;015;7;7.761,47;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2504;URDABURU KALEA;001;032;8;9.367,51;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2601;ERNIO KALEA;001;032;1;1.054,95;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2603;LARRUNARRI KALEA;001;016;2;248,91;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2604;MANDOEGI KALEA;001;016;4;521,59;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2605;MURUMENDI KALEA;001;032;1;172,20;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2701;ARALAR PLAZA;001;017;1;74,40;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2901;MOJA AGUSTINDARREN E./AGUSTINA;001;034;1;52,65;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2903;ELIAS SALABERRIA KALEA;001;034;2;2.150,73;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2905;MARKOLA ETORBIDEA/AVENIDA MARK;001;005;1;65,40;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2905;MARKOLA ETORBIDEA/AVENIDA MARK;001;019;4;597,03;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;2907;RESURRECCION Mª AZKUE KALEA;001;019;5;5.524,78;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;3001;BARRIO OLIBET/OLIBET AUZOA;001;002;5;3.357,64;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;3201;ARDITURRI KALEA;001;022;4;3.869,76;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;3204;PONTIKA KALEA;001;022;3;671,61;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;3402;JESUS GURIDI KALEA;001;024;1;148,05;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;3403;JUAN CRISOSTOMO ARRIAGA KALEA;001;024;1;1.929,12;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;028;ICIO Y TASA URBANI;3405;NORBERTO ALMANDOZ KALEA;001;024;4;453,80;0,00;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
