URTEA;UDAL KODEA;UDALAREN IZENA;TARIFA;TARIFAREN DESKRIBAPENA;ALTA EGUNA;IBILGAILU KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;04;14HP FISKALETIK 15,99HP-RAINOKO TURISMOA;2015/02/10;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;04;14HP FISKALETIK 15,99HP-RAINOKO TURISMOA;2015/02/23;686;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;04;14HP FISKALETIK 15,99HP-RAINOKO TURISMOA;2015/03/13;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;04;14HP FISKALETIK 15,99HP-RAINOKO TURISMOA;2015/04/22;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;05;16HP FISKALETIK 19,99HP-RAINOKO TURISMOA;2015/01/20;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;05;16HP FISKALETIK 19,99HP-RAINOKO TURISMOA;2015/02/13;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;05;16HP FISKALETIK 19,99HP-RAINOKO TURISMOA;2015/02/23;722;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;06;20HP FISKALETIK AURRERAKO TURISMOA;2015/02/23;85;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;10;21 PLAZATIK BEHERAKO AUTOBUSA;2015/02/23;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;11;21 PLAZATIK 50ERAINOKO AUTOBUSA;2015/02/23;10;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2015;067;ERRENTERIA;12;50 PLAZATIK GORAKO AUTOBUSA;2015/02/23;23;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;20;1000KG KARGA BALIAGARRITIK BEHERAKO KAMIOIA;2015/02/23;160;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2015;067;ERRENTERIA;21;1000KG-2999KG KARGA BALIAGARRIKO KAMIOIA;2015/01/09;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;21;1000KG-2999KG KARGA BALIAGARRIKO KAMIOIA;2015/01/12;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;21;1000KG-2999KG KARGA BALIAGARRIKO KAMIOIA;2015/02/13;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;21;1000KG-2999KG KARGA BALIAGARRIKO KAMIOIA;2015/02/16;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;21;1000KG-2999KG KARGA BALIAGARRIKO KAMIOIA;2015/02/23;464;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;22;2999KG-Z GAINETIK 9999KG-RAINOKO KARGA BALIAGARRIKO KAMIOIA;2015/02/23;58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;23;9999KG KARGA BALIAGARRIK GORAKO KAMIOIA;2015/02/23;28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;30;16HP FISKALETIK BEHERAKO TRAKTOREA;2015/02/23;55;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2015;067;ERRENTERIA;31;16HP FISKALETIK 25HP-RAINOKO TRAKTOREA;2015/02/23;19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;32;25HP FISKALETIK GORAKO TRAKTOREA;2015/02/23;82;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2015;067;ERRENTERIA;40;750KG-Z GAINETIK ETA1000KG BEHEKO KARGA BALIAGARRIKO ATOINA;2015/02/23;14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;41;1000KG-2999KG KARGA BALIAGARRIKO ATOINA;2015/02/23;30;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;42;2999KG KARGA BALIAGARRITIK GORAKO ATOINA;2015/02/23;67;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2015;067;ERRENTERIA;50;ZIKLOMOTORRA;2015/02/09;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;50;ZIKLOMOTORRA;2015/02/23;859;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2015;067;ERRENTERIA;50;ZIKLOMOTORRA;2015/03/09;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;50;ZIKLOMOTORRA;2015/06/02;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2015;067;ERRENTERIA;51;125 ZK-RAINOKO MOTORRA;2015/01/08;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;51;125 ZK-RAINOKO MOTORRA;2015/02/23;1.194;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2015;067;ERRENTERIA;51;125 ZK-RAINOKO MOTORRA;2015/03/26;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;52;125ZK-Z GAINETIK 250ZK-RAINOKO MOTORRA;2015/02/23;420;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;52;125ZK-Z GAINETIK 250ZK-RAINOKO MOTORRA;2015/03/09;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;52;125ZK-Z GAINETIK 250ZK-RAINOKO MOTORRA;2015/04/10;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;52;125ZK-Z GAINETIK 250ZK-RAINOKO MOTORRA;2015/05/08;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;52;125ZK-Z GAINETIK 250ZK-RAINOKO MOTORRA;2015/05/18;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;53;250ZK-Z GAINETIK 500ZK-RAINOKO MOTORRA;2015/01/19;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2015;067;ERRENTERIA;53;250ZK-Z GAINETIK 500ZK-RAINOKO MOTORRA;2015/02/23;225;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2015;067;ERRENTERIA;54;500ZK-Z GAINETIK 1000ZK-RAINOKO MOTORRA;2015/01/08;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;54;500ZK-Z GAINETIK 1000ZK-RAINOKO MOTORRA;2015/02/23;502;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2015;067;ERRENTERIA;54;500ZK-Z GAINETIK 1000ZK-RAINOKO MOTORRA;2015/05/15;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2015;067;ERRENTERIA;55;1000ZK-TIK GORAKO MOTORRA;2015/02/23;89;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
