Mun;N.Fijo ;D;Po;Par;Su;Nombre                   ;Tc;Cc;Superfic
067;0315813;N;07;080;W ;                         ;MM;02;00022100
067;0315813;N;07;080;X ;                         ;MM;02;00049732
067;0315813;N;07;080;Y ;                         ;MM;02;00082404
067;0315813;N;07;080;Z ;                         ;MM;02;00038628
067;0315813;N;07;099;A ;                         ;MT;01;00004080
067;0315813;N;07;099;B ;                         ;E ;02;00001618
067;0315813;N;07;099;C ;                         ;MF;01;00119290
067;0315813;N;07;099;D ;                         ;MF;01;00001952
067;0315813;N;07;099;E ;                         ;MF;01;00002995
067;0315813;N;07;099;F ;                         ;I ;01;00000295
067;0315813;N;07;099;G ;                         ;MM;01;00000823
067;0315813;N;07;150;A ;                         ;F ;01;00000783
067;0315813;N;07;150;B ;                         ;MT;02;00001450
067;0315813;N;07;150;C ;                         ;MB;04;00013652
067;0315813;N;07;150;D ;                         ;E ;02;00001762
067;0315813;N;07;150;E ;                         ;MF;04;00009334
067;0315813;N;07;150;F ;                         ;MF;04;00000341
067;0315813;N;07;150;G ;                         ;I ;01;00000289
067;0315813;N;08;001;A ;                         ;I ;01;00000239
067;0315813;N;08;001;AB;                         ;MT;02;00005257
067;0315813;N;08;001;AC;                         ;MB;04;00002079
067;0315813;N;08;001;AD;                         ;E ;02;00005799
067;0315813;N;08;001;AE;                         ;MM;01;00004534
067;0315813;N;08;001;AF;                         ;PD;04;00004235
067;0315813;N;08;001;AG;                         ;MF;02;07934520
067;0315813;N;08;001;AH;                         ;I ;01;00027866
067;0315813;N;08;001;AI;                         ;I ;01;00010515
067;0315813;N;08;001;AJ;                         ;I ;01;00007207
067;0315813;N;08;001;AK;                         ;I ;01;00006442
067;0315813;N;08;001;AL;                         ;I ;01;00006300
067;0315813;N;08;001;AM;                         ;I ;01;00003422
067;0315813;N;08;001;AN;                         ;MM;01;02357595
067;0315813;N;08;001;AO;                         ;MM;01;00045003
067;0315813;N;08;001;AP;                         ;MM;01;00018413
067;0315813;N;08;001;AQ;                         ;MM;01;00197821
067;0315813;N;08;001;AR;                         ;MM;01;00089202
067;0315813;N;08;001;AS;                         ;MM;01;00042850
067;0315813;N;08;001;AT;                         ;MM;01;00141983
067;0315813;N;08;001;AU;                         ;MM;01;00042748
067;0315813;N;08;001;AV;                         ;MM;01;00010971
067;0315813;N;08;001;AW;                         ;MF;02;02104305
067;0315813;N;08;001;B ;                         ;I ;01;00000148
067;0315813;N;08;001;C ;                         ;CR;01;00000038
067;0315813;N;08;001;D ;                         ;CR;01;00000052
067;0315813;N;08;001;E ;                         ;CR;01;00000036
067;0315813;N;08;001;F ;                         ;I ;01;00000106
067;0315813;N;08;001;G ;                         ;I ;01;00000078
067;0315813;N;08;001;H ;                         ;CR;01;00000009
067;0315813;N;08;001;I ;                         ;I ;01;00000036
067;0315813;N;08;001;J ;                         ;I ;01;00000220
067;0315813;N;08;001;K ;                         ;CR;01;00000052
067;0315813;N;08;001;L ;                         ;MT;02;00118360
067;0315813;N;08;001;M ;                         ;MM;01;00055725
067;0315813;N;08;001;N ;                         ;MF;02;00038587
067;0315813;N;08;001;O ;                         ;E ;02;00019948
067;0315813;N;08;001;P ;                         ;E ;02;00013709
067;0315813;N;08;001;Q ;                         ;MF;02;00013543
067;0315813;N;08;001;R ;                         ;MF;02;00012777
067;0315813;N;08;001;S ;                         ;MB;04;00010832
067;0315813;N;08;001;T ;                         ;MF;02;00010630
067;0315813;N;08;001;U ;                         ;E ;02;00010475
067;0315813;N;08;001;V ;                         ;MM;01;00010304
067;0315813;N;08;001;W ;                         ;E ;02;00009962
067;0315813;N;08;001;X ;                         ;MB;04;00009464
067;0315813;N;08;001;Y ;                         ;MB;04;00008827
067;0315813;N;08;001;Z ;                         ;CS;01;00006069
067;0315813;N;08;002;A ;                         ;F ;01;00003544
067;0315813;N;08;010;A ;                         ;E ;02;00003160
067;0315813;N;08;010;B ;                         ;MF;02;00006060
067;0315813;N;08;011;A ;                         ;MM;01;00016244
067;0315813;N;08;012;A ;                         ;MF;01;00005217
067;0315816;X;01;081;A ;                         ;MT;01;00012488
067;0315816;X;01;081;B ;                         ;MF;01;00001742
067;0315816;X;01;081;C ;                         ;MF;01;00001233
067;0315816;X;01;140;A ;                         ;MF;02;00007830
067;0315824;W;07;049;A ;                         ;E ;01;00005687
067;0315824;W;07;049;B ;                         ;MF;01;00001093
067;0315824;W;07;088;A ;                         ;MF;01;00012829
067;0315824;W;07;108;A ;                         ;MT;02;00004010
067;0315824;W;07;108;B ;                         ;MF;01;00003859
067;0315824;W;07;108;C ;                         ;MM;01;00001044
067;0315826;P;04;094;A ;                         ;MM;01;00011107
067;0315826;P;04;094;B ;                         ;MF;01;00012018
067;0315829;Q;03;038;A ;                         ;MB;04;00000990
067;0315829;Q;03;038;B ;                         ;MB;04;00007407
067;0315829;Q;03;038;C ;                         ;E ;02;00009962
067;0315829;Q;03;038;D ;                         ;PD;02;00001972
067;0315829;Q;03;038;E ;                         ;MF;02;00002755
067;0315829;Q;03;038;F ;                         ;MF;02;00000693
067;0315829;Q;03;071;A ;                         ;PD;01;00002696
067;0315829;Q;03;071;B ;                         ;MF;01;00000347
067;0315829;Q;04;152;A ;                         ;MM;02;00019794
067;0315829;Q;04;152;B ;                         ;E ;04;00002150
067;0315830;X;05;007;A ;                         ;MF;01;00005769
067;0315830;X;05;008;A ;                         ;MF;01;00016274
067;0315830;X;05;052;A ;                         ;MF;01;00006962
067;0315835;Y;04;127;A ;                         ;MF;02;00004446
067;0315835;Y;07;014;A ;                         ;MF;04;00000782
067;0315838;J;04;029;A ;                         ;PD;01;00003378
067;0315838;J;06;014;A ;                         ;MF;01;00009262
067;0315839;R;04;027;A ;                         ;PD;03;00005646
067;0315839;R;04;161;A ;                         ;CS;01;00000194
067;0315839;R;04;161;B ;                         ;C ;02;00010628
067;0315839;R;04;161;C ;                         ;F ;01;00007525
067;0315839;R;04;161;D ;                         ;C ;02;00000542
067;0315844;B;04;100;A ;                         ;CR;01;00000148
067;0315844;B;04;100;B ;                         ;I ;01;00000035
067;0315844;B;04;100;C ;                         ;MB;01;00004696
067;0315844;B;04;100;D ;                         ;E ;01;00000569
067;0315844;B;04;100;E ;                         ;MF;01;00011351
067;0315846;R;07;112;A ;                         ;MF;02;00004714
067;0315846;R;07;155;A ;                         ;MF;01;00002824
067;0315846;R;07;158;A ;                         ;MF;01;00003970
067;0315849;S;03;025;A ;                         ;CS;01;00000312
067;0315849;S;03;025;B ;                         ;CS;01;00000081
067;0315849;S;03;025;C ;                         ;IN;01;00000563
067;0315849;S;03;025;D ;                         ;F ;02;00005169
067;0315849;S;03;025;E ;                         ;F ;02;00002613
067;0315849;S;03;025;F ;                         ;F ;02;00001886
067;0315849;S;03;025;G ;                         ;E ;01;00006754
067;0315849;S;03;025;H ;                         ;MF;04;00000594
067;0315849;S;03;025;I ;                         ;MM;04;00000778
067;0315849;S;03;025;J ;                         ;C ;04;00003181
067;0315849;S;03;040;A ;                         ;MF;01;00002225
067;0315849;S;03;061;A ;                         ;C ;02;00000502
067;0315849;S;03;061;B ;                         ;MF;02;00000514
067;0315849;S;04;138;A ;                         ;MF;01;00004359
067;0315849;S;06;006;A ;                         ;MF;02;00008738
067;0315852;J;04;064;A ;                         ;MM;03;00009562
067;0315852;J;04;065;A ;                         ;MF;03;00015919
067;0315852;J;04;132;A ;                         ;CS;01;00000077
067;0315852;J;04;132;B ;                         ;CS;01;00000291
067;0315852;J;04;132;C ;                         ;E ;02;00012875
067;0315852;J;04;132;D ;                         ;MT;04;00005370
067;0315852;J;04;132;E ;                         ;E ;02;00001194
067;0315852;J;04;132;F ;                         ;E ;02;00000610
067;0315852;J;04;132;G ;                         ;PD;02;00020270
067;0315852;J;04;132;H ;                         ;PD;02;00015188
067;0315852;J;04;132;J ;                         ;MB;04;00005514
067;0315852;J;04;132;K ;                         ;MF;01;00003531
067;0315852;J;04;132;L ;                         ;MF;01;00002408
067;0315852;J;04;132;M ;                         ;MF;01;00001110
067;0315852;J;04;132;N ;                         ;MF;01;00000248
067;0315852;J;04;132;O ;                         ;C ;01;00000374
067;0315852;J;04;222;A ;                         ;MM;03;00006353
067;0315854;C;07;086;A ;                         ;MT;02;00001216
067;0315854;C;07;093;A ;                         ;CS;01;00000169
067;0315854;C;07;093;B ;                         ;I ;01;00000034
067;0315854;C;07;093;C ;                         ;C ;01;00001261
067;0315854;C;07;093;D ;                         ;C ;01;00000461
067;0315854;C;07;093;E ;                         ;F ;01;00002294
067;0315854;C;07;093;F ;                         ;F ;02;00001259
067;0315854;C;07;093;H ;                         ;E ;01;00003171
067;0315854;C;07;093;I ;                         ;E ;01;00001815
067;0315854;C;07;093;J ;                         ;MM;01;00009284
067;0315854;C;07;093;K ;                         ;MF;01;00003196
067;0315854;C;07;093;L ;                         ;MM;01;00004028
067;0315854;C;07;093;M ;                         ;I ;01;00003308
067;0315854;C;07;093;N ;                         ;C ;01;00001680
067;0315858;L;01;160;A ;                         ;E ;04;00008064
067;0315862;K;04;008;A ;                         ;MF;01;00005736
067;0315862;K;04;008;B ;                         ;MM;01;00008901
067;0315862;K;04;009;A ;                         ;MF;02;00014314
067;0315862;K;07;010;A ;                         ;MF;04;00001816
067;0315862;K;07;011;A ;                         ;MT;01;00003233
067;0315862;K;07;011;B ;                         ;MM;01;00092798
067;0315867;E;03;013;A ;                         ;C ;02;00002794
067;0315867;E;05;078;A ;                         ;PD;03;00004297
067;0315874;E;07;094;A ;                         ;MT;02;00006351
067;0315886;V;05;071;A ;                         ;MF;01;00008239
067;0315886;V;05;088;A ;                         ;MB;01;00000781
067;0315886;V;05;088;B ;                         ;MF;01;00004084
067;0315891;F;08;006;A ;                         ;MM;01;00009730
067;0315891;F;08;008;A ;                         ;MF;01;00001403
067;0315891;F;08;009;A ;                         ;F ;04;00002366
067;0315891;F;08;009;B ;                         ;MF;01;00001458
067;0315891;F;08;027;A ;                         ;MF;03;00014160
067;0315891;F;08;027;B ;                         ;PD;02;00001199
067;0315891;F;08;027;C ;                         ;MM;03;00002360
067;0315891;F;08;028;A ;                         ;MM;01;00002169
067;0315898;P;07;113;A ;                         ;MM;03;00001985
067;0315898;P;07;161;A ;                         ;MM;03;00010133
067;0315899;A;01;092;A ;                         ;CS;01;00000323
067;0315899;A;01;092;B ;                         ;MF;01;00005503
067;0315899;A;01;092;C ;                         ;C ;01;00000771
067;0315899;A;01;092;D ;                         ;MT;02;00002554
067;0315906;V;01;029;A ;                         ;CS;01;00000438
067;0315906;V;01;029;B ;                         ;C ;02;00000520
067;0315906;V;01;029;C ;                         ;C ;02;00035141
067;0315906;V;01;029;D ;                         ;C ;02;00004320
067;0315906;V;01;029;G ;                         ;MM;02;00006662
067;0315906;V;01;029;H ;                         ;MF;02;00002636
067;0315906;V;01;029;I ;                         ;MF;02;00001252
067;0315906;V;01;029;J ;                         ;C ;02;00000798
067;0315906;V;01;030;A ;                         ;E ;04;00002834
067;0315906;V;01;030;B ;                         ;MB;02;00007639
067;0315906;V;01;184;A ;                         ;MF;01;00000916
067;0315906;V;05;017;A ;                         ;MF;01;00011996
067;0315906;V;05;057;A ;                         ;MF;02;00009957
067;0315906;V;05;081;A ;                         ;MF;02;00007755
067;0315906;V;05;103;A ;                         ;MF;02;00006389
067;0315909;W;07;138;A ;                         ;PD;01;00011397
067;0315909;W;07;138;B ;                         ;PD;01;00001073
067;0315909;W;07;138;D ;                         ;MM;01;00003144
067;0315909;W;07;138;E ;                         ;C ;01;00000870
067;0315911;F;07;025;A ;                         ;MF;01;00003679
067;0315914;G;07;131;A ;                         ;MF;01;00014820
067;0315916;W;02;124;A ;                         ;I ;01;00000175
067;0315916;W;02;124;B ;                         ;C ;01;00000281
067;0315916;W;02;124;C ;                         ;PD;01;00000954
067;0315916;W;02;124;D ;                         ;MB;01;00000760
067;0315916;W;02;124;E ;                         ;MF;01;00000314
067;0315916;W;02;124;F ;                         ;E ;01;00000717
067;0315918;P;07;073;A ;                         ;F ;04;00003065
067;0315918;P;07;073;B ;                         ;MF;02;00001593
067;0315919;A;04;081;A ;                         ;MF;02;00008656
067;0315921;G;03;044;A ;                         ;PD;02;00008794
067;0315921;G;03;044;B ;                         ;MF;01;00002459
067;0315921;G;04;043;A ;                         ;MM;01;00014103
067;0315921;G;04;048;A ;                         ;F ;04;00006518
067;0315921;G;04;050;A ;                         ;CS;01;00000139
067;0315921;G;04;050;B ;                         ;CS;01;00000195
067;0315921;G;04;050;C ;                         ;I ;01;00000330
067;0315921;G;04;050;D ;                         ;I ;01;00000376
067;0315921;G;04;050;E ;                         ;C ;02;00007877
067;0315921;G;04;050;F ;                         ;C ;02;00001389
067;0315921;G;04;050;G ;                         ;E ;02;00001563
067;0315921;G;04;050;H ;                         ;MM;02;00006542
067;0315921;G;04;050;I ;                         ;MF;01;00000504
067;0315921;G;04;050;J ;                         ;C ;02;00002105
067;0315921;G;04;050;K ;                         ;I ;01;00000434
067;0315921;G;04;056;A ;                         ;MM;02;00002769
067;0315921;G;04;056;B ;                         ;MF;02;00002249
067;0315921;G;04;057;A ;                         ;MM;02;00027778
067;0315921;G;04;213;A ;                         ;C ;02;00001736
067;0315925;P;07;132;A ;                         ;MM;01;00009029
067;0315925;P;07;132;B ;                         ;MF;02;00007717
067;0315926;A;03;012;A ;                         ;PD;01;00010631
067;0315926;A;03;012;C ;                         ;MF;01;00002939
067;0315926;A;04;075;A ;                         ;E ;02;00000651
067;0315926;A;04;075;B ;                         ;E ;02;00008716
067;0315926;A;04;075;C ;                         ;E ;02;00005122
067;0315926;A;04;075;D ;                         ;MF;01;00006509
067;0315926;A;04;075;E ;                         ;MF;02;00001204
067;0315928;Q;03;006;A ;                         ;CS;01;00000132
067;0315928;Q;03;006;B ;                         ;I ;01;00000112
067;0315928;Q;03;006;C ;                         ;C ;01;00000248
067;0315928;Q;03;006;D ;                         ;C ;01;00023706
067;0315928;Q;03;006;E ;                         ;E ;04;00004457
067;0315928;Q;03;006;F ;                         ;PD;04;00000203
067;0315928;Q;03;006;G ;                         ;MM;01;00002422
067;0315928;Q;03;006;H ;                         ;MF;02;00002793
067;0315928;Q;03;006;J ;                         ;MF;02;00000630
067;0315928;Q;03;035;A ;                         ;MF;02;00010180
067;0315929;B;07;061;A ;                         ;MF;01;00011300
067;0315929;B;07;091;A ;                         ;MF;01;00001999
067;0315930;W;07;082;A ;                         ;E ;01;00004607
067;0315930;W;07;082;D ;                         ;PD;04;00007186
067;0315930;W;07;082;E ;                         ;MT;01;00006867
067;0315930;W;07;082;F ;                         ;CS;01;00000221
067;0315930;W;07;082;G ;                         ;C ;01;00001957
067;0315937;J;07;057;A ;                         ;MT;04;00008159
067;0315937;J;07;057;B ;                         ;MT;04;00004728
067;0315937;J;07;057;C ;                         ;MF;04;00011289
067;0315941;Y;03;051;A ;CONSTRUC.RUSTICA         ;C ;01;00000762
067;0315945;R;04;128;A ;                         ;MF;01;00001712
067;0315945;R;07;110;A ;                         ;MF;01;00006033
067;0315945;R;07;110;B ;                         ;MM;01;00005897
067;0315954;K;04;038;A ;                         ;PD;04;00001911
067;0315955;S;05;085;A ;                         ;MT;01;00005646
067;0315956;D;03;027;A ;                         ;C ;04;00000393
067;0315956;D;04;107;A ;                         ;C ;02;00002215
067;0315956;D;04;107;C ;                         ;MB;01;00000110
067;0315956;D;04;107;D ;                         ;MB;04;00000706
067;0315956;D;04;165;A ;                         ;C ;02;00001809
067;0315956;D;05;054;A ;                         ;E ;02;00005392
067;0315956;D;05;054;B ;                         ;MB;02;00000854
067;0315961;K;07;002;A ;                         ;C ;01;00005753
067;0315961;K;07;003;A ;                         ;CS;01;00000064
067;0315961;K;07;003;B ;                         ;I ;01;00000149
067;0315961;K;07;003;C ;                         ;C ;01;00004482
067;0315961;K;07;003;D ;                         ;MB;02;00000826
067;0315961;K;07;003;E ;                         ;C ;01;00000414
067;0315961;K;07;004;A ;                         ;C ;01;00001786
067;0315964;L;04;028;A ;                         ;CR;01;00000128
067;0315964;L;04;028;B ;                         ;I ;01;00000515
067;0315964;L;04;028;C ;                         ;C ;01;00001164
067;0315964;L;04;028;D ;                         ;C ;01;00000469
067;0315964;L;04;028;E ;                         ;C ;01;00001648
067;0315965;T;07;149;A ;                         ;I ;01;00000132
067;0315965;T;07;149;B ;                         ;CR;01;00000003
067;0315965;T;07;149;C ;                         ;C ;01;00004143
067;0315965;T;07;149;F ;                         ;C ;01;00000179
067;0315973;E;04;116;A ;                         ;MF;01;00002958
067;0315973;E;04;168;A ;                         ;MF;04;00000995
067;0315973;E;07;017;A ;                         ;MF;01;00021003
067;0315975;U;04;053;A ;                         ;F ;01;00005258
067;0315975;U;04;053;B ;                         ;MM;01;00006370
067;0315975;U;04;055;A ;                         ;I ;01;00000124
067;0315975;U;04;055;B ;                         ;E ;01;00008464
067;0315975;U;04;055;C ;                         ;MM;01;00037993
067;0315975;U;04;055;D ;                         ;C ;01;00001062
067;0315975;U;04;055;E ;                         ;MF;02;00003166
067;0315975;U;04;087;A ;                         ;CG;01;00000285
067;0315975;U;04;087;B ;                         ;C ;04;00003830
067;0315975;U;04;087;C ;                         ;C ;04;00000660
067;0315975;U;04;087;D ;                         ;F ;02;00026699
067;0315975;U;04;087;E ;                         ;MM;03;00010313
067;0315975;U;04;087;F ;                         ;MF;02;00000696
067;0315975;U;04;087;G ;                         ;C ;04;00001706
067;0315975;U;04;087;H ;                         ;C ;04;00001316
067;0315975;U;04;090;B ;                         ;C ;02;00000612
067;0315975;U;04;090;C ;                         ;MB;04;00000817
067;0315975;U;04;090;D ;                         ;E ;02;00000902
067;0315975;U;04;090;E ;                         ;MF;02;00004320
067;0315975;U;04;090;F ;                         ;MB;04;00000325
067;0315975;U;04;090;G ;                         ;C ;02;00001773
067;0315975;U;04;091;A ;                         ;CS;02;00000639
067;0315975;U;04;091;B ;                         ;I ;01;00000236
067;0315975;U;04;091;C ;                         ;C ;01;00000381
067;0315975;U;04;093;A ;                         ;MB;01;00036989
067;0315975;U;04;192;A ;                         ;F ;04;00001192
067;0315975;U;04;192;B ;                         ;PD;04;00000699
067;0315975;U;04;192;C ;                         ;MF;01;00000476
067;0315975;U;04;198;A ;                         ;MF;01;00000893
067;0315975;U;04;198;B ;                         ;MF;01;00006924
067;0315975;U;04;198;C ;                         ;MF;01;00005820
067;0315975;U;04;198;D ;                         ;C ;01;00001590
067;0315979;G;02;113;A ;                         ;PD;03;00009365
067;0315979;G;02;113;B ;                         ;MF;03;00004018
067;0315979;G;02;113;C ;                         ;MF;03;00000824
067;0315979;G;02;113;D ;                         ;PD;03;00000789
067;0315982;U;04;105;A ;                         ;C ;01;00001532
067;0315982;U;04;105;B ;                         ;IN;01;00000134
067;0315982;U;04;105;C ;                         ;IN;01;00000097
067;0315982;U;04;106;A ;                         ;CS;01;00000244
067;0315982;U;04;106;B ;                         ;C ;01;00001501
067;0315985;V;05;012;A ;                         ;CS;01;00000222
067;0315985;V;05;012;B ;                         ;CS;01;00000072
067;0315985;V;05;012;C ;                         ;F ;04;00000941
067;0315985;V;05;012;D ;                         ;MT;01;00002427
067;0315985;V;05;012;E ;                         ;MT;02;00001284
067;0315985;V;05;012;F ;                         ;PD;04;00012104
067;0315985;V;05;012;G ;                         ;PD;04;00007777
067;0315985;V;05;012;H ;                         ;PD;04;00005102
067;0315985;V;05;012;J ;                         ;MF;02;00000820
067;0315985;V;05;012;L ;                         ;C ;04;00000465
067;0315993;G;04;194;B ;                         ;I ;01;00000160
067;0315993;G;04;194;D ;                         ;I ;01;00000051
067;0315993;G;04;194;E ;                         ;I ;01;00000308
067;0315993;G;04;194;F ;                         ;MT;02;00003909
067;0315993;G;04;194;G ;                         ;C ;03;00002247
067;0315993;G;04;194;H ;                         ;PD;03;00020143
067;0315993;G;04;194;I ;                         ;MM;02;00005734
067;0315993;G;04;194;J ;                         ;C ;03;00000303
067;0315993;G;04;196;A ;                         ;CS;01;00000298
067;0315993;G;04;196;B ;                         ;I ;01;00000093
067;0315993;G;04;196;C ;                         ;I ;01;00000111
067;0315993;G;04;196;D ;                         ;C ;01;00002644
067;0315994;X;08;007;A ;                         ;MF;01;00003870
067;0315994;X;08;007;B ;                         ;MM;01;00007836
067;0315996;H;04;173;A ;                         ;PD;04;00001636
