URTEA;UDAL KODEA;UDALAREN IZENA;TARIFA;TARIFAREN DESKRIBAPENA;ALTA EGUNA;IBILGAILU KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/02/25;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/03/08;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/03/14;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/03/29;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/04/11;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/04/14;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/04/19;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/05/13;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;03;12HP FISKALETIK 13,99HP-RAINOKO TURISMOA;2016/07/11;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;04;14HP FISKALETIK 15,99HP-RAINOKO TURISMOA;2016/02/04;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;04;14HP FISKALETIK 15,99HP-RAINOKO TURISMOA;2016/02/22;694;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;04;14HP FISKALETIK 15,99HP-RAINOKO TURISMOA;2016/02/26;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;05;16HP FISKALETIK 19,99HP-RAINOKO TURISMOA;2016/02/22;730;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;05;16HP FISKALETIK 19,99HP-RAINOKO TURISMOA;2016/04/19;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;06;20HP FISKALETIK AURRERAKO TURISMOA;2016/02/22;78;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;10;21 PLAZATIK BEHERAKO AUTOBUSA;2016/02/22;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;11;21 PLAZATIK 50ERAINOKO AUTOBUSA;2016/02/22;9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;12;50 PLAZATIK GORAKO AUTOBUSA;2016/02/22;22;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;20;1000KG KARGA BALIAGARRITIK BEHERAKO KAMIOIA;2016/02/11;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;20;1000KG KARGA BALIAGARRITIK BEHERAKO KAMIOIA;2016/02/22;154;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;20;1000KG KARGA BALIAGARRITIK BEHERAKO KAMIOIA;2016/04/14;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;067;ERRENTERIA;21;1000KG-2999KG KARGA BALIAGARRIKO KAMIOIA;2016/02/22;444;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;21;1000KG-2999KG KARGA BALIAGARRIKO KAMIOIA;2016/12/01;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;22;2999KG-Z GAINETIK 9999KG-RAINOKO KARGA BALIAGARRIKO KAMIOIA;2016/02/22;60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;23;9999KG KARGA BALIAGARRIK GORAKO KAMIOIA;2016/02/22;35;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;30;16HP FISKALETIK BEHERAKO TRAKTOREA;2016/02/22;58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;30;16HP FISKALETIK BEHERAKO TRAKTOREA;2016/04/29;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;31;16HP FISKALETIK 25HP-RAINOKO TRAKTOREA;2016/02/22;19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;32;25HP FISKALETIK GORAKO TRAKTOREA;2016/01/15;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;32;25HP FISKALETIK GORAKO TRAKTOREA;2016/02/22;73;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;40;750KG-Z GAINETIK ETA1000KG BEHEKO KARGA BALIAGARRIKO ATOINA;2016/02/22;14;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;41;1000KG-2999KG KARGA BALIAGARRIKO ATOINA;2016/02/22;28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;42;2999KG KARGA BALIAGARRITIK GORAKO ATOINA;2016/02/22;60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;50;ZIKLOMOTORRA;2016/01/04;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;50;ZIKLOMOTORRA;2016/02/22;828;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;50;ZIKLOMOTORRA;2016/03/23;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;50;ZIKLOMOTORRA;2016/05/17;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;51;125 ZK-RAINOKO MOTORRA;2016/02/22;1.248;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;52;125ZK-Z GAINETIK 250ZK-RAINOKO MOTORRA;2016/02/22;433;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;53;250ZK-Z GAINETIK 500ZK-RAINOKO MOTORRA;2016/02/22;244;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;54;500ZK-Z GAINETIK 1000ZK-RAINOKO MOTORRA;2016/02/22;536;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;55;1000ZK-TIK GORAKO MOTORRA;2016/02/22;87;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
