URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;ALDAKUNTZA MOTA;ALDAKUNTZAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;001;030;ER;MODIFICACION DATOS DE HABITANT;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;001;030;IN;ALTA HABITANTE POR INMIGRACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;001;030;NA;ALTA HABITANTE POR NACIMIENTO;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;001;030;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6012;IKUTZA KORTSARIOA KALEA;001;030;OC;CAMBIO DE DOMICILIO DE HABITAN;2;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6017;TOURING ETORBIDEA/AVENIDA TOUR;001;004;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6017;TOURING ETORBIDEA/AVENIDA TOUR;001;004;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6017;TOURING ETORBIDEA/AVENIDA TOUR;001;004;OC;CAMBIO DE DOMICILIO DE HABITAN;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6018;DOLORES IBARRURI ZUMARDIA/ALAM;001;036;EM;BAJA HABITANTE POR EMIGRACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6018;DOLORES IBARRURI ZUMARDIA/ALAM;001;036;ER;MODIFICACION DATOS DE HABITANT;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6018;DOLORES IBARRURI ZUMARDIA/ALAM;001;036;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6018;DOLORES IBARRURI ZUMARDIA/ALAM;001;036;NA;ALTA HABITANTE POR NACIMIENTO;1;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6018;DOLORES IBARRURI ZUMARDIA/ALAM;001;036;OC;CAMBIO DE DOMICILIO DE HABITAN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;001;036;CO;CONFIRMACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;001;036;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;001;036;EM;BAJA HABITANTE POR EMIGRACION;6;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;001;036;ER;MODIFICACION DATOS DE HABITANT;10;10;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;001;036;IN;ALTA HABITANTE POR INMIGRACION;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6019;DARIO REGOYOS KALEA;001;036;OC;CAMBIO DE DOMICILIO DE HABITAN;4;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6020;FEDERICO GARCIA LORCA KALEA;001;036;OC;CAMBIO DE DOMICILIO DE HABITAN;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6023;ANDONI KORTA KALEA;001;006;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;6023;ANDONI KORTA KALEA;001;006;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;001;022;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;001;022;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;001;022;ER;MODIFICACION DATOS DE HABITANT;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;001;022;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;001;022;NA;ALTA HABITANTE POR NACIMIENTO;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6030;JOSE MIGUEL BARANDIARAN KALEA;001;022;OC;CAMBIO DE DOMICILIO DE HABITAN;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;001;030;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;001;030;EM;BAJA HABITANTE POR EMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;001;030;ER;MODIFICACION DATOS DE HABITANT;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;001;030;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;001;030;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6031;BITTOR IDIAZABAL KALEA;001;030;OC;CAMBIO DE DOMICILIO DE HABITAN;4;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6032;TULLE KALEA;001;035;DE;BAJA HABITANTE POR DEFUNCION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;6032;TULLE KALEA;001;035;ER;MODIFICACION DATOS DE HABITANT;5;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6032;TULLE KALEA;001;035;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6032;TULLE KALEA;001;035;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;6032;TULLE KALEA;001;035;OC;CAMBIO DE DOMICILIO DE HABITAN;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;EM;BAJA HABITANTE POR EMIGRACION;4;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;ER;MODIFICACION DATOS DE HABITANT;12;16;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;IN;ALTA HABITANTE POR INMIGRACION;4;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;NA;ALTA HABITANTE POR NACIMIENTO;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;OC;CAMBIO DE DOMICILIO DE HABITAN;4;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6033;LOUSADA KALEA;001;005;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;018;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;018;EM;BAJA HABITANTE POR EMIGRACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;018;ER;MODIFICACION DATOS DE HABITANT;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;018;IN;ALTA HABITANTE POR INMIGRACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;018;OC;CAMBIO DE DOMICILIO DE HABITAN;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;022;CO;CONFIRMACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;022;EM;BAJA HABITANTE POR EMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;022;ER;MODIFICACION DATOS DE HABITANT;4;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;022;IN;ALTA HABITANTE POR INMIGRACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;022;NA;ALTA HABITANTE POR NACIMIENTO;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;067;ERRENTERIA;6035;ARRAMENDI PASEALEKUA/PASEO ARR;001;022;OC;CAMBIO DE DOMICILIO DE HABITAN;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;067;ERRENTERIA;6036;TELLERIALDE PLAZA;001;030;EM;BAJA HABITANTE POR EMIGRACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;6036;TELLERIALDE PLAZA;001;030;NA;ALTA HABITANTE POR NACIMIENTO;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;CO;CONFIRMACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;EM;BAJA HABITANTE POR EMIGRACION;12;16;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;ER;MODIFICACION DATOS DE HABITANT;15;19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;IN;ALTA HABITANTE POR INMIGRACION;9;9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;NA;ALTA HABITANTE POR NACIMIENTO;7;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;067;ERRENTERIA;6043;ERRAMUN ASTIBIA KALEA;001;019;OC;CAMBIO DE DOMICILIO DE HABITAN;10;12;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;067;ERRENTERIA;6045;VICENTE ZAPIRAIN KALEA;001;019;RN;MODIFICACION POR RENOVACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;ER;MODIFICACION DATOS DE HABITANT;4;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;NA;ALTA HABITANTE POR NACIMIENTO;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;OB;BAJA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;OC;CAMBIO DE DOMICILIO DE HABITAN;5;12;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;067;ERRENTERIA;6054;ALTXU KALEA;001;005;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
